node,commodity,level,year,time,value,unit
R12_AFR,i_therm,useful,2020,year,18.1019,GWa
R12_AFR,i_therm,useful,2025,year,21.3792,GWa
R12_AFR,i_therm,useful,2030,year,25.062,GWa
R12_AFR,i_therm,useful,2035,year,29.3274,GWa
R12_AFR,i_therm,useful,2040,year,34.2864,GWa
R12_AFR,i_therm,useful,2045,year,40.0931,GWa
R12_AFR,i_therm,useful,2050,year,46.9395,GWa
R12_AFR,i_therm,useful,2055,year,55.0435,GWa
R12_AFR,i_therm,useful,2060,year,64.7272,GWa
R12_AFR,i_therm,useful,2065,year,76.3585,GWa
R12_AFR,i_therm,useful,2070,year,90.3439,GWa
R12_AFR,i_therm,useful,2075,year,107.227,GWa
R12_AFR,i_therm,useful,2080,year,127.6247,GWa
R12_AFR,i_therm,useful,2085,year,152.3644,GWa
R12_AFR,i_therm,useful,2090,year,182.5215,GWa
R12_AFR,i_therm,useful,2095,year,219.4384,GWa
R12_AFR,i_therm,useful,2100,year,264.8333,GWa
R12_AFR,i_therm,useful,2110,year,403.1818,GWa
R12_CHN,i_therm,useful,2020,year,247.9225,GWa
R12_CHN,i_therm,useful,2025,year,269.0303,GWa
R12_CHN,i_therm,useful,2030,year,283.4189,GWa
R12_CHN,i_therm,useful,2035,year,293.0123,GWa
R12_CHN,i_therm,useful,2040,year,296.9479,GWa
R12_CHN,i_therm,useful,2045,year,299.2209,GWa
R12_CHN,i_therm,useful,2050,year,299.5882,GWa
R12_CHN,i_therm,useful,2055,year,297.5004,GWa
R12_CHN,i_therm,useful,2060,year,294.7881,GWa
R12_CHN,i_therm,useful,2065,year,291.7387,GWa
R12_CHN,i_therm,useful,2070,year,287.4066,GWa
R12_CHN,i_therm,useful,2075,year,281.8907,GWa
R12_CHN,i_therm,useful,2080,year,275.5815,GWa
R12_CHN,i_therm,useful,2085,year,268.9149,GWa
R12_CHN,i_therm,useful,2090,year,262.5328,GWa
R12_CHN,i_therm,useful,2095,year,256.5783,GWa
R12_CHN,i_therm,useful,2100,year,250.5167,GWa
R12_CHN,i_therm,useful,2110,year,241.2953,GWa
R12_EEU,i_therm,useful,2020,year,15.7399,GWa
R12_EEU,i_therm,useful,2025,year,15.0203,GWa
R12_EEU,i_therm,useful,2030,year,14.3942,GWa
R12_EEU,i_therm,useful,2035,year,14.0338,GWa
R12_EEU,i_therm,useful,2040,year,13.8634,GWa
R12_EEU,i_therm,useful,2045,year,13.8322,GWa
R12_EEU,i_therm,useful,2050,year,13.9162,GWa
R12_EEU,i_therm,useful,2055,year,14.084,GWa
R12_EEU,i_therm,useful,2060,year,14.3243,GWa
R12_EEU,i_therm,useful,2065,year,14.6327,GWa
R12_EEU,i_therm,useful,2070,year,15.0028,GWa
R12_EEU,i_therm,useful,2075,year,15.4395,GWa
R12_EEU,i_therm,useful,2080,year,15.9562,GWa
R12_EEU,i_therm,useful,2085,year,16.5708,GWa
R12_EEU,i_therm,useful,2090,year,17.3014,GWa
R12_EEU,i_therm,useful,2095,year,18.158,GWa
R12_EEU,i_therm,useful,2100,year,19.1284,GWa
R12_EEU,i_therm,useful,2110,year,21.4899,GWa
R12_FSU,i_therm,useful,2020,year,58.5149,GWa
R12_FSU,i_therm,useful,2025,year,51.1928,GWa
R12_FSU,i_therm,useful,2030,year,46.3902,GWa
R12_FSU,i_therm,useful,2035,year,42.235,GWa
R12_FSU,i_therm,useful,2040,year,39.2998,GWa
R12_FSU,i_therm,useful,2045,year,37.3304,GWa
R12_FSU,i_therm,useful,2050,year,36.0322,GWa
R12_FSU,i_therm,useful,2055,year,35.1403,GWa
R12_FSU,i_therm,useful,2060,year,34.6607,GWa
R12_FSU,i_therm,useful,2065,year,34.6537,GWa
R12_FSU,i_therm,useful,2070,year,35.1768,GWa
R12_FSU,i_therm,useful,2075,year,36.2383,GWa
R12_FSU,i_therm,useful,2080,year,37.8471,GWa
R12_FSU,i_therm,useful,2085,year,40.0662,GWa
R12_FSU,i_therm,useful,2090,year,42.9878,GWa
R12_FSU,i_therm,useful,2095,year,46.6898,GWa
R12_FSU,i_therm,useful,2100,year,51.1994,GWa
R12_FSU,i_therm,useful,2110,year,64.0801,GWa
R12_LAM,i_therm,useful,2020,year,64.4266,GWa
R12_LAM,i_therm,useful,2025,year,68.8361,GWa
R12_LAM,i_therm,useful,2030,year,72.3139,GWa
R12_LAM,i_therm,useful,2035,year,76.6255,GWa
R12_LAM,i_therm,useful,2040,year,81.5339,GWa
R12_LAM,i_therm,useful,2045,year,86.9212,GWa
