node,commodity,level,year,time,value,unit
R12_AFR,i_spec,useful,2020,year,12.5087,GWa
R12_AFR,i_spec,useful,2025,year,13.9598,GWa
R12_AFR,i_spec,useful,2030,year,14.8538,GWa
R12_AFR,i_spec,useful,2035,year,15.3667,GWa
R12_AFR,i_spec,useful,2040,year,16.1235,GWa
R12_AFR,i_spec,useful,2045,year,17.5226,GWa
R12_AFR,i_spec,useful,2050,year,19.7795,GWa
R12_AFR,i_spec,useful,2055,year,22.9723,GWa
R12_AFR,i_spec,useful,2060,year,27.3431,GWa
R12_AFR,i_spec,useful,2065,year,33.3358,GWa
R12_AFR,i_spec,useful,2070,year,41.528,GWa
R12_AFR,i_spec,useful,2075,year,52.7419,GWa
R12_AFR,i_spec,useful,2080,year,68.1313,GWa
R12_AFR,i_spec,useful,2085,year,89.3921,GWa
R12_AFR,i_spec,useful,2090,year,119.0748,GWa
R12_AFR,i_spec,useful,2095,year,161.0083,GWa
R12_AFR,i_spec,useful,2100,year,221.0015,GWa
R12_AFR,i_spec,useful,2110,year,452.6658,GWa
R12_CHN,i_spec,useful,2020,year,217.3413,GWa
R12_CHN,i_spec,useful,2025,year,254.0934,GWa
R12_CHN,i_spec,useful,2030,year,284.062,GWa
R12_CHN,i_spec,useful,2035,year,317.0917,GWa
R12_CHN,i_spec,useful,2040,year,350.2909,GWa
R12_CHN,i_spec,useful,2045,year,385.0699,GWa
R12_CHN,i_spec,useful,2050,year,414.9871,GWa
R12_CHN,i_spec,useful,2055,year,439.1736,GWa
R12_CHN,i_spec,useful,2060,year,462.0193,GWa
R12_CHN,i_spec,useful,2065,year,483.9018,GWa
R12_CHN,i_spec,useful,2070,year,501.5105,GWa
R12_CHN,i_spec,useful,2075,year,514.5943,GWa
R12_CHN,i_spec,useful,2080,year,524.4354,GWa
R12_CHN,i_spec,useful,2085,year,531.1439,GWa
R12_CHN,i_spec,useful,2090,year,535.3393,GWa
R12_CHN,i_spec,useful,2095,year,538.0908,GWa
R12_CHN,i_spec,useful,2100,year,539.5658,GWa
R12_CHN,i_spec,useful,2110,year,548.452,GWa
R12_EEU,i_spec,useful,2020,year,10.6482,GWa
R12_EEU,i_spec,useful,2025,year,11.8417,GWa
R12_EEU,i_spec,useful,2030,year,13.0019,GWa
R12_EEU,i_spec,useful,2035,year,14.3553,GWa
R12_EEU,i_spec,useful,2040,year,15.8714,GWa
R12_EEU,i_spec,useful,2045,year,17.3559,GWa
R12_EEU,i_spec,useful,2050,year,18.7675,GWa
R12_EEU,i_spec,useful,2055,year,20.206,GWa
R12_EEU,i_spec,useful,2060,year,21.7687,GWa
R12_EEU,i_spec,useful,2065,year,23.4982,GWa
R12_EEU,i_spec,useful,2070,year,25.3627,GWa
R12_EEU,i_spec,useful,2075,year,27.3469,GWa
R12_EEU,i_spec,useful,2080,year,29.4585,GWa
R12_EEU,i_spec,useful,2085,year,31.7268,GWa
R12_EEU,i_spec,useful,2090,year,34.189,GWa
R12_EEU,i_spec,useful,2095,year,36.8727,GWa
R12_EEU,i_spec,useful,2100,year,39.7703,GWa
R12_EEU,i_spec,useful,2110,year,46.9152,GWa
R12_FSU,i_spec,useful,2020,year,25.3428,GWa
R12_FSU,i_spec,useful,2025,year,25.3974,GWa
R12_FSU,i_spec,useful,2030,year,26.3265,GWa
R12_FSU,i_spec,useful,2035,year,27.8909,GWa
R12_FSU,i_spec,useful,2040,year,30.0731,GWa
R12_FSU,i_spec,useful,2045,year,32.8013,GWa
R12_FSU,i_spec,useful,2050,year,35.8648,GWa
R12_FSU,i_spec,useful,2055,year,39.3718,GWa
R12_FSU,i_spec,useful,2060,year,43.5481,GWa
R12_FSU,i_spec,useful,2065,year,48.4856,GWa
R12_FSU,i_spec,useful,2070,year,54.2842,GWa
R12_FSU,i_spec,useful,2075,year,61.0328,GWa
R12_FSU,i_spec,useful,2080,year,68.9136,GWa
R12_FSU,i_spec,useful,2085,year,78.2118,GWa
R12_FSU,i_spec,useful,2090,year,89.3121,GWa
R12_FSU,i_spec,useful,2095,year,102.6283,GWa
R12_FSU,i_spec,useful,2100,year,118.5124,GWa
R12_FSU,i_spec,useful,2110,year,163.1198,GWa
R12_LAM,i_spec,useful,2020,year,46.1234,GWa
R12_LAM,i_spec,useful,2025,year,54.3402,GWa
R12_LAM,i_spec,useful,2030,year,60.864,GWa
R12_LAM,i_spec,useful,2035,year,71.3966,GWa
R12_LAM,i_spec,useful,2040,year,86.4324,GWa
R12_LAM,i_spec,useful,2045,year,105.2895,GWa
R12_LAM,i_spec,useful,2050,year,125.8957,GWa
R12_LAM,i_spec,useful,2055,year,147.8572,GWa
R12_LAM,i_spec,useful,2060,year,171.1272,GWa
R12_LAM,i_spec,useful,2065,year,195.8616,GWa
R12_LAM,i_spec,useful,2070,year,221.3493,GWa
R12_LAM,i_spec,useful,2075,year,247.062,GWa
