node,commodity,level,year,time,value,unit
R12_AFR,i_spec,useful,2020,year,12.5087,GWa
R12_AFR,i_spec,useful,2025,year,13.8341,GWa
R12_AFR,i_spec,useful,2030,year,15.0915,GWa
R12_AFR,i_spec,useful,2035,year,16.3386,GWa
R12_AFR,i_spec,useful,2040,year,17.9649,GWa
R12_AFR,i_spec,useful,2045,year,20.0249,GWa
R12_AFR,i_spec,useful,2050,year,22.6361,GWa
R12_AFR,i_spec,useful,2055,year,25.9392,GWa
R12_AFR,i_spec,useful,2060,year,30.1642,GWa
R12_AFR,i_spec,useful,2065,year,35.5934,GWa
R12_AFR,i_spec,useful,2070,year,42.5996,GWa
R12_AFR,i_spec,useful,2075,year,51.6798,GWa
R12_AFR,i_spec,useful,2080,year,63.4913,GWa
R12_AFR,i_spec,useful,2085,year,78.9611,GWa
R12_AFR,i_spec,useful,2090,year,99.396,GWa
R12_AFR,i_spec,useful,2095,year,126.6233,GWa
R12_AFR,i_spec,useful,2100,year,163.2378,GWa
R12_AFR,i_spec,useful,2110,year,290.6785,GWa
R12_CHN,i_spec,useful,2020,year,217.3413,GWa
R12_CHN,i_spec,useful,2025,year,252.6849,GWa
R12_CHN,i_spec,useful,2030,year,279.6566,GWa
R12_CHN,i_spec,useful,2035,year,299.7651,GWa
R12_CHN,i_spec,useful,2040,year,311.0551,GWa
R12_CHN,i_spec,useful,2045,year,319.8304,GWa
R12_CHN,i_spec,useful,2050,year,325.9448,GWa
R12_CHN,i_spec,useful,2055,year,328.5578,GWa
R12_CHN,i_spec,useful,2060,year,330.2128,GWa
R12_CHN,i_spec,useful,2065,year,330.945,GWa
R12_CHN,i_spec,useful,2070,year,328.9407,GWa
R12_CHN,i_spec,useful,2075,year,324.3505,GWa
R12_CHN,i_spec,useful,2080,year,318.0387,GWa
R12_CHN,i_spec,useful,2085,year,310.745,GWa
R12_CHN,i_spec,useful,2090,year,303.2928,GWa
R12_CHN,i_spec,useful,2095,year,295.8617,GWa
R12_CHN,i_spec,useful,2100,year,287.8895,GWa
R12_CHN,i_spec,useful,2110,year,275.0158,GWa
R12_EEU,i_spec,useful,2020,year,10.6482,GWa
R12_EEU,i_spec,useful,2025,year,11.7731,GWa
R12_EEU,i_spec,useful,2030,year,12.8057,GWa
R12_EEU,i_spec,useful,2035,year,13.6677,GWa
R12_EEU,i_spec,useful,2040,year,14.4229,GWa
R12_EEU,i_spec,useful,2045,year,15.0536,GWa
R12_EEU,i_spec,useful,2050,year,15.6484,GWa
R12_EEU,i_spec,useful,2055,year,16.2399,GWa
R12_EEU,i_spec,useful,2060,year,16.8541,GWa
R12_EEU,i_spec,useful,2065,year,17.5006,GWa
R12_EEU,i_spec,useful,2070,year,18.1502,GWa
R12_EEU,i_spec,useful,2075,year,18.7968,GWa
R12_EEU,i_spec,useful,2080,year,19.4538,GWa
R12_EEU,i_spec,useful,2085,year,20.1513,GWa
R12_EEU,i_spec,useful,2090,year,20.9199,GWa
R12_EEU,i_spec,useful,2095,year,21.7735,GWa
R12_EEU,i_spec,useful,2100,year,22.6919,GWa
R12_EEU,i_spec,useful,2110,year,24.823,GWa
R12_FSU,i_spec,useful,2020,year,25.3428,GWa
R12_FSU,i_spec,useful,2025,year,25.2532,GWa
