node,commodity,level,year,time,value,unit
R12_AFR,i_therm,useful,2020,year,18.1019,GWa
R12_AFR,i_therm,useful,2025,year,22.5466,GWa
R12_AFR,i_therm,useful,2030,year,28.0728,GWa
R12_AFR,i_therm,useful,2035,year,34.7803,GWa
R12_AFR,i_therm,useful,2040,year,42.7501,GWa
R12_AFR,i_therm,useful,2045,year,51.8518,GWa
R12_AFR,i_therm,useful,2050,year,62.3066,GWa
R12_AFR,i_therm,useful,2055,year,74.3393,GWa
R12_AFR,i_therm,useful,2060,year,88.1653,GWa
R12_AFR,i_therm,useful,2065,year,103.8009,GWa
R12_AFR,i_therm,useful,2070,year,121.3579,GWa
R12_AFR,i_therm,useful,2075,year,141.0058,GWa
R12_AFR,i_therm,useful,2080,year,162.9035,GWa
R12_AFR,i_therm,useful,2085,year,187.2987,GWa
R12_AFR,i_therm,useful,2090,year,214.4712,GWa
R12_AFR,i_therm,useful,2095,year,244.6872,GWa
R12_AFR,i_therm,useful,2100,year,278.2367,GWa
R12_AFR,i_therm,useful,2110,year,366.1843,GWa
R12_CHN,i_therm,useful,2020,year,247.9225,GWa
R12_CHN,i_therm,useful,2025,year,276.8128,GWa
R12_CHN,i_therm,useful,2030,year,299.21,GWa
R12_CHN,i_therm,useful,2035,year,314.2484,GWa
R12_CHN,i_therm,useful,2040,year,320.7915,GWa
R12_CHN,i_therm,useful,2045,year,322.9506,GWa
R12_CHN,i_therm,useful,2050,year,321.8441,GWa
R12_CHN,i_therm,useful,2055,year,317.6634,GWa
R12_CHN,i_therm,useful,2060,year,312.4308,GWa
R12_CHN,i_therm,useful,2065,year,306.5846,GWa
R12_CHN,i_therm,useful,2070,year,299.4885,GWa
R12_CHN,i_therm,useful,2075,year,291.4387,GWa
R12_CHN,i_therm,useful,2080,year,283.1495,GWa
R12_CHN,i_therm,useful,2085,year,275.4578,GWa
R12_CHN,i_therm,useful,2090,year,268.8458,GWa
R12_CHN,i_therm,useful,2095,year,263.1319,GWa
R12_CHN,i_therm,useful,2100,year,258.0254,GWa
R12_CHN,i_therm,useful,2110,year,247.9689,GWa
R12_EEU,i_therm,useful,2020,year,15.7399,GWa
R12_EEU,i_therm,useful,2025,year,15.4429,GWa
R12_EEU,i_therm,useful,2030,year,15.2283,GWa
R12_EEU,i_therm,useful,2035,year,15.2722,GWa
R12_EEU,i_therm,useful,2040,year,15.4773,GWa
R12_EEU,i_therm,useful,2045,year,15.7664,GWa
R12_EEU,i_therm,useful,2050,year,16.1271,GWa
R12_EEU,i_therm,useful,2055,year,16.533,GWa
R12_EEU,i_therm,useful,2060,year,16.979,GWa
R12_EEU,i_therm,useful,2065,year,17.4609,GWa
R12_EEU,i_therm,useful,2070,year,17.9848,GWa
R12_EEU,i_therm,useful,2075,year,18.5668,GWa
R12_EEU,i_therm,useful,2080,year,19.2202,GWa
R12_EEU,i_therm,useful,2085,year,19.9524,GWa
R12_EEU,i_therm,useful,2090,year,20.7625,GWa
R12_EEU,i_therm,useful,2095,year,21.6347,GWa
R12_EEU,i_therm,useful,2100,year,22.5414,GWa
R12_EEU,i_therm,useful,2110,year,24.3726,GWa
R12_FSU,i_therm,useful,2020,year,58.5149,GWa
R12_FSU,i_therm,useful,2025,year,52.9831,GWa
R12_FSU,i_therm,useful,2030,year,49.8438,GWa
R12_FSU,i_therm,useful,2035,year,47.4785,GWa
R12_FSU,i_therm,useful,2040,year,46.5214,GWa
R12_FSU,i_therm,useful,2045,year,46.4507,GWa
R12_FSU,i_therm,useful,2050,year,46.837,GWa
R12_FSU,i_therm,useful,2055,year,47.3268,GWa
R12_FSU,i_therm,useful,2060,year,47.9293,GWa
R12_FSU,i_therm,useful,2065,year,48.7256,GWa
R12_FSU,i_therm,useful,2070,year,49.8467,GWa
R12_FSU,i_therm,useful,2075,year,51.337,GWa
R12_FSU,i_therm,useful,2080,year,53.1973,GWa
R12_FSU,i_therm,useful,2085,year,55.4074,GWa
R12_FSU,i_therm,useful,2090,year,57.9755,GWa
R12_FSU,i_therm,useful,2095,year,60.8858,GWa
R12_FSU,i_therm,useful,2100,year,64.1066,GWa
R12_FSU,i_therm,useful,2110,year,71.9871,GWa
R12_LAM,i_therm,useful,2020,year,64.4266,GWa
R12_LAM,i_therm,useful,2025,year,71.1309,GWa
R12_LAM,i_therm,useful,2030,year,77.3812,GWa
R12_LAM,i_therm,useful,2035,year,84.3155,GWa
R12_LAM,i_therm,useful,2040,year,91.4293,GWa
R12_LAM,i_therm,useful,2045,year,98.3172,GWa
R12_LAM,i_therm,useful,2050,year,105.0787,GWa
R12_LAM,i_therm,useful,2055,year,111.7633,GWa
R12_LAM,i_therm,useful,2060,year,118.2707,GWa
R12_LAM,i_therm,useful,2065,year,124.6916,GWa
R12_LAM,i_therm,useful,2070,year,131.0201,GWa
R12_LAM,i_therm,useful,2075,year,137.3142,GWa
R12_LAM,i_therm,useful,2080,year,143.5832,GWa
R12_LAM,i_therm,useful,2085,year,149.975,GWa
R12_LAM,i_therm,useful,2090,year,156.6456,GWa
R12_LAM,i_therm,useful,2095,year,163.7208,GWa
