node,commodity,level,year,time,value,unit
R12_AFR,i_therm,useful,2020,year,18.1019,GWa
R12_AFR,i_therm,useful,2025,year,21.3792,GWa
R12_AFR,i_therm,useful,2030,year,25.4118,GWa
R12_AFR,i_therm,useful,2035,year,30.2701,GWa
R12_AFR,i_therm,useful,2040,year,35.9741,GWa
R12_AFR,i_therm,useful,2045,year,42.3815,GWa
R12_AFR,i_therm,useful,2050,year,49.684,GWa
R12_AFR,i_therm,useful,2055,year,58.0865,GWa
R12_AFR,i_therm,useful,2060,year,67.7915,GWa
R12_AFR,i_therm,useful,2065,year,78.8942,GWa
R12_AFR,i_therm,useful,2070,year,91.5881,GWa
R12_AFR,i_therm,useful,2075,year,106.1627,GWa
R12_AFR,i_therm,useful,2080,year,122.9458,GWa
R12_AFR,i_therm,useful,2085,year,142.3973,GWa
R12_AFR,i_therm,useful,2090,year,165.0913,GWa
R12_AFR,i_therm,useful,2095,year,191.6938,GWa
R12_AFR,i_therm,useful,2100,year,223.0165,GWa
R12_AFR,i_therm,useful,2110,year,311.5079,GWa
R12_CHN,i_therm,useful,2020,year,247.9225,GWa
R12_CHN,i_therm,useful,2025,year,269.0303,GWa
R12_CHN,i_therm,useful,2030,year,283.2932,GWa
R12_CHN,i_therm,useful,2035,year,293.3843,GWa
R12_CHN,i_therm,useful,2040,year,297.72,GWa
R12_CHN,i_therm,useful,2045,year,300.0259,GWa
R12_CHN,i_therm,useful,2050,year,299.3207,GWa
R12_CHN,i_therm,useful,2055,year,295.0154,GWa
R12_CHN,i_therm,useful,2060,year,289.2288,GWa
R12_CHN,i_therm,useful,2065,year,282.4058,GWa
R12_CHN,i_therm,useful,2070,year,273.6504,GWa
R12_CHN,i_therm,useful,2075,year,263.0647,GWa
R12_CHN,i_therm,useful,2080,year,251.1235,GWa
R12_CHN,i_therm,useful,2085,year,238.2971,GWa
R12_CHN,i_therm,useful,2090,year,225.3168,GWa
R12_CHN,i_therm,useful,2095,year,212.4841,GWa
R12_CHN,i_therm,useful,2100,year,199.449,GWa
R12_CHN,i_therm,useful,2110,year,177.8728,GWa
R12_EEU,i_therm,useful,2020,year,15.7399,GWa
R12_EEU,i_therm,useful,2025,year,15.0203,GWa
R12_EEU,i_therm,useful,2030,year,14.3162,GWa
R12_EEU,i_therm,useful,2035,year,13.8594,GWa
R12_EEU,i_therm,useful,2040,year,13.5859,GWa
R12_EEU,i_therm,useful,2045,year,13.4564,GWa
R12_EEU,i_therm,useful,2050,year,13.4222,GWa
R12_EEU,i_therm,useful,2055,year,13.4415,GWa
R12_EEU,i_therm,useful,2060,year,13.4954,GWa
R12_EEU,i_therm,useful,2065,year,13.5768,GWa
R12_EEU,i_therm,useful,2070,year,13.6719,GWa
R12_EEU,i_therm,useful,2075,year,13.7801,GWa
R12_EEU,i_therm,useful,2080,year,13.91,GWa
R12_EEU,i_therm,useful,2085,year,14.0729,GWa
R12_EEU,i_therm,useful,2090,year,14.2771,GWa
R12_EEU,i_therm,useful,2095,year,14.5219,GWa
R12_EEU,i_therm,useful,2100,year,14.786,GWa
R12_EEU,i_therm,useful,2110,year,15.5397,GWa
R12_FSU,i_therm,useful,2020,year,58.5149,GWa
R12_FSU,i_therm,useful,2025,year,51.1928,GWa
R12_FSU,i_therm,useful,2030,year,46.2938,GWa
R12_FSU,i_therm,useful,2035,year,42.026,GWa
R12_FSU,i_therm,useful,2040,year,39.0318,GWa
R12_FSU,i_therm,useful,2045,year,37.0153,GWa
R12_FSU,i_therm,useful,2050,year,35.6639,GWa
R12_FSU,i_therm,useful,2055,year,34.7099,GWa
R12_FSU,i_therm,useful,2060,year,34.1173,GWa
R12_FSU,i_therm,useful,2065,year,33.9126,GWa
R12_FSU,i_therm,useful,2070,year,34.1386,GWa
R12_FSU,i_therm,useful,2075,year,34.806,GWa
R12_FSU,i_therm,useful,2080,year,35.9212,GWa
R12_FSU,i_therm,useful,2085,year,37.5249,GWa
R12_FSU,i_therm,useful,2090,year,39.6701,GWa
R12_FSU,i_therm,useful,2095,year,42.3963,GWa
R12_FSU,i_therm,useful,2100,year,45.6992,GWa
R12_FSU,i_therm,useful,2110,year,55.4049,GWa
R12_LAM,i_therm,useful,2020,year,64.4266,GWa
R12_LAM,i_therm,useful,2025,year,68.8373,GWa
R12_LAM,i_therm,useful,2030,year,72.6172,GWa
R12_LAM,i_therm,useful,2035,year,77.5298,GWa
R12_LAM,i_therm,useful,2040,year,83.438,GWa
R12_LAM,i_therm,useful,2045,year,90.1443,GWa
