"BCU_name","year","tec_type","cap_km3_year"
"1|Eastern",2010,"distillation",0
"1|Eastern",2010,"membrane",0
"1|Eastern",2015,"distillation",0
"1|Eastern",2015,"membrane",0
"10|Lusaka",2010,"distillation",0
"10|Lusaka",2010,"membrane",0
"10|Lusaka",2015,"distillation",0
"10|Lusaka",2015,"membrane",0
"11|Southern",2010,"distillation",0
"11|Southern",2010,"membrane",0
"11|Southern",2015,"distillation",0
"11|Southern",2015,"membrane",0
"12|Western",2010,"distillation",0
"12|Western",2010,"membrane",0
"12|Western",2015,"distillation",0
"12|Western",2015,"membrane",0
"13|North-Western",2010,"distillation",0
"13|North-Western",2010,"membrane",0
"13|North-Western",2015,"distillation",0
"13|North-Western",2015,"membrane",0
"14|Southern",2010,"distillation",0
"14|Southern",2010,"membrane",0
"14|Southern",2015,"distillation",0
"14|Southern",2015,"membrane",0
"15|Luapula",2010,"distillation",0
"15|Luapula",2010,"membrane",0
"15|Luapula",2015,"distillation",0
"15|Luapula",2015,"membrane",0
"16|Muchinga",2010,"distillation",0
"16|Muchinga",2010,"membrane",0
"16|Muchinga",2015,"distillation",0
"16|Muchinga",2015,"membrane",0
"17|Northern",2010,"distillation",0
"17|Northern",2010,"membrane",0
"17|Northern",2015,"distillation",0
"17|Northern",2015,"membrane",0
"18|Northern",2010,"distillation",0
"18|Northern",2010,"membrane",0
"18|Northern",2015,"distillation",0
"18|Northern",2015,"membrane",0
"19|Central",2010,"distillation",0
"19|Central",2010,"membrane",0
"19|Central",2015,"distillation",0
"19|Central",2015,"membrane",0
"2|Central",2010,"distillation",0
"2|Central",2010,"membrane",0
"2|Central",2015,"distillation",0
"2|Central",2015,"membrane",0
"20|Northern",2010,"distillation",0
"20|Northern",2010,"membrane",0
"20|Northern",2015,"distillation",0
"20|Northern",2015,"membrane",0
"21|Eastern",2010,"distillation",0
"21|Eastern",2010,"membrane",0
"21|Eastern",2015,"distillation",0
"21|Eastern",2015,"membrane",0
"22|Southern",2010,"distillation",0
"22|Southern",2010,"membrane",0
"22|Southern",2015,"distillation",0
"22|Southern",2015,"membrane",0
"23|Muchinga",2010,"distillation",0
"23|Muchinga",2010,"membrane",0
"23|Muchinga",2015,"distillation",0
"23|Muchinga",2015,"membrane",0
"24|Central",2010,"distillation",0
"24|Central",2010,"membrane",0
"24|Central",2015,"distillation",0
"24|Central",2015,"membrane",0
"3|Lusaka",2010,"distillation",0
"3|Lusaka",2010,"membrane",0
"3|Lusaka",2015,"distillation",0
"3|Lusaka",2015,"membrane",0
"4|Central",2010,"distillation",0
"4|Central",2010,"membrane",0
"4|Central",2015,"distillation",0
"4|Central",2015,"membrane",0
"5|Copperbelt",2010,"distillation",0
"5|Copperbelt",2010,"membrane",0
"5|Copperbelt",2015,"distillation",0
"5|Copperbelt",2015,"membrane",0
"6|Lusaka",2010,"distillation",0
"6|Lusaka",2010,"membrane",0
"6|Lusaka",2015,"distillation",0
"6|Lusaka",2015,"membrane",0
"7|Lusaka",2010,"distillation",0
"7|Lusaka",2010,"membrane",0
"7|Lusaka",2015,"distillation",0
"7|Lusaka",2015,"membrane",0
"8|North-Western",2010,"distillation",0
"8|North-Western",2010,"membrane",0
"8|North-Western",2015,"distillation",0
"8|North-Western",2015,"membrane",0
"9|Western",2010,"distillation",0
"9|Western",2010,"membrane",0
"9|Western",2015,"distillation",0
"9|Western",2015,"membrane",0
