BCU_name,year,cap_km3_year,ssp
10|Lusaka,2020,0.001,SSP1
10|Lusaka,2025,0.001,SSP1
10|Lusaka,2030,0.001,SSP1
10|Lusaka,2035,0.001,SSP1
10|Lusaka,2040,0.001,SSP1
10|Lusaka,2045,0.001,SSP1
10|Lusaka,2050,0.001,SSP1
10|Lusaka,2055,0.001,SSP1
10|Lusaka,2060,0.001,SSP1
10|Lusaka,2065,0.001,SSP1
10|Lusaka,2070,0.001,SSP1
10|Lusaka,2075,0.001,SSP1
10|Lusaka,2080,0.001,SSP1
10|Lusaka,2085,0.001,SSP1
10|Lusaka,2090,0.001,SSP1
10|Lusaka,2020,0.001,SSP2
10|Lusaka,2025,0.001,SSP2
10|Lusaka,2030,0.001,SSP2
10|Lusaka,2035,0.001,SSP2
10|Lusaka,2040,0.001,SSP2
10|Lusaka,2045,0.001,SSP2
10|Lusaka,2050,0.001,SSP2
10|Lusaka,2055,0.001,SSP2
10|Lusaka,2060,0.001,SSP2
10|Lusaka,2065,0.001,SSP2
10|Lusaka,2070,0.001,SSP2
10|Lusaka,2075,0.001,SSP2
10|Lusaka,2080,0.001,SSP2
10|Lusaka,2085,0.001,SSP2
10|Lusaka,2090,0.001,SSP2
10|Lusaka,2020,0.001,SSP3
10|Lusaka,2025,0.001,SSP3
10|Lusaka,2030,0.001,SSP3
10|Lusaka,2035,0.001,SSP3
10|Lusaka,2040,0.001,SSP3
10|Lusaka,2045,0.001,SSP3
10|Lusaka,2050,0.001,SSP3
10|Lusaka,2055,0.001,SSP3
10|Lusaka,2060,0.001,SSP3
10|Lusaka,2065,0.001,SSP3
10|Lusaka,2070,0.001,SSP3
10|Lusaka,2075,0.001,SSP3
10|Lusaka,2080,0.001,SSP3
10|Lusaka,2085,0.001,SSP3
10|Lusaka,2090,0.001,SSP3
10|Lusaka,2020,0.001,SSP4
10|Lusaka,2025,0.001,SSP4
10|Lusaka,2030,0.001,SSP4
10|Lusaka,2035,0.001,SSP4
10|Lusaka,2040,0.001,SSP4
10|Lusaka,2045,0.001,SSP4
10|Lusaka,2050,0.001,SSP4
10|Lusaka,2055,0.001,SSP4
10|Lusaka,2060,0.001,SSP4
10|Lusaka,2065,0.001,SSP4
10|Lusaka,2070,0.001,SSP4
10|Lusaka,2075,0.001,SSP4
10|Lusaka,2080,0.001,SSP4
10|Lusaka,2085,0.001,SSP4
10|Lusaka,2090,0.001,SSP4
11|Southern,2020,0.001,SSP1
11|Southern,2025,0.001,SSP1
11|Southern,2030,0.001,SSP1
11|Southern,2035,0.001,SSP1
11|Southern,2040,0.001,SSP1
11|Southern,2045,0.001,SSP1
11|Southern,2050,0.001,SSP1
11|Southern,2055,0.001,SSP1
11|Southern,2060,0.001,SSP1
11|Southern,2065,0.001,SSP1
11|Southern,2070,0.001,SSP1
11|Southern,2075,0.001,SSP1
11|Southern,2080,0.001,SSP1
11|Southern,2085,0.001,SSP1
11|Southern,2090,0.001,SSP1
11|Southern,2020,0.001,SSP2
11|Southern,2025,0.001,SSP2
11|Southern,2030,0.001,SSP2
11|Southern,2035,0.001,SSP2
11|Southern,2040,0.001,SSP2
11|Southern,2045,0.001,SSP2
11|Southern,2050,0.001,SSP2
11|Southern,2055,0.001,SSP2
11|Southern,2060,0.001,SSP2
11|Southern,2065,0.001,SSP2
11|Southern,2070,0.001,SSP2
11|Southern,2075,0.001,SSP2
11|Southern,2080,0.001,SSP2
11|Southern,2085,0.001,SSP2
11|Southern,2090,0.001,SSP2
11|Southern,2020,0.001,SSP3
11|Southern,2025,0.001,SSP3
11|Southern,2030,0.001,SSP3
11|Southern,2035,0.001,SSP3
11|Southern,2040,0.001,SSP3
11|Southern,2045,0.001,SSP3
11|Southern,2050,0.001,SSP3
11|Southern,2055,0.001,SSP3
11|Southern,2060,0.001,SSP3
11|Southern,2065,0.001,SSP3
11|Southern,2070,0.001,SSP3
11|Southern,2075,0.001,SSP3
11|Southern,2080,0.001,SSP3
11|Southern,2085,0.001,SSP3
11|Southern,2090,0.001,SSP3
11|Southern,2020,0.001,SSP4
11|Southern,2025,0.001,SSP4
11|Southern,2030,0.001,SSP4
11|Southern,2035,0.001,SSP4
11|Southern,2040,0.001,SSP4
11|Southern,2045,0.001,SSP4
11|Southern,2050,0.001,SSP4
11|Southern,2055,0.001,SSP4
11|Southern,2060,0.001,SSP4
11|Southern,2065,0.001,SSP4
11|Southern,2070,0.001,SSP4
11|Southern,2075,0.001,SSP4
11|Southern,2080,0.001,SSP4
11|Southern,2085,0.001,SSP4
11|Southern,2090,0.001,SSP4
12|Western,2020,0.001,SSP1
12|Western,2025,0.001,SSP1
12|Western,2030,0.001,SSP1
12|Western,2035,0.001,SSP1
12|Western,2040,0.001,SSP1
12|Western,2045,0.001,SSP1
12|Western,2050,0.001,SSP1
12|Western,2055,0.001,SSP1
12|Western,2060,0.001,SSP1
12|Western,2065,0.001,SSP1
12|Western,2070,0.001,SSP1
12|Western,2075,0.001,SSP1
12|Western,2080,0.001,SSP1
12|Western,2085,0.001,SSP1
12|Western,2090,0.001,SSP1
12|Western,2020,0.001,SSP2
12|Western,2025,0.001,SSP2
12|Western,2030,0.001,SSP2
12|Western,2035,0.001,SSP2
12|Western,2040,0.001,SSP2
12|Western,2045,0.001,SSP2
12|Western,2050,0.001,SSP2
12|Western,2055,0.001,SSP2
12|Western,2060,0.001,SSP2
12|Western,2065,0.001,SSP2
12|Western,2070,0.001,SSP2
12|Western,2075,0.001,SSP2
12|Western,2080,0.001,SSP2
12|Western,2085,0.001,SSP2
12|Western,2090,0.001,SSP2
12|Western,2020,0.001,SSP3
12|Western,2025,0.001,SSP3
12|Western,2030,0.001,SSP3
12|Western,2035,0.001,SSP3
12|Western,2040,0.001,SSP3
12|Western,2045,0.001,SSP3
12|Western,2050,0.001,SSP3
12|Western,2055,0.001,SSP3
12|Western,2060,0.001,SSP3
12|Western,2065,0.001,SSP3
12|Western,2070,0.001,SSP3
12|Western,2075,0.001,SSP3
12|Western,2080,0.001,SSP3
12|Western,2085,0.001,SSP3
12|Western,2090,0.001,SSP3
12|Western,2020,0.001,SSP4
12|Western,2025,0.001,SSP4
12|Western,2030,0.001,SSP4
12|Western,2035,0.001,SSP4
12|Western,2040,0.001,SSP4
12|Western,2045,0.001,SSP4
12|Western,2050,0.001,SSP4
12|Western,2055,0.001,SSP4
12|Western,2060,0.001,SSP4
12|Western,2065,0.001,SSP4
12|Western,2070,0.001,SSP4
12|Western,2075,0.001,SSP4
12|Western,2080,0.001,SSP4
12|Western,2085,0.001,SSP4
12|Western,2090,0.001,SSP4
13|North-Western,2020,0.001,SSP1
13|North-Western,2025,0.001,SSP1
13|North-Western,2030,0.001,SSP1
13|North-Western,2035,0.001,SSP1
13|North-Western,2040,0.001,SSP1
13|North-Western,2045,0.001,SSP1
13|North-Western,2050,0.001,SSP1
13|North-Western,2055,0.001,SSP1
13|North-Western,2060,0.001,SSP1
13|North-Western,2065,0.001,SSP1
13|North-Western,2070,0.001,SSP1
13|North-Western,2075,0.001,SSP1
13|North-Western,2080,0.001,SSP1
