BCU_name,ssp,year,cap_km3_year
0|EEU,SSP1,2025,0.23236685061728599
0|EEU,SSP1,2030,0.37611501213653087
0|EEU,SSP1,2035,0.5750068940313406
0|EEU,SSP1,2040,0.815891899158869
0|EEU,SSP1,2045,0.9852861487668505
0|EEU,SSP1,2050,1.160316449708025
0|EEU,SSP1,2055,1.4858818437939423
0|EEU,SSP1,2060,1.6066365434734413
0|EEU,SSP1,2065,1.6613005743212956
0|EEU,SSP1,2070,1.5664666989002294
0|EEU,SSP1,2075,1.5050321738762198
0|EEU,SSP1,2080,1.4193889135053352
0|EEU,SSP1,2085,1.344546231772409
0|EEU,SSP1,2090,1.261166247114843
0|EEU,SSP1,2095,1.202053870825386
0|EEU,SSP1,2100,1.141152862137844
0|EEU,SSP2,2025,0.23236685061728599
0|EEU,SSP2,2030,0.37611501213653087
0|EEU,SSP2,2035,0.5750068940313406
0|EEU,SSP2,2040,0.815891899158869
0|EEU,SSP2,2045,0.9852861487668505
0|EEU,SSP2,2050,1.160316449708025
0|EEU,SSP2,2055,1.4858818437939423
0|EEU,SSP2,2060,1.6066365434734413
0|EEU,SSP2,2065,1.6613005743212956
0|EEU,SSP2,2070,1.5664666989002294
0|EEU,SSP2,2075,1.5050321738762198
0|EEU,SSP2,2080,1.4193889135053352
0|EEU,SSP2,2085,1.344546231772409
0|EEU,SSP2,2090,1.261166247114843
0|EEU,SSP2,2095,1.202053870825386
0|EEU,SSP2,2100,1.141152862137844
0|EEU,SSP3,2025,0.21161907098123692
0|EEU,SSP3,2030,0.31239919771934077
0|EEU,SSP3,2035,0.47556802682621646
0|EEU,SSP3,2040,0.6053713954242013
0|EEU,SSP3,2045,0.7364345236132582
0|EEU,SSP3,2050,0.818621776529547
0|EEU,SSP3,2055,0.8454824169401447
0|EEU,SSP3,2060,0.8676698316805933
0|EEU,SSP3,2065,0.896389458683026
0|EEU,SSP3,2070,0.8955525501366303
0|EEU,SSP3,2075,0.9024925773344564
0|EEU,SSP3,2080,0.9469743713149839
0|EEU,SSP3,2085,1.0108861667519138
0|EEU,SSP3,2090,1.0310352052871088
0|EEU,SSP3,2095,1.0380740956537386
0|EEU,SSP3,2100,1.0501640702646031
0|EEU,SSP4,2025,0.21161907098123692
0|EEU,SSP4,2030,0.31239919771934077
0|EEU,SSP4,2035,0.47556802682621646
0|EEU,SSP4,2040,0.6053713954242013
0|EEU,SSP4,2045,0.7364345236132582
0|EEU,SSP4,2050,0.818621776529547
0|EEU,SSP4,2055,0.8454824169401447
0|EEU,SSP4,2060,0.8676698316805933
0|EEU,SSP4,2065,0.896389458683026
0|EEU,SSP4,2070,0.8955525501366303
0|EEU,SSP4,2075,0.9024925773344564
0|EEU,SSP4,2080,0.9469743713149839
0|EEU,SSP4,2085,1.0108861667519138
0|EEU,SSP4,2090,1.0310352052871088
0|EEU,SSP4,2095,1.0380740956537386
0|EEU,SSP4,2100,1.0501640702646031
0|EEU,SSP5,2025,0.23228620573295222
0|EEU,SSP5,2030,0.36527525862724236
0|EEU,SSP5,2035,0.5861782857320724
0|EEU,SSP5,2040,0.8812660333435602
0|EEU,SSP5,2045,1.0975683874916045
0|EEU,SSP5,2050,1.3194555146099043
0|EEU,SSP5,2055,1.6817672216603945
0|EEU,SSP5,2060,1.8335492966576235
0|EEU,SSP5,2065,1.8041644474392615
0|EEU,SSP5,2070,1.6955429223126095
0|EEU,SSP5,2075,1.7370430636960241
0|EEU,SSP5,2080,1.6877155511514152
0|EEU,SSP5,2085,1.6231670410551273
0|EEU,SSP5,2090,1.5823338646520995
0|EEU,SSP5,2095,1.5542382254042233
0|EEU,SSP5,2100,1.4899378995428758
0|WEU,SSP1,2025,0.0846527825147794
0|WEU,SSP1,2030,0.09861597464450408
