node_loc,technology,year_vtg,year_act,value,unit
R12_AFR,loil_piped_exp_mea,broadcast,broadcast,,USD/GWa
R12_AFR,loil_piped_exp_weu,broadcast,broadcast,,USD/GWa
R12_CHN,loil_piped_exp_fsu,broadcast,broadcast,,USD/GWa
R12_EEU,loil_piped_exp_fsu,broadcast,broadcast,,USD/GWa
R12_EEU,loil_piped_exp_weu,broadcast,broadcast,,USD/GWa
R12_FSU,loil_piped_exp_rcpa,broadcast,broadcast,,USD/GWa
R12_FSU,loil_piped_exp_chn,broadcast,broadcast,,USD/GWa
R12_FSU,loil_piped_exp_eeu,broadcast,broadcast,,USD/GWa
R12_FSU,loil_piped_exp_mea,broadcast,broadcast,,USD/GWa
R12_FSU,loil_piped_exp_pao,broadcast,broadcast,,USD/GWa
R12_FSU,loil_piped_exp_pas,broadcast,broadcast,,USD/GWa
R12_FSU,loil_piped_exp_sas,broadcast,broadcast,,USD/GWa
R12_FSU,loil_piped_exp_weu,broadcast,broadcast,,USD/GWa
R12_LAM,loil_piped_exp_nam,broadcast,broadcast,,USD/GWa
R12_MEA,loil_piped_exp_afr,broadcast,broadcast,,USD/GWa
R12_MEA,loil_piped_exp_eeu,broadcast,broadcast,,USD/GWa
R12_MEA,loil_piped_exp_fsu,broadcast,broadcast,,USD/GWa
R12_MEA,loil_piped_exp_sas,broadcast,broadcast,,USD/GWa
R12_MEA,loil_piped_exp_weu,broadcast,broadcast,,USD/GWa
R12_NAM,loil_piped_exp_lam,broadcast,broadcast,,USD/GWa
R12_PAO,loil_piped_exp_fsu,broadcast,broadcast,,USD/GWa
R12_PAS,loil_piped_exp_rcpa,broadcast,broadcast,,USD/GWa
R12_PAS,loil_piped_exp_chn,broadcast,broadcast,,USD/GWa
R12_PAS,loil_piped_exp_fsu,broadcast,broadcast,,USD/GWa
R12_PAS,loil_piped_exp_pao,broadcast,broadcast,,USD/GWa
R12_SAS,loil_piped_exp_fsu,broadcast,broadcast,,USD/GWa
R12_SAS,loil_piped_exp_mea,broadcast,broadcast,,USD/GWa
R12_SAS,loil_piped_exp_pas,broadcast,broadcast,,USD/GWa
R12_WEU,loil_piped_exp_afr,broadcast,broadcast,,USD/GWa
R12_WEU,loil_piped_exp_eeu,broadcast,broadcast,,USD/GWa
R12_WEU,loil_piped_exp_fsu,broadcast,broadcast,,USD/GWa
R12_WEU,loil_piped_exp_mea,broadcast,broadcast,,USD/GWa
R12_MEA,loil_piped_imp,broadcast,broadcast,,USD/GWa
R12_WEU,loil_piped_imp,broadcast,broadcast,,USD/GWa
R12_FSU,loil_piped_imp,broadcast,broadcast,,USD/GWa
R12_RCPA,loil_piped_imp,broadcast,broadcast,,USD/GWa
R12_CHN,loil_piped_imp,broadcast,broadcast,,USD/GWa
R12_EEU,loil_piped_imp,broadcast,broadcast,,USD/GWa
R12_PAO,loil_piped_imp,broadcast,broadcast,,USD/GWa
R12_PAS,loil_piped_imp,broadcast,broadcast,,USD/GWa
R12_SAS,loil_piped_imp,broadcast,broadcast,,USD/GWa
R12_NAM,loil_piped_imp,broadcast,broadcast,,USD/GWa
R12_AFR,loil_piped_imp,broadcast,broadcast,,USD/GWa
R12_LAM,loil_piped_imp,broadcast,broadcast,,USD/GWa
