node_loc,technology,year_vtg,value,unit
R12_AFR,oil_pipe_mea,broadcast,100.0,USD/km
R12_AFR,oil_pipe_weu,broadcast,100.0,USD/km
R12_CHN,oil_pipe_fsu,broadcast,100.0,USD/km
R12_EEU,oil_pipe_fsu,broadcast,100.0,USD/km
R12_EEU,oil_pipe_weu,broadcast,100.0,USD/km
R12_FSU,oil_pipe_rcpa,broadcast,100.0,USD/km
R12_FSU,oil_pipe_chn,broadcast,100.0,USD/km
R12_FSU,oil_pipe_eeu,broadcast,101.0,USD/km
R12_FSU,oil_pipe_mea,broadcast,100.0,USD/km
R12_FSU,oil_pipe_pao,broadcast,100.0,USD/km
R12_FSU,oil_pipe_pas,broadcast,100.0,USD/km
R12_FSU,oil_pipe_sas,broadcast,100.0,USD/km
R12_FSU,oil_pipe_weu,broadcast,43.0,USD/km
R12_LAM,oil_pipe_nam,broadcast,100.0,USD/km
R12_MEA,oil_pipe_afr,broadcast,100.0,USD/km
R12_MEA,oil_pipe_eeu,broadcast,100.0,USD/km
R12_MEA,oil_pipe_fsu,broadcast,100.0,USD/km
R12_MEA,oil_pipe_sas,broadcast,100.0,USD/km
R12_MEA,oil_pipe_weu,broadcast,4.0,USD/km
R12_NAM,oil_pipe_lam,broadcast,100.0,USD/km
R12_PAO,oil_pipe_fsu,broadcast,100.0,USD/km
R12_PAS,oil_pipe_rcpa,broadcast,100.0,USD/km
R12_PAS,oil_pipe_chn,broadcast,49.0,USD/km
R12_PAS,oil_pipe_fsu,broadcast,100.0,USD/km
R12_PAS,oil_pipe_pao,broadcast,100.0,USD/km
R12_SAS,oil_pipe_fsu,broadcast,100.0,USD/km
R12_SAS,oil_pipe_mea,broadcast,100.0,USD/km
R12_SAS,oil_pipe_pas,broadcast,100.0,USD/km
R12_WEU,oil_pipe_afr,broadcast,100.0,USD/km
R12_WEU,oil_pipe_eeu,broadcast,100.0,USD/km
R12_WEU,oil_pipe_fsu,broadcast,100.0,USD/km
R12_WEU,oil_pipe_mea,broadcast,100.0,USD/km
