node_loc,technology,year_vtg,year_act,mode,node_origin,commodity,level,time,time_origin,value,unit
R12_AFR,oil_pipe_mea,broadcast,broadcast,M1,R12_AFR,fueloil,secondary,year,year,0,GWa
R12_AFR,oil_pipe_weu,broadcast,broadcast,M1,R12_AFR,fueloil,secondary,year,year,0,GWa
R12_CHN,oil_pipe_fsu,broadcast,broadcast,M1,R12_CHN,fueloil,secondary,year,year,0,GWa
R12_EEU,oil_pipe_fsu,broadcast,broadcast,M1,R12_EEU,fueloil,secondary,year,year,0,GWa
R12_EEU,oil_pipe_weu,broadcast,broadcast,M1,R12_EEU,fueloil,secondary,year,year,0,GWa
R12_FSU,oil_pipe_rcpa,broadcast,broadcast,M1,R12_FSU,fueloil,secondary,year,year,0,GWa
R12_FSU,oil_pipe_chn,broadcast,broadcast,M1,R12_FSU,fueloil,secondary,year,year,0,GWa
R12_FSU,oil_pipe_eeu,broadcast,broadcast,M1,R12_FSU,fueloil,secondary,year,year,0,GWa
R12_FSU,oil_pipe_mea,broadcast,broadcast,M1,R12_FSU,fueloil,secondary,year,year,0,GWa
R12_FSU,oil_pipe_pao,broadcast,broadcast,M1,R12_FSU,fueloil,secondary,year,year,0,GWa
R12_FSU,oil_pipe_pas,broadcast,broadcast,M1,R12_FSU,fueloil,secondary,year,year,0,GWa
R12_FSU,oil_pipe_sas,broadcast,broadcast,M1,R12_FSU,fueloil,secondary,year,year,0,GWa
R12_FSU,oil_pipe_weu,broadcast,broadcast,M1,R12_FSU,fueloil,secondary,year,year,0,GWa
R12_LAM,oil_pipe_nam,broadcast,broadcast,M1,R12_LAM,fueloil,secondary,year,year,0,GWa
R12_MEA,oil_pipe_afr,broadcast,broadcast,M1,R12_MEA,fueloil,secondary,year,year,0,GWa
R12_MEA,oil_pipe_eeu,broadcast,broadcast,M1,R12_MEA,fueloil,secondary,year,year,0,GWa
R12_MEA,oil_pipe_fsu,broadcast,broadcast,M1,R12_MEA,fueloil,secondary,year,year,0,GWa
R12_MEA,oil_pipe_sas,broadcast,broadcast,M1,R12_MEA,fueloil,secondary,year,year,0,GWa
R12_MEA,oil_pipe_weu,broadcast,broadcast,M1,R12_MEA,fueloil,secondary,year,year,0,GWa
R12_NAM,oil_pipe_lam,broadcast,broadcast,M1,R12_NAM,fueloil,secondary,year,year,0,GWa
R12_PAO,oil_pipe_fsu,broadcast,broadcast,M1,R12_PAO,fueloil,secondary,year,year,0,GWa
R12_PAS,oil_pipe_rcpa,broadcast,broadcast,M1,R12_PAS,fueloil,secondary,year,year,0,GWa
R12_PAS,oil_pipe_chn,broadcast,broadcast,M1,R12_PAS,fueloil,secondary,year,year,0,GWa
R12_PAS,oil_pipe_fsu,broadcast,broadcast,M1,R12_PAS,fueloil,secondary,year,year,0,GWa
R12_PAS,oil_pipe_pao,broadcast,broadcast,M1,R12_PAS,fueloil,secondary,year,year,0,GWa
R12_SAS,oil_pipe_fsu,broadcast,broadcast,M1,R12_SAS,fueloil,secondary,year,year,0,GWa
R12_SAS,oil_pipe_mea,broadcast,broadcast,M1,R12_SAS,fueloil,secondary,year,year,0,GWa
R12_SAS,oil_pipe_pas,broadcast,broadcast,M1,R12_SAS,fueloil,secondary,year,year,0,GWa
R12_WEU,oil_pipe_afr,broadcast,broadcast,M1,R12_WEU,fueloil,secondary,year,year,0,GWa
R12_WEU,oil_pipe_eeu,broadcast,broadcast,M1,R12_WEU,fueloil,secondary,year,year,0,GWa
R12_WEU,oil_pipe_fsu,broadcast,broadcast,M1,R12_WEU,fueloil,secondary,year,year,0,GWa
R12_WEU,oil_pipe_mea,broadcast,broadcast,M1,R12_WEU,fueloil,secondary,year,year,0,GWa
