"code","msg_reg","xval","avgIC"
"ensemble_2p6_2030-2070","EEU",0,1928.18950173068
"ensemble_2p6_2030-2070","EEU",1288.5006,1928.18950173068
"ensemble_2p6_2030-2070","EEU",1948.4644,3842.25939311545
"ensemble_2p6_2030-2070","EEU",2357.0134,6408.17006998063
"ensemble_2p6_2030-2070","EEU",2639.855,9650.04695894566
"ensemble_2p6_2030-2070","EEU",2859.8429,14257.2695500767
"ensemble_2p6_2030-2070","EEU",3048.4039,20249.9466232584
"ensemble_2p6_2030-2070","EEU",3079.8308,29147.3828683177
"ensemble_2p6_2030-2070","EEU",3142.6845,38484.7827115248
"ensemble_2p6_2071-2100","EEU",0,1966.63185651926
"ensemble_2p6_2071-2100","EEU",1296.061,1966.63185651926
"ensemble_2p6_2071-2100","EEU",1944.0915,3989.68250603197
"ensemble_2p6_2071-2100","EEU",2376.1119,6836.50916607172
"ensemble_2p6_2071-2100","EEU",2622.9806,10480.6447541808
"ensemble_2p6_2071-2100","EEU",2869.8494,15835.1059874598
"ensemble_2p6_2071-2100","EEU",2993.2838,21764.6004752131
"ensemble_2p6_2071-2100","EEU",3024.1424,29345.5355002445
"ensemble_2p6_2071-2100","EEU",3085.8596,40079.1115034377
"ensemble_6p0_2030-2070","EEU",0,1904.88245905412
"ensemble_6p0_2030-2070","EEU",1280.4992,1904.88245905412
"ensemble_6p0_2030-2070","EEU",1920.7489,3659.82905258942
"ensemble_6p0_2030-2070","EEU",2400.9361,6234.11824355268
"ensemble_6p0_2030-2070","EEU",2689.0484,9441.05227239378
"ensemble_6p0_2030-2070","EEU",2913.1358,14074.3363849981
"ensemble_6p0_2030-2070","EEU",3105.2107,19712.7051670379
"ensemble_6p0_2030-2070","EEU",3137.2231,28241.0140014376
"ensemble_6p0_2030-2070","EEU",3201.2481,36482.1228532818
"ensemble_6p0_2071-2100","EEU",0,1877.65556287895
"ensemble_6p0_2071-2100","EEU",1185.7871,1877.65556287895
"ensemble_6p0_2071-2100","EEU",1885.0975,3756.36560583812
"ensemble_6p0_2071-2100","EEU",2310.7646,6602.19085155221
"ensemble_6p0_2071-2100","EEU",2584.4078,10211.0825747037
"ensemble_6p0_2071-2100","EEU",2827.6462,15538.7443741868
"ensemble_6p0_2071-2100","EEU",2949.2654,21730.3350475615
"ensemble_6p0_2071-2100","EEU",2979.6702,29749.2985398466
"ensemble_6p0_2071-2100","EEU",3040.4798,39672.69719348
"ensemble_hist_historical","EEU",0,1923.18357083865
"ensemble_hist_historical","EEU",1303.8561,1923.18357083865
"ensemble_hist_historical","EEU",2035.2876,3952.57688209758
"ensemble_hist_historical","EEU",2448.7054,6825.39058618659
"ensemble_hist_historical","EEU",2703.1163,10070.0131855591
"ensemble_hist_historical","EEU",2957.5273,15016.0464674849
"ensemble_hist_historical","EEU",3084.7327,20758.1115707372
"ensemble_hist_historical","EEU",3116.5341,27895.1502464744
"ensemble_hist_historical","EEU",3180.1368,36449.6268839782
"GFDL-ESM2M_2p6_2030-2070","EEU",0,1886.61566778507
"GFDL-ESM2M_2p6_2030-2070","EEU",1264.5472,1886.61566778507
"GFDL-ESM2M_2p6_2030-2070","EEU",2042.7301,3772.02467576266
"GFDL-ESM2M_2p6_2030-2070","EEU",2464.2458,6559.32945511654
"GFDL-ESM2M_2p6_2030-2070","EEU",2723.6401,9887.29959098885
"GFDL-ESM2M_2p6_2030-2070","EEU",2983.0344,14270.5441260234
"GFDL-ESM2M_2p6_2030-2070","EEU",3145.1558,20692.9452105584
"GFDL-ESM2M_2p6_2030-2070","EEU",3177.5801,29464.8517168304
"GFDL-ESM2M_2p6_2030-2070","EEU",3242.4287,37330.3729448542
"GFDL-ESM2M_2p6_2071-2100","EEU",0,1877.63990285438
"GFDL-ESM2M_2p6_2071-2100","EEU",1217.373,1877.63990285438
"GFDL-ESM2M_2p6_2071-2100","EEU",1935.3109,3735.72645614892
"GFDL-ESM2M_2p6_2071-2100","EEU",2341.1018,6496.61682842484
"GFDL-ESM2M_2p6_2071-2100","EEU",2622.0341,9803.08834177697
"GFDL-ESM2M_2p6_2071-2100","EEU",2902.9663,15446.3758767464
"GFDL-ESM2M_2p6_2071-2100","EEU",3027.825,21370.984086654
"GFDL-ESM2M_2p6_2071-2100","EEU",3059.0397,30225.4499797038
"GFDL-ESM2M_2p6_2071-2100","EEU",3121.4691,41206.4681567924
"GFDL-ESM2M_6p0_2030-2070","EEU",0,1918.84228747478
"GFDL-ESM2M_6p0_2030-2070","EEU",1300.7618,1918.84228747478
"GFDL-ESM2M_6p0_2030-2070","EEU",1998.7315,3841.53225031154
"GFDL-ESM2M_6p0_2030-2070","EEU",2379.4423,6437.06712456018
"GFDL-ESM2M_6p0_2030-2070","EEU",2633.2495,9198.60292512058
"GFDL-ESM2M_6p0_2030-2070","EEU",2887.0567,13773.8101366361
"GFDL-ESM2M_6p0_2030-2070","EEU",3077.412,19733.0418167439
"GFDL-ESM2M_6p0_2030-2070","EEU",3109.1379,29571.3659106796
"GFDL-ESM2M_6p0_2030-2070","EEU",3172.5897,37983.6048357911
"GFDL-ESM2M_6p0_2071-2100","EEU",0,1867.75497203842
"GFDL-ESM2M_6p0_2071-2100","EEU",1188.9456,1867.75497203842
"GFDL-ESM2M_6p0_2071-2100","EEU",1920.6044,3788.19643256933
"GFDL-ESM2M_6p0_2071-2100","EEU",2316.9196,6712.38175831517
"GFDL-ESM2M_6p0_2071-2100","EEU",2591.2917,10342.5354200703
"GFDL-ESM2M_6p0_2071-2100","EEU",2835.178,15704.2446712392
"GFDL-ESM2M_6p0_2071-2100","EEU",2957.1211,21546.9573783447
"GFDL-ESM2M_6p0_2071-2100","EEU",2987.6069,30948.6593476097
"GFDL-ESM2M_6p0_2071-2100","EEU",3048.5785,40830.659512358
"GFDL-ESM2M_hist_historical","EEU",0,1946.5018252143
"GFDL-ESM2M_hist_historical","EEU",1254.8062,1946.5018252143
"GFDL-ESM2M_hist_historical","EEU",1944.9496,3905.31485403145
"GFDL-ESM2M_hist_historical","EEU",2415.5019,6839.17898367887
"GFDL-ESM2M_hist_historical","EEU",2666.4632,10273.2781863364
"GFDL-ESM2M_hist_historical","EEU",2886.0542,14852.9620119112
"GFDL-ESM2M_hist_historical","EEU",3042.905,21057.3271553328
"GFDL-ESM2M_hist_historical","EEU",3074.2752,29269.967880213
"GFDL-ESM2M_hist_historical","EEU",3137.0155,39005.609987563
"HadGEM2-ES_2p6_2030-2070","EEU",0,1820.29097452067
"HadGEM2-ES_2p6_2030-2070","EEU",1193.2658,1820.29097452067
"HadGEM2-ES_2p6_2030-2070","EEU",1884.1039,3552.47636274626
"HadGEM2-ES_2p6_2030-2070","EEU",2355.1299,6132.7954669619
"HadGEM2-ES_2p6_2030-2070","EEU",2637.7454,9484.49543247174
"HadGEM2-ES_2p6_2030-2070","EEU",2857.5576,14030.987791181
"HadGEM2-ES_2p6_2030-2070","EEU",3045.9679,19654.0677427711
"HadGEM2-ES_2p6_2030-2070","EEU",3077.3697,28499.630262802
"HadGEM2-ES_2p6_2030-2070","EEU",3140.1731,37689.7178544961
"HadGEM2-ES_2p6_2071-2100","EEU",0,2004.99737773879
"HadGEM2-ES_2p6_2071-2100","EEU",1283.5652,2004.99737773879
"HadGEM2-ES_2p6_2071-2100","EEU",1837.832,4124.69446544657
"HadGEM2-ES_2p6_2071-2100","EEU",2246.2391,6914.93175875009
"HadGEM2-ES_2p6_2071-2100","EEU",2479.6146,10380.2490477054
"HadGEM2-ES_2p6_2071-2100","EEU",2742.1621,16449.8668575884
"HadGEM2-ES_2p6_2071-2100","EEU",2829.6779,23029.0115421566
"HadGEM2-ES_2p6_2071-2100","EEU",2858.8498,29903.3405749504
"HadGEM2-ES_2p6_2071-2100","EEU",2917.1937,41528.5956132813
"HadGEM2-ES_6p0_2030-2070","EEU",0,1895.43634302733
"HadGEM2-ES_6p0_2030-2070","EEU",1275.6894,1895.43634302733
"HadGEM2-ES_6p0_2030-2070","EEU",1977.3185,3763.31426551454
"HadGEM2-ES_6p0_2030-2070","EEU",2391.9176,6399.77028866736
"HadGEM2-ES_6p0_2030-2070","EEU",2710.8399,9707.22035986082
"HadGEM2-ES_6p0_2030-2070","EEU",2934.0856,14713.3321561936
"HadGEM2-ES_6p0_2030-2070","EEU",3061.6545,19706.6214777029
"HadGEM2-ES_6p0_2030-2070","EEU",3125.439,26190.1221125745
"HadGEM2-ES_6p0_2030-2070","EEU",3189.2234,34846.3139278757
"HadGEM2-ES_6p0_2071-2100","EEU",0,1944.19228838337
"HadGEM2-ES_6p0_2071-2100","EEU",1333.0853,1944.19228838337
"HadGEM2-ES_6p0_2071-2100","EEU",1878.4384,3952.56329676197
"HadGEM2-ES_6p0_2071-2100","EEU",2363.1967,6681.96656443366
"HadGEM2-ES_6p0_2071-2100","EEU",2605.5758,10423.7685355873
