"code","msg_reg","xval","avgIC"
"ensemble_2p6_2030-2070","SAS",0,713.170408035555
"ensemble_2p6_2030-2070","SAS",13914.9666,713.170408035555
"ensemble_2p6_2030-2070","SAS",21357.8557,1515.22614576082
"ensemble_2p6_2030-2070","SAS",24917.4983,2316.38684915516
"ensemble_2p6_2030-2070","SAS",27829.9331,3546.43580653909
"ensemble_2p6_2030-2070","SAS",29771.5564,5374.63562848214
"ensemble_2p6_2030-2070","SAS",30742.368,7841.80989055956
"ensemble_2p6_2030-2070","SAS",31713.1796,11585.9684553971
"ensemble_2p6_2030-2070","SAS",32360.3874,53762.9219385507
"ensemble_2p6_2071-2100","SAS",0,917.578758727262
"ensemble_2p6_2071-2100","SAS",20551.8298,917.578758727262
"ensemble_2p6_2071-2100","SAS",25524.0466,2226.75999834259
"ensemble_2p6_2071-2100","SAS",28175.8956,3427.11815216928
"ensemble_2p6_2071-2100","SAS",29833.3013,4906.334754632
"ensemble_2p6_2071-2100","SAS",31159.2258,6697.98133342212
"ensemble_2p6_2071-2100","SAS",31822.188,9134.45419122737
"ensemble_2p6_2071-2100","SAS",32485.1503,11946.3554054722
"ensemble_2p6_2071-2100","SAS",33148.1125,51833.9526214018
"ensemble_6p0_2030-2070","SAS",0,742.969783511036
"ensemble_6p0_2030-2070","SAS",14300.4245,742.969783511036
"ensemble_6p0_2030-2070","SAS",20020.5943,1497.02605325622
"ensemble_6p0_2030-2070","SAS",24151.8281,2235.92050833815
"ensemble_6p0_2030-2070","SAS",27329.7002,3430.73917310646
"ensemble_6p0_2030-2070","SAS",29871.9979,6069.80786070564
"ensemble_6p0_2030-2070","SAS",30507.5723,8906.97030629112
"ensemble_6p0_2030-2070","SAS",31143.1467,12240.8499940274
"ensemble_6p0_2030-2070","SAS",31778.7212,61190.7712873813
"ensemble_6p0_2071-2100","SAS",0,730.588735468855
"ensemble_6p0_2071-2100","SAS",14601.2038,730.588735468855
"ensemble_6p0_2071-2100","SAS",22233.6513,1567.5941770531
"ensemble_6p0_2071-2100","SAS",26215.7978,2528.60732012853
"ensemble_6p0_2071-2100","SAS",28870.5621,3795.47782433765
"ensemble_6p0_2071-2100","SAS",31193.4809,5910.41841081594
"ensemble_6p0_2071-2100","SAS",32189.0176,9512.6301819205
"ensemble_6p0_2071-2100","SAS",32520.8631,12887.6707475188
"ensemble_6p0_2071-2100","SAS",33184.5542,66935.1754737613
"ensemble_hist_historical","SAS",0,746.87572577715
"ensemble_hist_historical","SAS",15214.8284,746.87572577715
"ensemble_hist_historical","SAS",21237.3646,1593.84215480668
"ensemble_hist_historical","SAS",24724.0961,2392.31397602633
"ensemble_hist_historical","SAS",27893.8521,3806.49098543281
"ensemble_hist_historical","SAS",29161.7544,5703.64055714544
"ensemble_hist_historical","SAS",30112.6812,8162.28622311026
"ensemble_hist_historical","SAS",31063.608,11755.9945952844
"ensemble_hist_historical","SAS",31697.5592,59658.4510707459
"GFDL-ESM2M_2p6_2030-2070","SAS",0,701.501647677453
"GFDL-ESM2M_2p6_2030-2070","SAS",14936.6039,701.501647677453
"GFDL-ESM2M_2p6_2030-2070","SAS",21575.0945,1472.08803725965
"GFDL-ESM2M_2p6_2030-2070","SAS",24562.4153,2074.59238277396
"GFDL-ESM2M_2p6_2030-2070","SAS",27881.6606,3194.73420516226
"GFDL-ESM2M_2p6_2030-2070","SAS",30868.9814,5075.35283774936
"GFDL-ESM2M_2p6_2030-2070","SAS",31532.8304,8205.27749059252
"GFDL-ESM2M_2p6_2030-2070","SAS",32528.604,11415.3454078749
"GFDL-ESM2M_2p6_2030-2070","SAS",33192.4531,60260.070713238
"GFDL-ESM2M_2p6_2071-2100","SAS",0,713.594590610119
"GFDL-ESM2M_2p6_2071-2100","SAS",15885.1699,713.594590610119
"GFDL-ESM2M_2p6_2071-2100","SAS",22982.799,1534.06896387107
"GFDL-ESM2M_2p6_2071-2100","SAS",28728.4987,2896.58985308872
"GFDL-ESM2M_2p6_2071-2100","SAS",30080.4281,4678.72100374431
"GFDL-ESM2M_2p6_2071-2100","SAS",31770.3398,6187.07499513987
"GFDL-ESM2M_2p6_2071-2100","SAS",32784.2868,8968.22595652496
"GFDL-ESM2M_2p6_2071-2100","SAS",33122.2691,12420.6873768797
"GFDL-ESM2M_2p6_2071-2100","SAS",33798.2338,57192.0461044424
"GFDL-ESM2M_6p0_2030-2070","SAS",0,733.812935053781
"GFDL-ESM2M_6p0_2030-2070","SAS",15708.8156,733.812935053781
"GFDL-ESM2M_6p0_2030-2070","SAS",23061.8782,1591.09496732935
"GFDL-ESM2M_6p0_2030-2070","SAS",28409.56,2889.7917316834
"GFDL-ESM2M_6p0_2030-2070","SAS",30749.1709,4814.42832699526
"GFDL-ESM2M_6p0_2030-2070","SAS",31417.6311,7119.44175078426
"GFDL-ESM2M_6p0_2030-2070","SAS",32420.3215,9071.55852731638
"GFDL-ESM2M_6p0_2030-2070","SAS",32754.5516,13087.5359377182
"GFDL-ESM2M_6p0_2030-2070","SAS",33423.0118,55393.1436402367
"GFDL-ESM2M_6p0_2071-2100","SAS",0,772.762752382121
"GFDL-ESM2M_6p0_2071-2100","SAS",14371.1085,772.762752382121
"GFDL-ESM2M_6p0_2071-2100","SAS",21098.0103,1698.53983996709
"GFDL-ESM2M_6p0_2071-2100","SAS",24155.6929,2547.34123035761
"GFDL-ESM2M_6p0_2071-2100","SAS",26907.6073,3863.97063310549
