"code","msg_reg","xval","avgIC"
"ensemble_2p6_2030-2070","PAO",0,2213.0791022973
"ensemble_2p6_2030-2070","PAO",600.6685,2213.0791022973
"ensemble_2p6_2030-2070","PAO",1430.1631,5003.55332815568
"ensemble_2p6_2030-2070","PAO",1973.6251,8738.31619117724
"ensemble_2p6_2030-2070","PAO",2288.261,12838.2467166843
"ensemble_2p6_2030-2070","PAO",2602.8969,17941.2115211895
"ensemble_2p6_2030-2070","PAO",2774.5165,22711.5158188127
"ensemble_2p6_2030-2070","PAO",2803.1198,33202.9873306438
"ensemble_2p6_2030-2070","PAO",2860.3263,41986.1398136348
"ensemble_2p6_2071-2100","PAO",0,2027.73766261818
"ensemble_2p6_2071-2100","PAO",489.9386,2027.73766261818
"ensemble_2p6_2071-2100","PAO",1440.996,4833.34838242459
"ensemble_2p6_2071-2100","PAO",2017.3944,8759.7467903356
"ensemble_2p6_2071-2100","PAO",2247.9538,12780.8523493563
"ensemble_2p6_2071-2100","PAO",2507.333,15980.1240999211
"ensemble_2p6_2071-2100","PAO",2680.2526,20392.0518971664
"ensemble_2p6_2071-2100","PAO",2824.3522,26009.938809054
"ensemble_2p6_2071-2100","PAO",2881.992,47134.8902121408
"ensemble_6p0_2030-2070","PAO",0,2381.01370131983
"ensemble_6p0_2030-2070","PAO",715.6336,2381.01370131983
"ensemble_6p0_2030-2070","PAO",1610.1755,5292.51775785521
"ensemble_6p0_2030-2070","PAO",1997.8104,8815.65339938716
"ensemble_6p0_2030-2070","PAO",2385.4452,12224.684142348
"ensemble_6p0_2030-2070","PAO",2653.8078,17360.4431029639
"ensemble_6p0_2030-2070","PAO",2862.5342,22406.9531315212
"ensemble_6p0_2030-2070","PAO",2922.1704,28755.3572794816
"ensemble_6p0_2030-2070","PAO",2981.8065,38311.8006434974
"ensemble_6p0_2071-2100","PAO",0,2566.16781966371
"ensemble_6p0_2071-2100","PAO",784.756,2566.16781966371
"ensemble_6p0_2071-2100","PAO",1482.3169,5315.15315723645
"ensemble_6p0_2071-2100","PAO",1976.4225,8476.88957135863
"ensemble_6p0_2071-2100","PAO",2325.2029,11954.5988419886
"ensemble_6p0_2071-2100","PAO",2586.7883,17226.3682728415
"ensemble_6p0_2071-2100","PAO",2819.3086,22500.6928219009
"ensemble_6p0_2071-2100","PAO",2848.3736,30871.0143276879
"ensemble_6p0_2071-2100","PAO",2906.5037,42147.7767594574
"ensemble_hist_historical","PAO",0,1711.89771587163
"ensemble_hist_historical","PAO",496.0528,1711.89771587163
"ensemble_hist_historical","PAO",1426.1517,4377.06732802307
"ensemble_hist_historical","PAO",2046.2177,7621.39000381465
"ensemble_hist_historical","PAO",2294.244,10561.1525246869
"ensemble_hist_historical","PAO",2728.2902,15384.9312752307
"ensemble_hist_historical","PAO",2945.3133,20418.6626567925
"ensemble_hist_historical","PAO",3038.3232,26190.0357685776
"ensemble_hist_historical","PAO",3100.3298,43042.5617665408
"GFDL-ESM2M_2p6_2030-2070","PAO",0,2216.38460425143
"GFDL-ESM2M_2p6_2030-2070","PAO",583.9193,2216.38460425143
"GFDL-ESM2M_2p6_2030-2070","PAO",1279.0614,4738.60314681794
"GFDL-ESM2M_2p6_2030-2070","PAO",1974.2035,8572.41939640806
"GFDL-ESM2M_2p6_2030-2070","PAO",2280.066,13209.473902789
"GFDL-ESM2M_2p6_2030-2070","PAO",2474.7057,17358.9149418545
"GFDL-ESM2M_2p6_2030-2070","PAO",2641.5398,22180.2579300949
"GFDL-ESM2M_2p6_2030-2070","PAO",2724.9569,27925.4750718938
"GFDL-ESM2M_2p6_2030-2070","PAO",2780.5682,45360.7714903355
"GFDL-ESM2M_2p6_2071-2100","PAO",0,2529.642661574
"GFDL-ESM2M_2p6_2071-2100","PAO",860.4655,2529.642661574
"GFDL-ESM2M_2p6_2071-2100","PAO",1720.931,5497.58323853856
"GFDL-ESM2M_2p6_2071-2100","PAO",2120.4328,8851.96789291191
"GFDL-ESM2M_2p6_2071-2100","PAO",2335.5492,11502.4828325813
"GFDL-ESM2M_2p6_2071-2100","PAO",2704.3201,14171.5582565099
"GFDL-ESM2M_2p6_2071-2100","PAO",2950.1674,20464.2992609657
"GFDL-ESM2M_2p6_2071-2100","PAO",3011.6293,32433.7384563028
"GFDL-ESM2M_2p6_2071-2100","PAO",3073.0911,49105.0222700251
"GFDL-ESM2M_6p0_2030-2070","PAO",0,2441.49230922389
"GFDL-ESM2M_6p0_2030-2070","PAO",694.3683,2441.49230922389
"GFDL-ESM2M_6p0_2030-2070","PAO",1562.3288,5380.71773644255
"GFDL-ESM2M_6p0_2030-2070","PAO",1967.377,8907.83768782127
"GFDL-ESM2M_6p0_2030-2070","PAO",2314.5611,11858.0279041662
"GFDL-ESM2M_6p0_2030-2070","PAO",2574.9493,17400.4402866956
"GFDL-ESM2M_6p0_2030-2070","PAO",2777.4734,23603.6219587711
"GFDL-ESM2M_6p0_2030-2070","PAO",2835.3374,32479.8309006195
"GFDL-ESM2M_6p0_2030-2070","PAO",2893.2014,47299.9660095944
"GFDL-ESM2M_6p0_2071-2100","PAO",0,2346.26794498051
"GFDL-ESM2M_6p0_2071-2100","PAO",629.1743,2346.26794498051
"GFDL-ESM2M_6p0_2071-2100","PAO",1340.4148,5024.2379621859
"GFDL-ESM2M_6p0_2071-2100","PAO",1641.3242,7609.42338441871
"GFDL-ESM2M_6p0_2071-2100","PAO",2133.7215,10284.2832551271
"GFDL-ESM2M_6p0_2071-2100","PAO",2434.6309,17084.2607086934
"GFDL-ESM2M_6p0_2071-2100","PAO",2653.4741,23586.9242969644
"GFDL-ESM2M_6p0_2071-2100","PAO",2680.8295,34062.4400774062
"GFDL-ESM2M_6p0_2071-2100","PAO",2735.5403,51464.2688729831
"GFDL-ESM2M_hist_historical","PAO",0,1936.81540602007
"GFDL-ESM2M_hist_historical","PAO",610.0837,1936.81540602007
"GFDL-ESM2M_hist_historical","PAO",1403.1925,4667.37602426696
"GFDL-ESM2M_hist_historical","PAO",1921.7637,7663.49519349525
"GFDL-ESM2M_hist_historical","PAO",2257.3097,10707.2379688643
"GFDL-ESM2M_hist_historical","PAO",2653.8642,14495.755641239
"GFDL-ESM2M_hist_historical","PAO",2867.3935,19837.9234495648
"GFDL-ESM2M_hist_historical","PAO",2989.4102,22843.1964858295
"GFDL-ESM2M_hist_historical","PAO",3050.4186,47671.4419801568
"HadGEM2-ES_2p6_2030-2070","PAO",0,1886.04394898212
"HadGEM2-ES_2p6_2030-2070","PAO",488.7877,1886.04394898212
"HadGEM2-ES_2p6_2030-2070","PAO",1178.841,4309.91128742665
"HadGEM2-ES_2p6_2030-2070","PAO",1466.3632,6277.02833489662
"HadGEM2-ES_2p6_2030-2070","PAO",1955.1509,8718.71499107873
"HadGEM2-ES_2p6_2030-2070","PAO",2328.9298,12781.7169940006
"HadGEM2-ES_2p6_2030-2070","PAO",2616.452,16960.5770027154
"HadGEM2-ES_2p6_2030-2070","PAO",2788.9653,22466.5255575355
"HadGEM2-ES_2p6_2030-2070","PAO",2875.222,40929.4362940275
"HadGEM2-ES_2p6_2071-2100","PAO",0,1906.6798299635
"HadGEM2-ES_2p6_2071-2100","PAO",495.9681,1906.6798299635
"HadGEM2-ES_2p6_2071-2100","PAO",1429.5551,4863.25490566794
"HadGEM2-ES_2p6_2071-2100","PAO",1954.6978,8354.11777672827
"HadGEM2-ES_2p6_2071-2100","PAO",2333.9675,11793.991462702
"HadGEM2-ES_2p6_2071-2100","PAO",2684.0627,17534.4878073135
"HadGEM2-ES_2p6_2071-2100","PAO",2829.9356,24105.1072603708
"HadGEM2-ES_2p6_2071-2100","PAO",2859.1102,32740.4371606493
"HadGEM2-ES_2p6_2071-2100","PAO",2917.4594,49058.6837863911
"HadGEM2-ES_6p0_2030-2070","PAO",0,1737.26851692008
"HadGEM2-ES_6p0_2030-2070","PAO",472.3744,1737.26851692008
"HadGEM2-ES_6p0_2030-2070","PAO",1387.5999,4513.36321601883
"HadGEM2-ES_6p0_2030-2070","PAO",1948.5445,7840.26194759604
"HadGEM2-ES_6p0_2030-2070","PAO",2155.2083,11326.8206279754
"HadGEM2-ES_6p0_2030-2070","PAO",2450.4424,14767.2176777472
"HadGEM2-ES_6p0_2030-2070","PAO",2745.6764,20473.8375781285
"HadGEM2-ES_6p0_2030-2070","PAO",2893.2934,26976.8407800096
"HadGEM2-ES_6p0_2030-2070","PAO",2952.3402,37379.1085817203
"HadGEM2-ES_6p0_2071-2100","PAO",0,2421.47454778071
"HadGEM2-ES_6p0_2071-2100","PAO",809.9658,2421.47454778071
"HadGEM2-ES_6p0_2071-2100","PAO",1529.9353,5151.43806077477
"HadGEM2-ES_6p0_2071-2100","PAO",1949.9176,8103.88008890452
"HadGEM2-ES_6p0_2071-2100","PAO",2369.8998,11001.6442877824
"HadGEM2-ES_6p0_2071-2100","PAO",2699.8858,16564.8206013748
"HadGEM2-ES_6p0_2071-2100","PAO",2909.877,23792.3236308663
"HadGEM2-ES_6p0_2071-2100","PAO",2939.8757,30145.1359882489
"HadGEM2-ES_6p0_2071-2100","PAO",2999.8732,41200.112893839
"HadGEM2-ES_hist_historical","PAO",0,1657.72322659517
"HadGEM2-ES_hist_historical","PAO",476.5459,1657.72322659517
"HadGEM2-ES_hist_historical","PAO",1397.8678,4092.07137964234
"HadGEM2-ES_hist_historical","PAO",1715.5651,6309.75297958732
"HadGEM2-ES_hist_historical","PAO",2287.4201,8663.26555849431
"HadGEM2-ES_hist_historical","PAO",2700.4265,14194.647662171
"HadGEM2-ES_hist_historical","PAO",2954.5843,18852.5659855131
"HadGEM2-ES_hist_historical","PAO",3113.4329,24557.0569198759
"HadGEM2-ES_hist_historical","PAO",3176.9724,37247.0369872242
"IPSL-CM5A-LR_2p6_2030-2070","PAO",0,2230.30822589306
"IPSL-CM5A-LR_2p6_2030-2070","PAO",629.856,2230.30822589306
"IPSL-CM5A-LR_2p6_2030-2070","PAO",1173.8226,4570.98424353885
"IPSL-CM5A-LR_2p6_2030-2070","PAO",1574.6401,6396.35423241765
"IPSL-CM5A-LR_2p6_2030-2070","PAO",1975.4576,9316.21522967234
"IPSL-CM5A-LR_2p6_2030-2070","PAO",2290.3856,12824.3673996694
"IPSL-CM5A-LR_2p6_2030-2070","PAO",2404.9049,15853.5653115129
"IPSL-CM5A-LR_2p6_2030-2070","PAO",2777.0925,21277.148790001
"IPSL-CM5A-LR_2p6_2030-2070","PAO",2862.982,39685.2707308417
"IPSL-CM5A-LR_2p6_2071-2100","PAO",0,2119.64759479483
"IPSL-CM5A-LR_2p6_2071-2100","PAO",510.4281,2119.64759479483
"IPSL-CM5A-LR_2p6_2071-2100","PAO",1276.0702,4614.14272510731
"IPSL-CM5A-LR_2p6_2071-2100","PAO",1871.5696,8054.13077868242
"IPSL-CM5A-LR_2p6_2071-2100","PAO",2155.1408,12055.725244242
"IPSL-CM5A-LR_2p6_2071-2100","PAO",2410.3548,16079.5480306224
"IPSL-CM5A-LR_2p6_2071-2100","PAO",2637.2118,20009.7381677331
"IPSL-CM5A-LR_2p6_2071-2100","PAO",2778.9973,24716.6865837185
"IPSL-CM5A-LR_2p6_2071-2100","PAO",2835.7116,49039.7009664343
"IPSL-CM5A-LR_6p0_2030-2070","PAO",0,1874.35959186115
"IPSL-CM5A-LR_6p0_2030-2070","PAO",542.4258,1874.35959186115
"IPSL-CM5A-LR_6p0_2030-2070","PAO",1325.9297,4354.59990572615
"IPSL-CM5A-LR_6p0_2030-2070","PAO",1627.2774,6552.18723166247
"IPSL-CM5A-LR_6p0_2030-2070","PAO",2199.838,9558.62881044898
"IPSL-CM5A-LR_6p0_2030-2070","PAO",2440.9161,13419.6249702157
"IPSL-CM5A-LR_6p0_2030-2070","PAO",2892.9376,19849.5857131277
"IPSL-CM5A-LR_6p0_2030-2070","PAO",2953.2071,26490.5544007969
"IPSL-CM5A-LR_6p0_2030-2070","PAO",3013.4767,34975.0239202368
"IPSL-CM5A-LR_6p0_2071-2100","PAO",0,2206.35209590923
"IPSL-CM5A-LR_6p0_2071-2100","PAO",498.2439,2206.35209590923
"IPSL-CM5A-LR_6p0_2071-2100","PAO",1232.4981,5057.53963330154
"IPSL-CM5A-LR_6p0_2071-2100","PAO",1730.742,8431.25303397755
"IPSL-CM5A-LR_6p0_2071-2100","PAO",1966.7523,12222.5597569168
"IPSL-CM5A-LR_6p0_2071-2100","PAO",2307.656,16237.7983043769
"IPSL-CM5A-LR_6p0_2071-2100","PAO",2517.4429,22134.8531468562
"IPSL-CM5A-LR_6p0_2071-2100","PAO",2569.8897,28783.9820338901
"IPSL-CM5A-LR_6p0_2071-2100","PAO",2622.3364,39469.7644672353
"IPSL-CM5A-LR_hist_historical","PAO",0,2149.68437003381
"IPSL-CM5A-LR_hist_historical","PAO",764.551,2149.68437003381
"IPSL-CM5A-LR_hist_historical","PAO",1529.102,4767.7895239752
"IPSL-CM5A-LR_hist_historical","PAO",1943.2338,7452.84045909941
"IPSL-CM5A-LR_hist_historical","PAO",2357.3656,9878.77180155626
"IPSL-CM5A-LR_hist_historical","PAO",2898.9225,16011.2121197123
"IPSL-CM5A-LR_hist_historical","PAO",3058.204,20174.9801887817
"IPSL-CM5A-LR_hist_historical","PAO",3090.0603,26967.8084295947
"IPSL-CM5A-LR_hist_historical","PAO",3185.6291,39872.5443952005
"MIROC5_2p6_2030-2070","PAO",0,1954.37496817175
"MIROC5_2p6_2030-2070","PAO",496.8306,1954.37496817175
"MIROC5_2p6_2030-2070","PAO",1373.5905,4558.60516333297
"MIROC5_2p6_2030-2070","PAO",1928.8718,8228.70940041204
"MIROC5_2p6_2030-2070","PAO",2250.3504,11879.8314099309
"MIROC5_2p6_2030-2070","PAO",2542.6037,16440.6415363317
"MIROC5_2p6_2030-2070","PAO",2834.857,21976.4504042021
"MIROC5_2p6_2030-2070","PAO",2864.0823,28306.222197584
"MIROC5_2p6_2030-2070","PAO",2922.533,38720.7723854176
"MIROC5_2p6_2071-2100","PAO",0,2625.7560694335
"MIROC5_2p6_2071-2100","PAO",675.4265,2625.7560694335
"MIROC5_2p6_2071-2100","PAO",1350.853,5342.5276259705
"MIROC5_2p6_2071-2100","PAO",1891.1942,8934.24720779402
"MIROC5_2p6_2071-2100","PAO",1999.2624,12753.7575828684
"MIROC5_2p6_2071-2100","PAO",2377.5013,16400.9153236589
"MIROC5_2p6_2071-2100","PAO",2566.6207,23799.2765191198
"MIROC5_2p6_2071-2100","PAO",2647.6719,28686.7650355621
"MIROC5_2p6_2071-2100","PAO",2701.706,41042.4476858925
"MIROC5_6p0_2030-2070","PAO",0,1848.67846524389
"MIROC5_6p0_2030-2070","PAO",490.9132,1848.67846524389
"MIROC5_6p0_2030-2070","PAO",1380.6935,4342.73674105666
"MIROC5_6p0_2030-2070","PAO",1902.2888,7231.16413236265
"MIROC5_6p0_2030-2070","PAO",2362.52,11044.8610615416
"MIROC5_6p0_2030-2070","PAO",2761.387,15209.2210188452
"MIROC5_6p0_2030-2070","PAO",2884.1153,19890.6076964115
"MIROC5_6p0_2030-2070","PAO",2976.1615,25527.6836092671
"MIROC5_6p0_2030-2070","PAO",3068.2078,32727.2487055089
"MIROC5_6p0_2071-2100","PAO",0,2429.72443977594
"MIROC5_6p0_2071-2100","PAO",882.4315,2429.72443977594
"MIROC5_6p0_2071-2100","PAO",1568.7671,4772.23134048372
"MIROC5_6p0_2071-2100","PAO",1895.5936,6638.79478070351
"MIROC5_6p0_2071-2100","PAO",2418.516,9111.95090784855
"MIROC5_6p0_2071-2100","PAO",2679.9772,13035.7170304446
"MIROC5_6p0_2071-2100","PAO",3104.8516,17969.1823505332
"MIROC5_6p0_2071-2100","PAO",3202.8995,25623.0076834618
"MIROC5_6p0_2071-2100","PAO",3268.2648,34379.037451779
"MIROC5_hist_historical","PAO",0,1783.22174366964
"MIROC5_hist_historical","PAO",478.1279,1783.22174366964
"MIROC5_hist_historical","PAO",1434.3836,4556.15031777961
"MIROC5_hist_historical","PAO",1972.2774,7508.75140806016
"MIROC5_hist_historical","PAO",2271.1073,10799.1621945443
"MIROC5_hist_historical","PAO",2599.8202,15854.9717656167
"MIROC5_hist_historical","PAO",2838.8841,21718.2700073201
"MIROC5_hist_historical","PAO",2928.5331,29236.9471070666
"MIROC5_hist_historical","PAO",2988.2991,44726.7268698142
