"code","msg_reg","xval","avgIC"
"ensemble_2p6_2030-2070","CHN",0,729.083278026841
"ensemble_2p6_2030-2070","CHN",16995.7192,729.083278026841
"ensemble_2p6_2030-2070","CHN",35407.7483,1421.99169126324
"ensemble_2p6_2030-2070","CHN",41072.988,3671.45958622626
"ensemble_2p6_2030-2070","CHN",43433.5046,6410.95517898027
"ensemble_2p6_2030-2070","CHN",44849.8145,9630.30617233769
"ensemble_2p6_2030-2070","CHN",45794.0212,12935.6111689186
"ensemble_2p6_2030-2070","CHN",46266.1245,17959.2673543736
"ensemble_2p6_2030-2070","CHN",47210.3311,40340.4604499539
"ensemble_2p6_2071-2100","CHN",0,726.374715852099
"ensemble_2p6_2071-2100","CHN",16593.6073,726.374715852099
"ensemble_2p6_2071-2100","CHN",35030.9488,1467.38477390797
"ensemble_2p6_2071-2100","CHN",38257.4835,3256.57782298235
"ensemble_2p6_2071-2100","CHN",40562.1512,5118.10481140269
"ensemble_2p6_2071-2100","CHN",42405.8854,7106.62488338262
"ensemble_2p6_2071-2100","CHN",43788.686,10225.9441596854
"ensemble_2p6_2071-2100","CHN",45171.4866,15400.1672684763
"ensemble_2p6_2071-2100","CHN",46093.3537,71926.823563519
"ensemble_6p0_2030-2070","CHN",0,750.677984422771
"ensemble_6p0_2030-2070","CHN",16565.3539,750.677984422771
"ensemble_6p0_2030-2070","CHN",35431.4514,1559.26624440891
"ensemble_6p0_2030-2070","CHN",37732.195,3195.80015794122
"ensemble_6p0_2030-2070","CHN",40953.236,5008.24293045378
"ensemble_6p0_2030-2070","CHN",43253.9796,8076.38983694828
"ensemble_6p0_2030-2070","CHN",44634.4258,13347.433063411
"ensemble_6p0_2030-2070","CHN",45094.5745,17203.4357293056
"ensemble_6p0_2030-2070","CHN",46014.8719,75418.6142092559
"ensemble_6p0_2071-2100","CHN",0,726.180471951898
"ensemble_6p0_2071-2100","CHN",16989.4724,726.180471951898
"ensemble_6p0_2071-2100","CHN",36891.4257,1516.12186846072
"ensemble_6p0_2071-2100","CHN",41260.1472,3386.70339182839
"ensemble_6p0_2071-2100","CHN",43687.2146,5558.66028842998
