"avgLF","xval","code","msg_reg","commodity","x.interval"
0.597553446036159,0,"ensemble_2p6_2030-2070","MEA","hydro_cNA",NA
0.597553446036159,487.9886,"ensemble_2p6_2030-2070","MEA","hydro_c1",487.9886
0.578535586736971,3123.1273,"ensemble_2p6_2030-2070","MEA","hydro_c1",2635.1387
0.566121100083433,3415.9205,"ensemble_2p6_2030-2070","MEA","hydro_c1",292.7932
0.551210665072239,3708.7137,"ensemble_2p6_2030-2070","MEA","hydro_c1",292.7932
0.640409005924101,4099.1046,"ensemble_2p6_2030-2070","MEA","hydro_c2",390.3909
0.610378342595798,5270.2773,"ensemble_2p6_2030-2070","MEA","hydro_c2",1171.1727
0.587608203906388,5855.8637,"ensemble_2p6_2030-2070","MEA","hydro_c2",585.5864
0.570615599458815,7319.8296,"ensemble_2p6_2030-2070","MEA","hydro_c2",1463.9659
0.657622084159021,7515.0251,"ensemble_2p6_2030-2070","MEA","hydro_c3",195.1955
0.643128252913286,7710.2205,"ensemble_2p6_2030-2070","MEA","hydro_c3",195.195400000001
0.624638222765385,8100.6114,"ensemble_2p6_2030-2070","MEA","hydro_c3",390.390899999999
0.617731027495034,8295.8069,"ensemble_2p6_2030-2070","MEA","hydro_c3",195.1955
0.592435508482543,8393.4046,"ensemble_2p6_2030-2070","MEA","hydro_c4",97.5977000000003
0.576186978870033,8588.6001,"ensemble_2p6_2030-2070","MEA","hydro_c4",195.1955
0.548607129752042,8686.1978,"ensemble_2p6_2030-2070","MEA","hydro_c4",97.5977000000003
0.512209409154999,8881.3933,"ensemble_2p6_2030-2070","MEA","hydro_c4",195.1955
0.530069004007673,8978.991,"ensemble_2p6_2030-2070","MEA","hydro_c5",97.5977000000003
0.518899790618046,9076.5887,"ensemble_2p6_2030-2070","MEA","hydro_c5",97.5977000000003
0.588686478449467,9174.1865,"ensemble_2p6_2030-2070","MEA","hydro_c6",97.5977999999996
0.588318139706794,9271.7842,"ensemble_2p6_2030-2070","MEA","hydro_c6",97.5977000000003
0.551763616983897,9369.3819,"ensemble_2p6_2030-2070","MEA","hydro_c6",97.5977000000003
0.509901393438764,9466.9796,"ensemble_2p6_2030-2070","MEA","hydro_c6",97.5977000000003
0.568602848296217,9564.5774,"ensemble_2p6_2030-2070","MEA","hydro_c7",97.5977999999996
0.577914093614838,9759.7728,"ensemble_2p6_2030-2070","MEA","hydro_c8",195.195400000001
0.597911992019264,0,"ensemble_2p6_2071-2100","MEA","hydro_cNA",NA
0.597911992019264,598.2303,"ensemble_2p6_2071-2100","MEA","hydro_c1",598.2303
0.587001656031664,1395.8707,"ensemble_2p6_2071-2100","MEA","hydro_c1",797.6404
0.574162203529579,3689.0867,"ensemble_2p6_2071-2100","MEA","hydro_c1",2293.216
0.555853343536809,3988.2019,"ensemble_2p6_2071-2100","MEA","hydro_c1",299.1152
0.623367455893461,4486.7271,"ensemble_2p6_2071-2100","MEA","hydro_c2",498.5252
0.604596863007732,5084.9574,"ensemble_2p6_2071-2100","MEA","hydro_c2",598.2303
0.583318370872676,5982.3028,"ensemble_2p6_2071-2100","MEA","hydro_c2",897.3454
0.564835294305122,7079.0584,"ensemble_2p6_2071-2100","MEA","hydro_c2",1096.7556
0.62486256162023,7378.1735,"ensemble_2p6_2071-2100","MEA","hydro_c3",299.1151
0.616599632482006,7677.2886,"ensemble_2p6_2071-2100","MEA","hydro_c3",299.1151
0.601434483328997,8076.1088,"ensemble_2p6_2071-2100","MEA","hydro_c3",398.8202
