"code","msg_reg","xval","avgIC"
"ensemble_2p6_2030-2070","AFR",0,1329.97889767497
"ensemble_2p6_2030-2070","AFR",33913.1413,1329.97889767497
"ensemble_2p6_2030-2070","AFR",41696.4852,3603.70111869663
"ensemble_2p6_2030-2070","AFR",46144.1103,5497.32631410425
"ensemble_2p6_2030-2070","AFR",49479.8291,7662.74558304468
"ensemble_2p6_2030-2070","AFR",51703.6416,10647.7838249567
"ensemble_2p6_2030-2070","AFR",53927.4542,15176.902667182
"ensemble_2p6_2030-2070","AFR",54483.4073,20953.9387345495
"ensemble_2p6_2030-2070","AFR",55595.3136,42397.9196674448
"ensemble_2p6_2071-2100","AFR",0,990.718707604627
"ensemble_2p6_2071-2100","AFR",22865.7924,990.718707604627
"ensemble_2p6_2071-2100","AFR",34843.1123,2244.12460069185
"ensemble_2p6_2071-2100","AFR",40831.7722,3830.20347317279
"ensemble_2p6_2071-2100","AFR",45731.5848,5794.25753563284
"ensemble_2p6_2071-2100","AFR",48998.1266,8439.77852985805
"ensemble_2p6_2071-2100","AFR",51175.8211,11718.9490038856
"ensemble_2p6_2071-2100","AFR",53353.5156,17410.5528108614
"ensemble_2p6_2071-2100","AFR",54442.3629,44838.7338085576
"ensemble_6p0_2030-2070","AFR",0,960.970823658628
"ensemble_6p0_2030-2070","AFR",24015.5713,960.970823658628
"ensemble_6p0_2030-2070","AFR",36023.3569,2143.27341875899
"ensemble_6p0_2030-2070","AFR",42884.9487,3627.09391007851
"ensemble_6p0_2030-2070","AFR",48602.9418,5638.61272867812
"ensemble_6p0_2030-2070","AFR",53749.1357,9646.48867062883
"ensemble_6p0_2030-2070","AFR",54892.7343,14776.7631732765
"ensemble_6p0_2030-2070","AFR",56036.3329,18974.0222199435
"ensemble_6p0_2030-2070","AFR",57179.9316,68764.2240326613
"ensemble_6p0_2071-2100","AFR",0,920.846049146132
"ensemble_6p0_2071-2100","AFR",23569.6684,920.846049146132
"ensemble_6p0_2071-2100","AFR",37122.2277,2017.79042892048
"ensemble_6p0_2071-2100","AFR",48907.0619,4267.7498375972
"ensemble_6p0_2071-2100","AFR",54210.2372,8325.2178092503
"ensemble_6p0_2071-2100","AFR",55977.9624,12228.458574127
"ensemble_6p0_2071-2100","AFR",57156.4458,15996.7073063021
"ensemble_6p0_2071-2100","AFR",57745.6875,21340.3919911108
"ensemble_6p0_2071-2100","AFR",58924.1709,41208.8894481839
"ensemble_hist_historical","AFR",0,965.895095234319
"ensemble_hist_historical","AFR",21035.9774,965.895095234319
"ensemble_hist_historical","AFR",33981.1943,2145.57762473856
"ensemble_hist_historical","AFR",45308.259,4654.59883419121
"ensemble_hist_historical","AFR",48544.5633,8426.1719482941
"ensemble_hist_historical","AFR",50702.0994,11645.2798609351
"ensemble_hist_historical","AFR",51780.8675,15416.2291061931
"ensemble_hist_historical","AFR",52859.6355,19966.9920903976
"ensemble_hist_historical","AFR",53938.4036,48463.3378575875
"GFDL-ESM2M_2p6_2030-2070","AFR",0,956.234910734646
"GFDL-ESM2M_2p6_2030-2070","AFR",21424.5555,956.234910734646
"GFDL-ESM2M_2p6_2030-2070","AFR",35707.5926,2210.11963843705
"GFDL-ESM2M_2p6_2030-2070","AFR",46694.5441,4792.91233411482
"GFDL-ESM2M_2p6_2030-2070","AFR",48891.9344,8077.61603965759
"GFDL-ESM2M_2p6_2030-2070","AFR",51638.6723,11087.8462649012
"GFDL-ESM2M_2p6_2030-2070","AFR",53286.715,16146.3050746885
"GFDL-ESM2M_2p6_2030-2070","AFR",53836.0626,20965.0975084983
"GFDL-ESM2M_2p6_2030-2070","AFR",54934.7578,51368.7679496722
"GFDL-ESM2M_2p6_2071-2100","AFR",0,1381.70047261381
"GFDL-ESM2M_2p6_2071-2100","AFR",31828.6416,1381.70047261381
"GFDL-ESM2M_2p6_2071-2100","AFR",38611.7947,3704.88499090119
"GFDL-ESM2M_2p6_2071-2100","AFR",43307.8238,5603.1637692782
"GFDL-ESM2M_2p6_2071-2100","AFR",45916.7288,7942.25725778136
"GFDL-ESM2M_2p6_2071-2100","AFR",48525.6339,10783.8459904061
"GFDL-ESM2M_2p6_2071-2100","AFR",50090.9769,14377.1894864764
"GFDL-ESM2M_2p6_2071-2100","AFR",51134.5389,19963.3471270671
"GFDL-ESM2M_2p6_2071-2100","AFR",52178.1009,43681.3567432017
"GFDL-ESM2M_6p0_2030-2070","AFR",0,941.143301580005
"GFDL-ESM2M_6p0_2030-2070","AFR",21693.5359,941.143301580005
"GFDL-ESM2M_6p0_2030-2070","AFR",33930.9152,2056.92372181083
"GFDL-ESM2M_6p0_2030-2070","AFR",42830.8274,3702.55261071931
"GFDL-ESM2M_6p0_2030-2070","AFR",47280.7835,5881.06221521348
"GFDL-ESM2M_6p0_2030-2070","AFR",51730.7396,9385.78320215928
"GFDL-ESM2M_6p0_2030-2070","AFR",53399.4731,14470.8273816278
"GFDL-ESM2M_6p0_2030-2070","AFR",54511.9621,18726.298385127
"GFDL-ESM2M_6p0_2030-2070","AFR",55624.4511,145463.928767333
"GFDL-ESM2M_6p0_2071-2100","AFR",0,859.23160521319
"GFDL-ESM2M_6p0_2071-2100","AFR",19180.3026,859.23160521319
"GFDL-ESM2M_6p0_2071-2100","AFR",30462.8336,1661.75349358604
"GFDL-ESM2M_6p0_2071-2100","AFR",42309.4911,3136.29766819247
"GFDL-ESM2M_6p0_2071-2100","AFR",47950.7566,5662.32235271863
"GFDL-ESM2M_6p0_2071-2100","AFR",51335.5159,8718.1938490822
"GFDL-ESM2M_6p0_2071-2100","AFR",54156.1486,12847.1480282565
"GFDL-ESM2M_6p0_2071-2100","AFR",55284.4017,18908.8128593137
"GFDL-ESM2M_6p0_2071-2100","AFR",56412.6548,35474.0848459407
"GFDL-ESM2M_hist_historical","AFR",0,891.518828603821
"GFDL-ESM2M_hist_historical","AFR",19982.834,891.518828603821
"GFDL-ESM2M_hist_historical","AFR",31401.5964,1713.42785287222
"GFDL-ESM2M_hist_historical","AFR",43391.2968,3306.37195070214
"GFDL-ESM2M_hist_historical","AFR",49671.6161,6093.54268879365
"GFDL-ESM2M_hist_historical","AFR",53668.1829,10095.7896764183
"GFDL-ESM2M_hist_historical","AFR",55380.9972,15728.245383272
"GFDL-ESM2M_hist_historical","AFR",55951.9353,21512.6559958504
"GFDL-ESM2M_hist_historical","AFR",57093.8116,38175.1021530855
"HadGEM2-ES_2p6_2030-2070","AFR",0,878.022716726576
"HadGEM2-ES_2p6_2030-2070","AFR",18195.7447,878.022716726576
"HadGEM2-ES_2p6_2030-2070","AFR",29434.293,1728.13933570383
"HadGEM2-ES_2p6_2030-2070","AFR",40137.6722,3326.36425385113
"HadGEM2-ES_2p6_2030-2070","AFR",46559.6998,6137.72849003752
"HadGEM2-ES_2p6_2030-2070","AFR",50305.8825,10595.1114986117
"HadGEM2-ES_2p6_2030-2070","AFR",51376.2204,15342.4661562963
"HadGEM2-ES_2p6_2030-2070","AFR",52446.5584,21388.2335816774
"HadGEM2-ES_2p6_2030-2070","AFR",53516.8963,38958.623986922
"HadGEM2-ES_2p6_2071-2100","AFR",0,976.226087420709
"HadGEM2-ES_2p6_2071-2100","AFR",22052.4916,976.226087420709
"HadGEM2-ES_2p6_2071-2100","AFR",32028.6187,2137.46037679693
"HadGEM2-ES_2p6_2071-2100","AFR",42529.8052,4191.32378183252
"HadGEM2-ES_2p6_2071-2100","AFR",45680.1611,7229.99553520514
"HadGEM2-ES_2p6_2071-2100","AFR",48305.4577,10063.4335966428
"HadGEM2-ES_2p6_2071-2100","AFR",50930.7543,14614.4861409448
"HadGEM2-ES_2p6_2071-2100","AFR",51455.8137,21058.2035824075
"HadGEM2-ES_2p6_2071-2100","AFR",52505.9323,41446.2645422435
"HadGEM2-ES_6p0_2030-2070","AFR",0,1161.55642605929
"HadGEM2-ES_6p0_2030-2070","AFR",32173.9436,1161.55642605929
"HadGEM2-ES_6p0_2030-2070","AFR",39642.8948,2885.47098134917
"HadGEM2-ES_6p0_2030-2070","AFR",45388.2418,4261.08610842203
"HadGEM2-ES_6p0_2030-2070","AFR",49984.5195,6398.78763966638
"HadGEM2-ES_6p0_2030-2070","AFR",52857.193,9473.32573881665
"HadGEM2-ES_6p0_2030-2070","AFR",54580.7971,12143.5686933502
"HadGEM2-ES_6p0_2030-2070","AFR",56304.4013,18263.4416546761
"HadGEM2-ES_6p0_2030-2070","AFR",57453.4707,41678.8608858225
"HadGEM2-ES_6p0_2071-2100","AFR",0,905.376986792857
"HadGEM2-ES_6p0_2071-2100","AFR",22066.3985,905.376986792857
