"avgLF","xval","code","msg_reg","commodity","x.interval"
0.555247395833333,0,"ensemble_2p6_2030-2070","CHN","hydro_cNA",NA
0.555247395833333,3776.8265,"ensemble_2p6_2030-2070","CHN","hydro_c1",3776.8265
0.514598958333333,11330.4795,"ensemble_2p6_2030-2070","CHN","hydro_c1",7553.653
0.4909375,12746.7894,"ensemble_2p6_2030-2070","CHN","hydro_c1",1416.3099
0.467365740740741,16995.7192,"ensemble_2p6_2030-2070","CHN","hydro_c1",4248.9298
0.561236111111111,18412.0291,"ensemble_2p6_2030-2070","CHN","hydro_c2",1416.3099
0.539104166666666,19356.2357,"ensemble_2p6_2030-2070","CHN","hydro_c2",944.206600000001
0.514091911764706,27381.992,"ensemble_2p6_2030-2070","CHN","hydro_c2",8025.7563
0.490713235294118,35407.7483,"ensemble_2p6_2030-2070","CHN","hydro_c2",8025.7563
0.6076875,36351.9549,"ensemble_2p6_2030-2070","CHN","hydro_c3",944.206599999998
0.573479166666666,37768.2649,"ensemble_2p6_2030-2070","CHN","hydro_c3",1416.31
0.533166666666667,40600.8847,"ensemble_2p6_2030-2070","CHN","hydro_c3",2832.6198
0.497708333333333,41072.988,"ensemble_2p6_2030-2070","CHN","hydro_c3",472.103299999995
0.571760416666667,42017.1947,"ensemble_2p6_2030-2070","CHN","hydro_c4",944.206700000002
0.553916666666667,42489.298,"ensemble_2p6_2030-2070","CHN","hydro_c4",472.103300000002
0.491833333333333,42961.4013,"ensemble_2p6_2030-2070","CHN","hydro_c4",472.103299999995
0.484041666666667,43433.5046,"ensemble_2p6_2030-2070","CHN","hydro_c4",472.103300000002
0.599020833333333,43905.6079,"ensemble_2p6_2030-2070","CHN","hydro_c5",472.103300000002
0.527166666666667,44377.7112,"ensemble_2p6_2030-2070","CHN","hydro_c5",472.103299999995
0.504958333333333,44849.8145,"ensemble_2p6_2030-2070","CHN","hydro_c5",472.103300000002
0.5648125,45321.9178,"ensemble_2p6_2030-2070","CHN","hydro_c6",472.103300000002
0.508708333333333,45794.0212,"ensemble_2p6_2030-2070","CHN","hydro_c6",472.1034
0.590729166666667,46266.1245,"ensemble_2p6_2030-2070","CHN","hydro_c7",472.103299999995
0.572416666666667,47210.3311,"ensemble_2p6_2030-2070","CHN","hydro_c8",944.206600000005
0.554304166666667,0,"ensemble_2p6_2071-2100","CHN","hydro_cNA",NA
0.554304166666667,2304.6677,"ensemble_2p6_2071-2100","CHN","hydro_c1",2304.6677
0.523505208333333,4148.4018,"ensemble_2p6_2071-2100","CHN","hydro_c1",1843.7341
0.498884803921569,11984.272,"ensemble_2p6_2071-2100","CHN","hydro_c1",7835.8702
0.46939375,16593.6073,"ensemble_2p6_2071-2100","CHN","hydro_c1",4609.3353
0.572840277777778,17976.4079,"ensemble_2p6_2071-2100","CHN","hydro_c2",1382.8006
0.516525,27195.0787,"ensemble_2p6_2071-2100","CHN","hydro_c2",9218.6708
0.486267857142857,30421.6134,"ensemble_2p6_2071-2100","CHN","hydro_c2",3226.5347
0.46298125,35030.9488,"ensemble_2p6_2071-2100","CHN","hydro_c2",4609.3354
0.644479166666667,35491.8823,"ensemble_2p6_2071-2100","CHN","hydro_c3",460.933499999999
0.605666666666667,35952.8159,"ensemble_2p6_2071-2100","CHN","hydro_c3",460.933600000004
0.529020833333334,37335.6165,"ensemble_2p6_2071-2100","CHN","hydro_c3",1382.8006
0.503875,38257.4835,"ensemble_2p6_2071-2100","CHN","hydro_c3",921.867000000006
0.594541666666667,38718.4171,"ensemble_2p6_2071-2100","CHN","hydro_c4",460.933599999997
0.585958333333333,39179.3506,"ensemble_2p6_2071-2100","CHN","hydro_c4",460.933499999999
0.56915625,40101.2177,"ensemble_2p6_2071-2100","CHN","hydro_c4",921.867100000003
0.545583333333333,40562.1512,"ensemble_2p6_2071-2100","CHN","hydro_c4",460.933499999999
0.590291666666667,41023.0848,"ensemble_2p6_2071-2100","CHN","hydro_c5",460.933599999997
