node_loc,technology,year_vtg,year_act,value,unit
R12_AFR,h2_elec_soe,2030,2030,77.3482727765385,USD/kWa
R12_AFR,h2_elec_soe,2030,2035,68.69682332770196,USD/kWa
R12_AFR,h2_elec_soe,2035,2035,68.69682332770196,USD/kWa
R12_AFR,h2_elec_soe,2030,2040,27.64302081130548,USD/kWa
R12_AFR,h2_elec_soe,2035,2040,62.366293475174174,USD/kWa
R12_AFR,h2_elec_soe,2040,2040,62.366293475174174,USD/kWa
R12_AFR,h2_elec_soe,2030,2045,25.986230977080936,USD/kWa
R12_AFR,h2_elec_soe,2035,2045,25.986230977080936,USD/kWa
R12_AFR,h2_elec_soe,2040,2045,57.751310238257425,USD/kWa
R12_AFR,h2_elec_soe,2045,2045,57.751310238257425,USD/kWa
R12_AFR,h2_elec_soe,2030,2050,24.624200872671132,USD/kWa
R12_AFR,h2_elec_soe,2035,2050,24.624200872671132,USD/kWa
R12_AFR,h2_elec_soe,2040,2050,24.624200872671132,USD/kWa
R12_AFR,h2_elec_soe,2045,2050,54.40550615177078,USD/kWa
R12_AFR,h2_elec_soe,2050,2050,54.40550615177078,USD/kWa
R12_AFR,h2_elec_soe,2030,2055,23.50809288154119,USD/kWa
R12_AFR,h2_elec_soe,2035,2055,23.50809288154119,USD/kWa
R12_AFR,h2_elec_soe,2040,2055,23.50809288154119,USD/kWa
R12_AFR,h2_elec_soe,2045,2055,23.50809288154119,USD/kWa
R12_AFR,h2_elec_soe,2050,2055,51.998225042826384,USD/kWa
R12_AFR,h2_elec_soe,2055,2055,51.998225042826384,USD/kWa
R12_AFR,h2_elec_soe,2035,2060,22.598785994795957,USD/kWa
R12_AFR,h2_elec_soe,2040,2060,22.598785994795957,USD/kWa
R12_AFR,h2_elec_soe,2045,2060,22.598785994795957,USD/kWa
R12_AFR,h2_elec_soe,2050,2060,22.598785994795957,USD/kWa
R12_AFR,h2_elec_soe,2055,2060,50.289666139377246,USD/kWa
R12_AFR,h2_elec_soe,2060,2060,50.289666139377246,USD/kWa
R12_AFR,h2_elec_soe,2040,2070,21.274829165187658,USD/kWa
R12_AFR,h2_elec_soe,2045,2070,21.274829165187658,USD/kWa
R12_AFR,h2_elec_soe,2050,2070,21.274829165187658,USD/kWa
R12_AFR,h2_elec_soe,2055,2070,21.274829165187658,USD/kWa
R12_AFR,h2_elec_soe,2060,2070,48.308518945995374,USD/kWa
R12_AFR,h2_elec_soe,2070,2070,48.308518945995374,USD/kWa
R12_AFR,h2_elec_soe,2050,2080,20.44913107320186,USD/kWa
R12_AFR,h2_elec_soe,2055,2080,20.44913107320186,USD/kWa
R12_AFR,h2_elec_soe,2060,2080,20.44913107320186,USD/kWa
R12_AFR,h2_elec_soe,2070,2080,20.44913107320186,USD/kWa
R12_AFR,h2_elec_soe,2080,2080,47.53548069172575,USD/kWa
R12_AFR,h2_elec_soe,2060,2090,19.975145857633432,USD/kWa
R12_AFR,h2_elec_soe,2070,2090,19.975145857633432,USD/kWa
R12_AFR,h2_elec_soe,2080,2090,19.975145857633432,USD/kWa
R12_AFR,h2_elec_soe,2090,2090,47.45307931150293,USD/kWa
R12_AFR,h2_elec_soe,2080,2100,19.75949725277827,USD/kWa
R12_AFR,h2_elec_soe,2090,2100,19.75949725277827,USD/kWa
R12_AFR,h2_elec_soe,2100,2100,47.79657288954278,USD/kWa
R12_AFR,h2_elec_soe,2090,2110,19.75949725277827,USD/kWa
R12_AFR,h2_elec_soe,2100,2110,19.75949725277827,USD/kWa
R12_AFR,h2_elec_soe,2110,2110,47.79657288954278,USD/kWa
R12_RCPA,h2_elec_soe,2030,2030,78.4699862825006,USD/kWa
R12_RCPA,h2_elec_soe,2030,2035,70.6801957904318,USD/kWa
R12_RCPA,h2_elec_soe,2035,2035,70.6801957904318,USD/kWa
R12_RCPA,h2_elec_soe,2030,2040,28.77938057881152,USD/kWa
R12_RCPA,h2_elec_soe,2035,2040,64.91347603541996,USD/kWa
R12_RCPA,h2_elec_soe,2040,2040,64.91347603541996,USD/kWa
R12_RCPA,h2_elec_soe,2030,2045,27.31783319608279,USD/kWa
R12_RCPA,h2_elec_soe,2035,2045,27.31783319608279,USD/kWa
R12_RCPA,h2_elec_soe,2040,2045,60.691520299260425,USD/kWa
R12_RCPA,h2_elec_soe,2045,2045,60.691520299260425,USD/kWa
R12_RCPA,h2_elec_soe,2030,2050,26.100978006511884,USD/kWa
R12_RCPA,h2_elec_soe,2035,2050,26.100978006511884,USD/kWa
