node_loc,technology,year_vtg,year_act,mode,node_origin,commodity,level,time,time_origin,value,unit
R12_AFR,h2_elec_soe,2030,2030,M1,R12_AFR,electr,secondary,year,year,1.214329083181542,GWa
R12_AFR,h2_elec_soe,2030,2035,M1,R12_AFR,electr,secondary,year,year,1.1930140404536396,GWa
R12_AFR,h2_elec_soe,2030,2040,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2030,2045,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2030,2050,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2030,2055,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2035,2035,M1,R12_AFR,electr,secondary,year,year,1.1930140404536396,GWa
R12_AFR,h2_elec_soe,2035,2040,M1,R12_AFR,electr,secondary,year,year,1.1731452638997784,GWa
R12_AFR,h2_elec_soe,2035,2045,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2035,2050,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2035,2055,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2035,2060,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2040,2040,M1,R12_AFR,electr,secondary,year,year,1.1731452638997784,GWa
R12_AFR,h2_elec_soe,2040,2045,M1,R12_AFR,electr,secondary,year,year,1.1561334947519242,GWa
R12_AFR,h2_elec_soe,2040,2050,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2040,2055,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2040,2060,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2040,2070,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2045,2045,M1,R12_AFR,electr,secondary,year,year,1.1561334947519242,GWa
R12_AFR,h2_elec_soe,2045,2050,M1,R12_AFR,electr,secondary,year,year,1.1425959780621573,GWa
R12_AFR,h2_elec_soe,2045,2055,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2045,2060,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2045,2070,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2050,2050,M1,R12_AFR,electr,secondary,year,year,1.1425959780621573,GWa
R12_AFR,h2_elec_soe,2050,2055,M1,R12_AFR,electr,secondary,year,year,1.1324371065436325,GWa
R12_AFR,h2_elec_soe,2050,2060,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2050,2070,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2050,2080,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2055,2055,M1,R12_AFR,electr,secondary,year,year,1.1324371065436325,GWa
R12_AFR,h2_elec_soe,2055,2060,M1,R12_AFR,electr,secondary,year,year,1.1251443755525419,GWa
R12_AFR,h2_elec_soe,2055,2070,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2055,2080,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2060,2060,M1,R12_AFR,electr,secondary,year,year,1.1251443755525419,GWa
R12_AFR,h2_elec_soe,2060,2070,M1,R12_AFR,electr,secondary,year,year,1.116627283012107,GWa
R12_AFR,h2_elec_soe,2060,2080,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2060,2090,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2070,2070,M1,R12_AFR,electr,secondary,year,year,1.116627283012107,GWa
R12_AFR,h2_elec_soe,2070,2080,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2070,2090,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2080,2080,M1,R12_AFR,electr,secondary,year,year,1.1127899383708273,GWa
R12_AFR,h2_elec_soe,2080,2090,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2080,2100,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2090,2090,M1,R12_AFR,electr,secondary,year,year,1.111123518312248,GWa
R12_AFR,h2_elec_soe,2090,2100,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2090,2110,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2100,2100,M1,R12_AFR,electr,secondary,year,year,1.1104114466025883,GWa
R12_AFR,h2_elec_soe,2100,2110,M1,R12_AFR,electr,secondary,year,year,1.25,GWa
R12_AFR,h2_elec_soe,2110,2110,M1,R12_AFR,electr,secondary,year,year,1.110109276288715,GWa
R12_EEU,h2_elec_soe,2030,2030,M1,R12_EEU,electr,secondary,year,year,1.214329083181542,GWa
R12_EEU,h2_elec_soe,2030,2035,M1,R12_EEU,electr,secondary,year,year,1.1930140404536396,GWa
R12_EEU,h2_elec_soe,2030,2040,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2030,2045,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2030,2050,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2030,2055,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2035,2035,M1,R12_EEU,electr,secondary,year,year,1.1930140404536396,GWa
R12_EEU,h2_elec_soe,2035,2040,M1,R12_EEU,electr,secondary,year,year,1.1731452638997784,GWa
R12_EEU,h2_elec_soe,2035,2045,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2035,2050,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2035,2055,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2035,2060,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2040,2040,M1,R12_EEU,electr,secondary,year,year,1.1731452638997784,GWa
R12_EEU,h2_elec_soe,2040,2045,M1,R12_EEU,electr,secondary,year,year,1.1561334947519242,GWa
R12_EEU,h2_elec_soe,2040,2050,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2040,2055,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2040,2060,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2040,2070,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2045,2045,M1,R12_EEU,electr,secondary,year,year,1.1561334947519242,GWa
R12_EEU,h2_elec_soe,2045,2050,M1,R12_EEU,electr,secondary,year,year,1.1425959780621573,GWa
R12_EEU,h2_elec_soe,2045,2055,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2045,2060,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2045,2070,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2050,2050,M1,R12_EEU,electr,secondary,year,year,1.1425959780621573,GWa
R12_EEU,h2_elec_soe,2050,2055,M1,R12_EEU,electr,secondary,year,year,1.1324371065436325,GWa
R12_EEU,h2_elec_soe,2050,2060,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2050,2070,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2050,2080,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2055,2055,M1,R12_EEU,electr,secondary,year,year,1.1324371065436325,GWa
R12_EEU,h2_elec_soe,2055,2060,M1,R12_EEU,electr,secondary,year,year,1.1251443755525419,GWa
R12_EEU,h2_elec_soe,2055,2070,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2055,2080,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2060,2060,M1,R12_EEU,electr,secondary,year,year,1.1251443755525419,GWa
R12_EEU,h2_elec_soe,2060,2070,M1,R12_EEU,electr,secondary,year,year,1.116627283012107,GWa
R12_EEU,h2_elec_soe,2060,2080,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2060,2090,M1,R12_EEU,electr,secondary,year,year,1.25,GWa
R12_EEU,h2_elec_soe,2070,2070,M1,R12_EEU,electr,secondary,year,year,1.116627283012107,GWa
