"","50|MEA","30|MEA","50|SAS","30|SAS","30|FSU","10|FSU","10|SAS","67|SAS","148|CPA","13|AFR","57|AFR","38|AFR","6|AFR","161|AFR","0|EEU","14|MEA","93|LAM","139|LAM","100|LAM","137|LAM","76|LAM","84|LAM","75|LAM","111|LAM","155|LAM","31|FSU","22|PAO","21|PAO","19|PAO","20|PAO","18|PAO","91|PAO","149|PAO","48|WEU","39|WEU","39|EEU","48|EEU","96|AFR","158|AFR","95|AFR","8|AFR","7|AFR","53|SAS","65|SAS","24|SAS","24|PAS","28|LAM","106|EEU","106|FSU","42|FSU","51|FSU","32|LAM","9|LAM","152|LAM","101|LAM","99|LAM","125|LAM","113|LAM","46|LAM","29|LAM","73|PAS","53|CPA","107|AFR","80|AFR","78|AFR","109|NAM","52|NAM","81|NAM","103|NAM","36|NAM","126|NAM","90|NAM","63|NAM","142|NAM","17|NAM","153|NAM","47|WEU","119|WEU","67|CPA","54|CPA","77|CPA","118|CPA","105|CPA","159|CPA","70|CPA","88|CPA","62|CPA","61|CPA","60|CPA","162|CPA","11|CPA","35|CPA","98|CPA","123|CPA","37|LAM","83|LAM","108|LAM","82|AFR","33|LAM","85|WEU","41|WEU","121|AFR","5|AFR","145|WEU","4|MEA","3|MEA","3|AFR","87|MEA","95|MEA","78|MEA","134|LAM","116|LAM","96|MEA","5|MEA","85|MEA","120|MEA","40|MEA","4|WEU","45|WEU","86|WEU","130|AFR","127|WEU","51|WEU","127|FSU","140|PAS","49|WEU","68|WEU","128|WEU","25|FSU","26|FSU","129|AFR","0|WEU","144|PAS","114|PAS","72|PAS","143|PAS","110|PAS","69|PAS","124|SAS","66|SAS","12|SAS","70|PAS","70|SAS","31|MEA","151|MEA","34|MEA","115|MEA","64|WEU","150|WEU","71|PAO","154|FSU","146|FSU","105|FSU","77|FSU","54|FSU","1|AFR","148|FSU","59|CPA","156|CPA","98|PAS","141|SAS","39|FSU","43|FSU","27|LAM","97|LAM","122|LAM","59|PAS","88|PAS","160|CPA","2|AFR","135|AFR","4|AFR","92|AFR","94|PAO","115|SAS","15|SAS","117|PAS","112|PAS","133|PAS","28|NAM","132|FSU","157|FSU","44|FSU","23|FSU","74|FSU","160|FSU","131|FSU","79|FSU","11|FSU","123|FSU","71|FSU","26|WEU","151|WEU","31|WEU","147|PAS","104|NAM","27|NAM","55|NAM","97|NAM","33|NAM","122|NAM","56|NAM","58|NAM","136|AFR"
"2010",32.946,329.973,14.178,2.041,201.575,392.311,3.282,783.175,11.047,74.761,444.075,373.354,44.61,157.758,755.719,2508.621,106.729,18.563,1238.175,312.419,66.688,607.872,7735.672,298.749,2769.078,1040.165,338.417,240.057,12.24,19.439,2245.474,114.997,43.99,6633.448,564.716,2445.304,326.524,284.209,70.144,196.986,459.949,427.982,5580.168,4373.813,383.505,10.464,2794.378,1625.562,203.149,1284.215,460.068,5173.676,827.439,179.591,43.145,195.556,523.979,65.678,1240.179,4021.609,301.742,2.574,408.14,896.761,231.551,45.454,886.471,23.84,5.803,621.337,620.634,9545.211,12.864,4820.491,360.002,8276.401,2039.223,2460.836,0,148.138,15.088,0,0.145,7203.296,8.381,232.57,2420.79,5610.496,66.32,3049.508,643.814,6602.221,1122.541,4.184,866.756,1886.296,584.591,176.057,2592.837,1235.057,438.86,127.759,9.473,600.964,575.913,317.382,4.856,1597.9,0,12.482,0,1544.823,2504.537,31.713,1411.417,465.573,568.262,154.886,1316.453,606.099,4.147,522.144,257.413,41.959,7.686,4804.446,407.517,0,714.729,62.018,34.634,1362.658,505.899,2092.249,3663.794,134.164,12.72,16.861,388.732,1715.278,0,271.744,8.762,1217.693,1227.283,2049.102,170.538,60.609,1407.087,8818.957,215.811,751.409,1567.32,24.889,0,252.484,0,195.569,1413.538,5453.845,55.757,49.511,293.53,246.935,28.473,820.452,772.548,114.608,36.044,61.449,708.488,73.889,18.622,336.157,0.047,110.962,2506.775,0.006,0,661.561,55.361,3842.923,889.653,132.558,18.342,381.456,17.698,13.06,172.035,73.883,0,1245.781,324.468,3.534,2294.409,36.958,4052.412,332.072,648.045,0.435,147.057,2776.584,5988.657,196.706
"2020",38.317,381.552,24.598,3.725,278.842,558.369,7.975,1224.083,14.64,268.494,1001.293,2308.569,83.408,316.15,844.187,3637.093,127.415,22.756,1466.341,338.466,90.458,673.987,8789.453,375.678,3208.115,1240.991,377.027,279.407,13.682,22.485,2518.738,137.341,54.429,7575.217,659.653,2721.831,362.055,653.894,155.243,469.147,1040.445,914.529,9713.035,6359.842,656.344,22.497,2731.709,1820.749,225.22,1403.191,493.727,6114.972,1068.228,206.188,55.223,242.187,603.362,78.797,1404.142,4540.423,399.463,3.397,506.055,1162.943,601.817,49.683,975.413,27.868,7.102,671.659,703.807,10381.938,16.166,5369.325,411.648,9018.42,2187.824,2605.12,0,201.702,19.418,0,0.22,10899.813,10.881,349.226,3456.839,7764.572,98.702,4499.847,896.295,10314.897,1561.978,5.747,1142.986,2526.279,680.751,282.755,3133.305,1480.136,498.844,285.313,35.772,660.031,782.524,427.865,6.461,1994.58,0,24.669,0,1875.681,3677.668,68.285,1728.87,652.891,776.308,172.513,1450.929,638.397,17.627,602.308,276.457,47.438,15.364,5497.197,479.351,0.464,844.872,77.367,69.368,1669.221,702.385,2649.03,5432.572,193.453,16.081,37.606,552.658,2353.073,0,457.695,13.229,1414.612,1863.163,2347.204,256.156,64.11,1457.344,9168.686,249.003,1012.477,1738.93,42.97,0,516.335,0,247.51,1654.499,5883.761,107.465,62.634,337.682,277.545,31.453,985.807,972.746,182.29,58.698,124.639,903.533,97.87,22.56,392.591,0.061,143.544,4234.861,0.013,0,590.902,69.615,4141.081,1009.873,142.882,19.975,401.453,16.959,15.864,179.192,76.087,0,1509.258,402.411,4.012,2519.187,40.712,4407.216,364.213,711.547,0.716,160.837,2939.055,6899.919,240.45
"2030",44.416,440.768,37.517,5.827,353.051,705.172,26.401,1825.005,16.864,428.042,1637.875,5081.406,122.166,532.579,927.945,4430.565,133.493,25.513,1630.686,348.662,119.107,670.331,9516.444,442.927,3595.834,1376.028,410.272,304.806,15.296,25.323,2757.076,165.246,61.384,7982.074,708.987,2862.789,384.233,1275.36,282.295,876.454,1668.142,1555.104,14696.624,8605.512,875.118,36.456,2879.189,1913.434,243.518,1502.758,514.43,7089.216,1296.805,231.218,66.386,277.224,674.603,90.258,1544.9,5056.155,489.356,3.827,594.21,1394.84,1083.473,52.64,1027.011,31.861,7.869,709.475,775.359,11341.993,18.614,5873.188,465.949,9614.221,2318.186,2670.021,0,228.941,19.853,0,0.349,12897.976,11.656,488.049,3920.064,9793.108,129.729,5275.729,1039.255,12395.884,1901.005,6.622,1357.374,2910.178,784.721,515.691,3675.158,1623.147,511.953,491.381,60.429,695.383,959.312,553.462,8.542,2379.713,0,39.614,0,2135.638,5149.729,123.657,2055.7,927.054,1023.42,178.014,1554.286,671.687,34.935,661.203,287.073,51.899,22.507,5710.888,518.08,0.44,960.691,84.463,115.361,1879.829,911.958,3115.75,7145.609,245.433,19.283,63.012,715.903,3065.497,0,623.983,17.823,1652.785,2478.065,2660.003,337.285,66.212,1477.776,9105.253,277.111,1356.641,1830.937,54.617,0,882.836,0,334.377,1989.585,6083.028,159.194,67.933,375.886,306.398,33.879,1109.517,1144.683,289.586,74.834,202.183,1080.536,124.368,26.126,430.077,0.081,189.969,5688.826,0.018,0,536.198,79.608,4245.075,1139.176,150.986,20.895,398.81,16.021,19.981,176.483,77.197,0,1707.095,474.872,4.295,2543.447,44.471,4679.11,387.033,757.061,0.74,175.364,3204.893,7530.994,291.212
"2040",50.813,494.007,56.066,12.762,404.731,811.484,52.685,2618.568,17.692,586.102,2384.687,7878.301,164.846,823.84,976.078,5099.537,142.913,29.995,1733.945,340.259,136.468,658.882,9892.886,495.331,3871.936,1429.068,453.437,334.967,16.344,31.299,2954.535,187.176,67.776,8356.405,743.347,2882.685,412.893,2172.432,473.412,1512.976,2529.094,2298.691,19910.809,10849.188,1070.62,47.531,2954.815,1940.999,249.106,1552.688,508.804,7917.399,1476.701,245.427,75.865,298.64,718.39,101.623,1641.789,5473.096,579.571,4.109,662.675,1572.15,1777.062,55.347,1079.423,35.461,9.221,746.412,829.17,11953.003,22.683,6244.708,510.576,9986.45,2408.494,2697.227,0,242.17,19.454,0,0.396,14085.62,11.996,622.151,4105.935,10702.839,171.163,5697.147,1154.873,12887.565,2065.321,7.043,1557.526,3254.176,845.608,856.992,4143.486,1765.447,535.792,787.272,95.212,723.176,1116.281,668.294,10.712,2641.853,0,90.064,0,2304.854,6621.067,170.111,2345.31,1275.648,1263.147,181.159,1598.969,705.467,55.434,706.432,284.706,52.024,30.357,5985.794,554.3,0.421,1012.379,86.493,163.059,1990.552,1090.428,3512.202,8498.137,316.787,23.076,92.797,916.562,3800.221,0,758.998,23.001,1825.549,3067.076,2940.095,408.061,68.53,1476.257,8774.301,300.362,1677.836,1904.666,65.454,0,1363.285,0,416.953,2359.502,5999.532,216.041,68.485,398.699,354.559,49.659,1226.084,1254.694,395.712,88.189,303.571,1238.947,159.216,29.244,455.23,0.106,248.657,7208.758,0.024,5.874,472.257,80.369,4306.651,1210.555,149.693,21.747,397.655,14.927,19.674,179.336,77.259,0,1881.358,533.922,5.808,2494.038,46.66,4873.195,407.858,805.52,0.825,190.495,3463.217,7849.106,334.473
"2050",56.195,557.085,89.096,21.322,436.398,973.796,89.042,3501.696,17.123,779.682,3261.485,10612.883,204.032,1190.843,1001.38,5747.313,140.377,45.585,1787.69,337.169,145.375,632.923,10047.95,513.32,4020.755,1444.624,486.89,354.576,17.268,35.752,3091.313,205.996,69.73,8611.095,763.063,2821.505,426.898,3378.163,699.682,2548.97,3557.412,3130.824,24621.176,13318.4,1235.517,58.076,2990.943,1920.94,243.961,1578.368,501.198,8660.198,1620.419,251.279,93.834,305.78,744.335,106.051,1684.26,5781.89,662.881,4.217,708.132,1639.283,2588.695,57.062,1120.696,38.09,9.828,781.059,887.745,12482.827,27.29,6571.967,548.66,10192.027,2447.368,2687.633,0,244.13,18.25,0,0.432,14312.235,11.879,740.753,4114.147,11143.214,209.787,5769.721,1196.486,12517.915,2038.637,22.415,1716.112,3529.733,865.021,1301.004,4504.824,1844.388,552.812,1222.27,145.721,760.763,1213.3,801.424,12.772,2834.728,0,150.12,0,2391.109,7954.61,207.882,2621.624,1661.989,1474.769,183.62,1624.328,727.249,79.506,755.674,292.428,53.005,38.236,6254.799,582.915,0.408,1026.518,84.721,223.579,2049.112,1233.927,3769.12,9440.902,380.098,30.126,126.627,1208.772,4462.426,0,865.098,33.411,1950.538,3578.025,3063.67,444.222,71.836,1454.858,8398.707,307.777,1860.93,1942.175,75.867,0,1921.238,0,502.048,2697.415,5721.401,272.071,65.081,404.362,376.605,56.122,1316.539,1326.046,482.731,95.754,396.799,1410.839,187.368,31.111,463.082,0.134,313.871,8738.219,2.6,13.414,425.599,77.701,4330.149,1255.138,145.217,21.177,397.615,13.632,19.124,181.921,76.317,0,2069.545,550.06,6.472,2341.799,48.292,5004.31,419.971,840.375,0.828,200.824,3615.057,8041.674,366.844
"2060",60.345,586.421,130.328,29.514,442.808,1115.375,148.333,4515.178,25.648,1009.693,4207.041,13117.833,244.481,1594.301,1005.124,6150.417,137.368,51.326,1786.296,328.358,146.165,611.636,9913.712,509.597,4090.664,1449.846,501.755,381.009,18.865,35.824,3214.361,225.556,75.03,8724.322,770.442,2706.79,423.687,4844.773,980.636,3780.861,4768.269,3957.095,28030.325,16133.196,1367.446,67.84,2968.59,1861.239,241.544,1600.462,510.928,9071.701,1710.55,254.27,97.869,310.461,751.605,110.361,1729.098,5990.626,728.812,4.184,743.654,1700.594,3526.175,57.982,1145.059,38.744,10.665,809.094,913.415,12802.032,33.152,6752.629,585.393,10410.752,2452.243,2638.978,0,233.356,16.68,0,0.46,13752.133,11.294,870.694,3933.412,11001.704,223.956,5412.598,1186,11749.204,1920.345,22.078,1823.222,3702.253,885.382,1809.707,4746.446,1882.456,571.096,1693.273,208.257,807.117,1256.529,919.561,14.93,2927.534,0,185.453,0,2402.452,9076.281,251.131,2841.768,2046.152,1647.639,182.439,1655.925,731.099,110.64,812.14,308.122,54.254,46.182,6515.504,607.821,0.395,1025.946,80.352,279.087,2064.642,1308.612,3899.945,9969.976,437.794,33.672,161.77,1507.843,5047.216,3.61,940.801,38.384,1981.569,3996.74,3115.587,468.614,72.223,1428.374,7981.871,308.123,1945.835,1951.674,83.934,0,2553.47,0,592.94,2866.608,5311.158,329.871,60.822,396.936,386.102,57.562,1371.951,1357.032,548.575,98.365,485.621,1539.265,215.321,32.544,479.518,0.164,381.059,10167.933,7.388,21.494,374.6,76.208,4351.274,1310.148,146.03,20.344,381.562,12.643,17.729,176.38,72.723,0,2178.413,554.566,7.333,2148.662,50.987,5104.506,429.934,845.205,0.824,206.936,3830.366,8222.695,369.686
"2070",61.637,578.991,195.313,39.413,433.383,1208.789,218.994,5480.26,23.6,1265.132,5103.83,15220.282,284.174,1991.466,981.343,6298.395,138.746,52.801,1757.161,315.7,147.339,588.357,9572.316,494.417,4062.298,1431.7,506.306,394.627,19.332,35.473,3278.91,245.412,77.272,8866.205,758.937,2550.526,423.106,6439.861,1254.148,5266.273,6109.145,4754.281,30184.881,18578.2,1446.816,78.155,2903.629,1810.476,238.893,1619.618,509.133,9386.374,1764.629,252.371,104.52,312.726,754.203,111.699,1768.814,6100.457,767.495,4.035,762.4,1722.077,4485.772,59.48,1158.508,40.226,11.382,823.761,939.609,12969.336,35.929,6918.694,616.355,10403.468,2437.457,2548.22,0,219.687,14.944,0,0.464,12772.926,10.405,979.196,3582.245,10752.933,230.109,4933.267,1089.234,10662.642,1851.482,20.81,1885.534,3755.91,909.447,2336.995,4855.92,1879.848,601.843,2231.536,304.316,851.269,1257.948,1011.297,24.312,2957.89,0,287.253,0,2374.382,10046.496,280.192,2998.549,2378.92,1770.131,179.229,1660.962,715.22,183.705,856.6,316.487,53.644,52.448,6665.19,623.534,0.383,997.543,75.627,331.705,2019.494,1373.107,3939.821,9998.094,458.707,35.97,191.088,1954.16,5544.678,4.659,993.15,39.857,1945.441,4358.152,3136.261,466.368,70.922,1379.559,7461.518,310.705,1986.847,1960.487,89.309,0,3253.602,0,687.959,2911.29,4858.185,382.735,57.082,393.127,387.448,58.472,1384.461,1359.358,580.994,99.462,575.006,1618.588,242.42,33.829,507.157,0.198,454.054,11426.603,21.45,27.475,317.31,75.086,4335.888,1325.92,145.521,20.442,371.709,11.867,17.05,173.768,69.546,0,2217.947,571.052,7.742,2154.917,51.465,5186.884,443.131,869.661,0.923,207.634,3848.351,8286.234,376.811
"2080",60.531,573.89,264.12,60.126,457.045,1262.593,293.281,6411.766,20.786,1504.608,5891.993,16900.616,317.887,2387.507,938.414,6379.445,145.504,51.324,1699.685,296.56,146.882,554.562,9181.826,470.405,3946.837,1387.391,513.687,386.673,19.174,36.307,3275.035,254.651,78.403,8816.495,754.784,2379.433,411.647,8080.206,1514.917,6920.005,7313.222,5442.081,31487.119,20272.551,1537.292,84.601,2779.698,1716.337,226.873,1588.887,481.311,9532.242,1774.166,250.752,106.263,314.125,725.193,110.355,1796.088,6052.173,788.529,4.067,777.385,1743.904,5418.065,59.565,1173.547,41.627,11.597,821.691,956.225,13055.423,36.564,6990.389,636.057,10412.271,2430.504,2438.061,0,203.887,13.274,0,0.464,11630.524,9.43,1051.309,3292.356,9816.455,245.338,4466.436,1036.847,9585.102,1697.677,19.289,1911.581,3739.136,903.788,2834.766,4917.349,1834.316,590.109,2682.954,409.301,844.172,1246.165,1047.052,42.156,2965.377,0,304.229,0,2321.797,10997.44,303.756,3093.316,2685.98,1857.014,174.499,1636.027,703.91,249.487,879.881,313.939,51.475,56.053,6494.268,616.157,0.372,977.666,70.726,361.327,1987.218,1390.077,3869.555,9823.74,464.444,35.876,223.38,2412.998,5834.64,4.534,1031.596,40.098,1880.525,4652.345,3025.694,454.347,71.26,1318.253,6964.464,307.042,1972.092,1946.333,92.699,0,4023.094,0,737.379,2910.62,4367.029,424.759,55.332,386.7,379.493,58.242,1375.038,1325.886,579.523,99.101,655.963,1640.977,264.75,36.004,502.485,0.239,525.255,12458.71,30.538,30.601,264.135,72.761,4210.266,1280.239,138.237,20.114,369.584,11.037,16.391,167.519,67.736,0,2188.87,569.86,22.278,2072.658,52.549,5132.466,442.258,865.065,0.899,198.166,3735.853,8428.442,367.886
"2090",61.395,551.98,350.91,78.773,442.979,1314.44,370.914,7001.078,18.76,1711.756,6555.42,18142.405,341.406,2782.89,885.093,6210.035,133.693,48.703,1624.037,277.247,146.559,518.292,8750.521,439.908,3771.757,1341.259,507.149,373.831,19.01,35.021,3205.326,252.236,77.753,8556.226,732.248,2206.57,387.015,9689.248,1764.976,8571.976,8187.243,5959.951,31418.625,21396.204,1615.064,94.354,2653.216,1596.797,207.879,1515.406,449.848,9515.831,1756.835,243.07,101.065,302.892,683.938,107.032,1829.723,5806.604,783.013,3.926,760.066,1712.96,6334.374,58.468,1153.408,41.853,11.675,805.549,940.306,12960.048,36.961,6956.009,648.442,10378.784,2414.048,2313.657,0,189.011,11.835,0,0.442,10333.868,8.452,1098.834,3016.565,9021.191,235.905,4006.057,975.577,8442.921,1548.168,17.373,1903.797,3677.673,850.591,3261.406,4921.941,1742.04,559.593,3077.875,516.789,821.44,1224.925,1061.196,55.289,2916.068,0,311.229,0,2245.854,11635.447,331.924,3128.935,2922.045,1894.386,169.134,1596.099,684.142,318.741,887.079,307.13,49.427,59.734,6459.136,602.923,0.357,945.304,66.143,373.217,1908.708,1359.336,3722.343,9554.195,458.605,33.722,248.543,2870.181,5958.619,4.339,1055.618,39.065,1789.679,4852.233,2900.852,449.744,67.792,1245.034,6454.263,307.107,1950.385,1903.544,94.196,0,4651.58,0,776.187,2823.63,3921.209,460.469,52.588,372.404,371.376,56.786,1375.373,1262.889,572.652,97.392,705.288,1637.747,278.455,35.676,497.141,0.277,600.824,13294.626,38.332,33.348,235.684,70.041,4051.772,1229.964,132.199,18.677,356.614,9.669,15.117,162.45,64.724,0,2136.281,562.99,27.316,1961.307,51.836,5009.703,434.005,847.424,0.878,196.142,3743.525,8376.266,353.544
"2100",65.513,556.701,390.268,69.11,405.108,1489.031,430.977,8375.50599999999,17.456,2031.449,7794.197,21527.629,403.253,3182.961,910,6742.329,142.88,57.226,1669.756,277.726,150.861,518.52,8548.128,448.877,3977.2,1377.262,519.959,435.481,20.733,34.42,3472.557,304.98,83.998,9291.854,724.422,2081.734,421.363,11225.125,2074.684,9722.50899999999,10131.773,7145.839,36648.549,25913.212,1684.926,109.1,2708.746,1658.187,230.94,1677.086,503.748,10330.393,1926.866,246.674,124.473,319.521,761.996999999999,115.713,1887.962,6429.95,883.544,3.588,818.638,1786.526,7364.56299999999,63.974,1198.855,44.672,13.533,867.761999999999,1018.191,13471.248,44.26,7416.889,709.240999999999,10381.616,2393.099,2275.946,0,178.68,9.73600000000002,0,0.476,9835.305,7.738,1304.702,2528.744,10006.62,248.568,3495.274,798.936,7402.956,1644.893,17.006,2072.47,3916.881,981.642,3918.859,5184.342,1872.024,694.084,3846.325,592.492999999999,983.725,1262.205,1286.505,52.4579999999999,3048.958,0,592.652999999999,0,2290.172,12957.141,367.375,3468.892,3377.224,2137.607,169.599,1676.073,667.583000000001,402.9,989.98,341.582,51.814,71.246,7114.248,670.673,0.347,912.334000000001,61.452,489.559,1884.05,1566.592,4059.449,10082.448,521.446,42.864,279.042,3293.111,7037.064,7.806,1150.197,44.276,1837.057,5442.388,3198.283,459.63,67.019,1233.114,5900.459,318.451,2109.883,1986.926,105.434,0,5353.99799999999,0,973.016,3045.336,3499.266,541.327,45.862,381.7,391.486,61.202,1421.991,1366.336,678.251,102.753,843.161,1856.557,323.717,37.684,590.074,0.3,673.038999999999,15202.613,63.636,45.418,145.44,71.72,4289.73,1373.236,143.994,20.736,342.15,9.539,15.013,165.932,60.0150000000001,0,2336.549,620.509999999999,8.96899999999998,2173.682,52.899,5434.018,482.722,943.028999999999,1.22,209.728,3902.306,8476.851,398.186
