"","50|MEA","30|MEA","50|SAS","30|SAS","30|FSU","10|FSU","10|SAS","67|SAS","148|CPA","13|AFR","57|AFR","38|AFR","6|AFR","161|AFR","0|EEU","14|MEA","93|LAM","139|LAM","100|LAM","137|LAM","76|LAM","84|LAM","75|LAM","111|LAM","155|LAM","31|FSU","22|PAO","21|PAO","19|PAO","20|PAO","18|PAO","91|PAO","149|PAO","48|WEU","39|WEU","39|EEU","48|EEU","96|AFR","158|AFR","95|AFR","8|AFR","7|AFR","53|SAS","65|SAS","24|SAS","24|PAS","28|LAM","106|EEU","106|FSU","42|FSU","51|FSU","32|LAM","9|LAM","152|LAM","101|LAM","99|LAM","125|LAM","113|LAM","46|LAM","29|LAM","73|PAS","53|CPA","107|AFR","80|AFR","78|AFR","109|NAM","52|NAM","81|NAM","103|NAM","36|NAM","126|NAM","90|NAM","63|NAM","142|NAM","17|NAM","153|NAM","47|WEU","119|WEU","67|CPA","54|CPA","77|CPA","118|CPA","105|CPA","159|CPA","70|CPA","88|CPA","62|CPA","61|CPA","60|CPA","162|CPA","11|CPA","35|CPA","98|CPA","123|CPA","37|LAM","83|LAM","108|LAM","82|AFR","33|LAM","85|WEU","41|WEU","121|AFR","5|AFR","145|WEU","4|MEA","3|MEA","3|AFR","87|MEA","95|MEA","78|MEA","134|LAM","116|LAM","96|MEA","5|MEA","85|MEA","120|MEA","40|MEA","4|WEU","45|WEU","86|WEU","130|AFR","127|WEU","51|WEU","127|FSU","140|PAS","49|WEU","68|WEU","128|WEU","25|FSU","26|FSU","129|AFR","0|WEU","144|PAS","114|PAS","72|PAS","143|PAS","110|PAS","69|PAS","124|SAS","66|SAS","12|SAS","70|PAS","70|SAS","31|MEA","151|MEA","34|MEA","115|MEA","64|WEU","150|WEU","71|PAO","154|FSU","146|FSU","105|FSU","77|FSU","54|FSU","1|AFR","148|FSU","59|CPA","156|CPA","98|PAS","141|SAS","39|FSU","43|FSU","27|LAM","97|LAM","122|LAM","59|PAS","88|PAS","160|CPA","2|AFR","135|AFR","4|AFR","92|AFR","94|PAO","115|SAS","15|SAS","117|PAS","112|PAS","133|PAS","28|NAM","132|FSU","157|FSU","44|FSU","23|FSU","74|FSU","160|FSU","131|FSU","79|FSU","11|FSU","123|FSU","71|FSU","26|WEU","151|WEU","31|WEU","147|PAS","104|NAM","27|NAM","55|NAM","97|NAM","33|NAM","122|NAM","56|NAM","58|NAM","136|AFR"
"2010",39.077,388.508,51.761,7.467,302.796,604.082,12.005,2066.231,12.31,84.43,516.885,428.533,50.735,186.11,862.522,2841.416,120.748,21.089,1407.027,353.454,74.739,687.713,9444.008,337.988,3682.119,1429.25,372.417,264.175,13.47,21.392,2471.073,126.55,48.41,7432.991,631.226,2818.63,362.238,329.054,82.533,231.493,536.192,498.46,7082.173,5598.099,450.114,11.628,3292.36,1908.098,272.347,1725.921,612.902,6414.086,955.747,240.049,49.326,261.388,700.371,87.787,1657.673,4594.049,344.464,2.901,461.693,1015.246,272.245,53.322,1046.648,28.38,6.909,729.112,737.799,11189.808,15.314,5694.479,428.47,9702.353,2304.792,2736.439,0,166.223,16.875,0,0.176,8027.403,9.339,307.509,2697.745,6728.238,73.907,3398.393,724.127,7357.56,1253.43,4.663,999.411,2194.662,666.249,203.879,3253.476,1383.631,493.267,144.339,11.141,686.477,667.492,365.377,5.499,1859.643,0,15.894,0,1734.273,2925.373,38.348,1595.662,517.082,635.32,178.757,1523.688,676.619,4.845,614.637,305.02,55.946,9.182,5467.53,461.853,0,956.317,82.161,39.234,1556.799,589.784,2356.185,4271.102,156.41,14.829,19.88,506.036,2199.429,0,295.403,11.235,1433.608,1467.786,2412.553,200.786,67.419,1564.29,9655.718,342.861,1277.594,2397.214,178.731,0,300.628,0,272.255,1971.609,6183.397,77.421,66.719,397.07,299.641,33.68,1025.837,875.006,129.806,44.056,71.838,804.007,83.613,21.285,394.619,0.169,400.512,2827.189,0.007,0,745.421,73.814,5123.901,1188.594,176.744,24.456,508.609,23.598,17.413,229.381,98.511,0,1395.667,363.507,3.959,2618.924,43.325,4750.594,389.284,759.695,0.509,172.393,3254.956,7020.43,222.513
"2020",45.322,446.369,84.316,12.787,412.988,845.503,27.375,3161.851,16.233,302.176,1161.822,2618.978,94.309,370.728,958.701,4097.06,143.277,25.69,1655.747,380.602,100.934,757.892,10632.44,422.446,4205.87,1682.369,412.881,305.978,14.983,24.623,2758.259,150.402,59.605,8439.837,733.383,3114.55,399.638,755.17,181.913,548.638,1209.66,1062.047,12243.32,8080.228,767.157,24.905,3192.484,2125.109,297.185,1861.788,647.563,7502.188,1225.351,272.01,62.888,319.5,795.973,103.951,1852.384,5163.319,453.757,3.802,569.219,1309.781,704.207,57.795,1141.705,32.869,8.376,781.585,829.033,12069.09,19.067,6287.73,485.431,10483.948,2457.339,2881.196,0,225.753,22.581,0,0.266,12085.719,12.064,450.387,3832.945,9241.126,109.441,4989.433,1000.217,11437.164,1734.511,6.373,1311.252,2921.76,771.975,326.171,3886.321,1649.088,557.346,320.827,41.953,748.753,903.191,489.994,7.302,2310.58,0,31.202,0,2095.19,4282.16,81.573,1943.249,724.808,864.07,197.665,1666.431,708.809,20.325,702.913,324.656,62.268,18.432,6214.049,539.748,0.525,1114.924,101.449,78.46,1889.266,815.241,2965.295,6305.058,224.536,18.664,44.385,720.37,2995.505,0,497.523,16.841,1654.922,2219.029,2745.879,299.664,70.925,1611.412,9992.392,392.786,1694.785,2642.119,239.927,0,611.606,0,340.628,2284.667,6627.551,146.903,83.598,452.563,333.965,36.896,1220.459,1095.707,205.331,71.268,144.875,1020.411,110.389,25.661,457.013,0.206,486.678,4760.81,0.015,0,661.864,91.379,5435.709,1329.805,187.551,26.219,526.96,22.261,20.824,235.213,99.875,0,1681.557,448.351,4.47,2855.76,47.328,5123.39,423.398,827.173,0.832,186.974,3416.652,8021.157,270.455
"2030",52.264,512.556,121.338,18.867,513.476,1052.708,85.483,4631.606,18.603,480.222,1893.721,5739.92,137.526,622.162,1048.547,4963.334,149.25,28.632,1830.318,389.817,132.414,749.455,11430.956,495.209,4658.209,1842.889,447.214,332.251,16.674,27.603,3005.324,180.124,66.911,8843.888,784.056,3254.068,421.992,1466.824,329.31,1020.645,1931.382,1799.992,18391.133,10850.644,1018.618,40.322,3341.247,2216.586,316.51,1968.754,664.84,8609.516,1477.776,301.356,75.287,361.317,879.237,117.636,2013.528,5723.033,553.073,4.258,664.797,1563.335,1262.552,60.75,1192.261,37.253,9.201,819.058,905.502,13081.344,21.764,6820.876,544.711,11088.551,2588.032,2937.947,0,255.387,23.367,0,0.418,14228.602,12.857,620.234,4324.48,11588.189,143.113,5820.002,1152.402,13674.711,2099.61,7.306,1549.7,3347.518,885.685,592.626,4510.349,1799.085,568.771,551.096,69.972,783.73,1102.48,631.766,9.633,2744.014,0,49.778,0,2373.613,5979.74,145.586,2298.177,1029.726,1133.964,202.559,1772.639,741.944,40.041,765.403,334.289,67.125,26.831,6414.876,579.77,0.494,1250.7,109.634,130.069,2112.322,1053.494,3467.68,8253.988,283.524,22.275,74.157,927.551,3873.864,0,678.269,22.522,1922.027,2934.073,3093.169,392.21,72.874,1625.707,9897.014,437.381,2183.853,2795.226,250.385,0,1040.582,0,455.172,2720.153,6809.989,214.193,89.761,498.663,365.82,39.432,1360.299,1282.28,324.393,90.141,233.905,1214.813,139.833,29.578,496.736,0.259,608.077,6375.369,0.021,0,597.264,102.963,5490.463,1479.207,195.282,27.025,515.81,20.721,25.842,228.258,99.844,0,1892.125,526.343,4.761,2864.569,51.29,5396.63,446.383,873.152,0.854,202.255,3696.348,8685.836,325.788
"2040",59.469,571.062,171.861,39.157,575.544,1194.525,161.647,6439.828,19.422,655.564,2747.534,8871.336,184.819,959.338,1097.615,5685.223,158.912,33.469,1935.185,378.346,151.03,732.634,11798.911,550.776,4960.73,1892.695,492.867,364.095,17.765,34.021,3211.451,203.453,73.67,9210.596,817.891,3256.337,451.386,2488.554,549.906,1755.072,2916.901,2650.596,24738.575,13573.293,1241.738,52.423,3407.36,2232.32,319.227,2008.987,648.518,9523.776,1672.711,316.274,85.645,384.848,925.767,130.959,2115.723,6167.031,651.578,4.552,737.575,1753.992,2062.739,63.401,1243.44,41.124,10.694,855.262,960.563,13683.632,26.306,7196.006,592.012,11432.288,2673.489,2953.669,0,269.141,23.029,0,0.471,15463.048,13.169,784.009,4507.454,12604.888,187.901,6254.269,1273.658,14147.836,2269.638,7.732,1769.85,3723.407,950.206,981.227,5033.473,1947.235,592.085,880.942,108.984,810.048,1276.815,759.796,12.057,3031.632,0,112.457,0,2549.091,7657.055,200.532,2608.261,1416.489,1393.38,204.803,1811.577,775.349,63.148,811.523,328.906,66.356,35.96,6683.641,616.701,0.47,1301.297,111.094,183.321,2223.153,1253.2,3887.923,9765.863,364.075,26.521,108.765,1178.739,4765.968,0,825.022,28.846,2110.362,3614.356,3398.601,471.698,75.056,1616.277,9537.283,470.825,2623.33,2882.986,256.299,0,1599.535,0,561.073,3193.35,6677.568,286.248,89.503,523.18,421.07,58.313,1488.774,1397.893,440.872,105.313,349.472,1386.88,178.462,32.957,521.93,0.321,754.712,8054.002,0.029,6.919,523.287,102.511,5493.152,1551.036,190.935,27.738,507.211,19.039,25.095,228.744,98.544,0,2075.013,588.88,6.405,2791.711,53.415,5578.718,466.906,922.141,0.944,218.074,3964.609,8985.472,372.256
"2050",65.417,640.265,259.875,62.236,605.031,1419.581,259.901,8402.857,18.71,869.539,3745.791,11916.74,227.848,1382.279,1120.791,6378.429,155.286,50.552,1984.395,372.967,160.161,700.123,11900.151,567.821,5097.439,1892.701,529.228,385.409,18.769,38.861,3360.123,223.909,75.794,9444.704,835.529,3168.049,465.046,3855.035,809.623,2945.761,4086.754,3595.852,30366.128,16529.909,1427.342,63.921,3428.329,2194.327,308.529,2017.544,630.599,10321.906,1824.31,320.373,105.371,389.859,949.002,135.211,2147.375,6485.824,741.382,4.654,784.29,1821.223,2992.868,64.908,1281.587,43.833,11.31,888.669,1020.586,14190.016,31.405,7517.538,631.287,11585.853,2702.57,2929.885,0,270.385,21.565,0,0.509,15639.046,12.979,924.447,4495.548,13043.196,229.235,6304.601,1313.456,13678.385,2229.734,24.498,1940.696,4017.406,967.842,1484.286,5420.365,2024.848,607.809,1366.332,165.33,847.207,1380.544,908.158,14.339,3238.418,0,186.292,0,2631.848,9166.032,244.269,2900.648,1843.811,1621.078,206.33,1828.94,795.511,89.979,861.847,335.306,66.736,45.002,6944.752,644.994,0.453,1303.864,107.637,250.721,2275.734,1410.366,4150.912,10789.911,434.449,34.434,147.754,1539.348,5552.337,0,940.343,41.571,2241.836,4198.247,3521.015,510.535,78.314,1585.673,9129.029,471.716,2841.759,2892.22,261.449,0,2244.241,0,667.768,3612.766,6333.078,355.235,84.104,524.595,444.316,65.624,1584.141,1469.621,534.993,113.363,455.116,1572.686,209.381,34.9,527.254,0.387,906.618,9733.161,3.047,15.718,469.247,97.829,5451.838,1587.948,182.834,26.663,500.614,17.164,24.078,229.046,96.086,0,2271.874,603.836,7.104,2606.116,54.896,5688.666,477.403,955.299,0.941,228.288,4109.428,9141.398,406.274
"2060",69.877,670.274,362.945,82.242,601.86,1609.875,413.333,10447.936,27.903,1122.837,4815.548,14692.445,271.976,1844.94,1119.772,6798.143,151.211,56.637,1972.679,361.437,160.326,673.252,11660.979,560.934,5134.687,1879.659,545.386,414.14,20.505,38.939,3493.871,245.169,81.554,9531.38,840.508,3023.832,461.216,5504.718,1129.448,4352.606,5457.983,4525.785,34308.105,19864.877,1574.183,74.55,3382.625,2112.725,301.71,2022.038,635.087,10717.075,1914.756,320.912,109.408,391.83,948.596,139.286,2182.282,6690.068,810.465,4.603,819.776,1881.757,4061.29,65.519,1300.432,44.264,12.185,914.463,1042.574,14456.709,37.875,7671.289,668.688,11756.296,2697.176,2868.975,0,257.411,19.665,0,0.545,14961.203,12.286,1079.337,4279.232,12803.088,243.646,5888.467,1296.21,12782.18,2091.026,24.03,2051.857,4191.637,986.254,2057.476,5659.52,2057.513,624.904,1889.133,235.122,893.907,1421.868,1039.519,16.719,3334.14,0,228.755,0,2632.159,10423.441,293.87,3129,2266.682,1806.24,203.83,1853.695,797.248,124.763,919.965,350.816,67.484,53.993,7195.829,669.076,0.436,1288.583,100.977,312.122,2280.86,1487.345,4273.97,11330.724,497.589,38.271,187.865,1902.022,6229.314,4.455,1022.625,47.374,2264.852,4671.217,3560.727,535.567,78.503,1552.58,8675.947,464.533,2915.576,2855.533,260.574,0,2970.196,0,779.59,3798.697,5848.471,424.719,77.728,509.049,451.883,66.827,1636.071,1496.352,604.891,115.484,555.149,1709.111,239.894,36.342,542.388,0.452,1050.592,11291.052,8.608,25.046,411.082,94.792,5412.371,1637.764,181.641,25.305,474.609,15.726,22.052,219.391,90.457,0,2380.726,606.069,8.014,2378.081,57.577,5764.223,485.499,954.441,0.93,233.681,4325.41,9285.412,407.504
"2070",71.025,658.223,520.519,105.162,579.453,1723.848,584.328,12227.66,25.652,1402.95,5820.886,17004.743,315.012,2297.095,1088.586,6938.917,152.023,57.986,1931.069,345.891,160.927,644.623,11179.998,541.699,5051.802,1838.413,550.332,428.943,21.013,38.557,3564.032,266.752,83.991,9660.356,826.049,2836.261,460.285,7287.658,1438.989,6038.743,6965.69,5413.972,36669.25,22691.385,1658.899,85.872,3291.276,2042.879,294.926,2023.505,625.712,10997.058,1964.703,315.486,116.306,390.935,942.821,139.633,2211.173,6783.55,848.838,4.436,836.716,1898.461,5147.061,66.792,1307.16,45.644,12.915,925.214,1065.241,14554.534,40.768,7808.917,699.279,11674.995,2673.996,2770.178,0,242.167,17.625,0,0.552,13883.615,11.31,1202.53,3893.744,12469.072,250.119,5362.247,1189.48,11589.828,2013.623,22.66,2111.777,4230.416,1008.771,2647.95,5740.073,2046.07,655.564,2485.187,344.088,937.933,1415.565,1139.534,27.106,3358.246,0,352.209,0,2589.981,11500.073,327.767,3286.015,2630.957,1935.727,199.164,1849.233,779.373,207.637,964.121,357.952,65.973,60.967,7324.271,683.037,0.421,1239.398,94.023,370.425,2220.019,1551.993,4297.717,11299.719,518.467,40.656,220.674,2496.699,6788.026,5.704,1079.52,48.794,2211.596,5075.615,3564.954,530.115,77.09,1499.521,8110.345,460.313,2923.597,2823.596,254.163,0,3769.602,0,894.729,3816.367,5323.415,486.304,72.134,498.365,449.872,67.36,1636.966,1491.685,637.549,115.843,655.34,1790.556,269.269,37.612,570.09,0.523,1197.438,12649.401,24.844,31.823,346.682,92.343,5332.417,1638.885,178.967,25.141,457.139,14.594,20.969,213.706,85.529,0,2413.695,621.451,8.425,2372.655,57.755,5820.815,497.289,975.949,1.036,233.011,4318.688,9298.96,413.517
"2080",69.465,649.056,675.725,154.01,601.506,1786.787,751.223,13756.976,22.593,1663.867,6692.663,18833.383,351.196,2743.806,1037.072,7007.268,158.733,56.108,1859.311,323.5,159.833,604.94,10652.124,513.138,4864.636,1764.735,558.356,420.297,20.842,39.464,3559.82,276.794,85.22,9589.39,820.535,2634.856,447.637,9106.003,1731.047,7903.115,8304.203,6169.806,37979.11,24561.8,1755.482,92.902,3135.291,1926.123,277.076,1964.189,585.329,11082.422,1965.362,310.642,117.74,389.15,898.398,136.712,2225.068,6701.832,868.719,4.467,849.593,1915.844,6190.231,66.495,1316.085,46.932,13.075,917.464,1077.228,14565.595,41.224,7841.526,717.024,11616.648,2659.9,2650.3,0,224.754,15.682,0,0.549,12641.874,10.25,1279.064,3578.648,11350.177,266.672,4854.822,1131.974,10418.59,1845.733,21.003,2130.802,4190.301,998.275,3201.27,5765.588,1993.88,641.746,2979.154,462.357,925.586,1394.648,1175.513,46.802,3355.878,0,370.773,0,2523.717,12551.361,353.955,3377.45,2964.78,2026.599,192.926,1812.167,766.578,282.014,984.349,352.852,62.642,64.764,7102.727,671.888,0.407,1202.095,87.02,402.839,2178.663,1562.707,4211.464,11042.907,522.122,40.331,256.491,3161.196,7086.348,5.507,1121.305,48.701,2126.536,5400.583,3421.388,513.765,77.456,1432.884,7570.07,445.942,2854.298,2759.34,245.243,0,4642.502,0,948.705,3774.315,4763.004,533.033,69.162,484.746,437.453,66.637,1612.979,1448.287,633.021,114.558,745.999,1809.073,293.167,39.862,561.521,0.603,1326.914,13748.343,35.149,35.222,287.398,88.546,5123.654,1565.996,168.227,24.477,449.763,13.431,19.947,203.862,82.431,0,2379.207,619.413,24.215,2270.919,58.627,5726.116,493.412,965.123,1.003,221.088,4167.963,9403.323,402.035
"2090",74.79,621.21,863.413,194.063,575.65,1847.7,913.779,14643.468,20.391,1887.624,7413.143,20163.964,375.975,3186.482,975.1,6803.836,145.327,53.021,1768.862,301.356,159.336,563.361,10090,478.161,4609.499,1690.478,551.249,406.338,20.663,38.066,3484.05,274.17,84.514,9302.697,795.974,2433.877,420.783,10872.853,2009.011,9748.769,9256.346,6727.448,37630.616,25723.969,1837.14,103.487,2977.296,1782.933,251.355,1854.917,541.766,10983.53,1940.484,298.569,111.53,372.05,840.099,131.47,2247.496,6403.688,860.561,4.311,827.407,1875.677,7204.685,64.913,1286.125,46.904,13.084,894.502,1052.98,14380.322,41.421,7758.283,726.603,11516.138,2636.001,2514.949,0,208.281,13.986,0,0.521,11232.465,9.187,1324.37,3278.875,10394.177,256.419,4354.41,1064.75,9177.088,1682.791,18.939,2112.429,4101.358,935.801,3670.9,5726.332,1893.521,608.405,3409.253,582.718,896.536,1363.655,1187.907,61.173,3289.192,0,376.941,0,2441.175,13240.504,384.254,3411.291,3218.942,2065.358,186.104,1759.426,744.59,359.538,986.755,343.169,59.567,68.607,7032.857,655.708,0.389,1151.107,80.59,415.152,2089.044,1520.23,4047.947,10684.331,512.887,37.714,283.715,3763.217,7181.333,5.229,1147.411,47.082,2013.574,5615.051,3263.98,506.042,73.687,1353.298,7015.503,436.37,2783.706,2664.462,234.175,0,5345.567,0,988.362,3623.12,4262.183,571.15,65.055,461.902,425.177,64.541,1600.946,1373.488,622.803,111.792,799.332,1799.494,307.38,39.341,552.463,0.671,1455.533,14623.718,43.842,38.142,256.178,84.409,4882.981,1489.958,159.319,22.508,429.772,11.653,18.218,195.776,78.002,0,2322.044,611.945,29.691,2138.988,57.516,5558.672,481.564,940.286,0.974,217.635,4153.744,9294.146,384.847
"2100",74.469,622.07,993.240999999999,173.922,512.232,2065.767,1097.313,17566.832,18.899,2243.289,8836.9,23941.637,444.12,3653.56,995.028,7361.239,154.459,62.033,1806.239,299.253,162.73,558.736000000001,9737.05500000001,483.994,4803.147,1714.675,565.170000000001,473.352,22.537,37.411,3774.515,331.501,91.3019999999999,10047.284,782.671999999999,2273.548,457.492,12636.478,2367.612,11097.154,11488.811,8078.53299999999,43752.685,31170.909,1913.047,119.838,3017.229,1833.341,274.574,2027.906,597.587,11837.007,2114.544,299.208,137,388.25,925.496000000001,140.674,2297.846,7063.996,963.957,3.935,887.536,1948.573,8404.374,70.6109999999999,1327.344,49.784,15.105,957.467000000001,1133.242,14848.009,49.447,8221.801,791.052,11431.092,2604.456,2473.787,0,196.435,11.505,0,0.573,10650.851,8.38200000000001,1572.109,2737.28,11467.024,269.538,3783.58700000001,869.29,8012.772,1781.414,18.55,2291.537,4346.753,1076.322,4419.372,5981.732,2011.741,747.544,4273.349,670.986,1070.011,1396.656,1439.579,58.267,3430.564,0,722.571,0,2463.447,14729.969,429.458,3757.06,3723.782,2324.188,185.166,1835.847,725.748000000001,456.259,1096.589,379.36,61.44,81.889,7709.59699999999,724.92,0.376,1091.843,73.161,545.334,2037.496,1745.937,4368.958,11206.704,581.101,47.811,319.101,4280.73,8464.162,9.45099999999999,1250.205,53.054,2051.828,6288.809,3577.635,513.759000000001,72.8509999999999,1340.344,6413.53900000001,447.653,2947.66,2727.785,234.93,0,6167.82,0,1240.146,3869.377,3748.247,671.059,55.352,466.313,443.839,68.959,1639.651,1477.684,735.523,116.92,955.913,2034.891,357.394,41.422,653.196,0.735999999999999,1637.976,16724.448,73.552,52.154,153.482,84.9960000000001,5092.555,1642.248,170.945,24.649,404.729,11.198,17.72,196.651,70.745,0,2512.602,667.597,9.65799999999997,2356.377,58.289,5990.591,532.659,1040.473,1.354,231.001,4298.522,9339.604,431.556
