year,node,variable,value
2010,0|EEU,urban_connection_rate_baseline,0.895
2010,0|WEU,urban_connection_rate_baseline,0.869
2010,100|LAM,urban_connection_rate_baseline,0.911
2010,101|LAM,urban_connection_rate_baseline,0.813
2010,103|NAM,urban_connection_rate_baseline,0.94
2010,104|NAM,urban_connection_rate_baseline,0.911
2010,105|CPA,urban_connection_rate_baseline,0.882
2010,105|FSU,urban_connection_rate_baseline,0.902
2010,106|EEU,urban_connection_rate_baseline,0.918
2010,106|FSU,urban_connection_rate_baseline,0.922
2010,107|AFR,urban_connection_rate_baseline,0.872
2010,108|LAM,urban_connection_rate_baseline,0.861
2010,109|NAM,urban_connection_rate_baseline,0.905
2010,10|FSU,urban_connection_rate_baseline,0.887
2010,10|SAS,urban_connection_rate_baseline,0.565
2010,110|PAS,urban_connection_rate_baseline,0.713
2010,111|LAM,urban_connection_rate_baseline,0.937
2010,112|PAS,urban_connection_rate_baseline,0.319
2010,113|LAM,urban_connection_rate_baseline,0.875
2010,114|PAS,urban_connection_rate_baseline,0.886
2010,115|MEA,urban_connection_rate_baseline,0.888
2010,115|SAS,urban_connection_rate_baseline,0.859
2010,116|LAM,urban_connection_rate_baseline,0.771
2010,117|PAS,urban_connection_rate_baseline,0.821
2010,118|CPA,urban_connection_rate_baseline,0.0
2010,119|WEU,urban_connection_rate_baseline,0.929
2010,11|CPA,urban_connection_rate_baseline,0.919
2010,11|FSU,urban_connection_rate_baseline,0.908
2010,120|MEA,urban_connection_rate_baseline,0.872
2010,121|AFR,urban_connection_rate_baseline,0.554
2010,122|LAM,urban_connection_rate_baseline,0.929
2010,122|NAM,urban_connection_rate_baseline,0.931
2010,123|CPA,urban_connection_rate_baseline,0.926
2010,123|FSU,urban_connection_rate_baseline,0.643
2010,124|SAS,urban_connection_rate_baseline,0.858
2010,125|LAM,urban_connection_rate_baseline,0.866
2010,126|NAM,urban_connection_rate_baseline,0.938
2010,127|FSU,urban_connection_rate_baseline,0.789
2010,127|WEU,urban_connection_rate_baseline,0.93
2010,128|WEU,urban_connection_rate_baseline,0.0
2010,129|AFR,urban_connection_rate_baseline,0.649
2010,12|SAS,urban_connection_rate_baseline,0.0
2010,130|AFR,urban_connection_rate_baseline,0.422
2010,131|FSU,urban_connection_rate_baseline,0.872
2010,132|FSU,urban_connection_rate_baseline,0.869
2010,133|PAS,urban_connection_rate_baseline,0.0
2010,134|LAM,urban_connection_rate_baseline,0.0
2010,135|AFR,urban_connection_rate_baseline,0.804
2010,136|AFR,urban_connection_rate_baseline,0.898
2010,137|LAM,urban_connection_rate_baseline,0.949
2010,139|LAM,urban_connection_rate_baseline,0.95
2010,13|AFR,urban_connection_rate_baseline,0.486
2010,140|PAS,urban_connection_rate_baseline,0.828
2010,141|SAS,urban_connection_rate_baseline,0.787
2010,142|NAM,urban_connection_rate_baseline,0.937
2010,143|PAS,urban_connection_rate_baseline,0.722
2010,144|PAS,urban_connection_rate_baseline,0.8
2010,145|WEU,urban_connection_rate_baseline,0.934
2010,146|FSU,urban_connection_rate_baseline,0.908
2010,147|PAS,urban_connection_rate_baseline,0.912
2010,148|CPA,urban_connection_rate_baseline,0.923
2010,148|FSU,urban_connection_rate_baseline,0.0
2010,149|PAO,urban_connection_rate_baseline,0.926
2010,14|MEA,urban_connection_rate_baseline,0.916
2010,150|WEU,urban_connection_rate_baseline,0.866
2010,151|MEA,urban_connection_rate_baseline,0.884
2010,151|WEU,urban_connection_rate_baseline,0.943
2010,152|LAM,urban_connection_rate_baseline,0.899
