"","50|MEA","30|MEA","50|SAS","30|SAS","30|FSU","10|FSU","10|SAS","67|SAS","148|CPA","13|AFR","57|AFR","38|AFR","6|AFR","161|AFR","0|EEU","14|MEA","93|LAM","139|LAM","100|LAM","137|LAM","76|LAM","84|LAM","75|LAM","111|LAM","155|LAM","31|FSU","22|PAO","21|PAO","19|PAO","20|PAO","18|PAO","91|PAO","149|PAO","48|WEU","39|WEU","39|EEU","48|EEU","96|AFR","158|AFR","95|AFR","8|AFR","7|AFR","53|SAS","65|SAS","24|SAS","24|PAS","28|LAM","106|EEU","106|FSU","42|FSU","51|FSU","32|LAM","9|LAM","152|LAM","101|LAM","99|LAM","125|LAM","113|LAM","46|LAM","29|LAM","73|PAS","53|CPA","107|AFR","80|AFR","78|AFR","109|NAM","52|NAM","81|NAM","103|NAM","36|NAM","126|NAM","90|NAM","63|NAM","142|NAM","17|NAM","153|NAM","47|WEU","119|WEU","67|CPA","54|CPA","77|CPA","118|CPA","105|CPA","159|CPA","70|CPA","88|CPA","62|CPA","61|CPA","60|CPA","162|CPA","11|CPA","35|CPA","98|CPA","123|CPA","37|LAM","83|LAM","108|LAM","82|AFR","33|LAM","85|WEU","41|WEU","121|AFR","5|AFR","145|WEU","4|MEA","3|MEA","3|AFR","87|MEA","95|MEA","78|MEA","134|LAM","116|LAM","96|MEA","5|MEA","85|MEA","120|MEA","40|MEA","4|WEU","45|WEU","86|WEU","130|AFR","127|WEU","51|WEU","127|FSU","140|PAS","49|WEU","68|WEU","128|WEU","25|FSU","26|FSU","129|AFR","0|WEU","144|PAS","114|PAS","72|PAS","143|PAS","110|PAS","69|PAS","124|SAS","66|SAS","12|SAS","70|PAS","70|SAS","31|MEA","151|MEA","34|MEA","115|MEA","64|WEU","150|WEU","71|PAO","154|FSU","146|FSU","105|FSU","77|FSU","54|FSU","1|AFR","148|FSU","59|CPA","156|CPA","98|PAS","141|SAS","39|FSU","43|FSU","27|LAM","97|LAM","122|LAM","59|PAS","88|PAS","160|CPA","2|AFR","135|AFR","4|AFR","92|AFR","94|PAO","115|SAS","15|SAS","117|PAS","112|PAS","133|PAS","28|NAM","132|FSU","157|FSU","44|FSU","23|FSU","74|FSU","160|FSU","131|FSU","79|FSU","11|FSU","123|FSU","71|FSU","26|WEU","151|WEU","31|WEU","147|PAS","104|NAM","27|NAM","55|NAM","97|NAM","33|NAM","122|NAM","56|NAM","58|NAM","136|AFR"
"2010",5.502,47.868,81.5,13.568,1295.55,961.003,21.813,675.62,11.804,86.737,879.945,132.146,21.859,91.999,1559.293,213.401,54.817,24.273,1690.092,189.251,64.013,367.616,6533.955,174.965,3186.539,462.388,47.133,40.882,2.002,3.58,388.085,27.835,9.081,9171.436,2899.824,2088.257,191.588,197.265,50.123,314.488,165.214,252.195,3217.113,2347.219,322.55,12.821,448.844,879.435,151.759,1055.837,245.197,2459.406,730.529,210.824,61.253,229.532,614.918,77.096,1455.06,247.311,133.883,2.83,191.805,404.302,101.923,32.44,791.338,27.428,6.534,444.211,633.618,4846.939,13.613,3732.921,338.823,4128.171,1092.409,3221.57,0,152.317,16.183,0,0.08,7698.718,8.973,1478.123,2586.293,17146.367,70.839,3254.224,670.529,7016.122,1130.615,4.471,597.255,222.617,22.623,327.845,1010.548,472.01,242.099,260.791,55.87,1001.079,265.118,318.823,1.07,415.853,0,9.981,0,1883.538,4112.796,41.625,276.413,29.726,105.891,54.686,725.02,687.952,17.33,1052.879,558.54,21.383,7.786,749.572,433.992,0,454.357,44.466,9.814,449.702,88.783,1610.317,644.682,23.544,2.232,8.945,206.896,908.992,0,374.586,4.643,177.73,358.106,297.562,24.67,8.527,1795.492,8682.105,163.867,797.351,1112.963,160.041,0,69.428,0,1774.992,12965.499,3441.723,187.479,56.44,524.858,123.672,18.764,323.325,1453.698,215.715,18.5,7.425,345.308,8.493,4.383,323.349,0.038,89.416,400.171,0.005,0,12.452,27.737,1993.586,516.65,68.42,9.417,199.383,9.177,6.795,89.805,38.358,0,492.407,130.859,1.425,1474.325,22.158,2513.293,239.372,465.729,0.313,91.983,1264.93,2969.079,90.071
"2020",6.408,53.546,113.093,19.019,2482.052,1703.905,40.717,1104.942,13.408,137.675,859.42,244.96,32.119,164.707,1861.493,1012.698,69.779,32.575,2207.648,236.946,108.986,469.227,8308.596,230.92,4092.676,636.878,69.501,60.791,2.965,5.305,577.134,43.218,13.384,9736.783,2915.492,2409.731,237.294,331.679,86.875,441.924,267.176,445.517,8299.94,5448.659,568.763,27.037,567.888,1106.636,197.021,1376.812,314.957,3134.054,1089.778,272.91,87.521,320.368,797.977,104.27,1854.864,341.264,189.901,3.723,261.241,557.984,174.59,37.587,914.699,33.452,8.209,522.716,732.847,5778.173,17.235,4360.748,393.056,4903.298,1266.656,3248.707,0,180.505,19.366,0,0.179,10057.636,10.12,2392.852,3167.712,29411.174,89.127,4085.514,800.812,8663.303,1279.496,5.228,786.509,315.264,33.872,434.586,1331.466,681.01,279.108,466.704,79.076,1197.138,397.23,428.069,1.376,577.091,0,17.82,0,2839.705,6255.637,96.029,442.485,109.44,177.985,70.557,900.657,686.565,46.878,1206.241,635.146,27.875,9.154,1034.103,498.7,0.072,623.513,72.685,24.489,595.06,144.624,2263.37,1121.654,39.808,3.302,15.457,471.683,2015.446,0,602.128,11.335,201.37,721.472,329.829,35.823,10.978,1776.814,8738.322,223.761,1296.079,1538.56,284.356,0,104.061,0,2943.488,20089.761,4539.132,325.001,87.649,727.942,147.1,22.091,414.874,1979.376,371.775,47.208,12.187,462.043,11.803,5.237,368.209,0.041,96.46,579.898,0.007,0,23.405,38.331,2654.94,680.722,88.747,12.173,262.539,10.748,10.207,117.451,48.166,0,705.519,198.196,1.976,1957.389,26.189,2946.67,280.474,546.338,0.552,110.399,1496.342,3562.895,114.25
"2030",8.596,75.051,150.153,25.481,2452.254,1948.516,115.451,1640.371,14.168,158.942,980.987,517.85,43.79,293.8,2043.981,2137.054,77.631,33.252,2280.148,267.123,140.855,508.546,9347.497,255.146,4710.476,784.255,92.14,80.498,3.923,6.987,763.896,59.42,17.469,10196.35,2802.997,2771.67,284.744,633.658,151.241,771.256,422.135,837.038,13882.073,8175.399,817.775,44.634,676.423,1287.441,241.78,1740.014,384.808,3968.776,1301.324,320.283,110.772,383.073,931.5,124.814,2121.257,504.721,257.281,4.572,348.984,739.807,296.615,41.558,1002.712,38.183,9.027,582.04,810.438,6533.416,19.829,4836.652,440.758,5478.574,1464.936,3381.16,0,202.536,21.206,0,0.375,11623.789,10.716,3239.899,3496.119,39170.302,99.497,4605.412,839.362,9360.214,1373.979,5.552,997.983,418.081,58.626,742.647,1730.153,864.205,306.053,730.088,137.247,1354,587.735,624.82,2.185,893.114,0,29.391,0,3164.58,9766.992,210.242,711.92,245.717,307.169,85.566,1101.409,713.803,104.153,1276.042,689.141,34.092,11.935,1342.435,566.884,0.084,809.771,92.851,41.003,757.427,234.06,2906.498,1839.501,62.521,4.814,23.442,674.89,2912.504,0,826.674,16.997,285.154,1054.876,454.301,56.915,13.866,1823.778,8743.204,290.713,2004.53,2035.101,422.943,0,177.498,0,4120.995,25154.589,5462.662,484.365,120.591,993.904,167.702,24.728,496.82,2565.118,651.854,79.598,19.932,613.918,16.113,6.705,401.448,0.052,121.595,819.623,0.007,0,39.518,46.566,3316.498,860.683,108.619,14.829,325.384,11.901,15.692,145.29,57.868,0,923.273,275.703,2.494,2198.521,30.065,3276.682,312.173,608.758,0.598,123.664,1677.448,4041.878,144.983
"2040",12.728,117.525,210.795,51.708,2114.401,2082.384,213.464,2778.023,14.976,161.733,1195.212,992.612,57.608,510.927,1853.63,3307.457,84.004,33.308,2210.287,275.241,138.988,524.106,9547.413,267.606,4797.575,869.971,112.638,98.498,4.786,9.47,931.639,75.16,20.98,10775.627,2727.356,3020.512,341.304,1137.307,262.213,1327.455,662.29,1419.335,27016.584,15277.327,1083.1,58.05,782.146,1408.918,272.012,2059.92,431.852,4808.242,1324.147,327.588,106.821,396.372,951.379,134.987,2141.929,814.14,345.484,5.577,432.104,911.219,487.166,44.025,1071.13,42.452,10.599,616.8,881.838,6959.343,24.32,5244.747,485.209,5763.808,1663.408,3520.196,0,229.777,23.033,0,0.542,13235.78,11.675,3985.77,3843.78,43509.532,121.862,5132.088,925.248,10061.893,1531.654,6.057,1174.981,612.407,109.46,1284.816,2147.611,1036.49,343.606,1137.346,232.787,1505.763,829.054,716.772,3.331,1235.309,0,74.609,0,2874.304,11736.859,262.207,1013.847,392.961,484.099,99.865,1299.542,752.162,189.299,1330.637,753.282,38.45,15.868,1648.178,632.499,0.095,957.447,103.209,64.802,905.349,387.388,3451.182,3030.191,107.397,7.303,33.586,1267.866,5365.549,0,977.501,33.095,440.046,1432.975,706.876,95.222,17.234,1871.874,8401.275,342.228,2759.409,2360.219,494.124,0,314.855,0,4944.145,28713.221,5930.471,637.036,142.118,1160.118,193.884,32.616,572.408,2886.614,896.979,113.889,33.342,762.729,23.056,9.161,439.935,0.069,163.003,1120.928,0.009,2.157,53.912,51.97,3802.049,1032.739,122.256,16.638,370.208,12.246,17.342,164.294,63.568,0,1131.207,346.568,3.773,2316.65,31.658,3441.482,329.231,641.41,0.659,130.694,1773.068,4308.469,172.662
"2050",17.492,173.936,340.671,86.378,1692.324,2321.834,360.74,3622.2,15.796,194.053,1569.448,1816.98,82.205,850.679,1626.331,4324.568,85.546,39.507,2146.447,280.805,136.998,526.939,9387.321,272.605,4624.349,895.528,131.09,114.77,5.59,11.122,1090.474,91.692,24.276,11374.147,2660.222,3129.296,381.548,1975.101,422.758,2310.397,1039.814,2277.628,30286.494,16357.369,1346.122,71.37,887.026,1452.578,281.432,2285.632,448.832,5606.746,1370.829,316.414,96.624,382.786,928.182,133.271,2047.444,1238.732,462.982,6.061,504.844,1059.056,778.113,45.132,1112.865,45.493,11.338,634.975,935.814,7169.547,29.557,5529.173,525.433,5866.755,1840.994,3680.732,0,258.846,23.465,0,0.694,14542.79,12.702,4305.718,4195.92,43303.914,152.439,5554.282,989.827,10666.012,1624.842,21.085,1241.276,908.825,180.237,2209.345,2582.017,1175.235,380.102,1799.09,458.834,1667.476,1086.649,636.352,4.902,1584.085,0,144.17,0,2631.988,10089.662,244.413,1379.658,532.384,723.095,112.116,1476.778,787.115,324.434,1389.012,817.45,39.643,21.227,1962.034,684.505,0.105,1036.058,103.357,104.615,1037.624,671.564,3847.493,5109.927,182.443,12.71,54.499,1418.754,5434.113,0,1098.05,42.802,623.329,1816.771,985.589,135.389,20.836,1939.03,8017.93,346.084,3177.072,2449.593,495.559,0,519.691,0,5424.609,29972.736,6047.464,781.043,137.504,999.072,213.587,36.647,649.703,3114.831,1124.798,142.413,53.838,909.681,31.644,14.127,493.301,0.094,220.123,1559.763,0.983,5.245,63.339,53.153,3987.576,1141.004,126.003,17.107,384.89,11.662,17.453,170.019,65.046,0,1367.107,391.98,4.625,2289.183,32.468,3504.342,335.444,654.487,0.654,133.288,1819.268,4430.503,196.828
"2060",21.536,223.595,529.757,125.626,1331.825,2220.665,631.736,5350.978,25.545,267.809,2312.406,3116.79,116.741,1288.109,1448.037,5209.287,84.712,40.889,2071.322,278.934,141.043,526.037,9216.907,279.759,4434.135,920.798,148.271,130.117,6.301,12.609,1233.273,107.285,27.594,11855.773,2595.724,3177.435,412.572,3313.226,675.558,3926.837,1837.232,3479.66,38925.505,22000.267,1578.957,83.884,963.2,1462.303,290.319,2501.668,460.453,6116.028,1486.958,304.843,92.444,367.69,889.605,131.549,1944.498,1663.169,587.302,6.523,569.088,1196.408,1353.149,45.46,1139.533,47.472,12.272,645.417,976.752,7275.235,35.955,5722.134,557.272,5891.512,2026.193,3853.443,0,267.09,22.522,0,0.828,14775.958,12.846,3835.605,4265.843,33009.814,165.943,5553.888,1045.662,10588.524,1627.646,22.14,1269.297,1225.671,254.344,3627.289,2987.678,1308.092,414.825,2652.893,843.875,1805.436,1326.44,634.728,7.335,1973.662,0,210.801,0,2478.475,9307.433,258.957,1820.958,671.664,1016.222,126.197,1675.759,828.557,574.445,1484.515,883.116,40.694,28.649,2260.372,738.921,0.114,1112.049,101.122,167.719,1158.815,965.728,4154.14,7141.811,266.228,17.646,121.567,1952.85,6824.282,3.094,1189.3,56.691,774.611,2213.378,1230.032,172.798,24.381,2027.862,7683.258,347.675,3162.485,2472.568,470.244,0,873.946,0,4518.376,23262.059,5912.409,924.107,133.523,832.511,226.299,38.829,728.724,3276.186,1340.537,162.733,86.009,1042.853,43.515,20.731,548.47,0.131,307.011,2311.018,4.682,13.097,67.69,54.187,4151.48,1242.973,129.302,17.517,397.866,11.125,17.493,175.051,65.649,0,1571.585,432.154,5.743,2158.704,33.032,3521.577,337.746,658.26,0.642,134.279,1837.569,4477.512,218.608
"2070",24.847,259.536,813.124,177.081,1071.962,1920.713,988.3,7820.989,24.968,427.473,3791.872,4858.322,158.848,1618.669,1330.616,5958.223,85.611,40.93,2007.681,276.628,148.492,520.382,9066.89,279.11,4267.197,959.07,164.651,144.895,6.985,13.973,1369.501,124.421,30.685,12264.257,2515.285,3223.71,444.076,5191.241,1008.549,6388.317,3655.609,4943.537,42074.683,24994.008,1572.479,94.478,1090.422,1474.624,296.24,2731.264,476.039,6541.05,1613.815,292.973,92.529,354.228,860.737,128.432,1857.733,2027.864,686.791,6.811,624.911,1320.618,2626.85,45.713,1171.874,50.076,13.183,651.664,1026.89,7333.37,39.259,5925.93,596.552,5879.829,2203.728,3992.661,0,270.114,21.096,0,0.929,14314.956,12.414,4011.448,4088.941,31891.514,173.677,5297.139,1016.665,10072.464,1636.573,21.468,1353.309,1510.026,318.1,5276.977,3317.591,1416.859,458.462,3533.139,1395.63,1968.227,1541.542,711.142,11.889,2374.212,0,357.488,0,2369.859,9621.686,288.789,2253.447,877.866,1309.319,139.636,1861.597,867.076,1054.918,1593.873,956.513,42.095,38.497,2574.065,792.007,0.124,1184.88,101.248,302.178,1262.548,1215.246,4364.403,8616.152,333.96,22.594,239.511,2479.111,7401.784,4.05,1251.417,60.28,895.798,2668.514,1457.677,200.653,28.108,2098.436,7336.374,351.956,2964.406,2527.613,458.317,0,1661.645,0,5043.338,23583.633,5618.542,1052.385,137.178,807.652,237.228,40.35,803.517,3367.545,1463.626,179.72,149.554,1164.599,59.892,26.583,608.602,0.211,492.59,3477.446,23.779,25.492,68.723,55.717,4351.302,1341.31,133.756,18.079,414.12,10.739,17.73,183.972,66.899,0,1737.786,479.976,6.551,2162.428,33.027,3521.192,337.964,659.126,0.7,135.08,1844.64,4492.092,237.44
"2080",26.523,289.694,1030.935,240.573,904.492,1782.631,1210.868,10507.275,22.894,770.496,5542.955,6662.102,217.361,1984.385,1240.885,6503.523,91.707,40.268,1932.44,271.079,155.01,510.972,8916.686,272.456,4136.698,974.27,177.465,156.501,7.522,15.015,1473.96,138.095,33.528,12540.259,2430.919,3191.838,469.393,7670.882,1362.591,7890.895,5893.243,5997.934,41080.663,25333.163,1481.357,95.781,1273.113,1455.566,293.371,2855.696,479.837,7143.815,1732.275,289.078,94.085,348.518,834.438,125.944,1789.564,2330.388,771.829,7.005,664.442,1427.106,4380.429,45.267,1189.569,52.778,13.636,648.851,1064.726,7286.313,41.093,6052.697,625.997,5793.711,2332.748,4076.536,0,263.047,19.181,0,0.983,13329.97,11.497,4194.027,3812.624,30623.909,195.927,4866.207,984,9171.342,1515.516,20.136,1454.271,1758.067,369.603,4873.334,3658.047,1482.542,491.619,3751.466,2260.075,2108.5,1719.905,782.081,18.685,2691.533,0,407.475,0,2276.373,10183.543,312.087,2665.283,1292.501,1582.336,149.469,1999.235,892.479,1619.892,1695.687,1026.951,42.226,48.785,2854.755,827.857,0.132,1220.503,99.621,338.719,1335.839,1409.423,4474.139,9668.256,384.904,25.272,347.076,2881.77,7345.916,3.728,1255.914,57.941,978.431,3210.83,1586.712,218.971,31.616,2141.432,6943.956,348.755,2837.523,2530.141,438.862,0,3378.067,0,5373.994,23983.915,5273.647,1147.119,140.756,814.601,245.991,41.522,870.671,3402.209,1503.668,188.401,293.237,1313.317,78.86,32.453,662.99,0.33,768.249,4680.132,40.357,34.604,68.11,55.577,4408.769,1388.699,134.178,18.108,417.631,10.112,17.448,184.886,66.176,0,1859.723,520.242,20.563,2120.382,33.007,3476.959,333.861,651.894,0.675,133.84,1828.296,4444.548,251.42
"2090",35.314,306.411,969.145,200.781,756.111,1732.49,1057.562,12165.767,22.768,1177.702,7307.216,8178.095,279.83,2651.279,1166.465,6873.345,91.667,39.152,1848.336,264.101,164.281,498.781,8757.887,264.596,4012.758,980.643,186.501,163.622,7.992,15.663,1541.279,146.876,35.706,12660.837,2321.81,3126.905,485.424,10813.818,1719.431,8669.894,8131.12,6960.89,39857.47,25461.447,1519.664,95.014,1419.214,1418.706,288.373,2926.772,475.617,7780.119,1844.041,281.191,96.263,337.243,807.027,123.417,1727.025,2572.564,830.704,7.215,688.158,1500.87,6341.002,44.503,1189.814,54.468,14.318,638.399,1082.475,7158.247,42.859,6076.393,643.43,5654.695,2436.765,4141.583,0,266.801,18.733,0,1.002,13232.29,11.422,4420.031,3816.668,29849.423,204.961,4813.948,1019.935,9024.503,1521.065,20.068,1543.152,1969.14,412.472,2605.472,4005.574,1519.22,521.499,4152.689,3493.175,2215.346,1857.601,871.049,24.296,2910.496,0,472.675,0,2192.929,11049.487,356.86,3053.651,1881.194,1828.547,158.062,2116.777,910.532,2354.779,1775.56,1090.418,41.745,58.791,3097.234,856.288,0.137,1230.181,97.474,266.543,1385.752,1553.157,4490.437,10420.836,422.482,26.597,436.811,3321.223,7164.304,3.409,1144.535,53.898,1026.877,3840.856,1674.046,239.012,34.808,2173.707,6555.048,344.798,2795.623,2502.583,422.241,0,5290.11,0,5821.671,24236.865,4906.323,1223.353,140.886,823.594,252.304,42.034,934.566,3324.736,1508.575,191.299,446.965,1445.462,96.015,36.38,707.366,0.436,1010.688,5722.05,56.158,41.935,66.875,54.708,4397.547,1404.62,132.689,17.875,414.788,9.451,16.987,183.902,64.63,0,1954.69,549.127,27.041,2013.395,32.574,3402.007,327.864,639.06,0.66,131.579,1793.57,4348.581,259.382
"2100",34.78,367.359,1663.225,331.446,292.373000000001,1020.857,2057.992,15231.022,23.237,906.465,8230.26999999999,10082.918,285.169,2610.349,978.353,8205.031,88.3080000000001,41.053,1816.758,269.71,170.839,503.416999999999,8616.839,277.163,3766.38300000001,1073.886,213.791,189.229,9.037,18.065,1778.185,175.829,39.958,13489.709,2273.968,3362.535,538.588,10825.286,2007.522,13772.757,9110.73999999999,9335.168,51522.217,33975.231,1553.045,126.26,1472.088,1511.587,314.003,3420.052,522.797,7816.116,1994.386,257.363,92.784,313.842,774.133,119.081,1597.438,3121.949,985.258,7.675,792.38,1693.248,6447.95299999999,46.472,1268.897,57.888,15.916,670.405,1177.304,7507.775,49.171,6537.318,714.392,5844.78,2736.333,4410.315,0,279.186,16.818,0,1.232,12931.95,11.118,4538.977,3558.235,28536.614,196.879,4526.892,929.674,8524.28400000001,1663.354,19.452,1605.345,2363.091,509.368,10226.041,4307.33,1743.16,589.372999999999,6173.877,3050.895,2456.6,2186.848,940.384,25.551,3575.862,0,797.549,0,2044.011,10564.445,378.285,3550.914,1496.472,2188.61,179.953,2419.111,982.632999999999,2496.337,1921.947,1176.704,46.298,68.041,3515.144,951.264999999999,0.154,1403.373,101.626,705.554999999999,1573.747,1963.8,4995.192,13039.175,537.156,37.438,593.343,4057.894,9134.28999999999,6.918,1437.768,71.047,1259.359,4033.922,2140.612,284.218,39.289,2310.158,6295.722,364.799,2370.169,2692.748,422.536,0,4024.74199999999,0,6618.224,24548.355,4736.941,1437.219,148.143,733.075000000001,270.015,44.913,1027.896,3641.622,1832.893,230.681,340.189,1529.837,109.023,44.139,788.997999999999,0.451,1049.327,6976.72999999999,81.0699999999999,62.6769999999999,71.822,60.307,4950.768,1636.321,147.118,19.765,462.882,9.581,18.441,210.735,70.649,0,2236.389,623.442,8.97499999999998,2173.6,33.012,3520.037,338.618,661.724,0.874,137.483,1865.853,4535.832,293.936
