"","50|MEA","30|MEA","50|SAS","30|SAS","30|FSU","10|FSU","10|SAS","67|SAS","148|CPA","13|AFR","57|AFR","38|AFR","6|AFR","161|AFR","0|EEU","14|MEA","93|LAM","139|LAM","100|LAM","137|LAM","76|LAM","84|LAM","75|LAM","111|LAM","155|LAM","31|FSU","22|PAO","21|PAO","19|PAO","20|PAO","18|PAO","91|PAO","149|PAO","48|WEU","39|WEU","39|EEU","48|EEU","96|AFR","158|AFR","95|AFR","8|AFR","7|AFR","53|SAS","65|SAS","24|SAS","24|PAS","28|LAM","106|EEU","106|FSU","42|FSU","51|FSU","32|LAM","9|LAM","152|LAM","101|LAM","99|LAM","125|LAM","113|LAM","46|LAM","29|LAM","73|PAS","53|CPA","107|AFR","80|AFR","78|AFR","109|NAM","52|NAM","81|NAM","103|NAM","36|NAM","126|NAM","90|NAM","63|NAM","142|NAM","17|NAM","153|NAM","47|WEU","119|WEU","67|CPA","54|CPA","77|CPA","118|CPA","105|CPA","159|CPA","70|CPA","88|CPA","62|CPA","61|CPA","60|CPA","162|CPA","11|CPA","35|CPA","98|CPA","123|CPA","37|LAM","83|LAM","108|LAM","82|AFR","33|LAM","85|WEU","41|WEU","121|AFR","5|AFR","145|WEU","4|MEA","3|MEA","3|AFR","87|MEA","95|MEA","78|MEA","134|LAM","116|LAM","96|MEA","5|MEA","85|MEA","120|MEA","40|MEA","4|WEU","45|WEU","86|WEU","130|AFR","127|WEU","51|WEU","127|FSU","140|PAS","49|WEU","68|WEU","128|WEU","25|FSU","26|FSU","129|AFR","0|WEU","144|PAS","114|PAS","72|PAS","143|PAS","110|PAS","69|PAS","124|SAS","66|SAS","12|SAS","70|PAS","70|SAS","31|MEA","151|MEA","34|MEA","115|MEA","64|WEU","150|WEU","71|PAO","154|FSU","146|FSU","105|FSU","77|FSU","54|FSU","1|AFR","148|FSU","59|CPA","156|CPA","98|PAS","141|SAS","39|FSU","43|FSU","27|LAM","97|LAM","122|LAM","59|PAS","88|PAS","160|CPA","2|AFR","135|AFR","4|AFR","92|AFR","94|PAO","115|SAS","15|SAS","117|PAS","112|PAS","133|PAS","28|NAM","132|FSU","157|FSU","44|FSU","23|FSU","74|FSU","160|FSU","131|FSU","79|FSU","11|FSU","123|FSU","71|FSU","26|WEU","151|WEU","31|WEU","147|PAS","104|NAM","27|NAM","55|NAM","97|NAM","33|NAM","122|NAM","56|NAM","58|NAM","136|AFR"
"2010",72.976,147.802,180.175,26.907,306.494,1427.288,122.292,3482.779,298.654,33.147,135.263,251.593,57.443,171.888,509.706,463.395,74.691,22.177,93.306,44.026,51.989,51.036,528.52,84.541,274.435,815.909,40.73,22.533,10.587,13.539,169.04,99.2,10.018,1413.379,326.72,1804.163,130.67,896.01,72.638,398.204,111.233,201.78,13824.819,11183.596,400.649,54.752,1061.744,1018.798,104.134,747.61,111.661,1215.227,785.217,138.342,45.427,102.537,159.749,73.134,77.22,632.823,673.865,66.003,229.154,262.033,176.798,21.137,114.92,43.097,14.477,240.074,208.674,3490.611,37.474,1130.282,189.386,822.335,379.897,1301.534,7.89,351.97,61.681,3.358,15.452,8766.474,195.881,1282.12,2553.294,6481.274,201.548,1741.737,1775.974,2619.739,1106.522,46.134,261.259,374.155,206.673,224.027,1051.987,255.649,127.672,172.458,37.617,120.016,300.794,571.4,26.321,317.902,0.837,40.216,0.451,133.642,2803.076,245.574,299.83,415.476,248.456,12.744,636.432,270.522,70.238,138.901,46.334,35.224,11.326,1222.277,206.211,1.513,350.876,105.749,98.664,358.781,1521.857,651.694,2751.845,552.538,55.596,107.258,2333.657,1951.333,10.286,202.029,20.593,357.447,768.105,768.768,357.41,4.684,418.394,4375.382,188.051,1166.61,854.537,108.676,3.109,330.763,1.281,1261.08,3225.645,1098.243,344.49,72.6,210.403,93.267,17.29,213.361,623.802,699.667,10.647,36.348,504.737,41.071,6.398,53.272,22.877,67.907,2416.241,3.455,1.124,5.845,35.579,1180.412,507.887,127.255,3.468,168.245,0.048,58.866,135.611,13.304,0.909,822.699,283.236,71.12,805.976,25.417,243.384,87.718,154.868,6.613,59.629,545.206,1524.852,13.056
"2020",81.897,149.772,259.023,42.795,339.898,1605.778,183.052,4109.2,414.148,90.085,248.906,580.238,79.391,319.198,451.23,552.046,87.588,28.475,93.243,48.635,53.66,42.324,487.309,74.847,228.601,734.45,42.442,22.378,12.306,15.269,150.787,100.313,10.723,1347.522,307.675,1595.419,119.026,1695.491,192.673,1071.448,253.063,480.087,16091.741,14014.549,455.421,93.077,843.212,912.427,95.133,706.243,108.2,1203.308,854.275,140.683,47.372,85.239,154.725,72.773,62.671,550.088,842.224,83.564,261.952,264.801,421.791,20.24,92.667,40.017,14.285,221.186,203.667,3238.472,37.734,989.462,201.036,598.736,338.036,1169.195,9.168,499.211,81.956,4.201,21.192,10345.628,267.871,1554.997,3246.645,7473.133,269.922,1948.741,2447.814,2624.226,1572.606,63.516,327.058,403.365,199.638,294.222,1018.265,243.175,142.119,410.106,71.282,108.663,312.627,678.011,39.83,308.727,1.149,58.776,0.611,141.617,3183.267,297.408,378.726,457.93,299.036,8.209,561.065,254.507,156.083,122.71,41.119,33.403,15.548,1088.614,192.601,1.213,256.578,98.868,131.498,300.02,1929.088,677.978,2911.03,691.876,71.325,182.107,2999.482,2400.748,13.353,390.25,24.973,326.689,873.061,784.75,326.625,2.277,379.61,3739.079,199.835,1203.168,849.61,90.312,2.938,661.003,1.554,1391.882,3453.492,972.118,495.732,60.405,199.55,104.683,19.195,187.054,640.79,766.147,10.111,67.281,578.298,51.981,7.583,51.177,29.991,85.116,2733.665,13.839,4.515,0.845,27.951,1065.425,479.218,123.178,3.42,161.403,0.025,53.147,130.274,12.723,0.906,946.008,306.347,86.669,699.994,25.307,207.532,81.3,144.455,6.057,52.617,502.652,1362.582,16.175
"2030",92.766,149.683,370.179,65.917,353.721,1808.465,238.108,4712.439,445.548,105.769,289.682,958.632,89.04,518.59,401.963,583.677,84.426,30.247,83.049,30.961,43.972,35.404,450.381,61.122,204.184,646.689,37.733,21.108,12.719,16.261,131.304,99.034,11.432,1179.203,266.81,1412.624,105.911,2601.462,306.95,1752.479,363.232,729.822,17137.972,16336.319,534.728,115.699,798.14,792.859,78.664,634.937,97.444,1215.041,868.328,143.647,49.352,76.924,150.068,74.052,53.498,485.814,972.142,87.36,268.945,249.845,606.568,18.508,75.984,38.155,13.859,201.213,187.848,2922.591,36.496,836.763,184.64,449.371,291.288,1012.558,9.959,553.043,84.286,4.069,22.145,9142.196,275.482,1698.027,3187.823,7256.417,286.078,1628.342,2701.592,2280.501,1800.919,69.075,316.291,382.727,179.51,506.027,984.709,244.3,133.794,651.062,111.272,95.025,341.309,760.904,56.476,264.457,1.242,80.932,0.643,138.6,3528.123,341.591,460.958,586.629,348.49,7.282,492.356,229.088,243.865,109.371,35.423,31.326,17.944,925.49,175.874,1.112,174.307,86.005,170.951,263.887,2214.275,673.784,2811.656,801.348,83.634,234.67,3673.264,2717.359,16.269,477.223,28.628,268.939,913.268,824.399,308.568,1.72,334.504,3126.543,208.173,1182.124,798.287,77.555,2.63,1009.516,1.807,1463.308,3590.731,819.057,592.386,52.109,177.315,119.696,21.628,200.384,663.362,781.649,8.233,91.748,604.195,67.489,9.167,47.267,38.912,106.971,3089.117,22.734,7.428,0.492,26.611,927.949,444.727,114.941,3.434,147.25,0.025,43.921,117.585,10.802,0.942,968.879,285.166,96.384,585.197,22.33,174.839,74.056,132.181,5.738,48.622,461.917,1135.856,16.227
"2040",103.078,144.425,515.248,88.501,341.432,1913.171,312.836,5131.75,453.399,113.023,350.063,1859.377,92.52,770.843,361.251,593.196,74.966,29.338,66.531,26.228,38.215,27.163,419.052,46.644,176.386,570.671,34.729,19.346,13.014,12.683,111.122,94.115,12.485,1035.003,234.895,1234.784,86.911,3606.626,418.605,2589.88,446.5,962.895,16815.944,17911.95,574.303,130.101,736.503,678.062,64.352,558.74,87.3,1228.741,859.805,144.816,48.625,69.855,145.127,69.636,43.936,413.736,1034.794,87.288,265.592,234.163,801.393,16.485,62.451,35.778,12.646,180.923,173.247,2557.427,32.902,664.392,171.585,340.788,255.521,872.283,10.381,552.673,79.886,3.164,21.662,7444.294,262.714,1711.571,2909.577,6447.834,280.91,1287.257,2758.116,1861.045,1772.703,69.691,295.545,357.982,167.29,746.549,931.2,217.495,124.358,906.882,168.054,83.409,334.346,816.992,76.904,219.058,1.537,76.78,0.652,126.087,3778.849,388.76,518.013,716.905,388.373,6.549,426.912,200.674,352.237,98.52,29.961,28.462,19.924,816.472,163.283,1.024,122.56,73.306,221.735,238.696,2352.746,626.863,2538.43,840.552,91.181,283.25,4238.917,2875.263,18.667,508.191,29.924,235.932,948.139,813.832,290.516,1.41,299.107,2559.38,201.696,1043.685,727.115,70.542,2.246,1383.87,1.985,1418.113,3358.587,646.312,650.659,43.004,151.07,107.789,9.326,215.594,654.941,741.632,5.545,124.259,604.7,77.183,10.539,43.87,49.027,124.165,3363.192,33.231,5.946,0.323,25.847,780.349,365.072,104.03,3.422,128.666,0.025,38.609,104.35,9.841,1.008,941.477,258.947,100.988,492.553,20.867,151.064,65.966,120.933,5.335,45.155,425.273,916.251,16.583
"2050",111.039,111.567,667.972,117.981,323.176,1819.152,400.403,5393.339,434.934,129.812,406.855,2887.69,100.93,1053.004,322.568,579.922,70.141,16.06,50.941,16.461,35.306,20.252,391.254,34.324,160.763,505.952,35.325,19.908,14.058,12.435,87.241,84.27,12.394,889.245,207.258,1071.809,71.775,4622.296,543.874,3443.969,574.332,1144.314,15608.349,18414.424,594.061,136.68,668.867,576.885,52.696,478.203,72.5,1206.756,826.576,144.132,34.227,65.457,130.359,66.64,37.318,364.067,1036.324,85.226,258.206,227.878,1078.631,14.818,53.742,33.87,11.957,161.862,165.615,2207.359,27.915,516.565,151.077,258.984,221.808,740.283,10.522,518.559,72.867,2.833,20.194,5916.22,239.205,1651.481,2526.39,5462.183,248.675,1043.657,2717.603,1460.251,1681.195,49.586,277.856,317.121,163.223,982.774,873.528,213.673,119.895,1110.405,234.481,74.661,317.07,843.156,99.942,184.094,1.603,68.534,0.673,115.077,3941.105,429.132,516.39,820.087,418.08,6.018,367.075,181.573,476.771,90.386,25.794,26.218,21.577,736.783,151.707,0.964,98.799,61.395,267.505,217.786,2350.89,580.207,2199.909,847.883,93.537,322.929,4611.178,2948.963,20.48,507.58,23.781,182.282,970.091,831.408,288.191,1.354,262.541,2085.72,195.645,939.563,643.908,64.236,1.954,1796.124,2.05,1294.476,2971.084,490.635,667.538,34.344,127.473,103.717,4.444,220.132,616.946,652.384,4.038,161.452,578.909,91.904,11.488,40.513,59.37,143.884,3579.148,42.361,3.4,0.226,23.993,635.474,282.558,93.301,3.199,114.833,0.024,34.829,94.022,7.836,1.009,819.466,261.279,103.762,399.155,18.97,131.362,59.712,110.437,4.999,41.729,368.032,724.711,16.799
"2060",116.177,82.546,826.889,156.178,300.414,1668.23,460.716,5262.801,391.517,152.042,437.427,3799.563,110.787,1322.615,291.409,553.029,67.071,12.675,36.786,15.195,33.779,15.596,349.93,16.61,139.56,446.629,32.991,17.601,14.325,11.775,70.98,74.736,11.234,759.948,169.133,925.231,60.568,5506.795,641.533,4343.453,695.776,1279.814,14437.652,17884.498,590.901,136.735,595.347,487.239,42.508,408.858,67.036,1166.002,770.273,139.759,31.815,59.144,120.963,61.139,30.898,325.102,989.624,82.13,249.662,219.555,1336.955,13.375,46.135,31.624,10.898,142.911,153.055,1872.329,21.543,391.134,130.481,188.249,190.909,625.76,10.2,465.728,65.409,2.423,18.196,4632.046,214.316,1490.943,2135.181,4558.223,214.613,833.387,2403.498,1086.553,1467.546,43.293,257.226,268.609,146.74,1175.424,729.267,183.987,114.917,1290.067,310.849,67.07,292.252,833.045,125.102,166.169,1.701,86.442,0.712,105.973,4046.549,443.018,488.285,891.387,435.272,5.208,313.577,161.682,601.666,84.074,22.486,24.704,22.279,674.632,141.736,0.928,82.65,50.608,313.289,196.447,2234.762,528.013,1870.107,815.353,95.623,346.91,4861.743,2948.765,19.786,487.039,21.028,146.897,989.326,791.74,268.894,1.267,223.501,1694.146,183.069,820.788,566.694,58.044,1.718,2176.6,2.017,1118.904,2530.37,358.787,653.646,26.821,112.493,104.722,2.84,207.813,568.439,528.197,3.363,189.406,544.643,103.785,12.01,37.56,68.641,162.612,3653.189,49.609,1.777,0.165,22.523,518.013,216.052,86.334,2.821,100.294,0.023,31.757,83.76,6.914,0.919,707.7,254.007,103.106,330.452,16.99,112.712,53.289,100.785,4.65,38.071,327.45,573.45,16.741
"2070",119.589,75.165,939.341,194.836,276.285,1544.769,511.001,4951.144,345.811,160.865,468.538,4562.807,120.14,1571.003,260.964,506.951,61.441,10.678,26.14,12.235,29.281,12.73,311.705,8.34,124.026,405.064,30.511,15.612,14.204,11.176,59.028,60.873,10.107,661.503,144.607,789.943,51.366,6187.217,738.19,5111.41,802.118,1350.897,13085.84,16639.445,591.454,131.004,524.359,420.524,36.029,340.485,61.858,1066.395,707.614,135.087,23.616,53.25,106.968,56.494,25.702,280.905,910.946,77.557,237.112,209.268,1602.55,10.306,38.207,29.925,10.075,126.697,141.123,1565.558,18.602,295.054,105.326,137.903,161.492,521.395,9.585,413.334,57.874,2.055,16.211,3619.144,189.596,1314.964,1821.253,3746.756,175.067,682.842,2126.286,816.041,1188.912,38.415,230.226,235.508,133.747,1301.224,638.893,154.735,103.588,1363.448,385.823,59.508,265.568,815.703,140.361,143.985,1.842,23.25,0.734,92.119,4024.174,441.618,457.524,941.599,436.645,4.545,267.568,140.232,698.347,77.735,19.432,22.593,22.296,618.545,129.943,0.904,74.208,42.155,346.936,173.066,2022.137,466.582,1589.935,766.52,94.346,359.993,4780.719,2800.804,20.709,456.146,19.65,126.929,993.875,686.694,257.677,1.338,189.34,1361.019,174.41,683.215,508.776,52.682,1.48,2486.119,1.944,941.744,2146.396,255.776,618.321,21.252,98.623,104.13,2.216,192.922,510.092,426.309,2.965,201.473,504.183,114.465,12.13,35.317,76.681,173.174,3640.656,47.327,1.684,0.119,20.37,411.448,162.439,77.697,1.991,89.261,0.022,25.79,71.424,6.068,0.818,612.144,222.123,101.089,300.154,15.329,96.147,48.338,91.875,4.289,33.3,278.107,446.096,16.379
"2080",121.07,50.084,1039.732,213.54,214.674,1413.532,557.657,4603.726,304.331,163.768,479.111,5100.914,129.085,1753.274,232.008,473.123,42.919,9.368,17.911,10.323,24.862,8.39,287.305,6.146,111.045,361.614,28.075,12.726,13.579,10.971,48.269,48.422,7.66,559.158,121.736,676.779,41.917,6578.444,810.974,5700.088,877.39,1370.501,11538.807,15025.051,562.257,127.059,462.135,356.011,30.075,284.829,52.643,961.399,652.527,123.703,20.768,42.976,97.574,51.692,22.579,232.599,809.341,71.689,226.613,199.027,1851.456,9.219,32.556,27.571,9.44,112.037,129.038,1300.211,16.1,218.376,84.187,102.014,139.055,430.58,8.559,364.316,50.86,1.703,14.231,2754.102,166.761,1148.932,1521.58,3095.974,101.502,554.761,1827.843,660.242,1035.428,33.642,202.647,202.412,123.108,1359.417,559.083,143.914,95.128,1439.656,462.31,52.161,238.182,808.243,143.583,103.235,2.037,24.834,0.722,76.71,3908.076,436.434,438.23,954.197,433.109,3.605,225.346,120.682,798.577,71.807,16.561,20.614,21.172,534.229,114.794,0.864,64.552,35.18,382.847,155.549,1793.727,411.143,1340.358,716.883,94.267,355.649,4523.329,2502.784,23.056,419.549,17.658,89.838,981.142,627.591,240.277,1.231,159.464,1094.476,159.644,585.34,441.522,50.423,1.339,2633.886,1.837,811.857,1746.539,178.412,565.223,16.621,85.028,102.359,1.515,181.928,439.25,344.844,2.575,197.612,455.021,123.179,10.565,32.412,84.272,187.494,3550.806,49.383,1.702,0.087,18.756,318.136,121.125,70.056,1.953,82.019,0.022,24.312,64.967,5.581,0.74,524.632,185.09,79.725,263.884,13.159,82.068,43.315,81.405,3.947,28.719,226.414,340.075,15.655
"2090",112.324,38.514,1082.209,245.842,194.691,1265.637,584.161,4154.742,272.347,159.855,438.109,5371.504,133.421,1826.82,205.251,431.718,35.642,8.116,11.598,8.998,18.64,5.71,256.025,4.786,94.402,325.002,23.277,11.678,13.057,10.546,38.383,38.866,4.661,462.149,101.52,583.359,33.033,6646.034,835.521,6155.496,911.876,1363.635,10059.722,13094.299,512.344,119.791,409.228,297.283,23.863,231.343,45.926,880.056,592.876,115.799,18.918,38.502,90.119,46.782,17.704,202.267,714.377,65.242,211.624,188.496,2001.14,8.166,27.945,24.886,8.086,99.956,115.423,1066.117,13.041,161.71,64.66,74.327,121.575,353.347,7.371,324.978,44.471,1.487,12.651,2161.222,146.687,988.798,1286.132,2538.019,74.089,456.436,1551.606,513.965,862.965,29.206,174.27,161.169,112.078,1354.159,472.319,132.727,81.428,1461.842,532.783,45.364,215.692,764.17,147.782,91.113,1.835,25.815,0.676,65.403,3639.603,405.235,414.755,935.741,424.711,2.438,188.347,104.174,880.827,66.032,13.949,18.621,20.559,480.052,102.386,0.831,57.987,29.945,414.679,136.905,1584.919,347.807,1131.196,662.172,91.05,339.894,4114.038,2201.921,25.626,387.481,16.521,70.741,944.655,554.528,204.847,1.176,133.521,874.123,144.162,500.729,382.572,47.19,1.226,2790.16,1.718,661.825,1413.289,123.625,518.579,13.796,70.942,100.451,1.332,164.297,380.024,271.48,2.364,201.398,408.021,130.63,9.671,29.674,92.011,206.19,3409.24,51.106,1.117,0.068,17.146,240.181,92.818,64.258,1.809,74.327,0.021,22.191,58.191,5.046,0.668,434.981,154.048,69.042,228.099,11.198,67.306,37.158,71.888,3.638,25.026,190.016,254.948,14.493
"2100",129.825,53.022,1276.697,310.81,203.898,1174.386,661.856,4016.173,208.693,187.334,561.871,6852.539,148.199,2316.167,169.629,368.717,44.5510000000001,4.687,0,3.355,15.787,4.13200000000002,197.03,0,77.4240000000001,280.369,23.071,9.64500000000001,13.841,9.379,23.172,19.284,6.72600000000001,366.168000000001,71.0290000000002,384.078999999999,23.76,8228.48299999999,1028.161,7415.281,1121.144,1564.146,9030.404,12904.286,593.113,113.811,311.395000000001,220.379,16.592,135.366,46.324,767.574000000001,519.637,121.071,0,35.568,64.983,42.559,10.114,148.314,674.912,63.838,199.462,178.407,2399.335,1.099,14.423,24.828,7.606,78.055,105.327,645.245000000001,9.77900000000002,6.81400000000002,29.8610000000001,0,73.241,208.3,7.74,256.152,35.269,0.951000000000003,10.256,580.438000000005,115.436,787.027,879.469000000001,1312.355,56.4290000000003,231.207000000001,1294.65,4.50500000000056,353.010000000001,23.781,149.226,136.205,94.7680000000001,1678.624,367.771,66.9790000000002,69.6010000000001,1583.591,610.745,36.8220000000001,185.516,763.677,186.138,77.433,2.265,0,0.8,50.5570000000001,3957.049,437.418,365.241,1092.235,440.764,2.556,129.541,75.8820000000001,988.389999999999,58.718,10.27,16.26,22.347,450.284,94.5640000000002,0.832,48.882,16.796,447.877,102.923,1384.262,282.289,749.419000000001,620.021,90.515,399.242,4537.647,2356.921,23.478,363.467,15.516,67.0250000000002,1007.522,371.556,224.026,1.551,86.8570000000001,361.638000000001,148.433,270.496000000001,335.022000000001,36.596,0.765999999999999,3414.676,1.725,410.264000000001,994.474000000003,0,512.346000000001,4.54500000000001,57.013,102.354,0.344000000000001,148.249,335.051,120.645000000001,1.771,237.674,382.803,146.505,12.49,28.588,100.801,204.86,3603.057,40.481,1.405,0,13.911,91.7530000000002,1.60000000000008,51.7860000000001,0,56.162,0.019,7.88899999999999,34.416,3.53,0.514999999999999,325.475999999999,126.471,95.038,209.26,10.346,46.4520000000001,33.485,65.1450000000001,3.206,18.987,130.078,64.0340000000009,15.293
