"","50|MEA","30|MEA","50|SAS","30|SAS","30|FSU","10|FSU","10|SAS","67|SAS","148|CPA","13|AFR","57|AFR","38|AFR","6|AFR","161|AFR","0|EEU","14|MEA","93|LAM","139|LAM","100|LAM","137|LAM","76|LAM","84|LAM","75|LAM","111|LAM","155|LAM","31|FSU","22|PAO","21|PAO","19|PAO","20|PAO","18|PAO","91|PAO","149|PAO","48|WEU","39|WEU","39|EEU","48|EEU","96|AFR","158|AFR","95|AFR","8|AFR","7|AFR","53|SAS","65|SAS","24|SAS","24|PAS","28|LAM","106|EEU","106|FSU","42|FSU","51|FSU","32|LAM","9|LAM","152|LAM","101|LAM","99|LAM","125|LAM","113|LAM","46|LAM","29|LAM","73|PAS","53|CPA","107|AFR","80|AFR","78|AFR","109|NAM","52|NAM","81|NAM","103|NAM","36|NAM","126|NAM","90|NAM","63|NAM","142|NAM","17|NAM","153|NAM","47|WEU","119|WEU","67|CPA","54|CPA","77|CPA","118|CPA","105|CPA","159|CPA","70|CPA","88|CPA","62|CPA","61|CPA","60|CPA","162|CPA","11|CPA","35|CPA","98|CPA","123|CPA","37|LAM","83|LAM","108|LAM","82|AFR","33|LAM","85|WEU","41|WEU","121|AFR","5|AFR","145|WEU","4|MEA","3|MEA","3|AFR","87|MEA","95|MEA","78|MEA","134|LAM","116|LAM","96|MEA","5|MEA","85|MEA","120|MEA","40|MEA","4|WEU","45|WEU","86|WEU","130|AFR","127|WEU","51|WEU","127|FSU","140|PAS","49|WEU","68|WEU","128|WEU","25|FSU","26|FSU","129|AFR","0|WEU","144|PAS","114|PAS","72|PAS","143|PAS","110|PAS","69|PAS","124|SAS","66|SAS","12|SAS","70|PAS","70|SAS","31|MEA","151|MEA","34|MEA","115|MEA","64|WEU","150|WEU","71|PAO","154|FSU","146|FSU","105|FSU","77|FSU","54|FSU","1|AFR","148|FSU","59|CPA","156|CPA","98|PAS","141|SAS","39|FSU","43|FSU","27|LAM","97|LAM","122|LAM","59|PAS","88|PAS","160|CPA","2|AFR","135|AFR","4|AFR","92|AFR","94|PAO","115|SAS","15|SAS","117|PAS","112|PAS","133|PAS","28|NAM","132|FSU","157|FSU","44|FSU","23|FSU","74|FSU","160|FSU","131|FSU","79|FSU","11|FSU","123|FSU","71|FSU","26|WEU","151|WEU","31|WEU","147|PAS","104|NAM","27|NAM","55|NAM","97|NAM","33|NAM","122|NAM","56|NAM","58|NAM","136|AFR"
"2010",38.448,377.841,95.679,15.609,1497.125,1353.314,25.095,1458.796,22.851,161.498,1324.02,505.501,66.469,249.757,2315.012,2722.023,161.547,42.836,2928.267,501.67,130.7,975.489,14269.627,473.713,5955.617,1502.553,385.55,280.939,14.242,23.019,2633.559,142.832,53.071,15804.884,3464.54,4533.561,518.112,481.474,120.267,511.474,625.163,680.178,8797.28,6721.032,706.054,23.285,3243.222,2504.997,354.908,2340.052,705.265,7633.081,1557.967,390.416,104.398,425.087,1138.896,142.773,2695.239,4268.92,435.626,5.404,599.945,1301.063,333.474,77.894,1677.809,51.268,12.338,1065.548,1254.251,14392.151,26.477,8553.412,698.825,12404.572,3131.632,5682.406,0,300.455,31.272,0,0.225,14902.015,17.355,1710.693,5007.082,22756.862,137.159,6303.732,1314.343,13618.343,2253.156,8.655,1464.011,2108.912,607.213,503.902,3603.385,1707.067,680.959,388.55,65.343,1602.042,841.031,636.205,5.926,2013.753,0,22.463,0,3428.361,6617.332,73.338,1687.83,495.299,674.153,209.572,2041.473,1294.051,21.478,1575.023,815.954,63.343,15.472,5554.018,841.509,0,1169.085,106.484,44.448,1812.359,594.682,3702.566,4308.476,157.708,14.952,25.806,595.628,2624.271,0,646.33,13.406,1395.423,1585.389,2346.664,195.207,69.136,3202.579,17501.062,379.678,1548.76,2680.282,184.93,0,321.911,0,1970.56,14379.036,8895.569,243.236,105.951,818.388,370.606,47.238,1143.777,2226.246,330.323,54.543,68.874,1053.796,82.382,23.005,659.506,0.084,200.377,2906.946,0.011,0,674.013,83.098,5836.509,1406.303,200.978,27.759,580.839,26.876,19.855,261.84,112.242,0,1738.189,455.327,4.96,3768.734,59.116,6565.705,571.444,1113.774,0.748,239.04,4041.514,8957.736,286.777
"2020",44.726,435.099,137.69,22.744,2760.895,2262.274,48.691,2329.025,28.048,406.17,1860.713,2553.53,115.527,480.858,2705.68,4649.791,197.195,55.331,3673.989,575.412,199.445,1143.214,17098.049,606.598,7300.791,1877.868,446.528,340.199,16.647,27.789,3095.872,180.559,67.813,17312,3575.144,5131.561,599.349,985.573,242.118,911.071,1307.621,1360.046,18012.975,11808.501,1225.107,49.534,3299.597,2927.385,422.241,2780.004,808.683,9249.027,2158.006,479.099,142.744,562.555,1401.34,183.067,3259.006,4881.687,589.364,7.121,767.297,1720.926,776.406,87.27,1890.112,61.32,15.31,1194.374,1436.654,16160.111,33.401,9730.073,804.703,13921.718,3454.48,5853.827,0,382.207,38.784,0,0.399,20957.449,21.001,2742.078,6624.551,37175.746,187.83,8585.361,1697.107,18978.201,2841.474,10.975,1929.495,2841.544,714.623,717.341,4464.77,2161.146,777.952,752.017,114.849,1857.17,1179.754,855.933,7.837,2571.672,0,42.489,0,4715.386,9933.305,164.315,2171.355,762.331,954.293,243.07,2351.586,1324.962,64.505,1808.549,911.603,75.313,24.518,6531.3,978.051,0.536,1468.385,150.052,93.857,2264.281,847.009,4912.4,6554.226,233.26,19.382,53.062,1024.341,4368.519,0,1059.822,24.565,1615.982,2584.635,2677.033,291.979,75.088,3234.158,17907.008,472.765,2308.556,3277.489,327.326,0,620.396,0,3190.998,21744.26,10422.893,432.466,150.282,1065.624,424.645,53.545,1400.681,2952.122,554.065,105.906,136.826,1365.576,109.673,27.798,760.8,0.102,240.005,4814.759,0.02,0,614.307,107.946,6796.021,1690.595,231.628,32.148,663.993,27.707,26.071,296.643,124.253,0,2214.776,600.607,5.988,4476.576,66.901,7353.886,644.687,1257.885,1.268,271.236,4435.397,10462.813,354.701
"2030",53.012,515.819,187.67,31.308,2805.305,2653.689,141.852,3465.376,31.032,586.984,2618.862,5599.256,165.956,826.379,2971.926,6567.619,211.123,58.765,3910.834,615.785,259.962,1178.877,18863.941,698.073,8306.31,2160.283,502.413,385.304,19.219,32.31,3520.972,224.665,78.853,18178.424,3511.984,5634.459,668.977,1909.017,433.535,1647.71,2090.277,2392.142,28578.697,16780.911,1692.893,81.09,3555.612,3200.875,485.297,3242.772,899.238,11057.993,2598.129,551.501,177.158,660.297,1606.103,215.072,3666.157,5560.876,746.637,8.398,943.194,2134.647,1380.089,94.198,2029.723,70.044,16.896,1291.514,1585.797,17875.408,38.443,10709.84,906.708,15092.795,3783.122,6051.181,0,431.477,41.059,0,0.724,24521.765,22.372,3727.948,7416.183,48963.41,229.226,9881.141,1878.617,21756.097,3274.984,12.174,2355.356,3328.258,843.348,1258.338,5405.31,2487.352,818.007,1221.469,197.677,2049.383,1547.048,1178.281,10.727,3272.827,0,69.005,0,5300.218,14916.721,333.898,2767.62,1172.771,1330.59,263.58,2655.696,1385.489,139.088,1937.245,976.213,85.992,34.442,7053.322,1084.963,0.523,1770.463,177.314,156.364,2637.256,1146.018,6022.248,8985.109,307.954,24.096,86.454,1390.793,5978.001,0,1450.657,34.82,1937.939,3532.941,3114.304,394.2,80.078,3301.555,17848.457,567.823,3361.172,3866.037,477.56,0,1060.334,0,4455.372,27144.174,11545.69,643.559,188.525,1369.79,474.099,58.607,1606.337,3709.801,941.44,154.433,222.115,1694.455,140.48,32.831,831.525,0.133,311.563,6508.449,0.025,0,575.716,126.174,7561.573,1999.86,259.605,35.725,724.194,27.923,35.673,321.773,135.064,0,2630.368,750.575,6.79,4741.968,74.536,7955.793,699.206,1365.819,1.338,299.028,4882.341,11572.872,436.196
"2040",63.541,611.532,266.861,64.47,2519.132,2893.868,266.149,5396.591,32.668,747.835,3579.899,8870.913,222.454,1334.768,2829.708,8406.994,226.917,63.303,3944.232,615.5,275.456,1182.988,19440.3,762.938,8669.511,2299.039,566.076,433.466,21.13,40.769,3886.174,262.336,88.757,19132.033,3470.703,5903.196,754.196,3309.739,735.624,2840.431,3191.384,3718.026,46927.393,26126.515,2153.72,105.581,3736.961,3349.918,521.118,3612.608,940.656,12725.641,2800.847,573.015,182.686,695.012,1669.769,236.61,3783.719,6287.236,925.055,9.686,1094.779,2483.368,2264.227,99.373,2150.554,77.913,19.82,1363.212,1711.008,18912.346,47.003,11489.455,995.785,15750.257,4071.902,6217.423,0,471.947,42.487,0,0.938,27321.4,23.671,4607.921,7949.715,54212.371,293.025,10829.235,2080.121,22949.458,3596.975,13.1,2732.507,3866.583,955.068,2141.808,6291.096,2801.938,879.399,1924.617,327.999,2228.939,1945.335,1385.066,14.043,3877.161,0,164.673,0,5179.158,18357.927,432.318,3359.157,1668.609,1747.245,281.024,2898.51,1457.629,244.733,2037.07,1037.988,90.474,46.225,7633.972,1186.799,0.516,1969.826,189.701,227.86,2895.901,1477.816,6963.384,11528.328,424.185,30.38,126.383,2184.428,9165.77,0,1736.499,56.096,2265.595,4500.051,3646.971,503.283,85.764,3348.131,17175.576,642.59,4437.244,4264.885,559.578,0,1678.14,0,5361.099,31072.723,11930.003,853.077,210.603,1558.817,548.444,82.274,1798.492,4141.308,1292.69,202.078,336.913,2001.676,182.272,38.404,895.165,0.175,411.66,8329.686,0.033,8.031,526.169,132.338,8108.699,2243.294,271.95,38.385,767.863,27.173,37.016,343.63,140.826,0,3012.565,880.49,9.581,4810.688,78.317,8314.677,737.089,1446.931,1.484,321.189,5236.285,12157.576,507.135
"2050",73.687,731.021,429.767,107.7,2128.723,3295.63,449.782,7123.896,32.919,973.736,4830.932,12429.863,286.237,2041.522,2627.711,10071.881,225.923,85.092,3934.137,617.973,282.373,1159.861,19435.272,785.925,8645.104,2340.152,617.98,469.346,22.858,46.875,4181.787,297.688,94.006,19985.242,3423.285,5950.801,808.446,5353.264,1122.44,4859.368,4597.226,5408.452,54907.67,29675.769,2581.639,129.446,3877.969,3373.518,525.394,3864,950.029,14266.944,2991.248,567.693,190.458,688.566,1672.517,239.322,3731.704,7020.623,1125.863,10.278,1212.975,2698.339,3366.808,102.194,2233.561,83.583,21.166,1416.034,1823.559,19652.374,56.847,12101.139,1074.092,16058.782,4288.362,6368.365,0,502.975,41.715,0,1.126,28855.025,24.58,5046.47,8310.067,54447.128,362.226,11324.003,2186.313,23183.927,3663.479,43.501,2957.388,4438.558,1045.258,3510.349,7086.841,3019.622,932.914,3021.36,604.556,2428.238,2299.948,1437.776,17.674,4418.813,0,294.29,0,5023.097,18044.272,452.295,4001.282,2194.374,2197.863,295.736,3101.107,1514.364,403.94,2144.686,1109.879,92.648,59.463,8216.833,1267.419,0.513,2062.576,188.078,328.194,3086.737,1905.49,7616.612,14550.829,562.542,42.836,181.126,2627.525,9896.539,0,1963.148,76.213,2573.867,5394.795,4049.26,579.611,92.672,3393.889,16416.637,653.861,5038.002,4391.768,571.427,0,2440.929,0,5926.657,32670.151,11768.865,1053.114,202.586,1403.434,590.192,92.769,1966.242,4440.877,1607.529,238.167,450.637,2320.519,219.012,45.238,956.383,0.228,533.995,10297.982,3.584,18.659,488.938,130.854,8317.725,2396.141,271.22,38.285,782.505,25.294,36.577,351.94,141.363,0,3436.652,942.039,11.097,4630.982,80.76,8508.652,755.415,1494.862,1.482,334.112,5434.325,12472.176,563.672
"2060",81.88,810.017,660.085,155.14,1774.633,3336.039,780.069,9866.157,51.193,1277.502,6519.446,16234.624,361.223,2882.41,2453.161,11359.704,222.081,92.216,3857.618,607.292,287.208,1137.673,19130.619,789.356,8524.799,2370.644,650.025,511.126,25.166,48.433,4447.634,332.84,102.624,20580.095,3366.166,5884.225,836.259,8157.999,1656.194,7707.697,6605.502,7436.755,66955.83,38133.462,2946.403,151.724,3931.79,3323.542,531.863,4102.13,971.381,15187.729,3197.508,559.113,190.313,678.151,1641.211,241.91,3673.595,7653.795,1316.114,10.707,1312.742,2897.002,4879.324,103.442,2284.592,86.217,22.937,1454.511,1890.168,20077.267,69.107,12474.763,1142.666,16302.263,4478.436,6492.421,0,500.446,39.202,0,1.288,28528.091,24.14,4706.3,8199.254,44011.518,389.899,10966.486,2231.662,22337.728,3547.991,44.219,3092.518,4927.924,1139.726,5436.996,7734.124,3190.547,985.921,4346.165,1052.133,2612.553,2582.969,1554.289,22.265,4901.195,0,396.254,0,4880.927,18383.714,510.088,4662.725,2717.816,2663.86,308.636,3331.683,1559.656,685.085,2296.655,1191.238,94.947,74.831,8775.876,1346.742,0.509,2137.994,181.475,446.806,3223.458,2274.34,8054.085,17111.786,704.022,51.318,283.336,3460.694,11871.498,6.704,2130.102,95.075,2756.18,6210.117,4345.619,641.412,96.604,3456.236,15665.129,655.798,5108.32,4424.242,554.179,0,3427.416,0,5111.316,26128.667,11223.566,1253.978,194.346,1229.447,612.4,96.391,2100.675,4633.219,1889.112,261.098,571.63,2582.118,258.835,53.275,1027.988,0.295,688.069,12478.951,12.069,34.592,442.29,130.395,8502.754,2553.12,275.332,37.861,779.428,23.768,35.222,351.431,138.371,0,3749.998,986.72,13.077,4307.366,84.018,8626.084,767.68,1503.465,1.466,341.215,5667.935,12700.207,588.294
"2070",86.485,838.527,1008.437,216.494,1505.345,3129.502,1207.294,13301.249,48.568,1692.605,8895.702,20078.605,443.022,3610.135,2311.959,12256.618,224.357,93.731,3764.842,592.328,295.832,1108.739,18639.206,773.527,8329.496,2390.77,670.956,539.522,26.316,49.446,4648.41,369.833,107.957,21130.462,3274.223,5774.236,867.182,11631.101,2262.696,11654.59,9764.754,9697.818,72259.564,43572.208,3019.295,172.633,3994.051,3285.1,535.133,4350.883,985.171,15927.424,3378.444,545.344,197.049,666.953,1614.94,240.13,3626.547,8128.321,1454.286,10.846,1387.311,3042.695,7112.622,105.193,2330.382,90.302,24.566,1475.425,1966.498,20302.706,75.187,12844.623,1212.907,16283.296,4641.186,6540.88,0,489.802,36.04,0,1.394,27087.881,22.82,4990.643,7671.185,42644.446,403.787,10230.407,2105.898,20735.106,3488.055,42.278,3238.843,5265.937,1227.547,7613.972,8173.512,3296.707,1060.305,5764.675,1699.945,2819.496,2799.49,1722.439,36.201,5332.102,0,644.741,0,4744.241,19668.182,568.981,5251.997,3256.786,3079.449,318.865,3522.559,1582.296,1238.623,2450.473,1273.001,95.739,90.945,9239.255,1415.541,0.507,2182.423,176.875,633.883,3282.041,2588.353,8304.224,18614.246,792.667,58.564,430.598,4433.271,12946.462,8.709,2244.566,100.137,2841.239,7026.666,4593.938,667.021,99.03,3477.995,14797.892,662.661,4951.253,4488.1,547.626,0,4915.247,0,5731.298,26494.923,10476.728,1435.12,194.261,1200.779,624.676,98.822,2187.979,4726.903,2044.62,279.181,724.56,2783.187,302.313,60.412,1115.759,0.409,946.644,14904.049,45.229,52.968,386.033,130.803,8687.19,2667.23,279.277,38.521,785.828,22.606,34.78,357.74,136.444,0,3955.733,1051.028,14.293,4317.345,84.492,8708.077,781.095,1528.787,1.624,342.714,5692.991,12778.325,614.251
"2080",87.054,863.584,1295.055,300.7,1361.537,3045.224,1504.149,16919.041,43.679,2275.104,11434.948,23562.718,535.248,4371.892,2179.299,12882.968,237.211,91.592,3632.125,567.639,301.892,1065.534,18098.512,742.862,8083.535,2361.661,691.153,543.174,26.696,51.322,4748.995,392.746,111.93,21356.754,3185.703,5571.271,881.041,15751.088,2877.507,14810.901,13206.465,11440.015,72567.782,45605.714,3018.649,180.382,4052.811,3171.903,520.244,4444.582,961.147,16676.057,3506.44,539.83,200.348,662.642,1559.631,236.299,3585.652,8382.561,1560.358,11.072,1441.827,3171.011,9798.494,104.832,2363.116,94.405,25.233,1470.542,2020.951,20341.735,77.658,13043.085,1262.054,16205.982,4763.252,6514.597,0,466.934,32.455,0,1.446,24960.494,20.927,5245.336,7104.98,40440.364,441.265,9332.644,2020.847,18756.444,3213.193,39.425,3365.852,5497.203,1273.391,7708.1,8575.396,3316.858,1081.727,6434.42,2669.377,2952.672,2966.07,1829.133,60.842,5656.91,0,711.704,0,4598.17,21180.983,615.843,5758.599,3978.48,3439.35,323.968,3635.262,1596.389,1869.379,2575.568,1340.89,93.701,104.838,9349.023,1444.015,0.503,2198.169,170.348,700.046,3323.057,2799.5,8343.694,19491.996,849.348,61.148,570.456,5294.768,13180.556,8.262,2287.51,98.039,2858.957,7863.174,4612.406,673.318,102.876,3459.685,13908.42,655.797,4809.615,4476.473,531.561,0,7401.161,0,6111.373,26894.535,9640.676,1571.878,196.088,1201.3,625.484,99.765,2245.709,4728.094,2083.191,287.502,949.2,2954.294,343.61,68.458,1165.475,0.569,1293.505,17138.842,70.895,65.205,332.245,128.338,8619.034,2668.938,272.415,38.222,787.215,21.149,33.839,352.405,133.912,0,4048.593,1090.102,42.841,4193.04,85.556,8609.426,776.119,1516.959,1.574,332.007,5564.15,12872.99,619.306
"2090",96.709,858.391,1320.055,279.553,1199.091,3046.929,1428.475,19166.845,41.528,2889.457,13862.636,26320.5,621.236,5434.169,2051.558,13083.38,225.359,87.855,3472.373,541.348,310.84,1017.073,17508.408,704.503,7784.515,2321.903,693.651,537.453,27.002,50.683,4746.604,399.112,113.459,21217.063,3054.057,5333.475,872.438,20503.066,3484.407,17241.87,16318.364,12920.841,71276.095,46857.651,3134.727,189.369,4072.43,3015.502,496.252,4442.178,925.464,17295.95,3600.876,524.261,197.328,640.135,1490.966,230.449,3556.748,8379.168,1613.718,11.141,1448.224,3213.831,12675.375,102.971,2343.221,96.322,25.993,1443.949,2022.782,20118.295,79.82,13032.402,1291.872,16033.48,4850.813,6455.24,0,455.812,30.568,0,1.444,23566.158,19.874,5518.866,6833.232,38870.615,440.866,8820.005,1995.512,17467.424,3069.233,37.441,3446.949,5646.813,1263.063,5866.878,8927.515,3261.259,1081.091,7230.564,4009.964,3036.786,3082.526,1932.245,79.585,5826.563,0,783.904,0,4438.782,22684.934,688.784,6182.586,4803.239,3722.933,327.196,3712.876,1594.674,2673.521,2662.639,1397.548,91.172,118.525,9556.371,1459.212,0.495,2175.485,163.617,639.76,3294.46,2912.492,8212.78,19975.031,881.087,60.32,685.354,6191.404,13122.923,7.748,2200.152,92.964,2816.556,8693.089,4574.898,688.755,102.6,3418.741,13009.311,651.905,4746.008,4406.128,516.437,0,9941.69,0,6597.858,27060.495,8827.531,1683.822,193.473,1195.998,623.68,98.82,2309.939,4587.625,2081.227,288.691,1152.253,3083.209,374.47,72.056,1204.507,0.713,1611.513,19016.676,94.49,75.283,302.559,124.749,8449.319,2634.584,264.888,36.552,771.401,19.12,32.104,346.352,129.354,0,4090.971,1112.116,54.356,3974.702,84.41,8411.71,761.869,1486.484,1.538,327.721,5537.095,12724.847,612.926
"2100",100.3,924.057,2053.493,400.556,697.481,2509.891,2488.969,23606.525,40.693,2937.914,16024.47,31610.548,688.418999999999,5793.31,1888.353,14947.36,231.185,98.2760000000001,3486.514,547.436,321.704,1021.937,17164.967,726.04,7743.58699999999,2451.148,733.749,624.71,29.766,52.485,5250.738,480.812,123.956,22781.563,2998.394,5444.26899999999,959.951,22050.407,4082.202,23495.269,19242.51,16481.007,88170.766,59888.446,3237.971,235.36,4180.834,3169.774,544.943,5097.14199999999,1026.541,18146.509,3921.252,504.037,217.257,633.359,1536.127,234.79,3485.403,9551.899,1868.802,11.263,1611.018,3479.774,13812.516,110.446,2467.752,102.557,29.453,1538.167,2195.488,20979.023,93.4269999999999,13954.203,1423.63,16226.395,5129.436,6686.257,0,457.87,26.554,0,1.712,22767.251,18.86,5843.672,6086.978,38543.23,445.451,8022.17000000001,1728.606,15927.24,3308.247,36.455,3677.818,6279.976,1491.01,14144.9,9491.676,3615.187,1283.457,10020.205,3643.381,3440.325,3449.053,2226.889,78.0089999999999,6624.823,0,1390.202,0,4334.18300000001,23521.586,745.66,7019.813,4873.69599999999,4326.216,349.552,4095.187,1650.216,2899.237,2911.927,1518.29,98.115,139.287,10629.392,1621.938,0.501,2315.71,163.075,1195.114,3457.79,3530.392,9054.641,23121.626,1058.602,80.302,872.383999999999,7351.00199999999,16171.354,14.724,2587.958,115.323,3096.416,9476.31299999999,5338.895,743.848,106.308,3543.272,12196.181,683.25,4480.05199999999,4679.674,527.967,0,9378.73999999999,0,7591.244,27593.691,8236.21399999999,1978.546,194.006,1114.775,661.504000000001,106.115,2449.891,5007.955,2511.144,333.43,1183.35,3386.394,432.747,81.823,1379.072,0.750999999999999,1722.369,22179.343,144.709,108.096,217.262,132.027,9240.498,3009.56,291.112,40.501,805.028,19.12,33.454,376.667,130.663,0,4572.938,1243.952,17.941,4347.282,85.9140000000001,8954.056,821.339999999999,1604.753,2.098,347.211,5768.159,13012.679,692.122
