"","50|MEA","30|MEA","50|SAS","30|SAS","30|FSU","10|FSU","10|SAS","67|SAS","148|CPA","13|AFR","57|AFR","38|AFR","6|AFR","161|AFR","0|EEU","14|MEA","93|LAM","139|LAM","100|LAM","137|LAM","76|LAM","84|LAM","75|LAM","111|LAM","155|LAM","31|FSU","22|PAO","21|PAO","19|PAO","20|PAO","18|PAO","91|PAO","149|PAO","48|WEU","39|WEU","39|EEU","48|EEU","96|AFR","158|AFR","95|AFR","8|AFR","7|AFR","53|SAS","65|SAS","24|SAS","24|PAS","28|LAM","106|EEU","106|FSU","42|FSU","51|FSU","32|LAM","9|LAM","152|LAM","101|LAM","99|LAM","125|LAM","113|LAM","46|LAM","29|LAM","73|PAS","53|CPA","107|AFR","80|AFR","78|AFR","109|NAM","52|NAM","81|NAM","103|NAM","36|NAM","126|NAM","90|NAM","63|NAM","142|NAM","17|NAM","153|NAM","47|WEU","119|WEU","67|CPA","54|CPA","77|CPA","118|CPA","105|CPA","159|CPA","70|CPA","88|CPA","62|CPA","61|CPA","60|CPA","162|CPA","11|CPA","35|CPA","98|CPA","123|CPA","37|LAM","83|LAM","108|LAM","82|AFR","33|LAM","85|WEU","41|WEU","121|AFR","5|AFR","145|WEU","4|MEA","3|MEA","3|AFR","87|MEA","95|MEA","78|MEA","134|LAM","116|LAM","96|MEA","5|MEA","85|MEA","120|MEA","40|MEA","4|WEU","45|WEU","86|WEU","130|AFR","127|WEU","51|WEU","127|FSU","140|PAS","49|WEU","68|WEU","128|WEU","25|FSU","26|FSU","129|AFR","0|WEU","144|PAS","114|PAS","72|PAS","143|PAS","110|PAS","69|PAS","124|SAS","66|SAS","12|SAS","70|PAS","70|SAS","31|MEA","151|MEA","34|MEA","115|MEA","64|WEU","150|WEU","71|PAO","154|FSU","146|FSU","105|FSU","77|FSU","54|FSU","1|AFR","148|FSU","59|CPA","156|CPA","98|PAS","141|SAS","39|FSU","43|FSU","27|LAM","97|LAM","122|LAM","59|PAS","88|PAS","160|CPA","2|AFR","135|AFR","4|AFR","92|AFR","94|PAO","115|SAS","15|SAS","117|PAS","112|PAS","133|PAS","28|NAM","132|FSU","157|FSU","44|FSU","23|FSU","74|FSU","160|FSU","131|FSU","79|FSU","11|FSU","123|FSU","71|FSU","26|WEU","151|WEU","31|WEU","147|PAS","104|NAM","27|NAM","55|NAM","97|NAM","33|NAM","122|NAM","56|NAM","58|NAM","136|AFR"
"2010",45.33,442.904,144.446,22.885,1809.033,1721.404,36.792,2854.925,32.663,184.127,1524.666,580.544,75.861,291.868,2722.433,3083.917,183.04,48.372,3306.023,568.512,146.679,1105.459,16974.186,536.811,7385.907,1992.241,424.211,309.1,15.669,25.326,2897.539,157.139,58.389,18458.463,3808.778,5432.765,641.188,558.395,138.224,581.16,719.763,778.677,10867.012,8359.533,829.585,26.433,3826.697,3106.179,442.2,2956.358,925.238,9445.946,1781.824,485.194,118.931,528.285,1415.391,177.433,3349.603,4877.817,497.757,7.44,682.159,1479.961,387.083,89.397,1932.019,59.198,14.25,1223.351,1449.372,16575.344,30.609,9874.094,809.134,14289.227,3555.75,6526.696,0,425.816,44.741,0,0.275,21301.055,24.777,2008.949,7156.87,28586.533,196.044,9009.124,1872.437,19454.322,3163.069,12.372,1671.157,2447.635,691.957,584.896,4520.189,2120.817,792.065,447.585,76.107,1953.791,968.762,1035.853,6.688,2332.176,0,27.237,0,3850.608,11717.474,117.398,1989.226,550.862,755.651,238.49,2337.934,1483.861,24.997,1964.47,1138.643,83.014,17.751,6782.57,988.874,0,1524.022,135.1,50.138,2200.373,691.833,4198.424,5012.067,183.472,17.395,29.705,749.443,3268.831,0,725.961,16.698,1635.997,1880.217,2750.691,228.82,86.369,3676.634,19751.189,544.179,2204.747,3771.737,364.825,0,381.148,0,2312.475,16874.481,10185.401,297.985,136.398,1045.043,442.966,54.71,1422.048,2545.923,377.754,65.577,80.373,1200.912,93.05,26.323,746.085,0.213,505.706,3287.156,0.012,0,760.245,108.925,7647.428,1837.341,263.351,36.377,760.992,35.215,26.014,343.058,147.066,0,2165.053,567.973,6.187,4313.55,67.945,7543.141,655.253,1277.171,0.858,274.597,4660.433,10319.407,326.043
"2020",52.556,506.814,212.051,34.256,3276.084,2811.014,73.337,4455.258,37.861,459.277,2136.829,2898.708,130.96,558.692,3161.499,5240.231,222.046,62.084,4121.372,648.075,222.677,1287.573,20137.553,683.118,8925.226,2450.361,488.888,372.46,18.226,30.424,3389.42,197.665,74.242,20035.524,3926.3,6106.655,738.064,1137.654,277.92,1037.474,1504.919,1554.391,22155.089,14609.273,1430.931,55.88,3862.302,3607.499,521.471,3472.697,1043.208,11322.217,2449.167,586.841,161.685,689.079,1716.527,224.238,3992.173,5551.742,669.76,9.248,867.318,1946.49,899.268,99.365,2159.081,70.23,17.544,1359.986,1647.115,18454.65,38.316,11141.51,924.374,15902.641,3899.446,6670.687,0,510.201,53.1,0,0.478,28309.511,28.348,3199.427,8942.724,45045.249,253.211,11579.702,2283.203,25411.783,3755.65,14.805,2190.571,3277.642,810.211,827.271,5533.382,2684.297,918.112,859.221,133.104,2244.903,1351.599,1331.056,8.824,2962.105,0,51.318,0,5266.705,16953.856,262.782,2535.785,848.348,1064.987,275.295,2674.913,1507.445,74.404,2228.326,1250.327,97.1,28.5,7963.732,1141.067,0.646,1885.205,187.296,105.523,2731.644,980.27,5537.282,7584.869,269.96,22.432,61.321,1285.775,5412.157,0,1184.605,30.433,1882.841,3041.144,3118.202,340.102,93.945,3683.901,20073.002,664.011,3189.955,4516.186,567.963,0,731.295,0,3723.884,25376.336,11863.937,525.986,190.579,1341.067,503.331,61.52,1724.573,3354.351,629.559,125.744,158.781,1547.643,123.433,31.638,857.24,0.254,599.19,5422.525,0.023,0,689.47,139.277,8753.277,2174.178,298.447,41.431,855.025,35.691,33.578,381.978,160.062,0,2754.425,749.744,7.474,5089.315,76.269,8379.778,733.352,1430.936,1.442,308.976,5070.272,11958.54,400.824
"2030",61.906,596.746,289.86,47.45,3321.028,3283.641,214.993,6541.444,42.902,660.346,2996.573,6327.138,187.152,955.144,3460.905,7360.621,236.333,65.57,4362.451,689.468,288.865,1319.928,22052.339,781.425,10049.151,2779.887,547.52,419.883,20.944,35.209,3836.925,244.811,85.928,20906.648,3851.165,6660.168,822.118,2192.132,495.592,1869.397,2395.502,2720.28,34916.583,20622.113,1965.443,91.11,4132.141,3912.196,591.015,3994.674,1142.016,13393.183,2930.492,668.083,199.548,799.94,1945.814,260.55,4442.389,6292.916,843.876,10.994,1060.291,2401.737,1591.666,106.474,2301.372,79.655,19.225,1459.747,1805.081,20264.634,43.784,12174.426,1034.131,17112.034,4243.486,6850.102,0,587.112,57.802,0,0.857,34163.555,31.173,4339.059,10320.37,59292.171,313.752,13718.345,2577.084,29727.602,4392.498,16.827,2659.148,3816.51,951.45,1442.58,6623.309,3080.122,975.065,1387.054,227.004,2455.59,1761.785,1783.024,12.037,3746.072,0,82.748,0,5887.888,24779.235,537.772,3224.02,1305.364,1478.537,296.454,2999.567,1565.388,159.298,2358.476,1316.681,109.213,39.948,8611.923,1258.084,0.631,2239.902,218.346,175.15,3160.913,1318.747,6750.056,10338.483,354.378,27.73,99.81,1734.619,7358.072,0,1615.116,42.856,2242.591,4128.544,3602.792,456.056,100.471,3735.808,19908.073,785.223,4479.062,5239.358,734.659,0,1243.197,0,5191.693,31633.432,13064.794,774.601,235.381,1698.851,557.874,66.862,1958.74,4189.256,1063.121,181.302,256.493,1910.549,157.548,37.177,933.093,0.32,748.761,7304.225,0.029,0,643.469,160.45,9584.744,2534.276,329.374,45.332,917.502,35.414,45.214,407.621,171.283,0,3261.276,935.192,8.46,5356.092,84.346,8999.205,789.604,1542.456,1.511,338.218,5540.632,13129.712,490.093
"2040",73.663,702.118,407.029,96.818,2979.082,3561.803,399.687,9529.413,43.635,837.665,4080.399,9989.576,249.683,1534.647,3291.772,9373.478,252.581,70.274,4376.546,685.277,304.599,1317.082,22574.218,849.193,10412.193,2922.118,615.3,471.158,22.967,44.314,4224.102,285.148,96.475,21890.639,3799.311,6934.638,920.749,3781.243,836.802,3208.603,3641.538,4203.544,54090.135,30073.881,2482.491,118.023,4314.366,4058.776,627.138,4396.094,1177.767,15259.823,3143.084,688.725,204.765,835.503,2007.437,284.432,4550.989,7078.846,1039.756,12.231,1224.096,2779.966,2600.023,111.607,2422.182,88.014,22.401,1530.896,1934.176,21298.189,53.168,12971.326,1127.898,17738.709,4542.312,6995.659,0,620.549,58.003,0,1.097,36862.849,31.987,5350.084,10722.132,65105.871,384.929,14551.904,2755.147,30416.05,4686.071,17.525,3069.306,4406.322,1072.268,2441.396,7625.32,3448.128,1052.687,2174.047,373.476,2648.279,2201.32,2000.456,15.704,4409.363,0,195.656,0,5723.862,29071.205,654.652,3864.363,1854.693,1933.215,314.191,3253.597,1636.404,278.371,2452.817,1380.851,113.286,53.379,9299.652,1367.509,0.62,2458.063,230.913,254.223,3449.759,1689.374,7762.63,13177.418,484.998,34.744,145.5,2546.904,10552.807,0,1925.625,64.54,2601.91,5225.183,4186.862,577.883,107.771,3765.529,19089.111,875.676,5760.64,5687.365,818.093,0,1956.495,0,6243.198,36196.864,13420.217,1017.681,259.394,1910.006,643.029,95.043,2172.745,4648.036,1450.813,234.823,387.013,2245.663,203.688,43.271,1000.12,0.4,941.869,9316.095,0.038,9.264,585.805,165.941,10133.649,2803.087,340.151,48.046,959.059,33.986,46.261,429.269,176.13,0,3713.822,1090.962,11.872,5400.11,88.053,9344.174,827.13,1623.932,1.666,361.071,5904.59,13699.531,566.662
"2050",84.814,833.141,637.774,158.021,2515.712,4041.005,659.922,12645.404,43.379,1086.694,5482.914,13951.057,319.839,2334.287,3049.616,11173.905,250.134,94.039,4343.188,684.349,310.835,1284.441,22425.634,870.111,10316.641,2941.964,671.718,510.159,24.845,50.951,4545.42,323.574,102.181,22750.269,3740.545,6944.82,980.536,6085.024,1270.059,5463.575,5219.242,6076.475,67696.924,36885.614,2966.505,144.061,4448.993,4049.523,625.998,4654.5,1174.744,16949.11,3338.871,677.727,212.515,822.173,1997.279,285.726,4459.733,7863.336,1258.637,12.894,1349.234,3006.356,3846.507,114.101,2500.361,93.827,23.769,1581.013,2048.578,21998.631,63.885,13576.464,1208.651,17975.506,4761.131,7125.801,0,650.005,56.172,0,1.303,38350.389,32.759,5847.761,11048.278,65282.27,467.298,14978.673,2844.752,30335.398,4711.624,57.418,3307.006,5025.195,1167.705,3978.584,8502.669,3690.025,1120.828,3398.203,683.287,2861.186,2585.52,1914.092,19.682,4995.073,0,346.162,0,5524.191,26336.153,629.477,4522.967,2434.167,2422.912,329.001,3463.107,1690.23,456.39,2555.808,1455.154,114.605,68.266,9972.011,1451.508,0.615,2542.314,226.682,364.66,3654.515,2161.877,8446.234,16507.797,638.611,48.657,207.302,3307.86,12332.294,0,2169.111,94.974,2934.1,6226.607,4613.926,660.668,116.204,3796.019,18184.384,877.788,6429.905,5776.128,821.128,0,2829.561,0,6901.49,38063.632,13163.013,1245.565,246.924,1707.602,688.269,106.933,2354.698,4955.259,1793.694,274.229,515.363,2590.661,243.845,50.709,1063.451,0.493,1157.542,11478.608,4.116,21.42,542.129,162.011,10266.862,2956.69,334.984,47.32,965.372,31.245,45.153,434.345,174.63,0,4209.921,1159.517,13.662,5167.816,90.258,9505.333,842.744,1668.117,1.654,373.455,6090.839,13966.77,626.533
"2060",93.632,916.904,947.451,220.809,2095.828,4100.523,1110.15,16360.003,65.853,1420.793,7358.172,18161.849,401.858,3278.149,2838.197,12544.085,244.637,101.424,4237.958,669.107,314.807,1253.482,21931.098,869.513,10107.402,2949.474,706.549,555.572,27.354,52.645,4834.385,361.783,111.548,23319.96,3672.254,6826.559,1010.401,9222.133,1863.75,8622.694,7454.975,8308.023,76335.887,43470.416,3357.759,168.171,4482.835,3955.146,627.987,4895.375,1187.707,17891.308,3549.794,663.035,211.376,804.485,1946.99,286.922,4364.57,8528.306,1463.024,13.046,1452.926,3212.845,5539.305,114.96,2543.802,96.181,25.605,1616.566,2110.512,22364.63,77.196,13917.322,1278.105,18160.129,4952.844,7231.92,0,630.51,51.518,0,1.484,36913.018,31.323,5455.696,10616.756,52818.972,490.178,14139.568,2834.808,28512.958,4462.972,56.905,3442.792,5543.576,1266.8,6127.03,9192.883,3873.779,1185.781,4866.445,1181.843,3052.647,2884.957,1955.137,24.697,5511.156,0,461.272,0,5342.694,25132.653,667.382,5213.708,3007.541,2927.152,341.773,3703.675,1732.864,769.457,2711.171,1539.129,116.128,85.325,10593.222,1532.978,0.608,2604.597,216.588,494.425,3792.94,2561.785,8886.604,19276.009,793.787,57.904,320.345,3995.308,13539.785,7.77,2345.806,108.104,3120.356,7126.656,4917.475,726.167,121.132,3848.481,17298.781,869.354,6464.799,5744.02,788.324,0,3948.533,0,5970.971,30535.845,12483.901,1470.972,234.424,1486.037,709.629,110.53,2494.352,5141.341,2096.333,298.143,650.84,2869.36,287.194,59.406,1138.552,0.601,1398.183,13862.223,13.697,39.282,488.4,159.566,10374.965,3114.046,336.206,46.244,950.21,29.024,42.963,428.644,168.932,0,4564.066,1206.444,15.993,4779.792,93.48,9592.024,852.615,1669.941,1.628,379.636,6322.768,14152.273,650.721
"2070",98.294,943.062,1413.529,299.507,1774.571,3864.502,1668.979,20885.552,60.207,1875.941,9968.479,22383.506,490.774,4088.317,2665.331,13478.018,245.954,102.61,4116.742,649.488,322.898,1215.738,21224.21,848.02,9808.649,2943.914,729.301,586.437,28.605,53.746,5052.62,401.993,117.344,23840.912,3567.1,6662.414,1043.317,13077.833,2535.238,12984.694,10939.179,10787.381,82507.328,49804.701,3424.798,190.719,4528.203,3877.393,626.96,5145.401,1191.625,18616.2,3731.043,642.332,217.855,786.118,1903.075,282.914,4283.696,9012.635,1607.919,12.848,1528.168,3359.7,8009.208,116.487,2582.195,100.16,27.267,1633.694,2183.093,22525.603,83.507,14257.139,1348.704,18066.117,5117.753,7261.716,0,595.572,45.692,0,1.595,33695.043,28.455,5775.014,9552.703,50556.591,490.482,12693.314,2584.741,25529.787,4245.967,52.312,3588.264,5887.657,1357.883,8533.434,9630.278,3976.561,1271.703,6426.824,1900.613,3269.061,3107.394,2102.863,40.033,5963.979,0,744.55,0,5169.921,25918.825,716.951,5826.319,3594.408,3372.694,351.675,3900.165,1752.474,1384.523,2868.045,1623.643,115.817,102.975,11100.289,1602.278,0.602,2628.635,208.968,698.879,3840.397,2896.64,9118.862,20832.709,887.987,65.656,481.341,5186.319,14808.953,10.092,2464.188,114.117,3195.837,8018.332,5164.743,750.33,124.5,3860.07,16294.942,867.134,6230.745,5753.839,765.47,0,5619.332,0,6688.767,30922.938,11591.566,1670.141,231.765,1438.205,719.406,112.705,2576.915,5217.81,2257.023,316.367,820.819,3079.163,334.369,67.025,1231.614,0.76,1751.557,16497.128,50.691,59.532,424.639,158.316,10484.66,3217.183,337.343,46.548,947.486,27.311,41.962,431.542,164.742,0,4782.846,1275.809,17.356,4765.34,93.654,9648.198,864.642,1692.39,1.797,379.837,6323.732,14181.669,676.239
"2080",98.436,965.484,1802.742,416.785,1604.019,3761.708,2073.837,25463.765,55.099,2511.991,12738.716,26172.729,590.456,4928.53,2501.376,14110.973,258.881,99.916,3959.799,619.596,328.57,1163.067,20476.536,810.738,9449.987,2879.458,751.253,590.407,29.017,55.785,5161.951,426.898,121.663,24003.304,3466.703,6394.085,1054.443,17614.071,3212.124,16482.118,14709.902,12689.3,84025.145,52966.734,3411.997,198.604,4570.027,3715.443,604.932,5212.295,1150.681,19340.388,3855.687,631.33,220.508,775.778,1824.081,276.428,4210.317,9250.518,1717.517,13.228,1580.978,3486.732,10957.164,115.698,2609.094,104.299,27.896,1622.737,2234.538,22485.5,85.891,14420.545,1397.456,17914.161,5238.12,7208.351,0,572.036,41.682,0,1.647,31568.675,26.536,6053.242,8992.071,48084.256,544.862,11764.195,2514.567,23440.686,3961.856,49.52,3713.844,6110.612,1401.987,8606.24,10019.179,3978.588,1299.31,7140.836,2969.057,3400.583,3273.275,2195.235,67.115,6295.91,0,815.852,0,4998.035,27210.608,760.507,6350.381,4376.559,3754.961,356.071,4010.98,1762.445,2079.038,2990.81,1690.609,112.195,117.888,11197.032,1626.159,0.595,2620.728,199.386,771.012,3867.768,3114.13,9129.541,21684.484,945.805,68.149,634.008,6391.888,15323.677,9.687,2503.753,113.672,3197.361,8921.425,5154.53,752.944,129.052,3827.178,15273.335,846.23,6002.1,5670.908,732.094,0,8382.849,0,7121.937,31340.504,10613.315,1815.605,231.655,1425.147,716.177,113.228,2624.654,5193.27,2288.185,323.584,1068.78,3254.707,378.884,75.585,1282.163,0.972,2185.879,18900.001,79.016,72.835,364.155,153.766,10297.382,3185.725,325.686,45.727,939.857,25.298,40.422,420.826,160.089,0,4870.346,1316.289,51.759,4604.931,94.504,9505.42,856.305,1673.703,1.737,366.566,6155.242,14234.354,678.786
"2090",113.189,954.395,1918.485,412.388,1409.109,3757.065,2063.749,28129.097,52.069,3177.625,15370.488,29131.654,682.489,6091.177,2344.109,14277.771,245.001,95.58,3777.925,588.533,337.928,1105.725,19690.311,765.876,9033.792,2804.541,753.968,584.188,29.35,55.09,5159.353,433.818,123.325,23772.827,3320.55,6088.935,1039.686,22803.63,3877.958,19173.959,18094.519,14293.632,81938.709,54028.529,3526.495,207.821,4566.818,3507.658,572.717,5167.194,1097.462,19908.805,3948.093,608.849,216.205,744.181,1730.613,267.655,4153.18,9204.021,1769.783,13.226,1581.184,3519.663,14100.88,113.286,2579.401,106.109,28.647,1588.415,2229.584,22161.026,88.007,14363.058,1425.983,17662.546,5320.981,7119.143,0,553.559,38.958,0,1.634,29642.662,25.048,6347.147,8589.036,46085.622,541.582,11052.096,2470.213,21732.955,3768.092,46.759,3790.169,6242.561,1384.315,6544.994,10346.148,3894.132,1301.138,7991.533,4436.702,3475.072,3383.572,2288.408,87.582,6454.176,0,890.918,0,4824.792,28545.84,839.507,6791.137,5264.513,4053.683,358.526,4083.809,1755.138,2957.917,3069.069,1742.881,108.143,132.51,11382.591,1636.104,0.582,2569.406,189.848,704.873,3817.121,3221.489,8961.088,22097.979,975.654,66.847,758.681,7455.299,15145.628,9.019,2401.083,106.999,3133.767,9804.836,5084.303,765.939,128.79,3769.729,14248.665,829.522,5868.534,5523.877,700.096,0,11172.456,0,7675.244,31479.582,9676.06,1931.106,226.479,1405.561,710.184,111.606,2679.694,5015.255,2275.228,322.902,1288.918,3382.789,411.744,79.19,1321.339,1.155,2579.078,20891.396,104.883,83.724,331.078,148.07,10000.132,3114.804,313.721,43.308,912.434,22.65,37.985,409.772,153.208,0,4897.642,1335.502,65.321,4344.37,92.923,9256.505,837.937,1634.916,1.692,360.656,6103.277,14020.864,668.962
"2100",112.28,1021.536,2811.763,535.601,810.799999999999,3156.439,3345.466,34462.199,43.2690000000001,3241.385,17799.4,35048.477,757.521999999999,6518.821,2146.733,16279.817,249.905,106.168,3753.094,590.631,347.171,1102.506,19103.546,783.540999999999,8912.39,2927.234,797.557,679.032,32.358,57.049,5707.325,522.623,134.732,25403.768,3251.638,6169.979,1142.065,24644.933,4549.702,26070.694,21391.791,18225.455,101021.651,68807.556,3625.915,258.363,4664.307,3644.134,623.879,5895.479,1203.379,20790.876,4274.79,580.223,237.292,731.017000000001,1771.33,270.89,4041.074,10465.622,2042.604,12.254,1753.894,3800.265,15418.917,121.068,2697.374,112.097,32.253,1685.078,2400.836,23008.522,102.44,15276.59,1560.501,17784.081,5612.48,7351.104,0,490.758,28.214,0,1.928,24041.118,19.851,6732.968,6360.544,43769.448,491.394,8354.55200000001,1834.54,16580.274,3594.952,38.533,4024.68,6919.9,1631.132,15752.646,10942.463,4284.907,1529.469,11107.961,4056.92299999999,3918.303,3774.705,2546.041,86.041,7322.448,0,1594.384,0,4651.602,28277.341,865.658,7664.152,5355.009,4709.32,381.381,4489.635,1811.304,3229.721,3338.667,1877.185,114.884,155.925,12621.49,1810.178,0.584,2700.749,186.108,1312.241,3982.768,3901.205,9815.63599999999,25502.809,1170.587,88.912,964.328999999999,8759.352,18616.457,17.058,2819.334,132.156,3422.28,10693.36,5906.547,822.819,134.604,3894.837,13283.425,860.474,5528.583,5783.296,696.908000000001,0,10631.729,0,8842.155,32084.217,8914.56100000001,2267.648,223.788,1294.709,748.736999999999,119.23,2824.604,5447.217,2739.093,371.039,1330.756,3708.572,475.894,89.882,1510.8,1.237,2811.679,24401.843,161.673,120.282,233.356000000001,154.566,10813.745,3526.594,340.754,47.46,939.314,22.172,38.959,440.236,152.172,0,5439.186,1483.904,21.4449999999999,4721.984,94.176,9816.72,900.723,1759.737,2.304,380.44,6326.624,14269.857,752.793
