"","50|MEA","30|MEA","50|SAS","30|SAS","30|FSU","10|FSU","10|SAS","67|SAS","148|CPA","13|AFR","57|AFR","38|AFR","6|AFR","161|AFR","0|EEU","14|MEA","93|LAM","139|LAM","100|LAM","137|LAM","76|LAM","84|LAM","75|LAM","111|LAM","155|LAM","31|FSU","22|PAO","21|PAO","19|PAO","20|PAO","18|PAO","91|PAO","149|PAO","48|WEU","39|WEU","39|EEU","48|EEU","96|AFR","158|AFR","95|AFR","8|AFR","7|AFR","53|SAS","65|SAS","24|SAS","24|PAS","28|LAM","106|EEU","106|FSU","42|FSU","51|FSU","32|LAM","9|LAM","152|LAM","101|LAM","99|LAM","125|LAM","113|LAM","46|LAM","29|LAM","73|PAS","53|CPA","107|AFR","80|AFR","78|AFR","109|NAM","52|NAM","81|NAM","103|NAM","36|NAM","126|NAM","90|NAM","63|NAM","142|NAM","17|NAM","153|NAM","47|WEU","119|WEU","67|CPA","54|CPA","77|CPA","118|CPA","105|CPA","159|CPA","70|CPA","88|CPA","62|CPA","61|CPA","60|CPA","162|CPA","11|CPA","35|CPA","98|CPA","123|CPA","37|LAM","83|LAM","108|LAM","82|AFR","33|LAM","85|WEU","41|WEU","121|AFR","5|AFR","145|WEU","4|MEA","3|MEA","3|AFR","87|MEA","95|MEA","78|MEA","134|LAM","116|LAM","96|MEA","5|MEA","85|MEA","120|MEA","40|MEA","4|WEU","45|WEU","86|WEU","130|AFR","127|WEU","51|WEU","127|FSU","140|PAS","49|WEU","68|WEU","128|WEU","25|FSU","26|FSU","129|AFR","0|WEU","144|PAS","114|PAS","72|PAS","143|PAS","110|PAS","69|PAS","124|SAS","66|SAS","12|SAS","70|PAS","70|SAS","31|MEA","151|MEA","34|MEA","115|MEA","64|WEU","150|WEU","71|PAO","154|FSU","146|FSU","105|FSU","77|FSU","54|FSU","1|AFR","148|FSU","59|CPA","156|CPA","98|PAS","141|SAS","39|FSU","43|FSU","27|LAM","97|LAM","122|LAM","59|PAS","88|PAS","160|CPA","2|AFR","135|AFR","4|AFR","92|AFR","94|PAO","115|SAS","15|SAS","117|PAS","112|PAS","133|PAS","28|NAM","132|FSU","157|FSU","44|FSU","23|FSU","74|FSU","160|FSU","131|FSU","79|FSU","11|FSU","123|FSU","71|FSU","26|WEU","151|WEU","31|WEU","147|PAS","104|NAM","27|NAM","55|NAM","97|NAM","33|NAM","122|NAM","56|NAM","58|NAM","136|AFR"
"2010",6.252,54.395,92.685,15.418,1506.236,1117.322,24.788,788.694,20.352,99.697,1007.781,152.011,25.126,105.758,1859.91,242.501,62.292,27.284,1898.996,215.058,71.94,417.746,7530.177,198.823,3703.788,562.991,51.794,44.925,2.2,3.934,426.467,30.588,9.979,11025.472,3177.553,2614.136,278.949,229.341,55.691,349.667,183.571,280.216,3784.839,2761.434,379.47,14.806,534.337,1198.081,169.854,1230.437,312.336,3031.86,826.077,245.145,69.605,266.897,715.02,89.646,1691.93,283.768,153.293,4.54,220.465,464.715,114.839,36.075,885.371,30.818,7.342,494.239,711.573,5385.536,15.295,4179.615,380.664,4586.873,1250.957,3790.258,0,259.593,27.867,0,0.099,13273.652,15.437,1701.44,4459.125,21858.295,122.136,5610.731,1148.31,12096.762,1909.639,7.709,671.746,252.974,25.707,381.017,1266.712,737.186,298.798,303.246,64.965,1267.314,301.27,670.476,1.188,472.532,0,11.343,0,2116.335,8792.102,79.05,393.563,33.78,120.331,59.733,814.246,807.242,20.152,1349.832,833.624,27.068,8.569,1315.04,527.021,0,567.705,52.939,10.904,643.574,102.049,1842.238,740.965,27.062,2.565,9.825,243.407,1069.403,0,430.558,5.463,202.389,412.431,338.139,28.034,18.95,2112.344,10095.471,201.319,927.153,1374.523,186.094,0,80.52,0,2040.22,14902.872,4002.003,220.564,69.679,647.973,143.325,21.03,396.211,1670.917,247.948,21.521,8.534,396.906,9.437,5.038,351.466,0.044,105.195,459.967,0.006,0,14.824,35.111,2523.527,648.747,86.607,11.92,252.383,11.617,8.601,113.677,48.555,0,769.386,204.467,2.227,1694.626,24.62,2792.548,265.969,517.476,0.348,102.204,1405.477,3298.977,103.53
"2020",7.234,60.445,127.735,21.469,2863.096,1965.51,45.962,1293.407,21.628,157.1,975.008,279.731,36.65,187.964,2202.797,1143.171,78.768,36.394,2465.625,267.473,121.742,529.681,9505.112,260.672,4719.356,767.992,76.008,66.482,3.243,5.801,631.162,47.264,14.637,11595.687,3192.917,2992.105,338.426,382.484,96.007,488.836,295.259,492.344,9911.769,6529.046,663.774,30.976,669.818,1482.39,224.286,1610.908,395.645,3820.029,1223.816,314.832,98.797,369.579,920.554,120.287,2139.789,388.423,216.003,5.447,298.1,636.709,195.061,41.57,1017.376,37.361,9.168,578.401,818.082,6385.56,19.249,4853.781,438.943,5418.693,1442.107,3789.49,0,284.448,30.519,0,0.212,16223.792,16.284,2749.04,5109.779,35804.124,143.769,6590.269,1282.987,13974.619,2021.139,8.433,879.32,355.882,38.236,501.1,1647.061,1035.209,360.766,538.395,91.151,1496.151,448.408,841.062,1.521,651.525,0,20.116,0,3171.515,12671.696,181.209,592.537,123.54,200.917,77.631,1008.482,798.636,54.079,1525.412,925.671,34.832,10.068,1749.683,601.319,0.121,770.281,85.848,27.063,842.379,165.029,2571.987,1279.811,45.424,3.767,16.936,565.405,2416.651,0,687.082,13.592,227.919,822.114,372.324,40.438,23.02,2072.489,10080.61,271.225,1495.17,1874.066,328.036,0,119.688,0,3383.256,23091.67,5236.386,379.083,106.981,888.504,169.366,24.624,504.114,2258.645,424.228,54.475,13.906,527.232,13.044,5.976,400.227,0.048,112.512,661.715,0.007,0,27.606,47.897,3317.568,844.372,110.896,15.212,328.065,13.43,12.755,146.764,60.187,0,1072.869,301.392,3.005,2233.555,28.941,3256.388,309.954,603.763,0.61,122.002,1653.62,3937.383,130.37
"2030",9.642,84.19,168.522,28.584,2807.553,2230.934,129.51,1909.837,24.299,180.125,1102.852,587.217,49.626,332.982,2412.358,2397.288,87.082,36.938,2532.133,299.651,156.451,570.473,10621.383,286.216,5390.943,936.998,100.306,87.632,4.27,7.606,831.6,64.686,19.017,12062.76,3067.11,3406.101,400.127,725.308,166.283,848.752,464.119,920.288,16525.45,9771.468,946.825,50.788,790.894,1695.61,274.505,2025.921,477.176,4783.666,1452.716,366.727,124.261,438.622,1066.577,142.914,2428.862,569.883,290.803,6.736,395.493,838.403,329.114,45.725,1109.111,42.402,10.024,640.689,899.579,7183.29,22.02,5353.549,489.421,6023.483,1655.454,3912.154,0,331.725,34.435,0,0.439,19934.953,18.317,3718.824,5995.89,47703.982,170.639,7898.342,1424.682,16052.891,2292.887,9.521,1109.448,468.992,65.766,849.954,2112.96,1281.037,406.294,835.958,157.032,1671.86,659.305,1151.258,2.404,1002.058,0,32.97,0,3514.275,18799.495,392.186,925.843,275.638,344.573,93.895,1226.929,823.444,119.256,1593.073,982.392,42.088,13.117,2197.047,678.313,0.137,989.202,108.712,45.081,1048.591,265.253,3282.376,2084.495,70.854,5.455,25.653,807.069,3484.208,0,936.847,20.334,320.564,1194.471,509.623,63.846,27.597,2110.101,10011.059,347.842,2295.209,2444.132,484.274,0,202.615,0,4736.521,28913.279,6254.804,560.408,145.62,1200.188,192.054,27.43,598.441,2906.976,738.728,91.161,22.589,695.736,17.715,7.599,436.357,0.06,140.684,928.856,0.008,0,46.205,57.487,4094.281,1055.07,134.092,18.307,401.693,14.692,19.372,179.363,71.439,0,1369.15,408.849,3.699,2491.523,33.056,3602.575,343.221,669.304,0.657,135.963,1844.284,4443.875,164.305
"2040",14.194,131.056,235.168,57.661,2403.538,2367.277,238.04,3089.585,24.213,182.101,1332.865,1118.24,64.864,575.309,2194.157,3688.255,93.669,36.805,2441.361,306.931,153.569,584.448,10775.307,298.417,5451.463,1029.422,122.433,107.063,5.202,10.293,1012.651,81.696,22.805,12680.043,2981.42,3678.3,469.363,1292.689,286.897,1453.531,724.637,1552.948,29351.56,16500.588,1240.753,65.6,907.006,1826.456,307.911,2387.107,529.249,5736.047,1470.373,372.451,119.12,450.655,1081.67,153.474,2435.266,911.815,388.178,7.678,486.522,1025.974,537.284,48.206,1178.741,46.89,11.707,675.634,973.613,7614.557,26.862,5775.32,535.886,6306.422,1868.823,4041.99,0,351.408,34.974,0,0.626,21399.801,18.818,4566.076,6214.679,52500.982,197.028,8297.634,1481.489,16268.214,2416.434,9.794,1299.456,682.916,122.063,1460.169,2591.847,1500.893,460.602,1293.105,264.492,1838.231,924.505,1240.66,3.647,1377.731,0,83.199,0,3174.77,21414.15,454.12,1256.102,438.204,539.835,109.388,1442.02,861.055,215.223,1641.294,1051.945,46.93,17.419,2616.012,750.808,0.15,1156.766,119.819,70.902,1226.606,436.174,3874.708,3411.555,120.923,8.223,36.735,1368.166,5786.839,0,1100.603,35.694,491.548,1610.827,788.261,106.185,32.715,2149.251,9551.828,404.851,3137.31,2804.378,561.794,0,356.96,0,5682.125,33003.514,6742.649,731.433,169.891,1386.826,221.958,36.73,683.971,3250.143,1009.94,129.51,37.541,858.783,25.226,10.315,478.19,0.079,187.157,1262.093,0.01,2.345,62.518,63.43,4640.497,1252.051,149.217,20.307,451.848,14.947,21.166,200.525,77.586,0,1638.809,502.082,5.466,2608.399,34.638,3765.456,360.224,701.791,0.721,142.997,1939.981,4714.06,194.406
"2050",19.397,192.876,377.899,95.784,1910.681,2621.423,400.021,4242.547,24.669,217.155,1737.123,2034.317,91.991,952.008,1928.825,4795.476,94.849,43.486,2358.794,311.382,150.674,584.318,10525.483,302.29,5219.203,1049.263,142.489,124.75,6.076,12.089,1185.297,99.665,26.387,13305.565,2905.016,3776.77,515.49,2229.989,460.436,2517.814,1132.488,2480.623,37330.796,20355.704,1539.163,80.14,1020.664,1855.196,317.469,2636.956,544.146,6627.204,1514.561,357.354,107.144,432.314,1048.278,150.515,2312.358,1377.511,517.255,8.24,564.943,1185.133,853.639,49.193,1218.774,49.993,12.46,692.344,1027.992,7808.615,32.48,6058.925,577.363,6389.652,2058.562,4195.916,0,379.62,34.607,0,0.794,22711.343,19.78,4923.314,6552.73,52239.074,238.063,8674.072,1531.296,16657.013,2481.89,32.919,1366.31,1007.788,199.863,2494.298,3082.304,1665.177,513.018,2031.871,517.957,2013.979,1204.976,1005.933,5.343,1756.655,0,159.869,0,2892.343,17170.12,385.208,1622.318,590.355,801.834,122.671,1634.167,894.718,366.412,1693.961,1119.848,47.869,23.264,3027.259,806.514,0.162,1238.45,119.044,113.939,1378.781,751.511,4295.321,5717.886,204.162,14.223,59.548,1768.512,6779.957,0,1228.768,53.402,692.264,2028.36,1092.911,150.132,37.89,2210.346,9055.355,406.073,3588.147,2883.908,559.679,0,585.32,0,6233.722,34450.866,6829.935,890.33,162.82,1183.006,243.953,41.31,770.557,3485.638,1258.701,160.865,60.248,1017.974,34.464,15.809,536.197,0.107,250.924,1745.447,1.069,5.702,72.882,64.182,4815.024,1368.742,152.15,20.657,464.758,14.082,21.074,205.3,78.543,0,1938.047,555.68,6.557,2561.7,35.362,3816.668,365.341,712.818,0.712,145.168,1981.411,4825.373,220.259
"2060",23.754,246.63,584.505,138.567,1493.967,2490.648,696.817,5912.067,37.95,297.956,2542.623,3469.405,129.883,1433.209,1718.424,5745.943,93.425,44.786,2265.279,307.67,154.481,580.229,10270.119,308.579,4972.716,1069.816,161.164,141.432,6.849,13.705,1340.514,116.614,29.994,13788.58,2831.747,3802.728,549.185,3717.415,734.302,4270.087,1996.992,3782.238,42027.782,23605.539,1783.575,93.621,1100.21,1842.42,326.277,2873.337,552.621,7174.234,1635.038,342.122,101.968,412.654,998.394,147.636,2182.288,1838.238,652.559,8.442,633.15,1331.089,1478.015,49.441,1243.37,51.917,13.421,702.104,1067.938,7907.921,39.321,6246.032,609.417,6403.833,2255.668,4362.945,0,373.099,31.853,0,0.938,21951.815,19.036,4376.359,6337.524,40015.884,246.532,8251.101,1538.598,15730.778,2371.946,32.875,1390.935,1351.939,280.546,4069.554,3533.364,1816.266,560.876,2977.312,946.721,2158.74,1463.089,915.618,7.978,2177.016,0,232.518,0,2710.535,14709.212,373.512,2084.708,740.858,1120.912,137.943,1849.98,935.616,644.693,1791.206,1188.313,48.644,31.332,3397.392,863.902,0.172,1316.014,115.611,182.303,1512.08,1074.44,4612.634,7945.285,296.197,19.633,132.481,2093.286,7310.471,3.315,1323.181,60.73,855.504,2455.439,1356.749,190.6,42.629,2295.901,8622.834,404.821,3549.223,2888.487,527.75,0,978.337,0,5191.381,26737.148,6635.43,1046.253,156.695,976.987,257.746,43.703,858.281,3644.988,1491.441,182.659,95.691,1160.248,47.299,23.064,596.164,0.149,347.591,2571.171,5.089,14.236,77.318,64.774,4962.594,1476.282,154.565,20.939,475.601,13.298,20.911,209.252,78.475,0,2183.341,600.375,7.979,2401.711,35.904,3827.801,367.116,715.5,0.698,145.955,1997.358,4866.861,243.217
"2070",27.27,284.839,893.009,194.345,1195.119,2140.654,1084.651,8657.893,34.554,472.991,4147.593,5378.763,175.762,1791.222,1576.745,6539.101,93.932,44.624,2185.673,303.597,161.971,571.115,10044.213,306.321,4756.847,1105.501,178.968,157.495,7.592,15.189,1488.588,135.241,33.353,14180.556,2741.051,3826.153,583.033,5790.174,1096.249,6945.951,3973.489,5373.409,45838.078,27113.317,1765.899,104.847,1236.927,1834.514,332.034,3121.896,565.912,7619.142,1766.339,326.846,101.549,395.183,960.254,143.281,2072.522,2229.085,759.081,8.412,691.452,1461.239,2862.147,49.695,1275.035,54.515,14.352,708.48,1117.853,7971.069,42.739,6448.223,649.426,6391.122,2443.756,4491.538,0,353.405,28.066,0,1.043,19811.428,17.145,4572.484,5658.959,38087.519,240.364,7331.066,1395.261,13939.958,2232.344,29.652,1476.487,1657.241,349.112,5885.484,3890.205,1930.492,616.139,3941.637,1556.525,2331.128,1691.829,963.329,12.926,2605.733,0,392.341,0,2579.94,14418.752,389.184,2540.304,963.451,1436.967,152.51,2050.932,973.101,1176.887,1903.924,1265.691,49.844,42.008,3776.017,919.241,0.182,1389.237,114.945,328.454,1620.379,1344.647,4821.146,9532.99,369.52,25,260.667,2689.619,8020.927,4.388,1384.668,65.322,984.241,2942.718,1599.789,220.215,47.41,2360.549,8184.597,406.821,3307.148,2930.243,511.307,0,1849.729,0,5794.038,27106.571,6268.151,1183.837,159.63,939.841,269.534,45.345,939.95,3726.124,1619.474,200.523,165.478,1288.607,65.1,29.414,661.524,0.237,554.119,3847.727,25.847,27.709,77.957,65.973,5152.242,1578.298,158.377,21.407,490.346,12.716,20.993,217.836,79.213,0,2369.151,654.358,8.931,2392.685,35.898,3827.383,367.353,716.441,0.761,146.826,2005.044,4882.708,262.722
"2080",28.971,316.428,1127.018,262.775,1002.513,1974.921,1322.613,11706.789,32.506,848.124,6046.054,7339.347,239.26,2184.724,1464.304,7103.705,100.148,43.808,2100.488,296.096,168.737,558.128,9824.412,297.6,4585.352,1114.722,192.897,170.11,8.176,16.321,1602.131,150.104,36.443,14413.914,2646.168,3759.229,606.806,8508.068,1481.076,8579.002,6405.699,6519.494,46046.035,28404.934,1656.515,105.703,1434.736,1789.321,327.856,3248.106,565.352,8257.966,1890.325,320.688,102.768,386.627,925.683,139.716,1985.249,2548.686,848.799,8.761,731.385,1570.888,4766.933,49.203,1293.009,57.367,14.822,705.272,1157.31,7919.905,44.667,6579.018,680.432,6297.512,2578.22,4558.051,0,347.281,26,0,1.097,18926.801,16.286,4774.177,5413.424,36734.079,278.19,6909.373,1382.593,13022.096,2116.124,28.517,1583.043,1920.311,403.712,5404.97,4253.591,1984.708,657.563,4161.682,2506.7,2474.996,1878.627,1019.722,20.312,2940.032,0,445.079,0,2474.318,14659.247,406.552,2972.93,1411.779,1728.362,163.145,2198.813,995.867,1797.024,2006.461,1337.757,49.553,53.124,4094.305,954.271,0.189,1418.633,112.367,368.173,1689.105,1551.423,4918.077,10641.577,423.684,27.818,377.517,3230.692,8237.33,4.18,1382.448,64.972,1070.825,3520.842,1733.142,239.179,51.596,2394.295,7703.265,400.288,3147.802,2911.567,486.851,0,3740.347,0,6173.232,27566.188,5850.311,1282.572,162.493,940.401,278.724,46.591,1011.675,3744.984,1655.163,209.026,322.781,1445.633,85.717,35.723,720.642,0.369,858.965,5151.658,43.867,37.613,76.757,65.221,5173.728,1619.729,157.459,21.25,490.094,11.867,20.475,216.965,77.658,0,2491.139,696.876,27.544,2334.012,35.878,3779.304,362.892,708.58,0.734,145.479,1987.279,4831.03,276.751
"2090",38.399,333.185,1055.072,218.325,833.458,1909.365,1149.971,13485.629,31.678,1290.002,7957.345,8967.69,306.514,2904.695,1369.009,7473.935,99.674,42.559,2009.063,287.177,178.592,542.364,9600.311,287.716,4424.292,1114.063,202.719,177.85,8.687,17.025,1675.304,159.648,38.81,14470.129,2524.576,3655.057,618.903,11930.777,1868.947,9425.19,8838.174,7566.184,44308.094,28304.56,1689.354,104.334,1589.522,1724.725,321.361,3312.277,555.695,8925.275,2007.609,310.28,104.676,372.131,890.513,136.185,1905.684,2800.333,909.223,8.915,753.778,1643.986,6896.196,48.373,1293.276,59.205,15.563,693.912,1176.604,7780.703,46.586,6604.775,699.38,6146.408,2684.981,4604.194,0,345.278,24.972,0,1.113,18410.196,15.861,5022.777,5310.162,35691.445,285.163,6697.686,1405.463,12555.867,2085.301,27.82,1677.74,2141.202,448.514,2874.094,4619.816,2000.61,692.732,4582.281,3853.984,2578.535,2019.917,1100.501,26.409,3164.984,0,513.977,0,2383.618,15305.336,455.253,3379.846,2045.571,1988.325,172.422,2324.382,1010.548,2598.379,2082.314,1399.712,48.576,63.903,4349.734,980.397,0.193,1418.299,109.258,289.72,1728.077,1701.258,4913.142,11413.648,462.768,29.133,474.966,3692.082,7964.295,3.79,1253.672,59.917,1120.193,4189.785,1820.323,259.897,55.103,2416.431,7233.162,393.151,3084.829,2859.415,465.921,0,5826.89,0,6686.882,27856.462,5413.877,1359.956,161.424,943.659,285.006,47.065,1078.748,3641.767,1652.426,211.11,489.585,1583.295,104.364,39.849,768.876,0.484,1123.545,6267.678,61.041,45.582,74.9,63.66,5117.152,1624.846,154.402,20.8,482.663,10.997,19.767,213.996,75.206,0,2575.598,723.557,35.63,2205.382,35.406,3697.833,356.374,694.631,0.717,143.021,1949.532,4726.718,284.115
"2100",37.818,399.466,1818.521,361.679,298.575000000002,1090.672,2248.153,16895.371,24.366,998.095999999999,8962.50299999999,11106.837,313.399,2865.261,1151.708,8918.575,95.453,44.138,1946.855,291.378,184.441,543.773,9366.495,299.547,4109.24,1212.556,232.38,205.684,9.821,19.641,1932.81,191.122,43.43,15356.484,2468.963,3896.428,684.577,12008.451,2182.09,14973.543,9902.97999999999,10146.922,57268.966,37636.651,1712.871,138.525,1647.078,1810.796,349.305,3867.573,605.785,8953.866,2160.242,281.018,100.292,342.77,845.834000000001,130.216,1743.224,3401.626,1078.647,8.32200000000001,866.357999999999,1851.689,7014.54299999999,50.457,1370.03,62.309,17.145,727.608000000001,1267.598,8160.513,52.993,7054.796,769.453,6352.98900000001,3008.02,4877.317,0,294.323,16.705,0,1.358,13390.267,11.472,5160.859,3623.264,32302.424,221.86,4570.961,965.25,8567.49800000001,1813.538,19.983,1733.143,2573.147,554.81,11333.274,4960.728,2273.17,781.928,6834.612,3385.937,2848.292,2378.049,1106.462,27.77,3891.884,0,871.809999999999,0,2188.155,13547.372,436.2,3907.092,1631.23,2385.132,196.211,2653.788,1085.556,2773.469,2242.078,1497.825,53.444,74.036,4911.892,1085.258,0.212,1608.906,112.947,766.906999999999,1945.276,2155.268,5446.682,14296.105,589.489,41.101,645.225,4478.618,10152.295,7.607,1569.129,79.098,1370.452,4404.555,2328.909,309.06,61.753,2554.493,6869.886,412.821,2580.923,3055.511,461.978,0,4463.905,0,7602.009,28214.84,5166.314,1596.589,168.435,828.403000000001,304.898,50.271,1184.957,3969.532,2003.573,254.115,374.839,1673.684,118.503,48.464,857.603999999999,0.501,1173.703,7677.39499999999,88.1209999999999,68.1279999999999,79.874,69.57,5721.18600000001,1884.346,169.813,22.811,534.581,10.97,21.239,243.588,81.427,0,2926.581,816.307,11.787,2365.607,35.88,3826.129,368.064,719.264,0.95,149.439,2028.102,4930.249,321.237
