MODEL,SCENARIO,YEAR,EXPORTER,IMPORTER,MESSAGETEC,COMMODITY,LEVEL,UNITS,PAIR
NP_SSP2,pipelines_LNG,2050,R12_CHN,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_CHN-R12_FOIL
NP_SSP2,pipelines_LNG,2055,R12_CHN,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_CHN-R12_FOIL
NP_SSP2,pipelines_LNG,2060,R12_CHN,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_CHN-R12_FOIL
NP_SSP2,pipelines_LNG,2070,R12_CHN,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_CHN-R12_FOIL
NP_SSP2,pipelines_LNG,2080,R12_CHN,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_CHN-R12_FOIL
NP_SSP2,pipelines_LNG,2090,R12_CHN,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_CHN-R12_FOIL
NP_SSP2,pipelines_LNG,2100,R12_CHN,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_CHN-R12_FOIL
NP_SSP2,pipelines_LNG,2110,R12_CHN,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_CHN-R12_FOIL
NP_SSP2,pipelines_LNG,2025,R12_EEU,R12_LNG,LNG_tanker_LNG,LNG,3249.4553345094378,GWa,R12_EEU-R12_LNG
NP_SSP2,pipelines_LNG,2030,R12_EEU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_EEU-R12_LNG
NP_SSP2,pipelines_LNG,2035,R12_EEU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_EEU-R12_LNG
NP_SSP2,pipelines_LNG,2040,R12_EEU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_EEU-R12_LNG
NP_SSP2,pipelines_LNG,2045,R12_EEU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_EEU-R12_LNG
NP_SSP2,pipelines_LNG,2050,R12_EEU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_EEU-R12_LNG
NP_SSP2,pipelines_LNG,2055,R12_EEU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_EEU-R12_LNG
NP_SSP2,pipelines_LNG,2060,R12_EEU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_EEU-R12_LNG
NP_SSP2,pipelines_LNG,2070,R12_EEU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_EEU-R12_LNG
NP_SSP2,pipelines_LNG,2080,R12_EEU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_EEU-R12_LNG
NP_SSP2,pipelines_LNG,2090,R12_EEU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_EEU-R12_LNG
NP_SSP2,pipelines_LNG,2100,R12_EEU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_EEU-R12_LNG
NP_SSP2,pipelines_LNG,2110,R12_EEU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_EEU-R12_LNG
NP_SSP2,pipelines_LNG,2030,R12_EEU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_EEU-R12_FOIL
NP_SSP2,pipelines_LNG,2035,R12_EEU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_EEU-R12_FOIL
NP_SSP2,pipelines_LNG,2040,R12_EEU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_EEU-R12_FOIL
NP_SSP2,pipelines_LNG,2045,R12_EEU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_EEU-R12_FOIL
NP_SSP2,pipelines_LNG,2050,R12_EEU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_EEU-R12_FOIL
NP_SSP2,pipelines_LNG,2055,R12_EEU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_EEU-R12_FOIL
NP_SSP2,pipelines_LNG,2060,R12_EEU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_EEU-R12_FOIL
NP_SSP2,pipelines_LNG,2070,R12_EEU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_EEU-R12_FOIL
NP_SSP2,pipelines_LNG,2080,R12_EEU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_EEU-R12_FOIL
NP_SSP2,pipelines_LNG,2090,R12_EEU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_EEU-R12_FOIL
NP_SSP2,pipelines_LNG,2100,R12_EEU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_EEU-R12_FOIL
NP_SSP2,pipelines_LNG,2110,R12_EEU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_EEU-R12_FOIL
NP_SSP2,pipelines_LNG,2025,R12_FSU,R12_LNG,LNG_tanker_LNG,LNG,20578.752379619786,GWa,R12_FSU-R12_LNG
NP_SSP2,pipelines_LNG,2030,R12_FSU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_FSU-R12_LNG
NP_SSP2,pipelines_LNG,2035,R12_FSU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_FSU-R12_LNG
NP_SSP2,pipelines_LNG,2040,R12_FSU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_FSU-R12_LNG
NP_SSP2,pipelines_LNG,2045,R12_FSU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_FSU-R12_LNG
NP_SSP2,pipelines_LNG,2050,R12_FSU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_FSU-R12_LNG
NP_SSP2,pipelines_LNG,2055,R12_FSU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_FSU-R12_LNG
NP_SSP2,pipelines_LNG,2060,R12_FSU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_FSU-R12_LNG
NP_SSP2,pipelines_LNG,2070,R12_FSU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_FSU-R12_LNG
NP_SSP2,pipelines_LNG,2080,R12_FSU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_FSU-R12_LNG
NP_SSP2,pipelines_LNG,2090,R12_FSU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_FSU-R12_LNG
NP_SSP2,pipelines_LNG,2100,R12_FSU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_FSU-R12_LNG
NP_SSP2,pipelines_LNG,2110,R12_FSU,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_FSU-R12_LNG
NP_SSP2,pipelines_LNG,2030,R12_FSU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_FSU-R12_FOIL
NP_SSP2,pipelines_LNG,2035,R12_FSU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_FSU-R12_FOIL
NP_SSP2,pipelines_LNG,2040,R12_FSU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_FSU-R12_FOIL
NP_SSP2,pipelines_LNG,2045,R12_FSU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_FSU-R12_FOIL
NP_SSP2,pipelines_LNG,2050,R12_FSU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_FSU-R12_FOIL
NP_SSP2,pipelines_LNG,2055,R12_FSU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_FSU-R12_FOIL
NP_SSP2,pipelines_LNG,2060,R12_FSU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_FSU-R12_FOIL
NP_SSP2,pipelines_LNG,2070,R12_FSU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_FSU-R12_FOIL
NP_SSP2,pipelines_LNG,2080,R12_FSU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_FSU-R12_FOIL
NP_SSP2,pipelines_LNG,2090,R12_FSU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_FSU-R12_FOIL
NP_SSP2,pipelines_LNG,2100,R12_FSU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_FSU-R12_FOIL
NP_SSP2,pipelines_LNG,2110,R12_FSU,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_FSU-R12_FOIL
NP_SSP2,pipelines_LNG,2025,R12_LAM,R12_LNG,LNG_tanker_LNG,LNG,55654.47116430419,GWa,R12_LAM-R12_LNG
NP_SSP2,pipelines_LNG,2030,R12_LAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_LAM-R12_LNG
NP_SSP2,pipelines_LNG,2035,R12_LAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_LAM-R12_LNG
NP_SSP2,pipelines_LNG,2040,R12_LAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_LAM-R12_LNG
NP_SSP2,pipelines_LNG,2045,R12_LAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_LAM-R12_LNG
NP_SSP2,pipelines_LNG,2050,R12_LAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_LAM-R12_LNG
NP_SSP2,pipelines_LNG,2055,R12_LAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_LAM-R12_LNG
NP_SSP2,pipelines_LNG,2060,R12_LAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_LAM-R12_LNG
NP_SSP2,pipelines_LNG,2070,R12_LAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_LAM-R12_LNG
NP_SSP2,pipelines_LNG,2080,R12_LAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_LAM-R12_LNG
NP_SSP2,pipelines_LNG,2090,R12_LAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_LAM-R12_LNG
NP_SSP2,pipelines_LNG,2100,R12_LAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_LAM-R12_LNG
NP_SSP2,pipelines_LNG,2110,R12_LAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_LAM-R12_LNG
NP_SSP2,pipelines_LNG,2030,R12_LAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_LAM-R12_FOIL
NP_SSP2,pipelines_LNG,2035,R12_LAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_LAM-R12_FOIL
NP_SSP2,pipelines_LNG,2040,R12_LAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_LAM-R12_FOIL
NP_SSP2,pipelines_LNG,2045,R12_LAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_LAM-R12_FOIL
NP_SSP2,pipelines_LNG,2050,R12_LAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_LAM-R12_FOIL
NP_SSP2,pipelines_LNG,2055,R12_LAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_LAM-R12_FOIL
NP_SSP2,pipelines_LNG,2060,R12_LAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_LAM-R12_FOIL
NP_SSP2,pipelines_LNG,2070,R12_LAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_LAM-R12_FOIL
NP_SSP2,pipelines_LNG,2080,R12_LAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_LAM-R12_FOIL
NP_SSP2,pipelines_LNG,2090,R12_LAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_LAM-R12_FOIL
NP_SSP2,pipelines_LNG,2100,R12_LAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_LAM-R12_FOIL
NP_SSP2,pipelines_LNG,2110,R12_LAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_LAM-R12_FOIL
NP_SSP2,pipelines_LNG,2025,R12_MEA,R12_LNG,LNG_tanker_LNG,LNG,48001.839208525016,GWa,R12_MEA-R12_LNG
NP_SSP2,pipelines_LNG,2030,R12_MEA,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_MEA-R12_LNG
NP_SSP2,pipelines_LNG,2035,R12_MEA,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_MEA-R12_LNG
NP_SSP2,pipelines_LNG,2040,R12_MEA,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_MEA-R12_LNG
NP_SSP2,pipelines_LNG,2045,R12_MEA,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_MEA-R12_LNG
NP_SSP2,pipelines_LNG,2050,R12_MEA,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_MEA-R12_LNG
NP_SSP2,pipelines_LNG,2055,R12_MEA,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_MEA-R12_LNG
NP_SSP2,pipelines_LNG,2060,R12_MEA,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_MEA-R12_LNG
NP_SSP2,pipelines_LNG,2070,R12_MEA,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_MEA-R12_LNG
NP_SSP2,pipelines_LNG,2080,R12_MEA,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_MEA-R12_LNG
NP_SSP2,pipelines_LNG,2090,R12_MEA,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_MEA-R12_LNG
NP_SSP2,pipelines_LNG,2100,R12_MEA,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_MEA-R12_LNG
NP_SSP2,pipelines_LNG,2110,R12_MEA,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_MEA-R12_LNG
NP_SSP2,pipelines_LNG,2030,R12_MEA,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_MEA-R12_FOIL
NP_SSP2,pipelines_LNG,2035,R12_MEA,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_MEA-R12_FOIL
NP_SSP2,pipelines_LNG,2040,R12_MEA,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_MEA-R12_FOIL
NP_SSP2,pipelines_LNG,2045,R12_MEA,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_MEA-R12_FOIL
NP_SSP2,pipelines_LNG,2050,R12_MEA,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_MEA-R12_FOIL
NP_SSP2,pipelines_LNG,2055,R12_MEA,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_MEA-R12_FOIL
NP_SSP2,pipelines_LNG,2060,R12_MEA,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_MEA-R12_FOIL
NP_SSP2,pipelines_LNG,2070,R12_MEA,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_MEA-R12_FOIL
NP_SSP2,pipelines_LNG,2080,R12_MEA,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_MEA-R12_FOIL
NP_SSP2,pipelines_LNG,2090,R12_MEA,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_MEA-R12_FOIL
NP_SSP2,pipelines_LNG,2100,R12_MEA,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_MEA-R12_FOIL
NP_SSP2,pipelines_LNG,2110,R12_MEA,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_MEA-R12_FOIL
NP_SSP2,pipelines_LNG,2025,R12_NAM,R12_LNG,LNG_tanker_LNG,LNG,53440.180732012755,GWa,R12_NAM-R12_LNG
NP_SSP2,pipelines_LNG,2030,R12_NAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_NAM-R12_LNG
NP_SSP2,pipelines_LNG,2035,R12_NAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_NAM-R12_LNG
NP_SSP2,pipelines_LNG,2040,R12_NAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_NAM-R12_LNG
NP_SSP2,pipelines_LNG,2045,R12_NAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_NAM-R12_LNG
NP_SSP2,pipelines_LNG,2050,R12_NAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_NAM-R12_LNG
NP_SSP2,pipelines_LNG,2055,R12_NAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_NAM-R12_LNG
NP_SSP2,pipelines_LNG,2060,R12_NAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_NAM-R12_LNG
NP_SSP2,pipelines_LNG,2070,R12_NAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_NAM-R12_LNG
NP_SSP2,pipelines_LNG,2080,R12_NAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_NAM-R12_LNG
NP_SSP2,pipelines_LNG,2090,R12_NAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_NAM-R12_LNG
NP_SSP2,pipelines_LNG,2100,R12_NAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_NAM-R12_LNG
NP_SSP2,pipelines_LNG,2110,R12_NAM,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_NAM-R12_LNG
NP_SSP2,pipelines_LNG,2030,R12_NAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_NAM-R12_FOIL
NP_SSP2,pipelines_LNG,2035,R12_NAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_NAM-R12_FOIL
NP_SSP2,pipelines_LNG,2040,R12_NAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_NAM-R12_FOIL
NP_SSP2,pipelines_LNG,2045,R12_NAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_NAM-R12_FOIL
NP_SSP2,pipelines_LNG,2050,R12_NAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_NAM-R12_FOIL
NP_SSP2,pipelines_LNG,2055,R12_NAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_NAM-R12_FOIL
NP_SSP2,pipelines_LNG,2060,R12_NAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_NAM-R12_FOIL
NP_SSP2,pipelines_LNG,2070,R12_NAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_NAM-R12_FOIL
NP_SSP2,pipelines_LNG,2080,R12_NAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_NAM-R12_FOIL
NP_SSP2,pipelines_LNG,2090,R12_NAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_NAM-R12_FOIL
NP_SSP2,pipelines_LNG,2100,R12_NAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_NAM-R12_FOIL
NP_SSP2,pipelines_LNG,2110,R12_NAM,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_NAM-R12_FOIL
NP_SSP2,pipelines_LNG,2025,R12_PAO,R12_LNG,LNG_tanker_LNG,LNG,53513.57803463524,GWa,R12_PAO-R12_LNG
NP_SSP2,pipelines_LNG,2030,R12_PAO,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_PAO-R12_LNG
NP_SSP2,pipelines_LNG,2035,R12_PAO,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_PAO-R12_LNG
NP_SSP2,pipelines_LNG,2040,R12_PAO,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_PAO-R12_LNG
NP_SSP2,pipelines_LNG,2045,R12_PAO,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_PAO-R12_LNG
NP_SSP2,pipelines_LNG,2050,R12_PAO,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_PAO-R12_LNG
NP_SSP2,pipelines_LNG,2055,R12_PAO,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_PAO-R12_LNG
NP_SSP2,pipelines_LNG,2060,R12_PAO,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_PAO-R12_LNG
NP_SSP2,pipelines_LNG,2070,R12_PAO,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_PAO-R12_LNG
NP_SSP2,pipelines_LNG,2080,R12_PAO,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_PAO-R12_LNG
NP_SSP2,pipelines_LNG,2090,R12_PAO,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_PAO-R12_LNG
NP_SSP2,pipelines_LNG,2100,R12_PAO,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_PAO-R12_LNG
NP_SSP2,pipelines_LNG,2110,R12_PAO,R12_LNG,LNG_tanker_LNG,LNG,0.0,GWa,R12_PAO-R12_LNG
NP_SSP2,pipelines_LNG,2030,R12_PAO,R12_FOIL,LNG_tanker_foil,fueloil,0.0,GWa,R12_PAO-R12_FOIL
