YEAR,EXPORTER,IMPORTER,MESSAGE COMMODITY,ENERGY (TJ),EXPORTER REGION,IMPORTER REGION,PAIR,REGION PAIR
2003,USA,MEX,gas_piped,393822.0,R12_NAM,R12_LAM,USA-MEX,R12_NAM-R12_LAM
2003,RUS,FRA,gas_piped,412639.0,R12_FSU,R12_WEU,RUS-FRA,R12_FSU-R12_WEU
2003,RUS,HUN,gas_piped,419493.0,R12_FSU,R12_EEU,RUS-HUN,R12_FSU-R12_EEU
2003,RUS,TUR,gas_piped,475732.0,R12_FSU,R12_WEU,RUS-TUR,R12_FSU-R12_WEU
2003,NOR,FRA,gas_piped,512080.0,R12_WEU,R12_WEU,NOR-FRA,R12_WEU-R12_WEU
2003,NLD,DEU,gas_piped,686149.0,R12_WEU,R12_WEU,NLD-DEU,R12_WEU-R12_WEU
2003,DZA,ITA,gas_piped,693801.0,R12_MEA,R12_WEU,DZA-ITA,R12_MEA-R12_WEU
2003,RUS,BLR,gas_piped,699560.0,R12_FSU,R12_FSU,RUS-BLR,R12_FSU-R12_FSU
2003,RUS,ITA,gas_piped,826313.0,R12_FSU,R12_WEU,RUS-ITA,R12_FSU-R12_WEU
2003,NOR,DEU,gas_piped,1008792.0,R12_WEU,R12_WEU,NOR-DEU,R12_WEU-R12_WEU
2003,TKM,UKR,gas_piped,1032703.0,R12_FSU,R12_FSU,TKM-UKR,R12_FSU-R12_FSU
2003,RUS,UKR,gas_piped,1232447.0,R12_FSU,R12_FSU,RUS-UKR,R12_FSU-R12_FSU
2003,RUS,DEU,gas_piped,1289726.0,R12_FSU,R12_WEU,RUS-DEU,R12_FSU-R12_WEU
2003,CAN,USA,gas_piped,3695527.0,R12_NAM,R12_NAM,CAN-USA,R12_NAM-R12_NAM
2004,ESP,KOR,LNG_shipped,1964.0,R12_WEU,R12_PAS,ESP-KOR,R12_WEU-R12_PAS
2004,TTO,JPN,LNG_shipped,3023.0,R12_LAM,R12_PAO,TTO-JPN,R12_LAM-R12_PAO
2004,ARE,KOR,LNG_shipped,3316.0,R12_MEA,R12_PAS,ARE-KOR,R12_MEA-R12_PAS
2004,AUT,KOR,LNG_shipped,3402.0,R12_WEU,R12_PAS,AUT-KOR,R12_WEU-R12_PAS
2004,OMN,TWA,LNG_shipped,3592.0,R12_MEA,,OMN-TWA,R12_MEA-
2004,ARE,TWA,LNG_shipped,3598.0,R12_MEA,,ARE-TWA,R12_MEA-
2004,TTO,DOM,LNG_shipped,4809.0,R12_LAM,R12_LAM,TTO-DOM,R12_LAM-R12_LAM
2004,NGA,JPN,LNG_shipped,6100.0,R12_AFR,R12_PAO,NGA-JPN,R12_AFR-R12_PAO
2004,NGA,KOR,LNG_shipped,6398.0,R12_AFR,R12_PAS,NGA-KOR,R12_AFR-R12_PAS
2004,OMN,USA,LNG_shipped,10328.0,R12_MEA,R12_NAM,OMN-USA,R12_MEA-R12_NAM
2004,DZA,KOR,LNG_shipped,12196.0,R12_MEA,R12_PAS,DZA-KOR,R12_MEA-R12_PAS
2004,ARE,ESP,LNG_shipped,13223.0,R12_MEA,R12_WEU,ARE-ESP,R12_MEA-R12_WEU
2004,NGA,USA,LNG_shipped,13841.0,R12_AFR,R12_NAM,NGA-USA,R12_AFR-R12_NAM
2004,QAT,USA,LNG_shipped,14071.0,R12_MEA,R12_NAM,QAT-USA,R12_MEA-R12_NAM
2004,AUS,KOR,LNG_shipped,15523.0,R12_PAO,R12_PAS,AUS-KOR,R12_PAO-R12_PAS
2004,AUS,USA,LNG_shipped,18552.0,R12_PAO,R12_NAM,AUS-USA,R12_PAO-R12_NAM
2004,DZA,GRC,LNG_shipped,18601.0,R12_MEA,R12_WEU,DZA-GRC,R12_MEA-R12_WEU
2004,MYS,USA,LNG_shipped,23148.0,R12_PAS,R12_NAM,MYS-USA,R12_PAS-R12_NAM
2004,LBY,ESP,LNG_shipped,27959.0,R12_MEA,R12_WEU,LBY-ESP,R12_MEA-R12_WEU
2004,NGA,TUR,LNG_shipped,42855.0,R12_AFR,R12_WEU,NGA-TUR,R12_AFR-R12_WEU
2004,BRN,KOR,LNG_shipped,45587.0,R12_PAS,R12_PAS,BRN-KOR,R12_PAS-R12_PAS
2004,OMN,ESP,LNG_shipped,53316.0,R12_MEA,R12_WEU,OMN-ESP,R12_MEA-R12_WEU
2004,NGA,PRT,LNG_shipped,56595.0,R12_AFR,R12_WEU,NGA-PRT,R12_AFR-R12_WEU
2004,OMN,JPN,LNG_shipped,60180.0,R12_MEA,R12_PAO,OMN-JPN,R12_MEA-R12_PAO
2004,USA,JPN,LNG_shipped,65951.0,R12_NAM,R12_PAO,USA-JPN,R12_NAM-R12_PAO
2004,DZA,ITA,LNG_shipped,69990.0,R12_MEA,R12_WEU,DZA-ITA,R12_MEA-R12_WEU
2004,DZA,BEL,LNG_shipped,113551.0,R12_MEA,R12_WEU,DZA-BEL,R12_MEA-R12_WEU
2004,DZA,TUR,LNG_shipped,130956.0,R12_MEA,R12_WEU,DZA-TUR,R12_MEA-R12_WEU
2004,QAT,IND,LNG_shipped,134910.0,R12_MEA,R12_SAS,QAT-IND,R12_MEA-R12_SAS
2004,DZA,USA,LNG_shipped,138402.0,R12_MEA,R12_NAM,DZA-USA,R12_MEA-R12_NAM
2004,NGA,FRA,LNG_shipped,150952.0,R12_AFR,R12_WEU,NGA-FRA,R12_AFR-R12_WEU
2004,QAT,ESP,LNG_shipped,160170.0,R12_MEA,R12_WEU,QAT-ESP,R12_MEA-R12_WEU
2004,MYS,TWA,LNG_shipped,165059.0,R12_PAS,,MYS-TWA,R12_PAS-
2004,NGA,ESP,LNG_shipped,202713.0,R12_AFR,R12_WEU,NGA-ESP,R12_AFR-R12_WEU
2004,DZA,FRA,LNG_shipped,232641.0,R12_MEA,R12_WEU,DZA-FRA,R12_MEA-R12_WEU
2004,OMN,KOR,LNG_shipped,240086.0,R12_MEA,R12_PAS,OMN-KOR,R12_MEA-R12_PAS
2004,IDN,TWA,LNG_shipped,249814.0,R12_PAS,,IDN-TWA,R12_PAS-
2004,MYS,KOR,LNG_shipped,252448.0,R12_PAS,R12_PAS,MYS-KOR,R12_PAS-R12_PAS
2004,DZA,ESP,LNG_shipped,271360.0,R12_MEA,R12_WEU,DZA-ESP,R12_MEA-R12_WEU
2004,ARE,JPN,LNG_shipped,278350.0,R12_MEA,R12_PAO,ARE-JPN,R12_MEA-R12_PAO
2004,IDN,KOR,LNG_shipped,287947.0,R12_PAS,R12_PAS,IDN-KOR,R12_PAS-R12_PAS
2004,QAT,KOR,LNG_shipped,316651.0,R12_MEA,R12_PAS,QAT-KOR,R12_MEA-R12_PAS
2004,BRN,JPN,LNG_shipped,346486.0,R12_PAS,R12_PAO,BRN-JPN,R12_PAS-R12_PAO
2004,QAT,JPN,LNG_shipped,368551.0,R12_MEA,R12_PAO,QAT-JPN,R12_MEA-R12_PAO
2004,AUS,JPN,LNG_shipped,469417.0,R12_PAO,R12_PAO,AUS-JPN,R12_PAO-R12_PAO
2004,TTO,USA,LNG_shipped,512427.0,R12_LAM,R12_NAM,TTO-USA,R12_LAM-R12_NAM
2004,MYS,JPN,LNG_shipped,716975.0,R12_PAS,R12_PAO,MYS-JPN,R12_PAS-R12_PAO
2004,IDN,JPN,LNG_shipped,847322.0,R12_PAS,R12_PAO,IDN-JPN,R12_PAS-R12_PAO
2004,HRV,SVN,gas_piped,38.0,R12_EEU,R12_EEU,HRV-SVN,R12_EEU-R12_EEU
2004,ITA,SVN,gas_piped,38.0,R12_WEU,R12_EEU,ITA-SVN,R12_WEU-R12_EEU
2004,RUS,MKD,gas_piped,2725.0,R12_FSU,R12_EEU,RUS-MKD,R12_FSU-R12_EEU
2004,ARG,URY,gas_piped,4364.0,R12_LAM,R12_LAM,ARG-URY,R12_LAM-R12_LAM
2004,ITA,CHE,gas_piped,6944.0,R12_WEU,R12_WEU,ITA-CHE,R12_WEU-R12_WEU
2004,TKM,POL,gas_piped,11473.0,R12_FSU,R12_EEU,TKM-POL,R12_FSU-R12_EEU
2004,UZB,HUN,gas_piped,11510.0,R12_FSU,R12_EEU,UZB-HUN,R12_FSU-R12_EEU
2004,RUS,BIH,gas_piped,11837.0,R12_FSU,R12_EEU,RUS-BIH,R12_FSU-R12_EEU
2004,GBR,BEL,gas_piped,12964.0,R12_WEU,R12_WEU,GBR-BEL,R12_WEU-R12_WEU
2004,FRA,CHE,gas_piped,13186.0,R12_WEU,R12_WEU,FRA-CHE,R12_WEU-R12_WEU
2004,TKM,HUN,gas_piped,13988.0,R12_FSU,R12_EEU,TKM-HUN,R12_FSU-R12_EEU
2004,KAZ,HUN,gas_piped,15012.0,R12_FSU,R12_EEU,KAZ-HUN,R12_FSU-R12_EEU
2004,RUS,BEL,gas_piped,15322.0,R12_FSU,R12_WEU,RUS-BEL,R12_FSU-R12_WEU
2004,DEU,POL,gas_piped,15586.0,R12_WEU,R12_EEU,DEU-POL,R12_WEU-R12_EEU
2004,FRA,HUN,gas_piped,15783.0,R12_WEU,R12_EEU,FRA-HUN,R12_WEU-R12_EEU
2004,DZA,SVN,gas_piped,16620.0,R12_MEA,R12_EEU,DZA-SVN,R12_MEA-R12_EEU
2004,NOR,POL,gas_piped,19376.0,R12_WEU,R12_EEU,NOR-POL,R12_WEU-R12_EEU
2004,LBY,ITA,gas_piped,19850.0,R12_MEA,R12_WEU,LBY-ITA,R12_MEA-R12_WEU
2004,ARG,BRA,gas_piped,21318.0,R12_LAM,R12_LAM,ARG-BRA,R12_LAM-R12_LAM
2004,RUS,SVN,gas_piped,24912.0,R12_FSU,R12_EEU,RUS-SVN,R12_FSU-R12_EEU
2004,DEU,HUN,gas_piped,27577.0,R12_WEU,R12_EEU,DEU-HUN,R12_WEU-R12_EEU
2004,NLD,CHE,gas_piped,28498.0,R12_WEU,R12_WEU,NLD-CHE,R12_WEU-R12_WEU
2004,UZB,KGZ,gas_piped,30006.0,R12_FSU,R12_FSU,UZB-KGZ,R12_FSU-R12_FSU
2004,RUS,EST,gas_piped,36032.0,R12_FSU,R12_EEU,RUS-EST,R12_FSU-R12_EEU
2004,NOR,AUT,gas_piped,37566.0,R12_WEU,R12_WEU,NOR-AUT,R12_WEU-R12_WEU
2004,RUS,HRV,gas_piped,40037.0,R12_FSU,R12_EEU,RUS-HRV,R12_FSU-R12_EEU
2004,DNK,SWE,gas_piped,41142.0,R12_WEU,R12_WEU,DNK-SWE,R12_WEU-R12_WEU
2004,RUS,GEO,gas_piped,41575.0,R12_FSU,R12_FSU,RUS-GEO,R12_FSU-R12_FSU
2004,GBR,ITA,gas_piped,42672.0,R12_WEU,R12_WEU,GBR-ITA,R12_WEU-R12_WEU
2004,KAZ,UZB,gas_piped,43283.0,R12_FSU,R12_FSU,KAZ-UZB,R12_FSU-R12_FSU
2004,BEL,NLD,gas_piped,44041.0,R12_WEU,R12_WEU,BEL-NLD,R12_WEU-R12_WEU
2004,EGY,JOR,gas_piped,45538.0,R12_MEA,R12_MEA,EGY-JOR,R12_MEA-R12_MEA
2004,IDN,MYS,gas_piped,46470.0,R12_PAS,R12_PAS,IDN-MYS,R12_PAS-R12_PAS
2004,RUS,ARM,gas_piped,50292.0,R12_FSU,R12_FSU,RUS-ARM,R12_FSU-R12_FSU
2004,MOZ,ZAF,gas_piped,52189.0,R12_AFR,R12_AFR,MOZ-ZAF,R12_AFR-R12_AFR
2004,QAT,ARE,gas_piped,53200.0,R12_MEA,R12_MEA,QAT-ARE,R12_MEA-R12_MEA
2004,DZA,TUN,gas_piped,55670.0,R12_MEA,R12_MEA,DZA-TUN,R12_MEA-R12_MEA
2004,MYS,SGP,gas_piped,60850.0,R12_PAS,R12_PAS,MYS-SGP,R12_PAS-R12_PAS
2004,BOL,ARG,gas_piped,70428.0,R12_LAM,R12_LAM,BOL-ARG,R12_LAM-R12_LAM
2004,DEU,CHE,gas_piped,77477.0,R12_WEU,R12_WEU,DEU-CHE,R12_WEU-R12_WEU
2004,TKM,KAZ,gas_piped,77917.0,R12_FSU,R12_FSU,TKM-KAZ,R12_FSU-R12_FSU
2004,UZB,KAZ,gas_piped,79946.0,R12_FSU,R12_FSU,UZB-KAZ,R12_FSU-R12_FSU
2004,RUS,LVA,gas_piped,80880.0,R12_FSU,R12_EEU,RUS-LVA,R12_FSU-R12_EEU
2004,RUS,GRC,gas_piped,82524.0,R12_FSU,R12_WEU,RUS-GRC,R12_FSU-R12_WEU
2004,NOR,CZE,gas_piped,88168.0,R12_WEU,R12_EEU,NOR-CZE,R12_WEU-R12_EEU
2004,NOR,ESP,gas_piped,93200.0,R12_WEU,R12_WEU,NOR-ESP,R12_WEU-R12_WEU
2004,GBR,NLD,gas_piped,93283.0,R12_WEU,R12_WEU,GBR-NLD,R12_WEU-R12_WEU
2004,RUS,SRB,gas_piped,95592.0,R12_FSU,R12_EEU,RUS-SRB,R12_FSU-R12_EEU
2004,UZB,POL,gas_piped,96662.0,R12_FSU,R12_EEU,UZB-POL,R12_FSU-R12_EEU
2004,DZA,PRT,gas_piped,97138.0,R12_MEA,R12_WEU,DZA-PRT,R12_MEA-R12_WEU
2004,CHN,HKG,gas_piped,101581.0,R12_CHN,R12_CHN,CHN-HKG,R12_CHN-R12_CHN
2004,RUS,MDA,gas_piped,106124.0,R12_FSU,R12_FSU,RUS-MDA,R12_FSU-R12_FSU
2004,RUS,LTU,gas_piped,108989.0,R12_FSU,R12_EEU,RUS-LTU,R12_FSU-R12_EEU
2004,RUS,BGR,gas_piped,111129.0,R12_FSU,R12_EEU,RUS-BGR,R12_FSU-R12_EEU
2004,BEL,GBR,gas_piped,135603.0,R12_WEU,R12_WEU,BEL-GBR,R12_WEU-R12_WEU
2004,IRN,TUR,gas_piped,137607.0,R12_MEA,R12_WEU,IRN-TUR,R12_MEA-R12_WEU
2004,GBR,IRL,gas_piped,137684.0,R12_WEU,R12_WEU,GBR-IRL,R12_WEU-R12_WEU
2004,IDN,SGP,gas_piped,183815.0,R12_PAS,R12_PAS,IDN-SGP,R12_PAS-R12_PAS
2004,RUS,FIN,gas_piped,184222.0,R12_FSU,R12_WEU,RUS-FIN,R12_FSU-R12_WEU
2004,RUS,AZE,gas_piped,187218.0,R12_FSU,R12_FSU,RUS-AZE,R12_FSU-R12_FSU
2004,RUS,ROU,gas_piped,191269.0,R12_FSU,R12_EEU,RUS-ROU,R12_FSU-R12_EEU
2004,NOR,ITA,gas_piped,197739.0,R12_WEU,R12_WEU,NOR-ITA,R12_WEU-R12_WEU
2004,NOR,NLD,gas_piped,230009.0,R12_WEU,R12_WEU,NOR-NLD,R12_WEU-R12_WEU
2004,TKM,IRN,gas_piped,230469.0,R12_FSU,R12_MEA,TKM-IRN,R12_FSU-R12_MEA
2004,RUS,POL,gas_piped,236370.0,R12_FSU,R12_EEU,RUS-POL,R12_FSU-R12_EEU
2004,RUS,AUT,gas_piped,241615.0,R12_FSU,R12_WEU,RUS-AUT,R12_FSU-R12_WEU
2004,RUS,CZE,gas_piped,245182.0,R12_FSU,R12_EEU,RUS-CZE,R12_FSU-R12_EEU
2004,NOR,BEL,gas_piped,251582.0,R12_WEU,R12_WEU,NOR-BEL,R12_WEU-R12_WEU
2004,DEU,NLD,gas_piped,260778.0,R12_WEU,R12_WEU,DEU-NLD,R12_WEU-R12_WEU
2004,RUS,SVK,gas_piped,264166.0,R12_FSU,R12_EEU,RUS-SVK,R12_FSU-R12_EEU
2004,ARG,CHL,gas_piped,266016.0,R12_LAM,R12_LAM,ARG-CHL,R12_LAM-R12_LAM
2004,NLD,BEL,gas_piped,282935.0,R12_WEU,R12_WEU,NLD-BEL,R12_WEU-R12_WEU
2004,RUS,KAZ,gas_piped,296751.0,R12_FSU,R12_FSU,RUS-KAZ,R12_FSU-R12_FSU
2004,NLD,ITA,gas_piped,307619.0,R12_WEU,R12_WEU,NLD-ITA,R12_WEU-R12_WEU
2004,BOL,BRA,gas_piped,309703.0,R12_LAM,R12_LAM,BOL-BRA,R12_LAM-R12_LAM
2004,DZA,ESP,gas_piped,315647.0,R12_MEA,R12_WEU,DZA-ESP,R12_MEA-R12_WEU
2004,MMR,THA,gas_piped,319067.0,R12_PAS,R12_PAS,MMR-THA,R12_PAS-R12_PAS
2004,NOR,GBR,gas_piped,343323.0,R12_WEU,R12_WEU,NOR-GBR,R12_WEU-R12_WEU
2004,RUS,HUN,gas_piped,347748.0,R12_FSU,R12_EEU,RUS-HUN,R12_FSU-R12_EEU
2004,NLD,FRA,gas_piped,354799.0,R12_WEU,R12_WEU,NLD-FRA,R12_WEU-R12_WEU
2004,RUS,FRA,gas_piped,384910.0,R12_FSU,R12_WEU,RUS-FRA,R12_FSU-R12_WEU
2004,USA,CAN,gas_piped,414979.0,R12_NAM,R12_NAM,USA-CAN,R12_NAM-R12_NAM
2004,USA,MEX,gas_piped,446023.0,R12_NAM,R12_LAM,USA-MEX,R12_NAM-R12_LAM
2004,NOR,FRA,gas_piped,502480.0,R12_WEU,R12_WEU,NOR-FRA,R12_WEU-R12_WEU
2004,RUS,TUR,gas_piped,531645.0,R12_FSU,R12_WEU,RUS-TUR,R12_FSU-R12_WEU
2004,RUS,BLR,gas_piped,758652.0,R12_FSU,R12_FSU,RUS-BLR,R12_FSU-R12_FSU
2004,NLD,DEU,gas_piped,781384.0,R12_WEU,R12_WEU,NLD-DEU,R12_WEU-R12_WEU
2004,RUS,ITA,gas_piped,900074.0,R12_FSU,R12_WEU,RUS-ITA,R12_FSU-R12_WEU
2004,DZA,ITA,gas_piped,906589.0,R12_MEA,R12_WEU,DZA-ITA,R12_MEA-R12_WEU
2004,NOR,DEU,gas_piped,1003452.0,R12_WEU,R12_WEU,NOR-DEU,R12_WEU-R12_WEU
2004,TKM,UKR,gas_piped,1164552.0,R12_FSU,R12_FSU,TKM-UKR,R12_FSU-R12_FSU
2004,RUS,UKR,gas_piped,1259839.0,R12_FSU,R12_FSU,RUS-UKR,R12_FSU-R12_FSU
2004,RUS,DEU,gas_piped,1468430.0,R12_FSU,R12_WEU,RUS-DEU,R12_FSU-R12_WEU
2004,CAN,USA,gas_piped,3877564.0,R12_NAM,R12_NAM,CAN-USA,R12_NAM-R12_NAM
2005,OMN,USA,LNG_shipped,2704.0,R12_MEA,R12_NAM,OMN-USA,R12_MEA-R12_NAM
2005,TTO,JPN,LNG_shipped,3031.0,R12_LAM,R12_PAO,TTO-JPN,R12_LAM-R12_PAO
2005,DZA,JPN,LNG_shipped,3033.0,R12_MEA,R12_PAO,DZA-JPN,R12_MEA-R12_PAO
2005,TTO,GBR,LNG_shipped,3220.0,R12_LAM,R12_WEU,TTO-GBR,R12_LAM-R12_WEU
2005,ARE,KOR,LNG_shipped,3362.0,R12_MEA,R12_PAS,ARE-KOR,R12_MEA-R12_PAS
2005,QAT,USA,LNG_shipped,3544.0,R12_MEA,R12_NAM,QAT-USA,R12_MEA-R12_NAM
2005,EGY,JPN,LNG_shipped,6453.0,R12_MEA,R12_PAO,EGY-JPN,R12_MEA-R12_PAO
2005,OMN,TWA,LNG_shipped,7279.0,R12_MEA,,OMN-TWA,R12_MEA-
2005,TTO,DOM,LNG_shipped,9489.0,R12_LAM,R12_LAM,TTO-DOM,R12_LAM-R12_LAM
2005,NGA,USA,LNG_shipped,9544.0,R12_AFR,R12_NAM,NGA-USA,R12_AFR-R12_NAM
2005,ARE,ESP,LNG_shipped,9933.0,R12_MEA,R12_WEU,ARE-ESP,R12_MEA-R12_WEU
2005,MYS,USA,LNG_shipped,10092.0,R12_PAS,R12_NAM,MYS-USA,R12_PAS-R12_NAM
2005,TTO,ITA,LNG_shipped,10135.0,R12_LAM,R12_WEU,TTO-ITA,R12_LAM-R12_WEU
2005,MYS,ESP,LNG_shipped,10949.0,R12_PAS,R12_WEU,MYS-ESP,R12_PAS-R12_WEU
2005,EGY,KOR,LNG_shipped,14687.0,R12_MEA,R12_PAS,EGY-KOR,R12_MEA-R12_PAS
2005,TTO,ESP,LNG_shipped,16318.0,R12_LAM,R12_WEU,TTO-ESP,R12_LAM-R12_WEU
2005,DZA,GBR,LNG_shipped,16570.0,R12_MEA,R12_WEU,DZA-GBR,R12_MEA-R12_WEU
2005,DZA,GRC,LNG_shipped,17788.0,R12_MEA,R12_WEU,DZA-GRC,R12_MEA-R12_WEU
2005,AUS,TWA,LNG_shipped,21600.0,R12_PAO,,AUS-TWA,R12_PAO-
2005,BRN,KOR,LNG_shipped,32308.0,R12_PAS,R12_PAS,BRN-KOR,R12_PAS-R12_PAS
2005,LBY,ESP,LNG_shipped,38316.0,R12_MEA,R12_WEU,LBY-ESP,R12_MEA-R12_WEU
2005,AUS,KOR,LNG_shipped,40728.0,R12_PAO,R12_PAS,AUS-KOR,R12_PAO-R12_PAS
2005,NGA,TUR,LNG_shipped,42832.0,R12_AFR,R12_WEU,NGA-TUR,R12_AFR-R12_WEU
2005,OMN,JPN,LNG_shipped,60008.0,R12_MEA,R12_PAO,OMN-JPN,R12_MEA-R12_PAO
2005,EGY,FRA,LNG_shipped,60030.0,R12_MEA,R12_WEU,EGY-FRA,R12_MEA-R12_WEU
2005,USA,JPN,LNG_shipped,68113.0,R12_NAM,R12_PAO,USA-JPN,R12_NAM-R12_PAO
2005,NGA,PRT,LNG_shipped,69080.0,R12_AFR,R12_WEU,NGA-PRT,R12_AFR-R12_WEU
2005,OMN,ESP,LNG_shipped,71379.0,R12_MEA,R12_WEU,OMN-ESP,R12_MEA-R12_WEU
2005,EGY,USA,LNG_shipped,79598.0,R12_MEA,R12_NAM,EGY-USA,R12_MEA-R12_NAM
2005,DZA,ITA,LNG_shipped,85230.0,R12_MEA,R12_WEU,DZA-ITA,R12_MEA-R12_WEU
2005,DZA,USA,LNG_shipped,111736.0,R12_MEA,R12_NAM,DZA-USA,R12_MEA-R12_NAM
2005,DZA,BEL,LNG_shipped,128211.0,R12_MEA,R12_WEU,DZA-BEL,R12_MEA-R12_WEU
2005,EGY,ESP,LNG_shipped,142389.0,R12_MEA,R12_WEU,EGY-ESP,R12_MEA-R12_WEU
2005,NGA,FRA,LNG_shipped,146596.0,R12_AFR,R12_WEU,NGA-FRA,R12_AFR-R12_WEU
2005,DZA,TUR,LNG_shipped,158992.0,R12_MEA,R12_WEU,DZA-TUR,R12_MEA-R12_WEU
2005,MYS,TWA,LNG_shipped,162706.0,R12_PAS,,MYS-TWA,R12_PAS-
2005,QAT,ESP,LNG_shipped,195713.0,R12_MEA,R12_WEU,QAT-ESP,R12_MEA-R12_WEU
2005,DZA,ESP,LNG_shipped,218095.0,R12_MEA,R12_WEU,DZA-ESP,R12_MEA-R12_WEU
2005,NGA,ESP,LNG_shipped,220643.0,R12_AFR,R12_WEU,NGA-ESP,R12_AFR-R12_WEU
2005,OMN,KOR,LNG_shipped,230988.0,R12_MEA,R12_PAS,OMN-KOR,R12_MEA-R12_PAS
2005,IDN,TWA,LNG_shipped,244447.0,R12_PAS,,IDN-TWA,R12_PAS-
2005,MYS,KOR,LNG_shipped,255144.0,R12_PAS,R12_PAS,MYS-KOR,R12_PAS-R12_PAS
2005,QAT,IND,LNG_shipped,273167.0,R12_MEA,R12_SAS,QAT-IND,R12_MEA-R12_SAS
2005,ARE,JPN,LNG_shipped,292783.0,R12_MEA,R12_PAO,ARE-JPN,R12_MEA-R12_PAO
2005,IDN,KOR,LNG_shipped,299450.0,R12_PAS,R12_PAS,IDN-KOR,R12_PAS-R12_PAS
2005,DZA,FRA,LNG_shipped,309486.0,R12_MEA,R12_WEU,DZA-FRA,R12_MEA-R12_WEU
2005,BRN,JPN,LNG_shipped,336025.0,R12_PAS,R12_PAO,BRN-JPN,R12_PAS-R12_PAO
2005,QAT,KOR,LNG_shipped,338037.0,R12_MEA,R12_PAS,QAT-KOR,R12_MEA-R12_PAS
2005,QAT,JPN,LNG_shipped,348608.0,R12_MEA,R12_PAO,QAT-JPN,R12_MEA-R12_PAO
2005,TTO,USA,LNG_shipped,487084.0,R12_LAM,R12_NAM,TTO-USA,R12_LAM-R12_NAM
2005,AUS,JPN,LNG_shipped,569924.0,R12_PAO,R12_PAO,AUS-JPN,R12_PAO-R12_PAO
2005,MYS,JPN,LNG_shipped,716000.0,R12_PAS,R12_PAO,MYS-JPN,R12_PAS-R12_PAO
2005,IDN,JPN,LNG_shipped,752926.0,R12_PAS,R12_PAO,IDN-JPN,R12_PAS-R12_PAO
2005,HRV,SVN,gas_piped,38.0,R12_EEU,R12_EEU,HRV-SVN,R12_EEU-R12_EEU
2005,UKR,POL,gas_piped,48.0,R12_FSU,R12_EEU,UKR-POL,R12_FSU-R12_EEU
2005,ITA,SVN,gas_piped,76.0,R12_WEU,R12_EEU,ITA-SVN,R12_WEU-R12_EEU
2005,PRT,ESP,gas_piped,302.0,R12_WEU,R12_WEU,PRT-ESP,R12_WEU-R12_WEU
2005,RUS,MKD,gas_piped,2902.0,R12_FSU,R12_EEU,RUS-MKD,R12_FSU-R12_EEU
2005,ARG,URY,gas_piped,4154.0,R12_LAM,R12_LAM,ARG-URY,R12_LAM-R12_LAM
2005,UZB,HUN,gas_piped,6011.0,R12_FSU,R12_EEU,UZB-HUN,R12_FSU-R12_EEU
2005,ITA,CHE,gas_piped,6140.0,R12_WEU,R12_WEU,ITA-CHE,R12_WEU-R12_WEU
2005,KAZ,HUN,gas_piped,8481.0,R12_FSU,R12_EEU,KAZ-HUN,R12_FSU-R12_EEU
2005,TKM,POL,gas_piped,8609.0,R12_FSU,R12_EEU,TKM-POL,R12_FSU-R12_EEU
2005,MEX,USA,gas_piped,9834.0,R12_LAM,R12_NAM,MEX-USA,R12_LAM-R12_NAM
2005,FRA,CHE,gas_piped,13815.0,R12_WEU,R12_WEU,FRA-CHE,R12_WEU-R12_WEU
2005,RUS,BIH,gas_piped,14058.0,R12_FSU,R12_EEU,RUS-BIH,R12_FSU-R12_EEU
2005,DEU,POL,gas_piped,14145.0,R12_WEU,R12_EEU,DEU-POL,R12_WEU-R12_EEU
2005,ARG,BRA,gas_piped,14186.0,R12_LAM,R12_LAM,ARG-BRA,R12_LAM-R12_LAM
2005,GBR,BEL,gas_piped,14475.0,R12_WEU,R12_WEU,GBR-BEL,R12_WEU-R12_WEU
2005,FRA,HUN,gas_piped,15420.0,R12_WEU,R12_EEU,FRA-HUN,R12_WEU-R12_EEU
2005,DZA,MAR,gas_piped,15849.0,R12_MEA,R12_MEA,DZA-MAR,R12_MEA-R12_MEA
2005,RUS,AZE,gas_piped,16136.0,R12_FSU,R12_FSU,RUS-AZE,R12_FSU-R12_FSU
2005,DZA,SVN,gas_piped,17189.0,R12_MEA,R12_EEU,DZA-SVN,R12_MEA-R12_EEU
2005,NOR,POL,gas_piped,19426.0,R12_WEU,R12_EEU,NOR-POL,R12_WEU-R12_EEU
2005,GBR,ITA,gas_piped,20688.0,R12_WEU,R12_WEU,GBR-ITA,R12_WEU-R12_WEU
2005,RUS,SVN,gas_piped,25746.0,R12_FSU,R12_EEU,RUS-SVN,R12_FSU-R12_EEU
2005,DEU,HUN,gas_piped,27152.0,R12_WEU,R12_EEU,DEU-HUN,R12_WEU-R12_EEU
2005,UZB,KGZ,gas_piped,27747.0,R12_FSU,R12_FSU,UZB-KGZ,R12_FSU-R12_FSU
2005,NLD,CHE,gas_piped,29390.0,R12_WEU,R12_WEU,NLD-CHE,R12_WEU-R12_WEU
2005,RUS,BEL,gas_piped,33776.0,R12_FSU,R12_WEU,RUS-BEL,R12_FSU-R12_WEU
2005,KAZ,POL,gas_piped,36107.0,R12_FSU,R12_EEU,KAZ-POL,R12_FSU-R12_EEU
2005,RUS,EST,gas_piped,37201.0,R12_FSU,R12_EEU,RUS-EST,R12_FSU-R12_EEU
2005,KAZ,UZB,gas_piped,37401.0,R12_FSU,R12_FSU,KAZ-UZB,R12_FSU-R12_FSU
