node_loc,technology,year_vtg,value,unit
R12_AFR,h2_NH3,2030,1341.319239276191,USD/kWa
R12_AFR,h2_NH3,2035,1192.1793859846034,USD/kWa
R12_AFR,h2_NH3,2040,1089.8089545815587,USD/kWa
R12_AFR,h2_NH3,2045,1051.7007037866404,USD/kWa
R12_AFR,h2_NH3,2050,974.3481944334704,USD/kWa
R12_AFR,h2_NH3,2055,984.8990731304332,USD/kWa
R12_AFR,h2_NH3,2060,890.4536740102413,USD/kWa
R12_AFR,h2_NH3,2070,889.0921405606164,USD/kWa
R12_AFR,h2_NH3,2080,825.9929962724435,USD/kWa
R12_AFR,h2_NH3,2090,783.3113550847121,USD/kWa
R12_AFR,h2_NH3,2100,761.226455381851,USD/kWa
R12_AFR,h2_NH3,2110,754.6529399625505,USD/kWa
R12_CHN,h2_NH3,2030,638.4587018722998,USD/kWa
R12_CHN,h2_NH3,2035,619.2881554646855,USD/kWa
R12_CHN,h2_NH3,2040,515.6403928590432,USD/kWa
R12_CHN,h2_NH3,2045,518.5302329454491,USD/kWa
R12_CHN,h2_NH3,2050,461.4571645214572,USD/kWa
R12_CHN,h2_NH3,2055,342.1228274801025,USD/kWa
R12_CHN,h2_NH3,2060,367.2968370928884,USD/kWa
R12_CHN,h2_NH3,2070,593.6135801834345,USD/kWa
R12_CHN,h2_NH3,2080,591.8456665657214,USD/kWa
R12_CHN,h2_NH3,2090,668.5420370889552,USD/kWa
R12_CHN,h2_NH3,2100,521.4896593249858,USD/kWa
R12_CHN,h2_NH3,2110,582.6537673143132,USD/kWa
R12_EEU,h2_NH3,2030,1716.277912599407,USD/kWa
R12_EEU,h2_NH3,2035,1635.7374612055044,USD/kWa
R12_EEU,h2_NH3,2040,1511.783561339723,USD/kWa
R12_EEU,h2_NH3,2045,1365.668565473258,USD/kWa
R12_EEU,h2_NH3,2050,1135.410968964116,USD/kWa
R12_EEU,h2_NH3,2055,1106.7304336653317,USD/kWa
R12_EEU,h2_NH3,2060,986.2830440064828,USD/kWa
R12_EEU,h2_NH3,2070,1059.301431569162,USD/kWa
R12_EEU,h2_NH3,2080,1024.2092002008883,USD/kWa
R12_EEU,h2_NH3,2090,988.1114738291528,USD/kWa
R12_EEU,h2_NH3,2100,933.8062018454722,USD/kWa
R12_EEU,h2_NH3,2110,859.6175055398886,USD/kWa
R12_FSU,h2_NH3,2030,1639.2079753298322,USD/kWa
R12_FSU,h2_NH3,2035,1547.91825384689,USD/kWa
R12_FSU,h2_NH3,2040,1397.2757268273497,USD/kWa
R12_FSU,h2_NH3,2045,1392.288800931649,USD/kWa
R12_FSU,h2_NH3,2050,1260.61437737027,USD/kWa
R12_FSU,h2_NH3,2055,1247.972266475812,USD/kWa
R12_FSU,h2_NH3,2060,1117.8167602835097,USD/kWa
R12_FSU,h2_NH3,2070,1201.3192351476318,USD/kWa
R12_FSU,h2_NH3,2080,1069.5373907435446,USD/kWa
R12_FSU,h2_NH3,2090,1037.8108071633358,USD/kWa
R12_FSU,h2_NH3,2100,1031.8778319289618,USD/kWa
R12_FSU,h2_NH3,2110,1001.9455656192586,USD/kWa
R12_LAM,h2_NH3,2030,1367.6035857726,USD/kWa
R12_LAM,h2_NH3,2035,1257.2574295245154,USD/kWa
R12_LAM,h2_NH3,2040,1010.9712610192358,USD/kWa
R12_LAM,h2_NH3,2045,945.6460735077306,USD/kWa
R12_LAM,h2_NH3,2050,883.05770261935,USD/kWa
R12_LAM,h2_NH3,2055,877.4183075125372,USD/kWa
R12_LAM,h2_NH3,2060,799.0623613641985,USD/kWa
R12_LAM,h2_NH3,2070,946.905585323518,USD/kWa
R12_LAM,h2_NH3,2080,893.1139363804723,USD/kWa
R12_LAM,h2_NH3,2090,852.9942422390529,USD/kWa
R12_LAM,h2_NH3,2100,850.0379552469726,USD/kWa
R12_LAM,h2_NH3,2110,841.65564629156,USD/kWa
R12_MEA,h2_NH3,2030,1176.5244033467543,USD/kWa
R12_MEA,h2_NH3,2035,1111.4614877160311,USD/kWa
R12_MEA,h2_NH3,2040,1070.9986224309766,USD/kWa
R12_MEA,h2_NH3,2045,1054.5630710494545,USD/kWa
R12_MEA,h2_NH3,2050,1012.532030731674,USD/kWa
R12_MEA,h2_NH3,2055,1018.7028065887764,USD/kWa
R12_MEA,h2_NH3,2060,915.5976467759616,USD/kWa
R12_MEA,h2_NH3,2070,915.793264749624,USD/kWa
R12_MEA,h2_NH3,2080,853.951911333464,USD/kWa
R12_MEA,h2_NH3,2090,821.9525023813763,USD/kWa
R12_MEA,h2_NH3,2100,802.5919437814312,USD/kWa
R12_MEA,h2_NH3,2110,676.641916318287,USD/kWa
R12_NAM,h2_NH3,2030,1758.435904903777,USD/kWa
R12_NAM,h2_NH3,2035,1544.9901806012197,USD/kWa
R12_NAM,h2_NH3,2040,1356.5448733635208,USD/kWa
R12_NAM,h2_NH3,2045,1216.348717571588,USD/kWa
R12_NAM,h2_NH3,2050,1148.6446385046645,USD/kWa
R12_NAM,h2_NH3,2055,1140.2136375773518,USD/kWa
R12_NAM,h2_NH3,2060,998.2948798481224,USD/kWa
R12_NAM,h2_NH3,2070,1127.9248105827255,USD/kWa
R12_NAM,h2_NH3,2080,1009.96146750325,USD/kWa
R12_NAM,h2_NH3,2090,950.6520170034584,USD/kWa
R12_NAM,h2_NH3,2100,951.7227300987062,USD/kWa
R12_NAM,h2_NH3,2110,890.3090920315701,USD/kWa
R12_PAO,h2_NH3,2030,1951.570142970522,USD/kWa
R12_PAO,h2_NH3,2035,1814.6516317788855,USD/kWa
R12_PAO,h2_NH3,2040,1557.6388951308709,USD/kWa
R12_PAO,h2_NH3,2045,1529.391985658702,USD/kWa
R12_PAO,h2_NH3,2050,1360.3470697279388,USD/kWa
R12_PAO,h2_NH3,2055,1276.2463379566564,USD/kWa
R12_PAO,h2_NH3,2060,1149.668231835296,USD/kWa
R12_PAO,h2_NH3,2070,1222.783865007606,USD/kWa
R12_PAO,h2_NH3,2080,1060.4866444033682,USD/kWa
R12_PAO,h2_NH3,2090,1003.361126689132,USD/kWa
R12_PAO,h2_NH3,2100,985.3150566362632,USD/kWa
R12_PAO,h2_NH3,2110,938.5545898112003,USD/kWa
R12_PAS,h2_NH3,2030,889.1049928111935,USD/kWa
R12_PAS,h2_NH3,2035,698.9136463887917,USD/kWa
R12_PAS,h2_NH3,2040,646.1510036399989,USD/kWa
R12_PAS,h2_NH3,2045,675.231754181702,USD/kWa
R12_PAS,h2_NH3,2050,613.3037027919999,USD/kWa
R12_PAS,h2_NH3,2055,604.085144502269,USD/kWa
R12_PAS,h2_NH3,2060,527.4890333053974,USD/kWa
R12_PAS,h2_NH3,2070,572.6795159887595,USD/kWa
R12_PAS,h2_NH3,2080,503.1913240483481,USD/kWa
R12_PAS,h2_NH3,2090,508.6833981844121,USD/kWa
R12_PAS,h2_NH3,2100,502.5338004711385,USD/kWa
R12_PAS,h2_NH3,2110,501.6479308773861,USD/kWa
R12_RCPA,h2_NH3,2030,542.0027892324964,USD/kWa
R12_RCPA,h2_NH3,2035,537.9588092677782,USD/kWa
R12_RCPA,h2_NH3,2040,432.6636345197722,USD/kWa
R12_RCPA,h2_NH3,2045,496.29522690824456,USD/kWa
R12_RCPA,h2_NH3,2050,492.7496321704396,USD/kWa
R12_RCPA,h2_NH3,2055,508.8361633060478,USD/kWa
R12_RCPA,h2_NH3,2060,427.9044601778077,USD/kWa
R12_RCPA,h2_NH3,2070,609.5142764897457,USD/kWa
