"NAME","BASIN","REGION","BASIN_ID","area","area_km2","BCU_name","id","table_depth_m","GW_per_MCM_per_day","GW_per_km3_per_year"
"Africa East Central Coast - AFR","Africa East Central Coast","AFR",1,85.6406412219397,1037882.76894644,"1|AFR",1,21.3846836140421,0.00206,0.00564383561643836
"Africa Indian Ocean Coast - AFR","Africa Indian Ocean Coast","AFR",2,21.1235503168587,243855.520601478,"2|AFR",2,21.907280838093,0.00211,0.00578082191780822
"Africa North Interior - AFR","Africa North Interior","AFR",3,105.220994746714,1209583.91920788,"3|AFR",3,33.8914446341469,0.00327,0.00895890410958904
"Africa North West Coast - AFR","Africa North West Coast","AFR",4,25.6747155708675,298358.803422463,"4|AFR",4,33.8310976471622,0.00327,0.00895890410958904
"Africa Red Sea Gulf of Aden Coast - AFR","Africa Red Sea Gulf of Aden Coast","AFR",5,48.3045281331647,585875.53107604,"5|AFR",5,49.4815756053538,0.00478,0.0130958904109589
"Africa South Interior - AFR","Africa South Interior","AFR",6,74.3231876108139,863900.710817653,"6|AFR",6,14.5165624479531,0.0014,0.00383561643835616
"Africa West Coast - AFR","Africa West Coast","AFR",7,67.7179480852184,822675.54975777,"7|AFR",7,13.3953421648721,0.00129,0.00353424657534247
"Africa West Coast - AFR","Africa West Coast","AFR",8,16.0126982856018,195431.122629738,"8|AFR",8,12.7669232150734,0.00123,0.00336986301369863
"Angola Coast - AFR","Angola Coast","AFR",13,42.1327279253483,506476.213575093,"13|AFR",9,36.1762816983295,0.00349,0.00956164383561644
"Congo - AFR","Congo","AFR",38,301.212562587614,3688579.83075963,"38|AFR",10,17.3670320192197,0.00168,0.0046027397260274
"Gulf of Guinea - AFR","Gulf of Guinea","AFR",57,57.632405189845,707835.222908555,"57|AFR",11,15.4907429629932,0.0015,0.00410958904109589
"Lake Chad - AFR","Lake Chad","AFR",78,189.088708065506,2244982.26774017,"78|AFR",12,25.4305747710408,0.00245,0.00671232876712329
"Limpopo - AFR","Limpopo","AFR",80,36.3424229425402,411554.731175708,"80|AFR",13,38.5370943624715,0.00372,0.0101917808219178
"Madagascar - AFR","Madagascar","AFR",82,51.0514787938284,592819.418887292,"82|AFR",14,26.11087112802,0.00252,0.0069041095890411
"Namibia Coast - AFR","Namibia Coast","AFR",92,22.8331448896133,260117.79685527,"92|AFR",15,107.273347300102,0.01035,0.0283561643835616
"Niger - AFR","Niger","AFR",95,163.279157154973,1954323.88325475,"95|AFR",16,20.0550263965083,0.00194,0.00531506849315069
"Nile - AFR","Nile","AFR",96,69.5744606687538,848882.4077457,"96|AFR",17,32.076269380475,0.0031,0.00849315068493151
"Orange - AFR","Orange","AFR",107,89.098734322597,975747.978369644,"107|AFR",18,46.1725523429844,0.00446,0.0122191780821918
"Rift Valley - AFR","Rift Valley","AFR",121,52.696041266305,642737.024116911,"121|AFR",19,39.1041863246038,0.00377,0.0103287671232877
"Senegal - AFR","Senegal","AFR",129,38.3804341618996,456422.165841646,"129|AFR",20,21.7204845225947,0.0021,0.00575342465753425
"Shebelli Juba - AFR","Shebelli Juba","AFR",130,64.7629318145584,794459.122507797,"130|AFR",21,30.4408079301299,0.00294,0.00805479452054795
"South Africa South Coast - AFR","South Africa South Coast","AFR",135,37.8481728790551,402661.737993571,"135|AFR",22,56.9822126557326,0.0055,0.0150684931506849
"South Africa West Coast - AFR","South Africa West Coast","AFR",136,10.5490834262764,110986.621626996,"136|AFR",23,74.6930885103159,0.00721,0.0197534246575342
"Volta - AFR","Volta","AFR",158,33.9583703017424,410993.756248921,"158|AFR",24,15.0132713644235,0.00145,0.00397260273972603
"Zambezi - AFR","Zambezi","AFR",161,115.445279043949,1373243.10573904,"161|AFR",25,21.2726396597479,0.00205,0.00561643835616438
"Amur - CPA","Amur","CPA",11,148.389743334373,1240189.46233942,"11|CPA",26,9.72906091391124,0.00094,0.00257534246575342
"China Coast - CPA","China Coast","CPA",35,35.2353828131729,370017.172369047,"35|CPA",27,25.5739789369369,0.00247,0.00676712328767123
"Ganges Bramaputra - CPA","Ganges Bramaputra","CPA",53,29.3564694109351,315782.155003207,"53|CPA",28,69.9159741171976,0.00675,0.0184931506849315
"Gobi Interior - CPA","Gobi Interior","CPA",54,209.484425664921,1852165.81703544,"54|CPA",29,15.0340643463254,0.00145,0.00397260273972603
"Gulf of Thailand Coast Chao Phraya - CPA","Gulf of Thailand Coast Chao Phraya","CPA",59,3.35222922344818,40586.4646767074,"59|CPA",30,13.7921205935581,0.00133,0.00364383561643836
"Hainan - CPA","Hainan","CPA",60,2.9345291350748,34161.7683490367,"60|CPA",31,27.362700712919,0.00264,0.00723287671232877
