,12/31/2010,12/31/2015,12/31/2020,12/31/2025,12/31/2030,12/31/2035,12/31/2040,12/31/2045,12/31/2050,12/31/2055,12/31/2060,12/31/2065,12/31/2070,12/31/2075,12/31/2080,12/31/2085,12/31/2090,12/31/2095,12/31/2100
0,400.3294021,303.7955085,324.0414755,114.6900269,92.51787095,92.93966727,95.10902262,92.61046816,86.86040187,88.57699946,88.47349173,87.04988921,89.28185999,88.11464911,91.07353319,90.70809375,90.25324246,88.31390134,88.31390134
1,53.68341093,23.45690378,43.20445917,14.42823187,12.08772136,10.18798368,9.679810852,9.650247146,7.544958101,9.387272303,9.633542024,9.701004337,9.563222574,9.561801144,9.790943037,9.872231897,9.753957431,9.647229226,9.647229226
2,0.515036835,0.628075195,2.110233832,0.729219015,0.581928299,0.490076491,0.450855845,0.424292777,0.415059495,0.415138561,0.414554805,0.416162819,0.4109103,0.387700627,0.41256516,0.409146447,0.401936886,0.432276987,0.432276987
3,0.045459808,0.047508254,0.263943218,0.108012028,0.091790463,0.077390042,0.064708262,0.049479137,0.036010938,0.036198832,0.035614389,0.035880929,0.03621201,0.035362263,0.035404571,0.035756547,0.036532001,0.039265234,0.039265234
4,19.12630047,18.95967012,18.51237318,10.20121958,10.10135498,10.33017851,10.12153771,10.64666924,10.79304994,11.13757028,11.039576,11.55512343,11.54745672,11.57260498,11.62319717,11.63252779,12.36308887,12.56806383,12.56806383
5,115.8733517,50.52579792,60.07883033,16.54488402,13.21073255,10.73028607,9.523797405,7.875946678,5.276427476,4.986751194,4.742456176,4.634087789,4.643082955,5.172407381,5.004534669,4.894884604,4.77255727,4.610733774,4.610733774
6,96.03574944,159.7704788,258.2681821,106.8697278,111.5961924,108.3693333,110.7243138,109.7893258,110.4136757,113.9692271,115.8542037,114.6712607,114.0101408,112.7038672,114.3192464,115.5527764,115.4549473,116.6350539,116.6350539
7,28.17797488,52.17649301,62.49436,24.46227145,27.48776423,28.32354011,29.28196902,28.45296063,28.8706726,30.41235937,29.95066757,30.00939203,29.70204102,29.02590773,28.63494008,28.23897521,28.00687938,28.29824128,28.29824128
8,167.5155977,134.462293,133.1906773,42.5699093,36.37282818,32.11137873,30.19861161,31.88335948,28.15497023,26.46484123,25.69219968,26.11823216,25.556181,24.89847463,24.37321244,24.06310079,24.60918337,24.1325594,24.1325594
9,1495.788674,1507.648595,1474.803876,1143.499405,1159.309719,1206.271664,1191.798742,1182.727723,1187.639946,1213.187007,1233.346137,1264.56901,1278.297618,1288.897004,1295.481215,1301.543809,1324.647267,1335.523251,1335.523251
10,698.6369019,689.4919281,802.9807836,618.6193211,605.6371748,643.4630215,676.4691861,666.4832187,649.9065619,659.1053492,663.9240373,670.5981188,675.4570829,675.9854219,677.13472,678.2460871,682.0169178,696.3595146,696.3595146
