,12/31/2010,12/31/2015,12/31/2020,12/31/2025,12/31/2030,12/31/2035,12/31/2040,12/31/2045,12/31/2050,12/31/2055,12/31/2060,12/31/2065,12/31/2070,12/31/2075,12/31/2080,12/31/2085,12/31/2090,12/31/2095,12/31/2100
0,418.7651043,379.8075877,324.0414755,328.2889805,315.285449,304.1922639,277.1540155,280.1758982,286.7387746,279.2104221,279.6243049,279.6243049,279.6243049,283.4520151,283.9076239,286.9022179,279.8202309,275.0476006,275.0476006
1,110.9833457,73.23120361,43.20445917,32.96850377,34.73132118,36.90508671,39.68368228,36.85056232,38.67861435,37.98865936,35.93889887,36.2218784,36.46811894,35.70992677,34.47713784,35.90750465,36.49262975,36.64021338,36.64021338
2,2.394403108,2.557875475,2.110233832,2.229757931,2.566120613,2.714245668,2.982457667,3.143980885,3.023543633,3.648761637,4.028394428,3.644815379,4.339307735,4.364840889,4.04000732,3.931995438,4.04000732,3.90013055,3.90013055
3,0.430402996,0.442198866,0.263943218,0.232480228,0.329730144,0.478257977,0.463731559,0.497491285,0.507245692,0.463681153,0.483176209,0.444042481,0.438150288,0.424074611,0.417698818,0.417698818,0.415874092,0.441956605,0.441956605
4,16.86621972,22.66769878,18.51237318,17.27188843,20.86815264,22.08693097,19.14665207,18.45278865,19.45839951,20.47909025,20.92434253,20.44589542,22.01845884,21.95468252,20.34301236,20.01950765,19.72353624,19.57664112,19.57664112
5,147.3604024,75.09927403,60.07883033,52.54422356,47.79114973,44.91987688,44.73003271,41.0584194,40.6146507,40.6146507,40.6146507,40.6146507,42.10786198,41.17776932,41.29105981,42.68909089,42.68909089,42.68909089,42.68909089
6,215.5712947,310.5163901,258.2681821,264.1891548,319.1675651,371.6388037,411.9590644,438.4573797,458.5195376,452.4553935,442.8045591,418.9324587,410.5614658,401.9564809,411.5124677,419.8834606,418.9324587,411.5124677,411.5124677
7,48.8485961,68.24880563,62.49436,64.68114112,68.2115056,71.275607,74.05548277,78.29046878,84.23934688,89.15631935,90.48196332,88.20328569,87.3946743,87.3946743,87.56197219,89.52883784,88.25477425,88.60514074,88.60514074
8,146.4535867,147.6556138,133.1906773,128.0147172,128.4803828,130.3268931,126.7062597,127.3528863,125.4691472,125.4691472,127.6475707,128.1496427,130.9402652,129.4122539,131.1193419,132.408673,132.9026408,132.972818,132.972818
9,1541.221697,1520.480326,1474.803876,1513.14638,1551.684913,1592.408378,1611.931619,1675.000902,1724.097873,1696.940769,1725.946508,1744.277507,1746.658936,1751.771628,1748.369136,1746.658936,1752.497564,1754.825328,1754.825328
10,1024.870771,938.099845,802.9807836,811.3769488,853.2184075,833.1245515,845.0798458,938.6859665,970.1764459,970.7669457,972.0205146,977.2752499,979.1860012,981.9899309,975.4833332,978.2885768,979.0386819,981.0290544,981.0290544
11,47.72790219,71.74009987,75.27933161,87.79388283,100.3548093,104.4138699,108.4729305,112.5319911,121.0210275,121.0210275,119.0547502,118.5783323,123.7247001,123.7247001,123.7247001,125.0637076,125.0637076,125.0637076,125.0637076
12,61.77163752,33.35246746,31.10978589,28.96577208,30.21217302,31.92752274,32.77538517,30.99325344,31.21426604,30.79658455,30.79132326,31.16201038,30.83886502,31.27384835,31.70591497,32.50365951,32.28666486,32.22553004,32.22553004
13,579.3269779,472.7153417,291.6296647,245.797649,224.3017376,232.5339195,235.1660997,248.1939913,253.9159184,244.9486429,241.9701929,238.4170024,233.9031033,236.010088,236.010088,236.010088,233.5542372,232.7712078,232.7712078
14,14.51525702,6.886889418,4.870893314,3.721065532,3.376956012,3.129387808,2.885385725,2.494895734,2.391064105,2.52344824,2.67365054,2.512938023,2.463874267,2.511058033,2.533646458,2.614064455,2.675122534,2.825875753,2.825875753
15,126.7177626,180.1282975,165.4646117,175.1715793,195.0595638,203.8496957,212.6398275,224.2537626,241.522004,241.522004,239.7200305,239.7200305,239.9041246,246.9219776,246.9219776,246.9219776,246.9219776,246.9219776,246.9219776
16,182.7198452,282.3364095,220.0420037,214.7379414,234.698785,245.1006844,251.8806188,254.3051768,264.4856807,256.7167473,265.9078729,265.4530142,270.848355,276.9652932,271.6789572,271.4627999,267.0308179,264.2812256,264.2812256
17,83.97494468,51.6504359,48.74756926,45.38646691,45.08999791,43.27564657,41.59332113,40.27847001,41.97721259,43.59835794,44.65436747,45.22567749,45.34822093,45.47792172,45.38560348,45.73177563,46.06924862,46.10606458,46.10606458
18,118.398629,128.2829889,113.6343413,110.846044,117.908962,119.6187074,120.2370778,122.4917961,123.5319875,121.6054408,122.0375139,121.807439,123.9066946,125.5239111,125.1537226,125.1618099,125.0159379,124.1534883,124.1534883
19,12.72796275,14.91628406,12.70796957,15.48819461,16.87303005,20.32813682,21.71297225,21.37751043,23.54877575,23.88212815,24.94695282,25.21245193,25.22258393,25.22217178,25.16595443,24.94762332,25.39494594,25.40278395,25.40278395
20,82.57325689,105.4954191,82.42845547,75.2343124,84.72315358,87.45559465,88.00255476,90.8336049,89.98872905,87.65785599,91.23989508,92.87110413,95.44409561,97.41752625,94.60884211,93.81481891,93.57036251,94.66618686,94.66618686
21,75.20661947,52.87798511,52.35601447,51.48623527,52.48133182,52.23399594,51.98666005,51.67812074,52.56812541,53.11618667,53.07489136,53.16144053,53.28029818,53.3259885,53.24994893,53.06978967,52.81526868,52.43157673,52.43157673
22,5.186429519,6.921178742,5.203931496,5.124064394,4.54267509,4.285308496,4.531302968,4.76381528,5.598943763,5.502801511,5.296103689,5.238563683,5.160343322,5.054712812,4.862921716,4.756836658,4.712966801,4.712966801,4.712966801
23,45.15333545,59.07658166,53.5828936,57.49031139,63.0987664,65.81008265,69.80284869,73.1037077,75.81502395,75.81502395,75.66313966,75.66313966,75.66313966,75.66313966,75.66313966,77.30686503,78.45914714,78.53742886,78.53742886
