,12/31/2010,12/31/2015,12/31/2020,12/31/2025,12/31/2030,12/31/2035,12/31/2040,12/31/2045,12/31/2050,12/31/2055,12/31/2060,12/31/2065,12/31/2070,12/31/2075,12/31/2080,12/31/2085,12/31/2090,12/31/2095,12/31/2100
0,400.3294021,303.7955085,324.0414755,114.6900269,92.51787095,92.93966727,29.37965736,24.26003145,20.88706934,21.45553518,21.59086231,21.84469607,22.40311224,22.60495476,22.87930922,23.37265473,24.86299664,25.30274097,25.30274097
1,53.68341093,23.45690378,43.20445917,14.42823187,12.08772136,10.18798368,4.960446606,3.995413388,3.243089444,3.371663042,3.457107299,3.562891436,3.671380758,3.708783751,3.773736107,3.85171858,3.854234606,3.811416761,3.811416761
2,0.515036835,0.628075195,2.110233832,0.729219015,0.581928299,0.490076491,0.152679958,0.113385537,0.089140924,0.086804692,0.086272748,0.087040728,0.087304915,0.086623958,0.087472344,0.086704763,0.086524614,0.086767611,0.086767611
3,0.045459808,0.047508254,0.263943218,0.108012028,0.091790463,0.077390042,0.025921695,0.021237004,0.016528808,0.01642633,0.014589328,0.015042665,0.014325409,0.013839258,0.013077366,0.013788288,0.014050593,0.015285538,0.015285538
4,19.12630047,18.95967012,18.51237318,10.20121958,10.10135498,10.33017851,3.618851731,3.847092696,4.059550838,4.094354116,4.303186129,4.436848181,4.260568013,4.394702999,4.416584902,4.220538986,4.350416082,4.458605653,4.458605653
5,115.8733517,50.52579792,60.07883033,16.54488402,13.21073255,10.73028607,3.377068945,1.736500023,0.116701626,0.132179702,0.128119358,0.152822046,0.159479289,0.167804629,0.172772434,0.175336493,0.178396717,0.18409655,0.18409655
6,96.03574944,159.7704788,258.2681821,106.8697278,111.5961924,108.3693333,56.34374205,50.81522707,53.19161233,53.87873009,51.66002108,47.99385112,46.74404427,46.60914024,49.44713106,51.07614133,47.97735341,52.37059174,52.37059174
7,28.17797488,52.17649301,62.49436,24.46227145,27.48776423,28.32354011,9.084134108,8.037244543,8.205043326,8.468253084,7.894961119,7.798087959,7.391064577,7.412684363,7.958001757,8.013914383,7.84009303,7.860078745,7.860078745
8,167.5155977,134.462293,133.1906773,42.5699093,36.37282818,32.11137873,4.67852079,3.279384088,1.772626668,1.788777326,1.899396896,2.010688923,2.01571259,2.022655118,2.029392221,2.023011816,2.019532606,2.01019245,2.01019245
9,1495.788674,1507.648595,1474.803876,1143.499405,1159.309719,1206.271664,827.0622135,801.7149991,786.8311008,806.1960285,840.1829083,881.0799454,902.8530029,911.3145818,920.638416,932.0609027,937.5823598,940.9009257,940.9009257
10,698.6369019,689.4919281,802.9807836,618.6193211,605.6371748,643.4630215,482.6178439,468.4375017,456.3265015,471.0701202,476.8207933,480.215977,483.695015,485.1245513,485.711078,500.4967403,518.7935979,525.2556422,525.2556422
11,27.88294674,58.2954544,75.27933161,12.98100992,13.95964664,15.15281701,4.412079313,4.008221123,3.975252993,3.818555392,3.684893537,3.678860362,3.638041533,3.698121244,3.727511365,3.856994455,3.800592536,3.800299644,3.800299644
12,62.26415284,27.64446644,31.10978589,10.59749063,9.152904441,8.732780076,2.488974186,1.906204187,1.396750057,1.525067247,1.697489087,1.808393167,1.833188123,1.912037828,1.992943075,2.033677116,1.990966452,1.949028659,1.949028659
13,316.8497461,223.7886742,291.6296647,164.4751278,144.7130542,130.3939157,73.46566509,60.44067806,47.3264873,49.11815448,51.76324356,52.53046661,53.3609623,57.1578761,58.57682023,59.02417382,60.21060507,59.00710607,59.00710607
14,9.473207646,3.915008177,4.870893314,1.589387855,1.28895065,1.040646782,0.383137334,0.240458547,0.093951127,0.093202215,0.09294137,0.092904288,0.095897808,0.097614205,0.094871755,0.092731975,0.093663176,0.0925719,0.0925719
15,68.77138889,132.9036296,165.4646117,42.49479184,48.01189681,50.87010727,8.916469474,7.575025393,7.489599566,7.263764991,7.192511207,8.38799184,7.612827077,7.656907159,8.071840881,8.795126424,8.851431946,8.912926052,8.912926052
16,139.4234625,156.3407298,220.0420037,155.9991258,158.1332397,169.7441631,116.942793,115.9139585,115.7695826,115.9312656,116.2222079,121.0896837,120.2451357,122.905861,125.3689422,126.6922699,128.5856973,128.8887651,128.8887651
17,50.20927371,44.159761,48.74756926,23.11273383,22.45361737,21.79482571,6.096077841,5.433423273,4.453735804,4.430680661,4.513177966,5.009077162,5.752754343,6.209730277,6.390346954,6.320077846,6.172647476,6.235979716,6.235979716
18,118.8604184,111.5530835,113.6343413,98.77746448,97.91471409,98.57472055,76.1991232,74.64023063,76.65319629,79.25545273,80.9905027,82.12765325,83.76412112,85.18767692,87.09642658,87.80451252,88.77538878,89.54503024,89.54503024
19,2.209862537,4.82665485,12.70796957,1.440605473,1.601528663,1.584259301,0.491462128,0.432272217,0.374379327,0.382809828,0.409086511,0.443340805,0.510949247,0.528930771,0.557123262,0.601682764,0.64073413,0.658390383,0.658390383
