# Load factor (occupancy) of LDVs
#
# Source: Constructed by @r-aneeque
#
# Units: dimensionless
# (Implicitly passengers per vehicle.)
#
node,     year, value
R12_AFR,2020,2.1
R12_AFR,2025,2.1
R12_AFR,2110,2.0
R12_CHN,2020,1.75
R12_CHN,2025,1.75
R12_CHN,2110,2.0
R12_EEU,2020,1.64
R12_EEU,2025,1.64
R12_EEU,2110,2.0
R12_FSU,2020,1.81
R12_FSU,2025,1.81
R12_FSU,2110,2.0
R12_LAM,2020,1.8
R12_LAM,2025,1.8
R12_LAM,2110,2.0
R12_MEA,2020,1.81
R12_MEA,2025,1.81
R12_MEA,2110,2.0
R12_NAM,2020,1.53
R12_NAM,2025,1.53
R12_NAM,2110,2.0
R12_PAO,2020,1.65
R12_PAO,2025,1.65
R12_PAO,2110,2.0
R12_PAS,2020,1.8
R12_PAS,2025,1.8
R12_PAS,2110,2.0
R12_RCPA,2020,1.89
R12_RCPA,2025,1.89
R12_RCPA,2110,2.0
R12_SAS,2020,2.0
R12_SAS,2025,2.0
R12_SAS,2110,2.0
R12_WEU,2020,1.65
R12_WEU,2025,1.65
R12_WEU,2110,2.0
