node,year,value
R12_AFR,2015,2.241640342
R12_AFR,2019,2.194992539
R12_AFR,2020,2.057786723
R12_AFR,2022,2.15169614
R12_AFR,2025,2.134202922
R12_AFR,2030,2.137586442
R12_AFR,2035,2.172160669
R12_AFR,2040,2.221812596
R12_AFR,2045,2.258845805
R12_AFR,2050,2.298837184
R12_AFR,2055,2.351835457
R12_AFR,2060,2.40937137
R12_AFR,2065,2.410060294
R12_AFR,2070,2.415661174
R12_AFR,2075,2.418384885
R12_AFR,2080,2.422752363
R12_AFR,2085,2.424768655
R12_AFR,2090,2.427835649
R12_AFR,2095,2.428192051
R12_AFR,2100,2.430021123
R12_CHN,2015,2.101214885
R12_CHN,2019,1.925271832
R12_CHN,2020,2.009513562
R12_CHN,2022,1.919876426
R12_CHN,2025,1.922536027
R12_CHN,2030,1.926034467
R12_CHN,2035,1.921663891
R12_CHN,2040,1.967978164
R12_CHN,2045,2.002560617
R12_CHN,2050,2.042728897
R12_CHN,2055,2.101708737
R12_CHN,2060,2.174429414
R12_CHN,2065,2.187471662
R12_CHN,2070,2.216260854
R12_CHN,2075,2.247637154
R12_CHN,2080,2.274599417
R12_CHN,2085,2.302348997
R12_CHN,2090,2.326036615
R12_CHN,2095,2.350206278
R12_CHN,2100,2.370444649
R12_EEU,2015,1.837456736
R12_EEU,2019,1.830533902
R12_EEU,2020,1.849304762
R12_EEU,2022,1.835411226
R12_EEU,2025,1.873936979
R12_EEU,2030,1.892322777
R12_EEU,2035,1.901487304
R12_EEU,2040,1.911819791
R12_EEU,2045,1.927269814
R12_EEU,2050,1.939095249
R12_EEU,2055,1.94907716
R12_EEU,2060,1.962008297
R12_EEU,2065,1.963384695
R12_EEU,2070,1.964853722
R12_EEU,2075,1.966170728
R12_EEU,2080,1.967835901
R12_EEU,2085,1.969510344
R12_EEU,2090,1.971846944
R12_EEU,2095,1.972405703
R12_EEU,2100,1.973845634
R12_FSU,2015,2.013572697
R12_FSU,2019,1.970412206
R12_FSU,2020,1.93801799
R12_FSU,2022,1.962958261
R12_FSU,2025,1.981770187
R12_FSU,2030,1.977385258
R12_FSU,2035,1.987304704
R12_FSU,2040,1.999116479
R12_FSU,2045,2.020402451
R12_FSU,2050,2.039583581
R12_FSU,2055,2.063225095
R12_FSU,2060,2.084210375
R12_FSU,2065,2.085707707
R12_FSU,2070,2.087563103
R12_FSU,2075,2.089328869
R12_FSU,2080,2.093665143
R12_FSU,2085,2.095784336
R12_FSU,2090,2.105100366
R12_FSU,2095,2.112133605
R12_FSU,2100,2.121059488
R12_LAM,2015,1.707774033
R12_LAM,2019,1.723704252
R12_LAM,2020,1.732752079
R12_LAM,2022,1.71359096
R12_LAM,2025,1.720743871
R12_LAM,2030,1.76097781
R12_LAM,2035,1.797371948
R12_LAM,2040,1.842990915
R12_LAM,2045,1.871009796
R12_LAM,2050,1.899755188
R12_LAM,2055,1.928587716
R12_LAM,2060,1.963051956
R12_LAM,2065,1.969042575
R12_LAM,2070,1.981462184
R12_LAM,2075,1.984875622
R12_LAM,2080,1.9924107
R12_LAM,2085,1.994350842
R12_LAM,2090,2.004575135
R12_LAM,2095,2.004225051
R12_LAM,2100,2.014192714
R12_MEA,2015,1.436309043
R12_MEA,2019,1.447885377
R12_MEA,2020,1.467753966
R12_MEA,2022,1.451674937
R12_MEA,2025,1.447045869
R12_MEA,2030,1.478568364
R12_MEA,2035,1.489559552
R12_MEA,2040,1.50442545
R12_MEA,2045,1.522311594
R12_MEA,2050,1.536697106
R12_MEA,2055,1.54955016
R12_MEA,2060,1.569958233
R12_MEA,2065,1.560403859
R12_MEA,2070,1.575956345
R12_MEA,2075,1.579469336
R12_MEA,2080,1.59131135
R12_MEA,2085,1.61501468
R12_MEA,2090,1.716078611
R12_MEA,2095,2.065177951
R12_MEA,2100,2.517701109
R12_NAM,2015,1.758176055
