# Load factor (occupancy) of LDVs
#
# Source: IIASA SharePoint > Documents > MESSAGEix-Transport
#   > External shared data > MCE EDITS >
#   > PASTA data-20250822T114700Z-1-001 > PASTA data
#   > load-factor-ldv.csv, rows with scenario="EDITS_HWL_v_0.01"
#
# Units: dimensionless
# (Implicitly passengers per vehicle.)
#
node,     year, value
R12_AFR,  2015, 2.206012863
R12_AFR,  2019, 2.153583545
R12_AFR,  2020, 2.023690323
R12_AFR,  2022, 2.11569891
R12_AFR,  2025, 2.103977909
R12_AFR,  2030, 2.179018168
R12_AFR,  2035, 2.215981012
R12_AFR,  2040, 2.282943134
R12_AFR,  2045, 2.3506257
R12_AFR,  2050, 2.383337968
R12_AFR,  2055, 2.48115248
R12_AFR,  2060, 2.579320892
R12_AFR,  2065, 2.579097872
R12_AFR,  2100, 2.579097872
R12_CHN,  2015, 2.106120072
R12_CHN,  2019, 1.926729895
R12_CHN,  2020, 2.013122473
R12_CHN,  2022, 1.920299625
R12_CHN,  2025, 1.921192827
R12_CHN,  2030, 1.955777143
R12_CHN,  2035, 1.975683582
R12_CHN,  2040, 2.033699774
R12_CHN,  2045, 2.083412991
R12_CHN,  2050, 2.135245426
R12_CHN,  2055, 2.195326873
R12_CHN,  2060, 2.256570236
R12_CHN,  2100, 2.256570236
R12_EEU,  2015, 1.83228028
R12_EEU,  2019, 1.822312269
R12_EEU,  2020, 1.834056273
R12_EEU,  2022, 1.826128236
R12_EEU,  2025, 1.868230872
R12_EEU,  2030, 1.892363638
R12_EEU,  2035, 1.905399344
R12_EEU,  2040, 1.917621768
R12_EEU,  2045, 1.934355294
R12_EEU,  2050, 1.94666284
R12_EEU,  2055, 1.956158127
R12_EEU,  2060, 1.967875138
R12_EEU,  2100, 1.967875138
R12_FSU,  2015, 2.008686686
R12_FSU,  2019, 1.961775864
R12_FSU,  2020, 1.920609236
R12_FSU,  2022, 1.952526401
R12_FSU,  2025, 1.971836236
R12_FSU,  2030, 1.976983788
R12_FSU,  2035, 1.987562361
R12_FSU,  2040, 2.004820824
R12_FSU,  2045, 2.029795378
R12_FSU,  2050, 2.053478526
R12_FSU,  2055, 2.081343468
R12_FSU,  2060, 2.105710977
R12_FSU,  2100, 2.105710977
R12_LAM,  2015, 1.718679648
R12_LAM,  2019, 1.737142947
R12_LAM,  2020, 1.755174166
R12_LAM,  2022, 1.72837651
R12_LAM,  2025, 1.737591056
R12_LAM,  2030, 1.773716208
R12_LAM,  2035, 1.808613094
R12_LAM,  2040, 1.843944161
R12_LAM,  2045, 1.862923361
R12_LAM,  2050, 1.873157871
R12_LAM,  2055, 1.88496421
R12_LAM,  2060, 1.902099748
R12_LAM,  2065, 1.927874859
R12_LAM,  2100, 1.927874859
R12_MEA,  2015, 1.432035052
R12_MEA,  2019, 1.406195111
R12_MEA,  2020, 1.425953155
R12_MEA,  2022, 1.412081087
R12_MEA,  2025, 1.398740416
R12_MEA,  2030, 1.388876583
R12_MEA,  2035, 1.38898485
R12_MEA,  2040, 1.396844319
R12_MEA,  2045, 1.417365246
R12_MEA,  2050, 1.429363334
R12_MEA,  2055, 1.459860401
R12_MEA,  2060, 1.478989728
R12_MEA,  2065, 1.478444835
R12_MEA,  2100, 1.478444835
R12_NAM,  2015, 1.758714731
R12_NAM,  2019, 1.774772009
R12_NAM,  2020, 1.665515014
R12_NAM,  2022, 1.785716043
R12_NAM,  2025, 1.8059578
R12_NAM,  2030, 1.866632527
R12_NAM,  2035, 1.875298709
R12_NAM,  2040, 1.907628082
R12_NAM,  2045, 1.934806959
R12_NAM,  2050, 1.960878642
R12_NAM,  2055, 1.98852625
R12_NAM,  2060, 2.013028838
R12_NAM,  2100, 2.013028838
R12_PAO,  2015, 1.46590136
R12_PAO,  2019, 1.473155358
R12_PAO,  2020, 1.467876922
R12_PAO,  2022, 1.47059315
R12_PAO,  2025, 1.467781128
R12_PAO,  2030, 1.479395598
R12_PAO,  2035, 1.503139896
R12_PAO,  2040, 1.540998532
R12_PAO,  2045, 1.579880201
R12_PAO,  2050, 1.602494202
R12_PAO,  2055, 1.627022717
R12_PAO,  2060, 1.642416585
R12_PAO,  2100, 1.642416585
R12_PAS,  2015, 1.801762465
R12_PAS,  2019, 1.779220353
R12_PAS,  2020, 1.758406678
R12_PAS,  2022, 1.772365184
R12_PAS,  2025, 1.793351556
R12_PAS,  2030, 1.8175597
R12_PAS,  2035, 1.845656972
R12_PAS,  2040, 1.873862759
R12_PAS,  2045, 1.897264811
R12_PAS,  2050, 1.938247298
R12_PAS,  2055, 1.995415466
R12_PAS,  2060, 2.05298321
R12_PAS,  2065, 2.053056525
R12_PAS,  2100, 2.053056525
R12_RCPA, 2015, 1.943747158
R12_RCPA, 2019, 1.92760857
R12_RCPA, 2020, 1.89116317
R12_RCPA, 2022, 1.902560629
R12_RCPA, 2025, 1.926046321
R12_RCPA, 2030, 1.934614042
R12_RCPA, 2035, 1.956908439
R12_RCPA, 2040, 1.970172285
R12_RCPA, 2045, 1.985791391
R12_RCPA, 2050, 1.938794292
R12_RCPA, 2055, 2.033506225
R12_RCPA, 2060, 2.030811175
R12_RCPA, 2065, 2.030811177
R12_RCPA, 2100, 2.030811177
R12_SAS,  2015, 3.384202802
R12_SAS,  2019, 3.293903335
R12_SAS,  2020, 3.251556341
R12_SAS,  2022, 3.279730997
R12_SAS,  2025, 3.280969456
R12_SAS,  2030, 3.259284844
R12_SAS,  2035, 3.250871539
R12_SAS,  2040, 3.262405427
R12_SAS,  2045, 3.282167364
R12_SAS,  2050, 3.297781542
R12_SAS,  2055, 3.384534796
R12_SAS,  2060, 3.46336894
R12_SAS,  2100, 3.46336894
R12_WEU,  2015, 1.391764818
R12_WEU,  2019, 1.387311927
R12_WEU,  2020, 1.389969168
R12_WEU,  2022, 1.39138454
R12_WEU,  2025, 1.402951201
R12_WEU,  2030, 1.424781106
R12_WEU,  2035, 1.440982405
R12_WEU,  2040, 1.460767523
R12_WEU,  2045, 1.479889874
R12_WEU,  2050, 1.500072459
R12_WEU,  2055, 1.518288512
R12_WEU,  2060, 1.539276884
R12_WEU,  2100, 1.539276884
