# Load factor (occupancy) of LDVs
#
# Source: Constructed by @r-aneeque
#
# Units: dimensionless
# (Implicitly passengers per vehicle.)
#
node,     year, value
R12_AFR,  2020, 2.1
R12_AFR,  2025, 2.08
R12_AFR,  2030, 1.89
R12_AFR,  2035, 1.67
R12_AFR,  2040, 1.55
R12_AFR,  2045, 1.41
R12_AFR,  2050, 1.28
R12_AFR,  2055, 1.26
R12_AFR,  2060, 1.25
R12_AFR,  2070, 1.22
R12_AFR,  2080, 1.19
R12_AFR,  2090, 1.16
R12_AFR,  2100, 1.13
R12_AFR,  2110, 1.11
R12_CHN,  2020, 1.75
R12_CHN,  2025, 1.74
R12_CHN,  2030, 1.52
R12_CHN,  2035, 1.23
R12_CHN,  2040, 1.1
R12_CHN,  2045, 1.1
R12_CHN,  2050, 1.1
R12_CHN,  2055, 1.1
R12_CHN,  2060, 1.1
R12_CHN,  2070, 1.1
R12_CHN,  2080, 1.1
R12_CHN,  2090, 1.1
R12_CHN,  2100, 1.1
R12_CHN,  2110, 1.1
R12_EEU,  2020, 1.64
R12_EEU,  2025, 1.64
R12_EEU,  2030, 1.5
R12_EEU,  2035, 1.31
R12_EEU,  2040, 1.21
R12_EEU,  2045, 1.1
R12_EEU,  2050, 1.1
R12_EEU,  2055, 1.1
R12_EEU,  2060, 1.1
R12_EEU,  2070, 1.1
R12_EEU,  2080, 1.1
R12_EEU,  2090, 1.1
R12_EEU,  2100, 1.1
R12_EEU,  2110, 1.1
R12_FSU,  2020, 1.81
R12_FSU,  2025, 1.79
R12_FSU,  2030, 1.61
R12_FSU,  2035, 1.39
R12_FSU,  2040, 1.27
R12_FSU,  2045, 1.14
R12_FSU,  2050, 1.1
R12_FSU,  2055, 1.1
R12_FSU,  2060, 1.1
R12_FSU,  2070, 1.1
R12_FSU,  2080, 1.1
R12_FSU,  2090, 1.1
R12_FSU,  2100, 1.1
R12_FSU,  2110, 1.1
R12_LAM,  2020, 1.8
R12_LAM,  2025, 1.79
R12_LAM,  2030, 1.62
R12_LAM,  2035, 1.38
R12_LAM,  2040, 1.27
R12_LAM,  2045, 1.13
R12_LAM,  2050, 1.1
R12_LAM,  2055, 1.1
R12_LAM,  2060, 1.1
R12_LAM,  2070, 1.1
R12_LAM,  2080, 1.1
R12_LAM,  2090, 1.1
R12_LAM,  2100, 1.1
R12_LAM,  2110, 1.1
R12_MEA,  2020, 1.81
R12_MEA,  2025, 1.8
R12_MEA,  2030, 1.65
R12_MEA,  2035, 1.42
R12_MEA,  2040, 1.31
R12_MEA,  2045, 1.18
R12_MEA,  2050, 1.1
R12_MEA,  2055, 1.1
R12_MEA,  2060, 1.1
R12_MEA,  2070, 1.1
R12_MEA,  2080, 1.1
R12_MEA,  2090, 1.1
R12_MEA,  2100, 1.1
R12_MEA,  2110, 1.1
R12_NAM,  2020, 1.53
R12_NAM,  2025, 1.53
R12_NAM,  2030, 1.36
R12_NAM,  2035, 1.1
R12_NAM,  2040, 1.1
R12_NAM,  2045, 1.1
R12_NAM,  2050, 1.1
R12_NAM,  2055, 1.1
R12_NAM,  2060, 1.1
R12_NAM,  2070, 1.1
R12_NAM,  2080, 1.1
R12_NAM,  2090, 1.1
R12_NAM,  2100, 1.1
R12_NAM,  2110, 1.1
R12_PAO,  2020, 1.65
R12_PAO,  2025, 1.64
R12_PAO,  2030, 1.42
R12_PAO,  2035, 1.14
R12_PAO,  2040, 1.1
R12_PAO,  2045, 1.1
R12_PAO,  2050, 1.1
R12_PAO,  2055, 1.1
R12_PAO,  2060, 1.1
R12_PAO,  2070, 1.1
R12_PAO,  2080, 1.1
R12_PAO,  2090, 1.1
R12_PAO,  2100, 1.1
R12_PAO,  2110, 1.1
R12_PAS,  2020, 1.8
R12_PAS,  2025, 1.78
R12_PAS,  2030, 1.54
R12_PAS,  2035, 1.16
R12_PAS,  2040, 1.1
R12_PAS,  2045, 1.1
R12_PAS,  2050, 1.1
R12_PAS,  2055, 1.1
R12_PAS,  2060, 1.1
R12_PAS,  2070, 1.1
R12_PAS,  2080, 1.1
R12_PAS,  2090, 1.1
R12_PAS,  2100, 1.1
R12_PAS,  2110, 1.1
R12_RCPA, 2020, 1.89
R12_RCPA, 2025, 1.88
R12_RCPA, 2030, 1.66
R12_RCPA, 2035, 1.35
R12_RCPA, 2040, 1.19
R12_RCPA, 2045, 1.1
R12_RCPA, 2050, 1.1
R12_RCPA, 2055, 1.1
R12_RCPA, 2060, 1.1
R12_RCPA, 2070, 1.1
R12_RCPA, 2080, 1.1
R12_RCPA, 2090, 1.1
R12_RCPA, 2100, 1.1
R12_RCPA, 2110, 1.1
R12_SAS,  2020, 2
R12_SAS,  2025, 1.98
R12_SAS,  2030, 1.75
R12_SAS,  2035, 1.37
R12_SAS,  2040, 1.2
R12_SAS,  2045, 1.1
R12_SAS,  2050, 1.1
R12_SAS,  2055, 1.1
R12_SAS,  2060, 1.1
R12_SAS,  2070, 1.1
R12_SAS,  2080, 1.1
R12_SAS,  2090, 1.1
R12_SAS,  2100, 1.1
R12_SAS,  2110, 1.1
R12_WEU,  2020, 1.65
R12_WEU,  2025, 1.64
R12_WEU,  2030, 1.47
R12_WEU,  2035, 1.22
R12_WEU,  2040, 1.1
R12_WEU,  2045, 1.1
R12_WEU,  2050, 1.1
R12_WEU,  2055, 1.1
R12_WEU,  2060, 1.1
R12_WEU,  2070, 1.1
R12_WEU,  2080, 1.1
R12_WEU,  2090, 1.1
R12_WEU,  2100, 1.1
R12_WEU,  2110, 1.1
