,model,scenario,exporter,importer,variable,unit,year,value,infrastructure
0,weu_security,REF,R12_EEU,R12_FSU,Trade|Infrastructure|Pipeline|Gas|R12_FSU,km,2010,317.0,Pipeline
1,weu_security,REF,R12_EEU,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2010,0.0,Pipeline
2,weu_security,REF,R12_EEU,R12_FSU,Trade|Infrastructure|Pipeline|Gas|R12_FSU,km,2015,340.0,Pipeline
3,weu_security,REF,R12_EEU,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2015,294.0,Pipeline
4,weu_security,REF,R12_EEU,R12_FSU,Trade|Infrastructure|Pipeline|Gas|R12_FSU,km,2020,570.0,Pipeline
5,weu_security,REF,R12_EEU,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2020,444.0,Pipeline
6,weu_security,REF,R12_EEU,R12_FSU,Trade|Infrastructure|Pipeline|Gas|R12_FSU,km,2025,570.0,Pipeline
7,weu_security,REF,R12_EEU,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2025,1843.0,Pipeline
8,weu_security,REF,R12_FSU,R12_CHN,Trade|Infrastructure|Pipeline|Gas|R12_CHN,km,2010,3666.0,Pipeline
9,weu_security,REF,R12_FSU,R12_EEU,Trade|Infrastructure|Pipeline|Gas|R12_EEU,km,2010,961.0,Pipeline
10,weu_security,REF,R12_FSU,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2010,1854.0,Pipeline
11,weu_security,REF,R12_FSU,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2010,4408.0,Pipeline
12,weu_security,REF,R12_FSU,R12_CHN,Trade|Infrastructure|Pipeline|Gas|R12_CHN,km,2015,5592.0,Pipeline
13,weu_security,REF,R12_FSU,R12_EEU,Trade|Infrastructure|Pipeline|Gas|R12_EEU,km,2015,961.0,Pipeline
14,weu_security,REF,R12_FSU,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2015,1854.0,Pipeline
15,weu_security,REF,R12_FSU,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2015,4408.0,Pipeline
16,weu_security,REF,R12_FSU,R12_CHN,Trade|Infrastructure|Pipeline|Gas|R12_CHN,km,2020,6558.0,Pipeline
17,weu_security,REF,R12_FSU,R12_EEU,Trade|Infrastructure|Pipeline|Gas|R12_EEU,km,2020,1421.0,Pipeline
18,weu_security,REF,R12_FSU,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2020,1854.0,Pipeline
19,weu_security,REF,R12_FSU,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2020,9309.0,Pipeline
20,weu_security,REF,R12_FSU,R12_CHN,Trade|Infrastructure|Pipeline|Gas|R12_CHN,km,2025,6582.0,Pipeline
21,weu_security,REF,R12_FSU,R12_EEU,Trade|Infrastructure|Pipeline|Gas|R12_EEU,km,2025,2689.0,Pipeline
22,weu_security,REF,R12_FSU,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2025,1854.0,Pipeline
23,weu_security,REF,R12_FSU,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2025,9309.0,Pipeline
24,weu_security,REF,R12_MEA,R12_EEU,Trade|Infrastructure|Pipeline|Gas|R12_EEU,km,2010,3579.0,Pipeline
25,weu_security,REF,R12_MEA,R12_FSU,Trade|Infrastructure|Pipeline|Gas|R12_FSU,km,2010,141.0,Pipeline
26,weu_security,REF,R12_MEA,R12_SAS,Trade|Infrastructure|Pipeline|Gas|R12_SAS,km,2010,0.0,Pipeline
27,weu_security,REF,R12_MEA,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2010,4657.0,Pipeline
28,weu_security,REF,R12_MEA,R12_EEU,Trade|Infrastructure|Pipeline|Gas|R12_EEU,km,2015,3579.0,Pipeline
29,weu_security,REF,R12_MEA,R12_FSU,Trade|Infrastructure|Pipeline|Gas|R12_FSU,km,2015,141.0,Pipeline
30,weu_security,REF,R12_MEA,R12_SAS,Trade|Infrastructure|Pipeline|Gas|R12_SAS,km,2015,0.0,Pipeline
31,weu_security,REF,R12_MEA,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2015,4657.0,Pipeline
32,weu_security,REF,R12_MEA,R12_EEU,Trade|Infrastructure|Pipeline|Gas|R12_EEU,km,2020,3579.0,Pipeline
33,weu_security,REF,R12_MEA,R12_FSU,Trade|Infrastructure|Pipeline|Gas|R12_FSU,km,2020,141.0,Pipeline
34,weu_security,REF,R12_MEA,R12_SAS,Trade|Infrastructure|Pipeline|Gas|R12_SAS,km,2020,0.0,Pipeline
35,weu_security,REF,R12_MEA,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2020,4872.0,Pipeline
36,weu_security,REF,R12_MEA,R12_EEU,Trade|Infrastructure|Pipeline|Gas|R12_EEU,km,2025,3579.0,Pipeline
37,weu_security,REF,R12_MEA,R12_FSU,Trade|Infrastructure|Pipeline|Gas|R12_FSU,km,2025,291.0,Pipeline
38,weu_security,REF,R12_MEA,R12_SAS,Trade|Infrastructure|Pipeline|Gas|R12_SAS,km,2025,2775.0,Pipeline
39,weu_security,REF,R12_MEA,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2025,5972.0,Pipeline
40,weu_security,REF,R12_NAM,R12_LAM,Trade|Infrastructure|Pipeline|Gas|R12_LAM,km,2010,145.0,Pipeline
41,weu_security,REF,R12_NAM,R12_LAM,Trade|Infrastructure|Pipeline|Gas|R12_LAM,km,2015,242.0,Pipeline
42,weu_security,REF,R12_NAM,R12_LAM,Trade|Infrastructure|Pipeline|Gas|R12_LAM,km,2020,1334.0,Pipeline
43,weu_security,REF,R12_NAM,R12_LAM,Trade|Infrastructure|Pipeline|Gas|R12_LAM,km,2025,1583.0,Pipeline
44,weu_security,REF,R12_PAS,R12_CHN,Trade|Infrastructure|Pipeline|Gas|R12_CHN,km,2010,0.0,Pipeline
45,weu_security,REF,R12_PAS,R12_CHN,Trade|Infrastructure|Pipeline|Gas|R12_CHN,km,2015,2577.0,Pipeline
46,weu_security,REF,R12_PAS,R12_CHN,Trade|Infrastructure|Pipeline|Gas|R12_CHN,km,2020,2577.0,Pipeline
47,weu_security,REF,R12_PAS,R12_CHN,Trade|Infrastructure|Pipeline|Gas|R12_CHN,km,2025,2577.0,Pipeline
48,weu_security,REF,R12_WEU,R12_EEU,Trade|Infrastructure|Pipeline|Gas|R12_EEU,km,2010,666.0,Pipeline
49,weu_security,REF,R12_WEU,R12_FSU,Trade|Infrastructure|Pipeline|Gas|R12_FSU,km,2010,0.0,Pipeline
50,weu_security,REF,R12_WEU,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2010,0.0,Pipeline
51,weu_security,REF,R12_WEU,R12_EEU,Trade|Infrastructure|Pipeline|Gas|R12_EEU,km,2015,666.0,Pipeline
52,weu_security,REF,R12_WEU,R12_FSU,Trade|Infrastructure|Pipeline|Gas|R12_FSU,km,2015,0.0,Pipeline
53,weu_security,REF,R12_WEU,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2015,0.0,Pipeline
54,weu_security,REF,R12_WEU,R12_EEU,Trade|Infrastructure|Pipeline|Gas|R12_EEU,km,2020,1617.0,Pipeline
55,weu_security,REF,R12_WEU,R12_FSU,Trade|Infrastructure|Pipeline|Gas|R12_FSU,km,2020,93.0,Pipeline
56,weu_security,REF,R12_WEU,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2020,0.0,Pipeline
57,weu_security,REF,R12_WEU,R12_EEU,Trade|Infrastructure|Pipeline|Gas|R12_EEU,km,2025,1679.0,Pipeline
58,weu_security,REF,R12_WEU,R12_FSU,Trade|Infrastructure|Pipeline|Gas|R12_FSU,km,2025,253.0,Pipeline
59,weu_security,REF,R12_WEU,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2025,310.0,Pipeline
60,weu_security,REF,R12_WEU,R12_EEU,Trade|Infrastructure|Pipeline|Gas|R12_EEU,km,2030,1679.0,Pipeline
61,weu_security,REF,R12_AFR,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2010,0.0,Pipeline
62,weu_security,REF,R12_AFR,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2010,0.0,Pipeline
63,weu_security,REF,R12_AFR,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2015,0.0,Pipeline
64,weu_security,REF,R12_AFR,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2015,0.0,Pipeline
65,weu_security,REF,R12_AFR,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2020,0.0,Pipeline
66,weu_security,REF,R12_AFR,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2020,0.0,Pipeline
67,weu_security,REF,R12_AFR,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2025,0.0,Pipeline
68,weu_security,REF,R12_AFR,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2025,0.0,Pipeline
69,weu_security,REF,R12_AFR,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2030,0.0,Pipeline
70,weu_security,REF,R12_AFR,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2030,22.40457113891523,Pipeline
71,weu_security,REF,R12_AFR,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2035,0.0,Pipeline
72,weu_security,REF,R12_AFR,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2035,22.40457113891523,Pipeline
73,weu_security,REF,R12_AFR,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2040,0.0,Pipeline
74,weu_security,REF,R12_AFR,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2040,22.40457113891523,Pipeline
75,weu_security,REF,R12_AFR,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2045,0.0,Pipeline
76,weu_security,REF,R12_AFR,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2045,22.40457113891523,Pipeline
77,weu_security,REF,R12_AFR,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2050,0.0,Pipeline
78,weu_security,REF,R12_AFR,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2050,0.0,Pipeline
79,weu_security,REF,R12_AFR,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2055,0.0,Pipeline
80,weu_security,REF,R12_AFR,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2055,0.0,Pipeline
81,weu_security,REF,R12_AFR,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2060,0.0,Pipeline
82,weu_security,REF,R12_AFR,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2060,0.0,Pipeline
83,weu_security,REF,R12_AFR,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2070,0.0,Pipeline
84,weu_security,REF,R12_AFR,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2070,0.0,Pipeline
85,weu_security,REF,R12_AFR,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2080,0.0,Pipeline
86,weu_security,REF,R12_AFR,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2080,0.0,Pipeline
87,weu_security,REF,R12_AFR,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2090,0.0,Pipeline
88,weu_security,REF,R12_AFR,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2090,0.0,Pipeline
89,weu_security,REF,R12_AFR,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2100,0.0,Pipeline
90,weu_security,REF,R12_AFR,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2100,0.0,Pipeline
91,weu_security,REF,R12_AFR,R12_MEA,Trade|Infrastructure|Pipeline|Gas|R12_MEA,km,2110,0.0,Pipeline
92,weu_security,REF,R12_AFR,R12_WEU,Trade|Infrastructure|Pipeline|Gas|R12_WEU,km,2110,0.0,Pipeline
93,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|LNG Tanker|R12_AFR,Mt-km,2010,0.0,Shipping
94,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|Crude Tanker|R12_AFR,Mt-km,2010,0.0,Shipping
95,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|LH2 Tanker|R12_AFR,Mt-km,2010,0.0,Shipping
96,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|Petroleum Tanker|R12_AFR,Mt-km,2010,0.0,Shipping
97,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|LNG Tanker|R12_AFR,Mt-km,2015,0.0,Shipping
98,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|Crude Tanker|R12_AFR,Mt-km,2015,0.0,Shipping
99,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|LH2 Tanker|R12_AFR,Mt-km,2015,0.0,Shipping
100,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|Petroleum Tanker|R12_AFR,Mt-km,2015,0.0,Shipping
101,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|LNG Tanker|R12_AFR,Mt-km,2020,0.0,Shipping
102,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|Crude Tanker|R12_AFR,Mt-km,2020,0.0,Shipping
103,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|LH2 Tanker|R12_AFR,Mt-km,2020,0.0,Shipping
104,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|Petroleum Tanker|R12_AFR,Mt-km,2020,0.0,Shipping
105,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|LNG Tanker|R12_AFR,Mt-km,2025,0.0,Shipping
106,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|Crude Tanker|R12_AFR,Mt-km,2025,0.0,Shipping
107,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|LH2 Tanker|R12_AFR,Mt-km,2025,0.0,Shipping
108,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|Petroleum Tanker|R12_AFR,Mt-km,2025,0.0,Shipping
109,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|LNG Tanker|R12_AFR,Mt-km,2030,0.0,Shipping
110,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|Crude Tanker|R12_AFR,Mt-km,2030,1555970.0,Shipping
111,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|LH2 Tanker|R12_AFR,Mt-km,2030,0.0,Shipping
112,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|Petroleum Tanker|R12_AFR,Mt-km,2030,20809.649999999998,Shipping
113,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|Petroleum Tanker|R12_AFR,Mt-km,2030,48555.850000000006,Shipping
114,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|Petroleum Tanker|R12_AFR,Mt-km,2030,624289.5,Shipping
115,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|LNG Tanker|R12_AFR,Mt-km,2035,248212.00000000003,Shipping
116,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|LNG Tanker|R12_AFR,Mt-km,2035,62053.00000000001,Shipping
117,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|Crude Tanker|R12_AFR,Mt-km,2035,1175755.0,Shipping
118,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|LH2 Tanker|R12_AFR,Mt-km,2035,0.0,Shipping
119,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|Petroleum Tanker|R12_AFR,Mt-km,2035,17754.0,Shipping
120,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|Petroleum Tanker|R12_AFR,Mt-km,2035,41426.00000000001,Shipping
121,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|Petroleum Tanker|R12_AFR,Mt-km,2035,532620.0,Shipping
122,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|LNG Tanker|R12_AFR,Mt-km,2040,183376.00000000003,Shipping
123,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|LNG Tanker|R12_AFR,Mt-km,2040,45844.00000000001,Shipping
124,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|Crude Tanker|R12_AFR,Mt-km,2040,103710.0,Shipping
125,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|LH2 Tanker|R12_AFR,Mt-km,2040,0.0,Shipping
126,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|Petroleum Tanker|R12_AFR,Mt-km,2040,5196.599999999999,Shipping
127,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|Petroleum Tanker|R12_AFR,Mt-km,2040,12125.400000000001,Shipping
128,weu_security,REF,R12_GLB,R12_AFR,Trade|Infrastructure|Shipping|Petroleum Tanker|R12_AFR,Mt-km,2040,155898.0,Shipping
