# Disutility costs
#
# Source:
# - Manually reduced from files named P:/ene.model/TaxSub_Transport_Merged/MA3T/
#   Endogenized_Disutility_Costs/R_project/Output/upd_files_dis_costs/*/
#   dis_costs_geam_ADV3TRAr2_Base_DCFrozX2_1.upd
# - One file per region.
# - These .upd data files were produced using the R scripts and input data files
#   in the parent directories; see
#   disut_cost_comp_summarized_2016-04-08_MESSAGE.xlsx for an explanation/
#   demonstration of the calculation.
# - Placeholder values of 0.0001 for 2010 and earlier periods are omitted.
#
# Units: kUSD / vehicle
#
node,cg,technology,year,value
R11_AFR,RUEAA,ICAm_ptrp,2030,0.0
R11_AFR,RUEAA,ICAm_ptrp,2040,0.0
R11_AFR,RUEAA,ICAm_ptrp,2050,0.0
R11_AFR,RUEAA,ICAm_ptrp,2060,0.0
R11_AFR,RUEAA,ICAm_ptrp,2070,0.0
R11_AFR,RUEAA,ICAm_ptrp,2080,0.0
R11_AFR,RUEAA,ICAm_ptrp,2090,0.0
R11_AFR,RUEAA,ICAm_ptrp,2100,0.0
R11_AFR,RUEAA,ICE_L_ptrp,2020,0.0
R11_AFR,RUEAA,ICE_L_ptrp,2030,0.0
R11_AFR,RUEAA,ICE_L_ptrp,2040,0.0
R11_AFR,RUEAA,ICE_L_ptrp,2050,0.0
R11_AFR,RUEAA,ICE_L_ptrp,2060,0.0
R11_AFR,RUEAA,ICE_L_ptrp,2070,0.0
R11_AFR,RUEAA,ICE_L_ptrp,2080,0.0
R11_AFR,RUEAA,ICE_L_ptrp,2090,0.0
R11_AFR,RUEAA,ICE_L_ptrp,2100,0.0
R11_AFR,RUEAA,ICE_conv,2020,0.0
R11_AFR,RUEAA,ICE_conv,2030,0.0
R11_AFR,RUEAA,ICE_conv,2040,0.0
R11_AFR,RUEAA,ICE_conv,2050,0.0
R11_AFR,RUEAA,ICE_conv,2060,0.0
R11_AFR,RUEAA,ICE_conv,2070,0.0
R11_AFR,RUEAA,ICE_conv,2080,0.0
R11_AFR,RUEAA,ICE_conv,2090,0.0
R11_AFR,RUEAA,ICE_conv,2100,0.0
R11_AFR,RUEAA,ICE_nga,2020,83.066
R11_AFR,RUEAA,ICE_nga,2030,49.715
R11_AFR,RUEAA,ICE_nga,2040,20.21
R11_AFR,RUEAA,ICE_nga,2050,17.171
R11_AFR,RUEAA,ICE_nga,2060,14.322
R11_AFR,RUEAA,ICE_nga,2070,13.099
R11_AFR,RUEAA,ICE_nga,2080,12.305
R11_AFR,RUEAA,ICE_nga,2090,11.731
R11_AFR,RUEAA,ICE_nga,2100,11.162
R11_AFR,RUEAA,ICH_chyb,2020,80.327
R11_AFR,RUEAA,ICH_chyb,2030,29.286
R11_AFR,RUEAA,ICH_chyb,2040,19.013
R11_AFR,RUEAA,ICH_chyb,2050,4.908
R11_AFR,RUEAA,ICH_chyb,2060,3.231
R11_AFR,RUEAA,ICH_chyb,2070,2.512
R11_AFR,RUEAA,ICH_chyb,2080,2.045
R11_AFR,RUEAA,ICH_chyb,2090,1.707
R11_AFR,RUEAA,ICH_chyb,2100,1.372
R11_AFR,RUEAA,IGH_ghyb,2020,146.978
R11_AFR,RUEAA,IGH_ghyb,2030,64.441
R11_AFR,RUEAA,IGH_ghyb,2040,22.194
R11_AFR,RUEAA,IGH_ghyb,2050,16.33
R11_AFR,RUEAA,IGH_ghyb,2060,13.746
R11_AFR,RUEAA,IGH_ghyb,2070,12.637
R11_AFR,RUEAA,IGH_ghyb,2080,11.917
R11_AFR,RUEAA,IGH_ghyb,2090,11.396
R11_AFR,RUEAA,IGH_ghyb,2100,10.88
R11_AFR,RUEAA,PHEV_ptrp,2020,214.462
R11_AFR,RUEAA,PHEV_ptrp,2030,90.047
R11_AFR,RUEAA,PHEV_ptrp,2040,56.177
R11_AFR,RUEAA,PHEV_ptrp,2050,27.63
R11_AFR,RUEAA,PHEV_ptrp,2060,20.266
R11_AFR,RUEAA,PHEV_ptrp,2070,17.108
R11_AFR,RUEAA,PHEV_ptrp,2080,15.055
R11_AFR,RUEAA,PHEV_ptrp,2090,13.571
R11_AFR,RUEAA,PHEV_ptrp,2100,12.101
R11_AFR,RUEAF,ELC_100,2020,298.238
R11_AFR,RUEAF,ELC_100,2030,87.847
R11_AFR,RUEAF,ELC_100,2040,46.958
R11_AFR,RUEAF,ELC_100,2050,25.336
R11_AFR,RUEAF,ELC_100,2060,19.479
R11_AFR,RUEAF,ELC_100,2070,16.967
R11_AFR,RUEAF,ELC_100,2080,15.334
R11_AFR,RUEAF,ELC_100,2090,14.154
R11_AFR,RUEAF,ELC_100,2100,12.984
R11_AFR,RUEAF,HFC_ptrp,2020,286.505
R11_AFR,RUEAF,HFC_ptrp,2030,138.279
R11_AFR,RUEAF,HFC_ptrp,2040,90.259
R11_AFR,RUEAF,HFC_ptrp,2050,68.695
R11_AFR,RUEAF,HFC_ptrp,2060,63.204
R11_AFR,RUEAF,HFC_ptrp,2070,60.849
R11_AFR,RUEAF,HFC_ptrp,2080,59.319
R11_AFR,RUEAF,HFC_ptrp,2090,58.212
R11_AFR,RUEAF,HFC_ptrp,2100,57.116
R11_AFR,RUEAF,IAHe_ptrp,2020,80.327
R11_AFR,RUEAF,IAHe_ptrp,2030,29.286
R11_AFR,RUEAF,IAHe_ptrp,2040,19.013
R11_AFR,RUEAF,IAHe_ptrp,2050,4.908
R11_AFR,RUEAF,IAHe_ptrp,2060,3.231
R11_AFR,RUEAF,IAHe_ptrp,2070,2.512
R11_AFR,RUEAF,IAHe_ptrp,2080,2.045
R11_AFR,RUEAF,IAHe_ptrp,2090,1.707
R11_AFR,RUEAF,IAHe_ptrp,2100,1.372
R11_AFR,RUEAF,IAHm_ptrp,2020,80.327
R11_AFR,RUEAF,IAHm_ptrp,2030,29.286
R11_AFR,RUEAF,IAHm_ptrp,2040,19.013
R11_AFR,RUEAF,IAHm_ptrp,2050,4.908
R11_AFR,RUEAF,IAHm_ptrp,2060,3.231
R11_AFR,RUEAF,IAHm_ptrp,2070,2.512
R11_AFR,RUEAF,IAHm_ptrp,2080,2.045
R11_AFR,RUEAF,IAHm_ptrp,2090,1.707
R11_AFR,RUEAF,IAHm_ptrp,2100,1.372
R11_AFR,RUEAF,ICAe_ffv,2020,0.0
R11_AFR,RUEAF,ICAe_ffv,2030,0.0
R11_AFR,RUEAF,ICAe_ffv,2040,0.0
R11_AFR,RUEAF,ICAe_ffv,2050,0.0
R11_AFR,RUEAF,ICAe_ffv,2060,0.0
R11_AFR,RUEAF,ICAe_ffv,2070,0.0
R11_AFR,RUEAF,ICAe_ffv,2080,0.0
R11_AFR,RUEAF,ICAe_ffv,2090,0.0
R11_AFR,RUEAF,ICAe_ffv,2100,0.0
R11_AFR,RUEAF,ICAm_ptrp,2020,0.0
R11_AFR,RUEAF,ICAm_ptrp,2030,0.0
R11_AFR,RUEAF,ICAm_ptrp,2040,0.0
R11_AFR,RUEAF,ICAm_ptrp,2050,0.0
R11_AFR,RUEAF,ICAm_ptrp,2060,0.0
R11_AFR,RUEAF,ICAm_ptrp,2070,0.0
R11_AFR,RUEAF,ICAm_ptrp,2080,0.0
R11_AFR,RUEAF,ICAm_ptrp,2090,0.0
R11_AFR,RUEAF,ICAm_ptrp,2100,0.0
R11_AFR,RUEAF,ICE_L_ptrp,2020,0.0
R11_AFR,RUEAF,ICE_L_ptrp,2030,0.0
R11_AFR,RUEAF,ICE_L_ptrp,2040,0.0
R11_AFR,RUEAF,ICE_L_ptrp,2050,0.0
R11_AFR,RUEAF,ICE_L_ptrp,2060,0.0
R11_AFR,RUEAF,ICE_L_ptrp,2070,0.0
R11_AFR,RUEAF,ICE_L_ptrp,2080,0.0
R11_AFR,RUEAF,ICE_L_ptrp,2090,0.0
R11_AFR,RUEAF,ICE_L_ptrp,2100,0.0
R11_AFR,RUEAF,ICE_conv,2020,0.0
R11_AFR,RUEAF,ICE_conv,2030,0.0
R11_AFR,RUEAF,ICE_conv,2040,0.0
R11_AFR,RUEAF,ICE_conv,2050,0.0
R11_AFR,RUEAF,ICE_conv,2060,0.0
R11_AFR,RUEAF,ICE_conv,2070,0.0
R11_AFR,RUEAF,ICE_conv,2080,0.0
R11_AFR,RUEAF,ICE_conv,2090,0.0
R11_AFR,RUEAF,ICE_conv,2100,0.0
R11_AFR,RUEAF,ICE_nga,2020,85.926
R11_AFR,RUEAF,ICE_nga,2030,52.575
R11_AFR,RUEAF,ICE_nga,2040,23.07
R11_AFR,RUEAF,ICE_nga,2050,20.031
R11_AFR,RUEAF,ICE_nga,2060,17.182
R11_AFR,RUEAF,ICE_nga,2070,15.959
R11_AFR,RUEAF,ICE_nga,2080,15.165
R11_AFR,RUEAF,ICE_nga,2090,14.591
R11_AFR,RUEAF,ICE_nga,2100,14.022
R11_AFR,RUEAF,ICH_chyb,2020,80.327
R11_AFR,RUEAF,ICH_chyb,2030,29.286
R11_AFR,RUEAF,ICH_chyb,2040,19.013
R11_AFR,RUEAF,ICH_chyb,2050,4.908
R11_AFR,RUEAF,ICH_chyb,2060,3.231
R11_AFR,RUEAF,ICH_chyb,2070,2.512
R11_AFR,RUEAF,ICH_chyb,2080,2.045
R11_AFR,RUEAF,ICH_chyb,2090,1.707
R11_AFR,RUEAF,ICH_chyb,2100,1.372
R11_AFR,RUEAF,IGH_ghyb,2020,149.789
R11_AFR,RUEAF,IGH_ghyb,2030,67.251
R11_AFR,RUEAF,IGH_ghyb,2040,25.005
R11_AFR,RUEAF,IGH_ghyb,2050,19.141
R11_AFR,RUEAF,IGH_ghyb,2060,16.557
R11_AFR,RUEAF,IGH_ghyb,2070,15.448
R11_AFR,RUEAF,IGH_ghyb,2080,14.728
R11_AFR,RUEAF,IGH_ghyb,2090,14.207
R11_AFR,RUEAF,IGH_ghyb,2100,13.691
R11_AFR,RUEAF,PHEV_ptrp,2020,214.462
R11_AFR,RUEAF,PHEV_ptrp,2030,90.047
R11_AFR,RUEAF,PHEV_ptrp,2040,56.177
R11_AFR,RUEAF,PHEV_ptrp,2050,27.63
R11_AFR,RUEAF,PHEV_ptrp,2060,20.266
R11_AFR,RUEAF,PHEV_ptrp,2070,17.108
R11_AFR,RUEAF,PHEV_ptrp,2080,15.055
R11_AFR,RUEAF,PHEV_ptrp,2090,13.571
R11_AFR,RUEAF,PHEV_ptrp,2100,12.101
R11_AFR,RUEAM,ELC_100,2020,296.146
R11_AFR,RUEAM,ELC_100,2030,85.755
R11_AFR,RUEAM,ELC_100,2040,44.866
R11_AFR,RUEAM,ELC_100,2050,23.243
R11_AFR,RUEAM,ELC_100,2060,17.386
R11_AFR,RUEAM,ELC_100,2070,14.874
R11_AFR,RUEAM,ELC_100,2080,13.241
R11_AFR,RUEAM,ELC_100,2090,12.061
R11_AFR,RUEAM,ELC_100,2100,10.892
R11_AFR,RUEAM,HFC_ptrp,2020,253.497
R11_AFR,RUEAM,HFC_ptrp,2030,105.271
R11_AFR,RUEAM,HFC_ptrp,2040,57.251
R11_AFR,RUEAM,HFC_ptrp,2050,35.688
R11_AFR,RUEAM,HFC_ptrp,2060,30.197
R11_AFR,RUEAM,HFC_ptrp,2070,27.842
R11_AFR,RUEAM,HFC_ptrp,2080,26.311
R11_AFR,RUEAM,HFC_ptrp,2090,25.205
R11_AFR,RUEAM,HFC_ptrp,2100,24.109
R11_AFR,RUEAM,IAHe_ptrp,2020,80.327
R11_AFR,RUEAM,IAHe_ptrp,2030,29.286
R11_AFR,RUEAM,IAHe_ptrp,2040,19.013
R11_AFR,RUEAM,IAHe_ptrp,2050,4.908
R11_AFR,RUEAM,IAHe_ptrp,2060,3.231
R11_AFR,RUEAM,IAHe_ptrp,2070,2.512
R11_AFR,RUEAM,IAHe_ptrp,2080,2.045
R11_AFR,RUEAM,IAHe_ptrp,2090,1.707
R11_AFR,RUEAM,IAHe_ptrp,2100,1.372
R11_AFR,RUEAM,IAHm_ptrp,2020,80.327
R11_AFR,RUEAM,IAHm_ptrp,2030,29.286
R11_AFR,RUEAM,IAHm_ptrp,2040,19.013
R11_AFR,RUEAM,IAHm_ptrp,2050,4.908
R11_AFR,RUEAM,IAHm_ptrp,2060,3.231
R11_AFR,RUEAM,IAHm_ptrp,2070,2.512
R11_AFR,RUEAM,IAHm_ptrp,2080,2.045
R11_AFR,RUEAM,IAHm_ptrp,2090,1.707
R11_AFR,RUEAM,IAHm_ptrp,2100,1.372
R11_AFR,RUEAM,ICAe_ffv,2020,0.0
R11_AFR,RUEAM,ICAe_ffv,2030,0.0
R11_AFR,RUEAM,ICAe_ffv,2040,0.0
R11_AFR,RUEAM,ICAe_ffv,2050,0.0
R11_AFR,RUEAM,ICAe_ffv,2060,0.0
R11_AFR,RUEAM,ICAe_ffv,2070,0.0
R11_AFR,RUEAM,ICAe_ffv,2080,0.0
R11_AFR,RUEAM,ICAe_ffv,2090,0.0
R11_AFR,RUEAM,ICAe_ffv,2100,0.0
R11_AFR,RUEAM,ICAm_ptrp,2020,0.0
R11_AFR,RUEAM,ICAm_ptrp,2030,0.0
R11_AFR,RUEAM,ICAm_ptrp,2040,0.0
R11_AFR,RUEAM,ICAm_ptrp,2050,0.0
R11_AFR,RUEAM,ICAm_ptrp,2060,0.0
R11_AFR,RUEAM,ICAm_ptrp,2070,0.0
R11_AFR,RUEAM,ICAm_ptrp,2080,0.0
R11_AFR,RUEAM,ICAm_ptrp,2090,0.0
R11_AFR,RUEAM,ICAm_ptrp,2100,0.0
R11_AFR,RUEAM,ICE_L_ptrp,2020,0.0
R11_AFR,RUEAM,ICE_L_ptrp,2030,0.0
R11_AFR,RUEAM,ICE_L_ptrp,2040,0.0
R11_AFR,RUEAM,ICE_L_ptrp,2050,0.0
R11_AFR,RUEAM,ICE_L_ptrp,2060,0.0
R11_AFR,RUEAM,ICE_L_ptrp,2070,0.0
R11_AFR,RUEAM,ICE_L_ptrp,2080,0.0
R11_AFR,RUEAM,ICE_L_ptrp,2090,0.0
R11_AFR,RUEAM,ICE_L_ptrp,2100,0.0
R11_AFR,RUEAM,ICE_conv,2020,0.0
R11_AFR,RUEAM,ICE_conv,2030,0.0
R11_AFR,RUEAM,ICE_conv,2040,0.0
R11_AFR,RUEAM,ICE_conv,2050,0.0
R11_AFR,RUEAM,ICE_conv,2060,0.0
R11_AFR,RUEAM,ICE_conv,2070,0.0
R11_AFR,RUEAM,ICE_conv,2080,0.0
R11_AFR,RUEAM,ICE_conv,2090,0.0
R11_AFR,RUEAM,ICE_conv,2100,0.0
R11_AFR,RUEAM,ICE_nga,2020,81.333
R11_AFR,RUEAM,ICE_nga,2030,47.982
R11_AFR,RUEAM,ICE_nga,2040,18.477
R11_AFR,RUEAM,ICE_nga,2050,15.438
R11_AFR,RUEAM,ICE_nga,2060,12.589
R11_AFR,RUEAM,ICE_nga,2070,11.366
R11_AFR,RUEAM,ICE_nga,2080,10.572
R11_AFR,RUEAM,ICE_nga,2090,9.998
R11_AFR,RUEAM,ICE_nga,2100,9.429
R11_AFR,RUEAM,ICH_chyb,2020,80.327
R11_AFR,RUEAM,ICH_chyb,2030,29.286
R11_AFR,RUEAM,ICH_chyb,2040,19.013
R11_AFR,RUEAM,ICH_chyb,2050,4.908
R11_AFR,RUEAM,ICH_chyb,2060,3.231
R11_AFR,RUEAM,ICH_chyb,2070,2.512
R11_AFR,RUEAM,ICH_chyb,2080,2.045
R11_AFR,RUEAM,ICH_chyb,2090,1.707
R11_AFR,RUEAM,ICH_chyb,2100,1.372
R11_AFR,RUEAM,IGH_ghyb,2020,145.275
R11_AFR,RUEAM,IGH_ghyb,2030,62.737
R11_AFR,RUEAM,IGH_ghyb,2040,20.491
R11_AFR,RUEAM,IGH_ghyb,2050,14.627
R11_AFR,RUEAM,IGH_ghyb,2060,12.043
R11_AFR,RUEAM,IGH_ghyb,2070,10.934
R11_AFR,RUEAM,IGH_ghyb,2080,10.214
R11_AFR,RUEAM,IGH_ghyb,2090,9.693
R11_AFR,RUEAM,IGH_ghyb,2100,9.177
R11_AFR,RUEAM,PHEV_ptrp,2020,214.462
R11_AFR,RUEAM,PHEV_ptrp,2030,90.047
R11_AFR,RUEAM,PHEV_ptrp,2040,56.177
R11_AFR,RUEAM,PHEV_ptrp,2050,27.63
R11_AFR,RUEAM,PHEV_ptrp,2060,20.266
R11_AFR,RUEAM,PHEV_ptrp,2070,17.108
R11_AFR,RUEAM,PHEV_ptrp,2080,15.055
R11_AFR,RUEAM,PHEV_ptrp,2090,13.571
R11_AFR,RUEAM,PHEV_ptrp,2100,12.101
R11_AFR,RUEMA,ELC_100,2020,300.135
R11_AFR,RUEMA,ELC_100,2030,89.743
R11_AFR,RUEMA,ELC_100,2040,48.855
R11_AFR,RUEMA,ELC_100,2050,27.232
R11_AFR,RUEMA,ELC_100,2060,21.375
R11_AFR,RUEMA,ELC_100,2070,18.863
R11_AFR,RUEMA,ELC_100,2080,17.23
R11_AFR,RUEMA,ELC_100,2090,16.05
R11_AFR,RUEMA,ELC_100,2100,14.881
R11_AFR,RUEMA,HFC_ptrp,2020,269.109
R11_AFR,RUEMA,HFC_ptrp,2030,120.883
R11_AFR,RUEMA,HFC_ptrp,2040,72.863
R11_AFR,RUEMA,HFC_ptrp,2050,51.299
R11_AFR,RUEMA,HFC_ptrp,2060,45.809
R11_AFR,RUEMA,HFC_ptrp,2070,43.453
R11_AFR,RUEMA,HFC_ptrp,2080,41.923
R11_AFR,RUEMA,HFC_ptrp,2090,40.816
R11_AFR,RUEMA,HFC_ptrp,2100,39.72
R11_AFR,RUEMA,IAHe_ptrp,2020,80.327
R11_AFR,RUEMA,IAHe_ptrp,2030,29.286
R11_AFR,RUEMA,IAHe_ptrp,2040,19.013
R11_AFR,RUEMA,IAHe_ptrp,2050,4.908
R11_AFR,RUEMA,IAHe_ptrp,2060,3.231
R11_AFR,RUEMA,IAHe_ptrp,2070,2.512
R11_AFR,RUEMA,IAHe_ptrp,2080,2.045
R11_AFR,RUEMA,IAHe_ptrp,2090,1.707
R11_AFR,RUEMA,IAHe_ptrp,2100,1.372
R11_AFR,RUEMA,IAHm_ptrp,2020,80.327
R11_AFR,RUEMA,IAHm_ptrp,2030,29.286
R11_AFR,RUEMA,IAHm_ptrp,2040,19.013
R11_AFR,RUEMA,IAHm_ptrp,2050,4.908
R11_AFR,RUEMA,IAHm_ptrp,2060,3.231
R11_AFR,RUEMA,IAHm_ptrp,2070,2.512
R11_AFR,RUEMA,IAHm_ptrp,2080,2.045
R11_AFR,RUEMA,IAHm_ptrp,2090,1.707
R11_AFR,RUEMA,IAHm_ptrp,2100,1.372
R11_AFR,RUEMA,ICAe_ffv,2020,0.0
R11_AFR,RUEMA,ICAe_ffv,2030,0.0
R11_AFR,RUEMA,ICAe_ffv,2040,0.0
R11_AFR,RUEMA,ICAe_ffv,2050,0.0
R11_AFR,RUEMA,ICAe_ffv,2060,0.0
R11_AFR,RUEMA,ICAe_ffv,2070,0.0
R11_AFR,RUEMA,ICAe_ffv,2080,0.0
R11_AFR,RUEMA,ICAe_ffv,2090,0.0
R11_AFR,RUEMA,ICAe_ffv,2100,0.0
R11_AFR,RUEMA,ICAm_ptrp,2020,0.0
R11_AFR,RUEMA,ICAm_ptrp,2030,0.0
R11_AFR,RUEMA,ICAm_ptrp,2040,0.0
R11_AFR,RUEMA,ICAm_ptrp,2050,0.0
R11_AFR,RUEMA,ICAm_ptrp,2060,0.0
R11_AFR,RUEMA,ICAm_ptrp,2070,0.0
R11_AFR,RUEMA,ICAm_ptrp,2080,0.0
R11_AFR,RUEMA,ICAm_ptrp,2090,0.0
R11_AFR,RUEMA,ICAm_ptrp,2100,0.0
R11_AFR,RUEMA,ICE_L_ptrp,2020,0.0
R11_AFR,RUEMA,ICE_L_ptrp,2030,0.0
R11_AFR,RUEMA,ICE_L_ptrp,2040,0.0
R11_AFR,RUEMA,ICE_L_ptrp,2050,0.0
R11_AFR,RUEMA,ICE_L_ptrp,2060,0.0
R11_AFR,RUEMA,ICE_L_ptrp,2070,0.0
R11_AFR,RUEMA,ICE_L_ptrp,2080,0.0
R11_AFR,RUEMA,ICE_L_ptrp,2090,0.0
R11_AFR,RUEMA,ICE_L_ptrp,2100,0.0
R11_AFR,RUEMA,ICE_conv,2020,0.0
R11_AFR,RUEMA,ICE_conv,2030,0.0
R11_AFR,RUEMA,ICE_conv,2040,0.0
R11_AFR,RUEMA,ICE_conv,2050,0.0
R11_AFR,RUEMA,ICE_conv,2060,0.0
R11_AFR,RUEMA,ICE_conv,2070,0.0
R11_AFR,RUEMA,ICE_conv,2080,0.0
R11_AFR,RUEMA,ICE_conv,2090,0.0
R11_AFR,RUEMA,ICE_conv,2100,0.0
R11_AFR,RUEMA,ICE_nga,2020,86.224
R11_AFR,RUEMA,ICE_nga,2030,52.873
R11_AFR,RUEMA,ICE_nga,2040,23.368
R11_AFR,RUEMA,ICE_nga,2050,20.329
R11_AFR,RUEMA,ICE_nga,2060,17.48
R11_AFR,RUEMA,ICE_nga,2070,16.257
R11_AFR,RUEMA,ICE_nga,2080,15.463
R11_AFR,RUEMA,ICE_nga,2090,14.889
R11_AFR,RUEMA,ICE_nga,2100,14.32
R11_AFR,RUEMA,ICH_chyb,2020,80.327
R11_AFR,RUEMA,ICH_chyb,2030,29.286
R11_AFR,RUEMA,ICH_chyb,2040,19.013
R11_AFR,RUEMA,ICH_chyb,2050,4.908
R11_AFR,RUEMA,ICH_chyb,2060,3.231
R11_AFR,RUEMA,ICH_chyb,2070,2.512
R11_AFR,RUEMA,ICH_chyb,2080,2.045
R11_AFR,RUEMA,ICH_chyb,2090,1.707
R11_AFR,RUEMA,ICH_chyb,2100,1.372
R11_AFR,RUEMA,IGH_ghyb,2020,150.136
R11_AFR,RUEMA,IGH_ghyb,2030,67.599
R11_AFR,RUEMA,IGH_ghyb,2040,25.352
R11_AFR,RUEMA,IGH_ghyb,2050,19.488
R11_AFR,RUEMA,IGH_ghyb,2060,16.904
R11_AFR,RUEMA,IGH_ghyb,2070,15.795
R11_AFR,RUEMA,IGH_ghyb,2080,15.075
R11_AFR,RUEMA,IGH_ghyb,2090,14.554
R11_AFR,RUEMA,IGH_ghyb,2100,14.038
R11_AFR,RUEMA,PHEV_ptrp,2020,217.62
R11_AFR,RUEMA,PHEV_ptrp,2030,93.205
R11_AFR,RUEMA,PHEV_ptrp,2040,59.335
R11_AFR,RUEMA,PHEV_ptrp,2050,30.788
R11_AFR,RUEMA,PHEV_ptrp,2060,23.424
R11_AFR,RUEMA,PHEV_ptrp,2070,20.266
R11_AFR,RUEMA,PHEV_ptrp,2080,18.213
R11_AFR,RUEMA,PHEV_ptrp,2090,16.729
R11_AFR,RUEMA,PHEV_ptrp,2100,15.259
R11_AFR,RUEMF,ELC_100,2020,303.513
R11_AFR,RUEMF,ELC_100,2030,93.122
R11_AFR,RUEMF,ELC_100,2040,52.233
R11_AFR,RUEMF,ELC_100,2050,30.611
R11_AFR,RUEMF,ELC_100,2060,24.754
R11_AFR,RUEMF,ELC_100,2070,22.242
R11_AFR,RUEMF,ELC_100,2080,20.609
R11_AFR,RUEMF,ELC_100,2090,19.429
R11_AFR,RUEMF,ELC_100,2100,18.26
R11_AFR,RUEMF,HFC_ptrp,2020,289.663
R11_AFR,RUEMF,HFC_ptrp,2030,141.437
R11_AFR,RUEMF,HFC_ptrp,2040,93.417
R11_AFR,RUEMF,HFC_ptrp,2050,71.853
R11_AFR,RUEMF,HFC_ptrp,2060,66.362
R11_AFR,RUEMF,HFC_ptrp,2070,64.007
R11_AFR,RUEMF,HFC_ptrp,2080,62.477
R11_AFR,RUEMF,HFC_ptrp,2090,61.37
R11_AFR,RUEMF,HFC_ptrp,2100,60.274
R11_AFR,RUEMF,IAHe_ptrp,2020,80.327
R11_AFR,RUEMF,IAHe_ptrp,2030,29.286
R11_AFR,RUEMF,IAHe_ptrp,2040,19.013
R11_AFR,RUEMF,IAHe_ptrp,2050,4.908
R11_AFR,RUEMF,IAHe_ptrp,2060,3.231
R11_AFR,RUEMF,IAHe_ptrp,2070,2.512
R11_AFR,RUEMF,IAHe_ptrp,2080,2.045
R11_AFR,RUEMF,IAHe_ptrp,2090,1.707
R11_AFR,RUEMF,IAHe_ptrp,2100,1.372
R11_AFR,RUEMF,IAHm_ptrp,2020,80.327
R11_AFR,RUEMF,IAHm_ptrp,2030,29.286
R11_AFR,RUEMF,IAHm_ptrp,2040,19.013
R11_AFR,RUEMF,IAHm_ptrp,2050,4.908
R11_AFR,RUEMF,IAHm_ptrp,2060,3.231
R11_AFR,RUEMF,IAHm_ptrp,2070,2.512
