# Disutility costs
#
# Source:
# - Manually reduced from files named P:/ene.model/TaxSub_Transport_Merged/MA3T/
#   Endogenized_Disutility_Costs/R_project/Output/upd_files_dis_costs/*/
#   dis_costs_geam_ADV3TRAr2_Base_DCFrozX2_1.upd
# - One file per region.
# - These .upd data files were produced using the R scripts and input data files
#   in the parent directories; see
#   disut_cost_comp_summarized_2016-04-08_MESSAGE.xlsx for an explanation/
#   demonstration of the calculation.
# - Placeholder values of 0.0001 for 2010 and earlier periods are omitted.
#
# Units: kUSD / vehicle
#
node,cg,technology,year,value
R11_EEU,RUEMA,IAHe_ptrp,2030,1.78
R11_EEU,RUEMA,IAHe_ptrp,2040,0.836
R11_EEU,RUEMA,IAHe_ptrp,2050,0.0749
R11_EEU,RUEMA,IAHe_ptrp,2060,-0.109
R11_EEU,RUEMA,IAHe_ptrp,2070,-0.254
R11_EEU,RUEMA,IAHe_ptrp,2080,-0.284
R11_EEU,RUEMA,IAHe_ptrp,2090,-0.298
R11_EEU,RUEMA,IAHe_ptrp,2100,-0.297
R11_EEU,RUEMA,IAHm_ptrp,2020,5.63
R11_EEU,RUEMA,IAHm_ptrp,2030,1.78
R11_EEU,RUEMA,IAHm_ptrp,2040,0.836
R11_EEU,RUEMA,IAHm_ptrp,2050,0.0749
R11_EEU,RUEMA,IAHm_ptrp,2060,-0.109
R11_EEU,RUEMA,IAHm_ptrp,2070,-0.254
R11_EEU,RUEMA,IAHm_ptrp,2080,-0.284
R11_EEU,RUEMA,IAHm_ptrp,2090,-0.298
R11_EEU,RUEMA,IAHm_ptrp,2100,-0.297
R11_EEU,RUEMA,ICAe_ffv,2020,0.0
R11_EEU,RUEMA,ICAe_ffv,2030,0.0
R11_EEU,RUEMA,ICAe_ffv,2040,0.0
R11_EEU,RUEMA,ICAe_ffv,2050,0.0
R11_EEU,RUEMA,ICAe_ffv,2060,0.0
R11_EEU,RUEMA,ICAe_ffv,2070,0.0
R11_EEU,RUEMA,ICAe_ffv,2080,0.0
R11_EEU,RUEMA,ICAe_ffv,2090,0.0
R11_EEU,RUEMA,ICAe_ffv,2100,0.0
R11_EEU,RUEMA,ICAm_ptrp,2020,0.0
R11_EEU,RUEMA,ICAm_ptrp,2030,0.0
R11_EEU,RUEMA,ICAm_ptrp,2040,0.0
R11_EEU,RUEMA,ICAm_ptrp,2050,0.0
R11_EEU,RUEMA,ICAm_ptrp,2060,0.0
R11_EEU,RUEMA,ICAm_ptrp,2070,0.0
R11_EEU,RUEMA,ICAm_ptrp,2080,0.0
R11_EEU,RUEMA,ICAm_ptrp,2090,0.0
R11_EEU,RUEMA,ICAm_ptrp,2100,0.0
R11_EEU,RUEMA,ICE_L_ptrp,2020,-1.687
R11_EEU,RUEMA,ICE_L_ptrp,2030,-0.924
R11_EEU,RUEMA,ICE_L_ptrp,2040,-0.384
R11_EEU,RUEMA,ICE_L_ptrp,2050,-0.0745
R11_EEU,RUEMA,ICE_L_ptrp,2060,0.109
R11_EEU,RUEMA,ICE_L_ptrp,2070,0.253
R11_EEU,RUEMA,ICE_L_ptrp,2080,0.283
R11_EEU,RUEMA,ICE_L_ptrp,2090,0.296
R11_EEU,RUEMA,ICE_L_ptrp,2100,0.296
R11_EEU,RUEMA,ICE_conv,2020,0.0
R11_EEU,RUEMA,ICE_conv,2030,0.0
R11_EEU,RUEMA,ICE_conv,2040,0.0
R11_EEU,RUEMA,ICE_conv,2050,0.0
R11_EEU,RUEMA,ICE_conv,2060,0.0
R11_EEU,RUEMA,ICE_conv,2070,0.0
R11_EEU,RUEMA,ICE_conv,2080,0.0
R11_EEU,RUEMA,ICE_conv,2090,0.0
R11_EEU,RUEMA,ICE_conv,2100,0.0
R11_EEU,RUEMA,ICE_nga,2020,16.737
R11_EEU,RUEMA,ICE_nga,2030,14.019
R11_EEU,RUEMA,ICE_nga,2040,12.034
R11_EEU,RUEMA,ICE_nga,2050,11.661
R11_EEU,RUEMA,ICE_nga,2060,11.348
R11_EEU,RUEMA,ICE_nga,2070,11.102
R11_EEU,RUEMA,ICE_nga,2080,11.05
R11_EEU,RUEMA,ICE_nga,2090,11.028
R11_EEU,RUEMA,ICE_nga,2100,11.029
R11_EEU,RUEMA,ICH_chyb,2020,5.63
R11_EEU,RUEMA,ICH_chyb,2030,1.78
R11_EEU,RUEMA,ICH_chyb,2040,0.836
R11_EEU,RUEMA,ICH_chyb,2050,0.0749
R11_EEU,RUEMA,ICH_chyb,2060,-0.109
R11_EEU,RUEMA,ICH_chyb,2070,-0.254
R11_EEU,RUEMA,ICH_chyb,2080,-0.284
R11_EEU,RUEMA,ICH_chyb,2090,-0.298
R11_EEU,RUEMA,ICH_chyb,2100,-0.297
R11_EEU,RUEMA,IGH_ghyb,2020,21.165
R11_EEU,RUEMA,IGH_ghyb,2030,14.861
R11_EEU,RUEMA,IGH_ghyb,2040,12.067
R11_EEU,RUEMA,IGH_ghyb,2050,11.592
R11_EEU,RUEMA,IGH_ghyb,2060,11.308
R11_EEU,RUEMA,IGH_ghyb,2070,11.085
R11_EEU,RUEMA,IGH_ghyb,2080,11.039
R11_EEU,RUEMA,IGH_ghyb,2090,11.018
R11_EEU,RUEMA,IGH_ghyb,2100,11.019
R11_EEU,RUEMA,PHEV_ptrp,2020,23.838
R11_EEU,RUEMA,PHEV_ptrp,2030,14.336
R11_EEU,RUEMA,PHEV_ptrp,2040,11.433
R11_EEU,RUEMA,PHEV_ptrp,2050,9.56
R11_EEU,RUEMA,PHEV_ptrp,2060,8.75
R11_EEU,RUEMA,PHEV_ptrp,2070,8.115
R11_EEU,RUEMA,PHEV_ptrp,2080,7.982
R11_EEU,RUEMA,PHEV_ptrp,2090,7.925
R11_EEU,RUEMA,PHEV_ptrp,2100,7.926
R11_EEU,RUEMF,ELC_100,2020,34.12
R11_EEU,RUEMF,ELC_100,2030,18.1
R11_EEU,RUEMF,ELC_100,2040,14.587
R11_EEU,RUEMF,ELC_100,2050,12.929
R11_EEU,RUEMF,ELC_100,2060,12.157
R11_EEU,RUEMF,ELC_100,2070,11.552
R11_EEU,RUEMF,ELC_100,2080,11.425
R11_EEU,RUEMF,ELC_100,2090,11.37
R11_EEU,RUEMF,ELC_100,2100,11.372
R11_EEU,RUEMF,HFC_ptrp,2020,66.428
R11_EEU,RUEMF,HFC_ptrp,2030,55.241
R11_EEU,RUEMF,HFC_ptrp,2040,51.689
R11_EEU,RUEMF,HFC_ptrp,2050,50.28
R11_EEU,RUEMF,HFC_ptrp,2060,49.676
R11_EEU,RUEMF,HFC_ptrp,2070,49.202
R11_EEU,RUEMF,HFC_ptrp,2080,49.103
R11_EEU,RUEMF,HFC_ptrp,2090,49.06
R11_EEU,RUEMF,HFC_ptrp,2100,49.061
R11_EEU,RUEMF,IAHe_ptrp,2020,5.63
R11_EEU,RUEMF,IAHe_ptrp,2030,1.78
R11_EEU,RUEMF,IAHe_ptrp,2040,0.836
R11_EEU,RUEMF,IAHe_ptrp,2050,0.0749
R11_EEU,RUEMF,IAHe_ptrp,2060,-0.109
R11_EEU,RUEMF,IAHe_ptrp,2070,-0.254
R11_EEU,RUEMF,IAHe_ptrp,2080,-0.284
R11_EEU,RUEMF,IAHe_ptrp,2090,-0.298
R11_EEU,RUEMF,IAHe_ptrp,2100,-0.297
R11_EEU,RUEMF,IAHm_ptrp,2020,5.63
R11_EEU,RUEMF,IAHm_ptrp,2030,1.78
R11_EEU,RUEMF,IAHm_ptrp,2040,0.836
R11_EEU,RUEMF,IAHm_ptrp,2050,0.0749
R11_EEU,RUEMF,IAHm_ptrp,2060,-0.109
R11_EEU,RUEMF,IAHm_ptrp,2070,-0.254
R11_EEU,RUEMF,IAHm_ptrp,2080,-0.284
R11_EEU,RUEMF,IAHm_ptrp,2090,-0.298
R11_EEU,RUEMF,IAHm_ptrp,2100,-0.297
R11_EEU,RUEMF,ICAe_ffv,2020,0.0
R11_EEU,RUEMF,ICAe_ffv,2030,0.0
R11_EEU,RUEMF,ICAe_ffv,2040,0.0
R11_EEU,RUEMF,ICAe_ffv,2050,0.0
R11_EEU,RUEMF,ICAe_ffv,2060,0.0
R11_EEU,RUEMF,ICAe_ffv,2070,0.0
R11_EEU,RUEMF,ICAe_ffv,2080,0.0
R11_EEU,RUEMF,ICAe_ffv,2090,0.0
R11_EEU,RUEMF,ICAe_ffv,2100,0.0
R11_EEU,RUEMF,ICAm_ptrp,2020,0.0
R11_EEU,RUEMF,ICAm_ptrp,2030,0.0
R11_EEU,RUEMF,ICAm_ptrp,2040,0.0
R11_EEU,RUEMF,ICAm_ptrp,2050,0.0
R11_EEU,RUEMF,ICAm_ptrp,2060,0.0
R11_EEU,RUEMF,ICAm_ptrp,2070,0.0
R11_EEU,RUEMF,ICAm_ptrp,2080,0.0
R11_EEU,RUEMF,ICAm_ptrp,2090,0.0
R11_EEU,RUEMF,ICAm_ptrp,2100,0.0
R11_EEU,RUEMF,ICE_L_ptrp,2020,-1.687
R11_EEU,RUEMF,ICE_L_ptrp,2030,-0.924
R11_EEU,RUEMF,ICE_L_ptrp,2040,-0.384
R11_EEU,RUEMF,ICE_L_ptrp,2050,-0.0745
R11_EEU,RUEMF,ICE_L_ptrp,2060,0.109
R11_EEU,RUEMF,ICE_L_ptrp,2070,0.253
R11_EEU,RUEMF,ICE_L_ptrp,2080,0.283
R11_EEU,RUEMF,ICE_L_ptrp,2090,0.296
R11_EEU,RUEMF,ICE_L_ptrp,2100,0.296
R11_EEU,RUEMF,ICE_conv,2020,0.0
R11_EEU,RUEMF,ICE_conv,2030,0.0
R11_EEU,RUEMF,ICE_conv,2040,0.0
R11_EEU,RUEMF,ICE_conv,2050,0.0
R11_EEU,RUEMF,ICE_conv,2060,0.0
R11_EEU,RUEMF,ICE_conv,2070,0.0
R11_EEU,RUEMF,ICE_conv,2080,0.0
R11_EEU,RUEMF,ICE_conv,2090,0.0
R11_EEU,RUEMF,ICE_conv,2100,0.0
R11_EEU,RUEMF,ICE_nga,2020,19.251
R11_EEU,RUEMF,ICE_nga,2030,16.533
R11_EEU,RUEMF,ICE_nga,2040,14.548
R11_EEU,RUEMF,ICE_nga,2050,14.175
R11_EEU,RUEMF,ICE_nga,2060,13.862
R11_EEU,RUEMF,ICE_nga,2070,13.616
R11_EEU,RUEMF,ICE_nga,2080,13.565
R11_EEU,RUEMF,ICE_nga,2090,13.542
R11_EEU,RUEMF,ICE_nga,2100,13.543
R11_EEU,RUEMF,ICH_chyb,2020,5.63
R11_EEU,RUEMF,ICH_chyb,2030,1.78
R11_EEU,RUEMF,ICH_chyb,2040,0.836
R11_EEU,RUEMF,ICH_chyb,2050,0.0749
R11_EEU,RUEMF,ICH_chyb,2060,-0.109
R11_EEU,RUEMF,ICH_chyb,2070,-0.254
R11_EEU,RUEMF,ICH_chyb,2080,-0.284
R11_EEU,RUEMF,ICH_chyb,2090,-0.298
R11_EEU,RUEMF,ICH_chyb,2100,-0.297
R11_EEU,RUEMF,IGH_ghyb,2020,23.636
R11_EEU,RUEMF,IGH_ghyb,2030,17.333
R11_EEU,RUEMF,IGH_ghyb,2040,14.538
R11_EEU,RUEMF,IGH_ghyb,2050,14.064
R11_EEU,RUEMF,IGH_ghyb,2060,13.779
R11_EEU,RUEMF,IGH_ghyb,2070,13.556
R11_EEU,RUEMF,IGH_ghyb,2080,13.51
R11_EEU,RUEMF,IGH_ghyb,2090,13.49
R11_EEU,RUEMF,IGH_ghyb,2100,13.49
R11_EEU,RUEMF,PHEV_ptrp,2020,23.838
R11_EEU,RUEMF,PHEV_ptrp,2030,14.336
R11_EEU,RUEMF,PHEV_ptrp,2040,11.433
R11_EEU,RUEMF,PHEV_ptrp,2050,9.56
R11_EEU,RUEMF,PHEV_ptrp,2060,8.75
R11_EEU,RUEMF,PHEV_ptrp,2070,8.115
R11_EEU,RUEMF,PHEV_ptrp,2080,7.982
R11_EEU,RUEMF,PHEV_ptrp,2090,7.925
R11_EEU,RUEMF,PHEV_ptrp,2100,7.926
R11_EEU,RUEMM,ELC_100,2020,30.775
R11_EEU,RUEMM,ELC_100,2030,14.755
R11_EEU,RUEMM,ELC_100,2040,11.242
R11_EEU,RUEMM,ELC_100,2050,9.584
R11_EEU,RUEMM,ELC_100,2060,8.813
R11_EEU,RUEMM,ELC_100,2070,8.207
R11_EEU,RUEMM,ELC_100,2080,8.081
R11_EEU,RUEMM,ELC_100,2090,8.026
R11_EEU,RUEMM,ELC_100,2100,8.027
R11_EEU,RUEMM,HFC_ptrp,2020,37.409
R11_EEU,RUEMM,HFC_ptrp,2030,26.222
R11_EEU,RUEMM,HFC_ptrp,2040,22.669
R11_EEU,RUEMM,HFC_ptrp,2050,21.261
R11_EEU,RUEMM,HFC_ptrp,2060,20.657
R11_EEU,RUEMM,HFC_ptrp,2070,20.183
R11_EEU,RUEMM,HFC_ptrp,2080,20.084
R11_EEU,RUEMM,HFC_ptrp,2090,20.041
R11_EEU,RUEMM,HFC_ptrp,2100,20.042
R11_EEU,RUEMM,IAHe_ptrp,2020,5.63
R11_EEU,RUEMM,IAHe_ptrp,2030,1.78
R11_EEU,RUEMM,IAHe_ptrp,2040,0.836
R11_EEU,RUEMM,IAHe_ptrp,2050,0.0749
R11_EEU,RUEMM,IAHe_ptrp,2060,-0.109
R11_EEU,RUEMM,IAHe_ptrp,2070,-0.254
R11_EEU,RUEMM,IAHe_ptrp,2080,-0.284
R11_EEU,RUEMM,IAHe_ptrp,2090,-0.298
R11_EEU,RUEMM,IAHe_ptrp,2100,-0.297
R11_EEU,RUEMM,IAHm_ptrp,2020,5.63
R11_EEU,RUEMM,IAHm_ptrp,2030,1.78
R11_EEU,RUEMM,IAHm_ptrp,2040,0.836
R11_EEU,RUEMM,IAHm_ptrp,2050,0.0749
R11_EEU,RUEMM,IAHm_ptrp,2060,-0.109
R11_EEU,RUEMM,IAHm_ptrp,2070,-0.254
R11_EEU,RUEMM,IAHm_ptrp,2080,-0.284
R11_EEU,RUEMM,IAHm_ptrp,2090,-0.298
R11_EEU,RUEMM,IAHm_ptrp,2100,-0.297
R11_EEU,RUEMM,ICAe_ffv,2020,0.0
R11_EEU,RUEMM,ICAe_ffv,2030,0.0
R11_EEU,RUEMM,ICAe_ffv,2040,0.0
R11_EEU,RUEMM,ICAe_ffv,2050,0.0
R11_EEU,RUEMM,ICAe_ffv,2060,0.0
R11_EEU,RUEMM,ICAe_ffv,2070,0.0
R11_EEU,RUEMM,ICAe_ffv,2080,0.0
R11_EEU,RUEMM,ICAe_ffv,2090,0.0
R11_EEU,RUEMM,ICAe_ffv,2100,0.0
R11_EEU,RUEMM,ICAm_ptrp,2020,0.0
R11_EEU,RUEMM,ICAm_ptrp,2030,0.0
R11_EEU,RUEMM,ICAm_ptrp,2040,0.0
R11_EEU,RUEMM,ICAm_ptrp,2050,0.0
R11_EEU,RUEMM,ICAm_ptrp,2060,0.0
R11_EEU,RUEMM,ICAm_ptrp,2070,0.0
R11_EEU,RUEMM,ICAm_ptrp,2080,0.0
R11_EEU,RUEMM,ICAm_ptrp,2090,0.0
R11_EEU,RUEMM,ICAm_ptrp,2100,0.0
R11_EEU,RUEMM,ICE_L_ptrp,2020,-1.687
R11_EEU,RUEMM,ICE_L_ptrp,2030,-0.924
R11_EEU,RUEMM,ICE_L_ptrp,2040,-0.384
R11_EEU,RUEMM,ICE_L_ptrp,2050,-0.0745
R11_EEU,RUEMM,ICE_L_ptrp,2060,0.109
R11_EEU,RUEMM,ICE_L_ptrp,2070,0.253
R11_EEU,RUEMM,ICE_L_ptrp,2080,0.283
R11_EEU,RUEMM,ICE_L_ptrp,2090,0.296
R11_EEU,RUEMM,ICE_L_ptrp,2100,0.296
R11_EEU,RUEMM,ICE_conv,2020,0.0
R11_EEU,RUEMM,ICE_conv,2030,0.0
R11_EEU,RUEMM,ICE_conv,2040,0.0
R11_EEU,RUEMM,ICE_conv,2050,0.0
R11_EEU,RUEMM,ICE_conv,2060,0.0
R11_EEU,RUEMM,ICE_conv,2070,0.0
R11_EEU,RUEMM,ICE_conv,2080,0.0
R11_EEU,RUEMM,ICE_conv,2090,0.0
R11_EEU,RUEMM,ICE_conv,2100,0.0
R11_EEU,RUEMM,ICE_nga,2020,15.214
R11_EEU,RUEMM,ICE_nga,2030,12.495
R11_EEU,RUEMM,ICE_nga,2040,10.51
R11_EEU,RUEMM,ICE_nga,2050,10.138
R11_EEU,RUEMM,ICE_nga,2060,9.824
R11_EEU,RUEMM,ICE_nga,2070,9.578
R11_EEU,RUEMM,ICE_nga,2080,9.527
R11_EEU,RUEMM,ICE_nga,2090,9.505
R11_EEU,RUEMM,ICE_nga,2100,9.505
R11_EEU,RUEMM,ICH_chyb,2020,5.63
R11_EEU,RUEMM,ICH_chyb,2030,1.78
R11_EEU,RUEMM,ICH_chyb,2040,0.836
R11_EEU,RUEMM,ICH_chyb,2050,0.0749
R11_EEU,RUEMM,ICH_chyb,2060,-0.109
R11_EEU,RUEMM,ICH_chyb,2070,-0.254
R11_EEU,RUEMM,ICH_chyb,2080,-0.284
R11_EEU,RUEMM,ICH_chyb,2090,-0.298
R11_EEU,RUEMM,ICH_chyb,2100,-0.297
R11_EEU,RUEMM,IGH_ghyb,2020,19.667
R11_EEU,RUEMM,IGH_ghyb,2030,13.364
R11_EEU,RUEMM,IGH_ghyb,2040,10.57
R11_EEU,RUEMM,IGH_ghyb,2050,10.095
R11_EEU,RUEMM,IGH_ghyb,2060,9.811
R11_EEU,RUEMM,IGH_ghyb,2070,9.588
R11_EEU,RUEMM,IGH_ghyb,2080,9.541
R11_EEU,RUEMM,IGH_ghyb,2090,9.521
R11_EEU,RUEMM,IGH_ghyb,2100,9.522
R11_EEU,RUEMM,PHEV_ptrp,2020,23.838
R11_EEU,RUEMM,PHEV_ptrp,2030,14.336
R11_EEU,RUEMM,PHEV_ptrp,2040,11.433
R11_EEU,RUEMM,PHEV_ptrp,2050,9.56
R11_EEU,RUEMM,PHEV_ptrp,2060,8.75
R11_EEU,RUEMM,PHEV_ptrp,2070,8.115
R11_EEU,RUEMM,PHEV_ptrp,2080,7.982
R11_EEU,RUEMM,PHEV_ptrp,2090,7.925
R11_EEU,RUEMM,PHEV_ptrp,2100,7.926
R11_EEU,RULMA,ELC_100,2020,35.547
R11_EEU,RULMA,ELC_100,2030,19.527
R11_EEU,RULMA,ELC_100,2040,16.014
R11_EEU,RULMA,ELC_100,2050,14.356
R11_EEU,RULMA,ELC_100,2060,13.584
R11_EEU,RULMA,ELC_100,2070,12.979
R11_EEU,RULMA,ELC_100,2080,12.852
R11_EEU,RULMA,ELC_100,2090,12.797
R11_EEU,RULMA,ELC_100,2100,12.799
R11_EEU,RULMA,HFC_ptrp,2020,51.459
R11_EEU,RULMA,HFC_ptrp,2030,40.273
R11_EEU,RULMA,HFC_ptrp,2040,36.72
R11_EEU,RULMA,HFC_ptrp,2050,35.312
R11_EEU,RULMA,HFC_ptrp,2060,34.708
R11_EEU,RULMA,HFC_ptrp,2070,34.234
R11_EEU,RULMA,HFC_ptrp,2080,34.135
R11_EEU,RULMA,HFC_ptrp,2090,34.092
R11_EEU,RULMA,HFC_ptrp,2100,34.093
R11_EEU,RULMA,IAHe_ptrp,2020,5.63
R11_EEU,RULMA,IAHe_ptrp,2030,1.78
R11_EEU,RULMA,IAHe_ptrp,2040,0.836
R11_EEU,RULMA,IAHe_ptrp,2050,0.0749
R11_EEU,RULMA,IAHe_ptrp,2060,-0.109
R11_EEU,RULMA,IAHe_ptrp,2070,-0.254
R11_EEU,RULMA,IAHe_ptrp,2080,-0.284
R11_EEU,RULMA,IAHe_ptrp,2090,-0.298
R11_EEU,RULMA,IAHe_ptrp,2100,-0.297
R11_EEU,RULMA,IAHm_ptrp,2020,5.63
R11_EEU,RULMA,IAHm_ptrp,2030,1.78
R11_EEU,RULMA,IAHm_ptrp,2040,0.836
R11_EEU,RULMA,IAHm_ptrp,2050,0.0749
R11_EEU,RULMA,IAHm_ptrp,2060,-0.109
R11_EEU,RULMA,IAHm_ptrp,2070,-0.254
R11_EEU,RULMA,IAHm_ptrp,2080,-0.284
R11_EEU,RULMA,IAHm_ptrp,2090,-0.298
R11_EEU,RULMA,IAHm_ptrp,2100,-0.297
R11_EEU,RULMA,ICAe_ffv,2020,0.0
R11_EEU,RULMA,ICAe_ffv,2030,0.0
R11_EEU,RULMA,ICAe_ffv,2040,0.0
R11_EEU,RULMA,ICAe_ffv,2050,0.0
R11_EEU,RULMA,ICAe_ffv,2060,0.0
R11_EEU,RULMA,ICAe_ffv,2070,0.0
R11_EEU,RULMA,ICAe_ffv,2080,0.0
R11_EEU,RULMA,ICAe_ffv,2090,0.0
R11_EEU,RULMA,ICAe_ffv,2100,0.0
R11_EEU,RULMA,ICAm_ptrp,2020,0.0
R11_EEU,RULMA,ICAm_ptrp,2030,0.0
R11_EEU,RULMA,ICAm_ptrp,2040,0.0
R11_EEU,RULMA,ICAm_ptrp,2050,0.0
R11_EEU,RULMA,ICAm_ptrp,2060,0.0
R11_EEU,RULMA,ICAm_ptrp,2070,0.0
R11_EEU,RULMA,ICAm_ptrp,2080,0.0
R11_EEU,RULMA,ICAm_ptrp,2090,0.0
R11_EEU,RULMA,ICAm_ptrp,2100,0.0
R11_EEU,RULMA,ICE_L_ptrp,2020,-1.687
R11_EEU,RULMA,ICE_L_ptrp,2030,-0.924
R11_EEU,RULMA,ICE_L_ptrp,2040,-0.384
R11_EEU,RULMA,ICE_L_ptrp,2050,-0.0745
R11_EEU,RULMA,ICE_L_ptrp,2060,0.109
R11_EEU,RULMA,ICE_L_ptrp,2070,0.253
R11_EEU,RULMA,ICE_L_ptrp,2080,0.283
R11_EEU,RULMA,ICE_L_ptrp,2090,0.296
R11_EEU,RULMA,ICE_L_ptrp,2100,0.296
R11_EEU,RULMA,ICE_conv,2020,0.0
R11_EEU,RULMA,ICE_conv,2030,0.0
R11_EEU,RULMA,ICE_conv,2040,0.0
R11_EEU,RULMA,ICE_conv,2050,0.0
R11_EEU,RULMA,ICE_conv,2060,0.0
R11_EEU,RULMA,ICE_conv,2070,0.0
R11_EEU,RULMA,ICE_conv,2080,0.0
R11_EEU,RULMA,ICE_conv,2090,0.0
R11_EEU,RULMA,ICE_conv,2100,0.0
R11_EEU,RULMA,ICE_nga,2020,19.839
R11_EEU,RULMA,ICE_nga,2030,17.121
R11_EEU,RULMA,ICE_nga,2040,15.136
R11_EEU,RULMA,ICE_nga,2050,14.763
R11_EEU,RULMA,ICE_nga,2060,14.45
R11_EEU,RULMA,ICE_nga,2070,14.204
R11_EEU,RULMA,ICE_nga,2080,14.152
R11_EEU,RULMA,ICE_nga,2090,14.13
R11_EEU,RULMA,ICE_nga,2100,14.131
R11_EEU,RULMA,ICH_chyb,2020,5.63
R11_EEU,RULMA,ICH_chyb,2030,1.78
R11_EEU,RULMA,ICH_chyb,2040,0.836
R11_EEU,RULMA,ICH_chyb,2050,0.0749
R11_EEU,RULMA,ICH_chyb,2060,-0.109
R11_EEU,RULMA,ICH_chyb,2070,-0.254
R11_EEU,RULMA,ICH_chyb,2080,-0.284
R11_EEU,RULMA,ICH_chyb,2090,-0.298
R11_EEU,RULMA,ICH_chyb,2100,-0.297
R11_EEU,RULMA,IGH_ghyb,2020,24.267
R11_EEU,RULMA,IGH_ghyb,2030,17.963
R11_EEU,RULMA,IGH_ghyb,2040,15.169
R11_EEU,RULMA,IGH_ghyb,2050,14.694
R11_EEU,RULMA,IGH_ghyb,2060,14.41
R11_EEU,RULMA,IGH_ghyb,2070,14.187
R11_EEU,RULMA,IGH_ghyb,2080,14.141
R11_EEU,RULMA,IGH_ghyb,2090,14.12
R11_EEU,RULMA,IGH_ghyb,2100,14.121
R11_EEU,RULMA,PHEV_ptrp,2020,26.94
R11_EEU,RULMA,PHEV_ptrp,2030,17.438
R11_EEU,RULMA,PHEV_ptrp,2040,14.535
R11_EEU,RULMA,PHEV_ptrp,2050,12.662
R11_EEU,RULMA,PHEV_ptrp,2060,11.852
R11_EEU,RULMA,PHEV_ptrp,2070,11.217
R11_EEU,RULMA,PHEV_ptrp,2080,11.084
R11_EEU,RULMA,PHEV_ptrp,2090,11.027
R11_EEU,RULMA,PHEV_ptrp,2100,11.028
R11_EEU,RULMF,ELC_100,2020,42.298
R11_EEU,RULMF,ELC_100,2030,26.278
R11_EEU,RULMF,ELC_100,2040,22.765
R11_EEU,RULMF,ELC_100,2050,21.107
R11_EEU,RULMF,ELC_100,2060,20.336
R11_EEU,RULMF,ELC_100,2070,19.73
R11_EEU,RULMF,ELC_100,2080,19.604
R11_EEU,RULMF,ELC_100,2090,19.549
R11_EEU,RULMF,ELC_100,2100,19.55
R11_EEU,RULMF,HFC_ptrp,2020,69.53
R11_EEU,RULMF,HFC_ptrp,2030,58.343
R11_EEU,RULMF,HFC_ptrp,2040,54.791
R11_EEU,RULMF,HFC_ptrp,2050,53.382
R11_EEU,RULMF,HFC_ptrp,2060,52.778
R11_EEU,RULMF,HFC_ptrp,2070,52.304
R11_EEU,RULMF,HFC_ptrp,2080,52.205
R11_EEU,RULMF,HFC_ptrp,2090,52.162
R11_EEU,RULMF,HFC_ptrp,2100,52.163
R11_EEU,RULMF,IAHe_ptrp,2020,5.63
R11_EEU,RULMF,IAHe_ptrp,2030,1.78
R11_EEU,RULMF,IAHe_ptrp,2040,0.836
R11_EEU,RULMF,IAHe_ptrp,2050,0.0749
R11_EEU,RULMF,IAHe_ptrp,2060,-0.109
R11_EEU,RULMF,IAHe_ptrp,2070,-0.254
R11_EEU,RULMF,IAHe_ptrp,2080,-0.284
R11_EEU,RULMF,IAHe_ptrp,2090,-0.298
R11_EEU,RULMF,IAHe_ptrp,2100,-0.297
R11_EEU,RULMF,IAHm_ptrp,2020,5.63
R11_EEU,RULMF,IAHm_ptrp,2030,1.78
R11_EEU,RULMF,IAHm_ptrp,2040,0.836
R11_EEU,RULMF,IAHm_ptrp,2050,0.0749
R11_EEU,RULMF,IAHm_ptrp,2060,-0.109
R11_EEU,RULMF,IAHm_ptrp,2070,-0.254
R11_EEU,RULMF,IAHm_ptrp,2080,-0.284
R11_EEU,RULMF,IAHm_ptrp,2090,-0.298
R11_EEU,RULMF,IAHm_ptrp,2100,-0.297
R11_EEU,RULMF,ICAe_ffv,2020,0.0
R11_EEU,RULMF,ICAe_ffv,2030,0.0
R11_EEU,RULMF,ICAe_ffv,2040,0.0
R11_EEU,RULMF,ICAe_ffv,2050,0.0
R11_EEU,RULMF,ICAe_ffv,2060,0.0
R11_EEU,RULMF,ICAe_ffv,2070,0.0
R11_EEU,RULMF,ICAe_ffv,2080,0.0
R11_EEU,RULMF,ICAe_ffv,2090,0.0
R11_EEU,RULMF,ICAe_ffv,2100,0.0
R11_EEU,RULMF,ICAm_ptrp,2020,0.0
R11_EEU,RULMF,ICAm_ptrp,2030,0.0
R11_EEU,RULMF,ICAm_ptrp,2040,0.0
R11_EEU,RULMF,ICAm_ptrp,2050,0.0
R11_EEU,RULMF,ICAm_ptrp,2060,0.0
R11_EEU,RULMF,ICAm_ptrp,2070,0.0
R11_EEU,RULMF,ICAm_ptrp,2080,0.0
R11_EEU,RULMF,ICAm_ptrp,2090,0.0
R11_EEU,RULMF,ICAm_ptrp,2100,0.0
R11_EEU,RULMF,ICE_L_ptrp,2020,-1.687
R11_EEU,RULMF,ICE_L_ptrp,2030,-0.924
R11_EEU,RULMF,ICE_L_ptrp,2040,-0.384
R11_EEU,RULMF,ICE_L_ptrp,2050,-0.0745
R11_EEU,RULMF,ICE_L_ptrp,2060,0.109
R11_EEU,RULMF,ICE_L_ptrp,2070,0.253
R11_EEU,RULMF,ICE_L_ptrp,2080,0.283
R11_EEU,RULMF,ICE_L_ptrp,2090,0.296
R11_EEU,RULMF,ICE_L_ptrp,2100,0.296
