# Exchange rate from MER to PPP
#
# Units: dimensionless
#
# Source: exported from ixmp://ene-ixmp/CD_Links_SSP2_v2.1_clean/baseline
#
# TODO replace with a public source.
#
node,    year, value
R11_AFR, 2010, 3.066
R11_AFR, 2020, 2.788
R11_AFR, 2030, 2.581
R11_AFR, 2040, 2.403
R11_AFR, 2050, 2.14
R11_AFR, 2060, 1.797
R11_AFR, 2070, 1.493
R11_AFR, 2080, 1.287
R11_AFR, 2090, 1.156
R11_AFR, 2100, 1.053
R11_AFR, 2110, 1.053
R11_CPA, 2010, 2.654
R11_CPA, 2020, 1.651
R11_CPA, 2030, 1.299
R11_CPA, 2040, 1.187
R11_CPA, 2050, 1.117
R11_CPA, 2060, 1.061
R11_CPA, 2070, 1.006
R11_CPA, 2080, 0.951
R11_CPA, 2090, 0.895
R11_CPA, 2100, 0.862
R11_CPA, 2110, 0.862
R11_EEU, 2010, 1.588
R11_EEU, 2020, 1.387
R11_EEU, 2030, 1.255
R11_EEU, 2040, 1.166
R11_EEU, 2050, 1.1
R11_EEU, 2060, 1.037
R11_EEU, 2070, 0.979
R11_EEU, 2080, 0.93
R11_EEU, 2090, 0.889
R11_EEU, 2100, 0.871
R11_EEU, 2110, 0.871
R11_FSU, 2010, 1.882
R11_FSU, 2020, 1.512
R11_FSU, 2030, 1.322
R11_FSU, 2040, 1.221
R11_FSU, 2050, 1.162
R11_FSU, 2060, 1.108
R11_FSU, 2070, 1.048
R11_FSU, 2080, 0.995
R11_FSU, 2090, 0.941
R11_FSU, 2100, 0.895
R11_FSU, 2110, 0.895
R11_LAM, 2010, 2.051
R11_LAM, 2020, 1.702
R11_LAM, 2030, 1.486
R11_LAM, 2040, 1.352
R11_LAM, 2050, 1.255
R11_LAM, 2060, 1.176
R11_LAM, 2070, 1.106
R11_LAM, 2080, 1.037
R11_LAM, 2090, 0.965
R11_LAM, 2100, 0.908
R11_LAM, 2110, 0.908
R11_MEA, 2010, 1.761
R11_MEA, 2020, 1.584
R11_MEA, 2030, 1.438
R11_MEA, 2040, 1.319
R11_MEA, 2050, 1.239
R11_MEA, 2060, 1.174
R11_MEA, 2070, 1.113
R11_MEA, 2080, 1.055
R11_MEA, 2090, 0.998
R11_MEA, 2100, 0.939
R11_MEA, 2110, 0.939
R11_NAM, 2010, 1.1
R11_NAM, 2020, 1.034
R11_NAM, 2030, 0.979
R11_NAM, 2040, 0.938
R11_NAM, 2050, 0.905
R11_NAM, 2060, 0.874
R11_NAM, 2070, 0.855
R11_NAM, 2080, 0.85
R11_NAM, 2090, 0.85
R11_NAM, 2100, 0.85
R11_NAM, 2110, 0.85
R11_PAO, 2010, 1.19
R11_PAO, 2020, 1.145
R11_PAO, 2030, 1.1
R11_PAO, 2040, 1.061
R11_PAO, 2050, 1.019
R11_PAO, 2060, 0.972
R11_PAO, 2070, 0.914
R11_PAO, 2080, 0.867
R11_PAO, 2090, 0.85
R11_PAO, 2100, 0.85
R11_PAO, 2110, 0.85
R11_PAS, 2010, 1.663
R11_PAS, 2020, 1.506
R11_PAS, 2030, 1.364
R11_PAS, 2040, 1.237
R11_PAS, 2050, 1.142
R11_PAS, 2060, 1.097
R11_PAS, 2070, 1.052
R11_PAS, 2080, 1.003
R11_PAS, 2090, 0.954
R11_PAS, 2100, 0.917
R11_PAS, 2110, 0.917
R11_SAS, 2010, 3.767
R11_SAS, 2020, 3.244
R11_SAS, 2030, 2.595
R11_SAS, 2040, 2.04
R11_SAS, 2050, 1.66
R11_SAS, 2060, 1.429
R11_SAS, 2070, 1.285
R11_SAS, 2080, 1.19
R11_SAS, 2090, 1.114
R11_SAS, 2100, 1.043
R11_SAS, 2110, 1.043
R11_WEU, 2010, 1.222
R11_WEU, 2020, 1.176
R11_WEU, 2030, 1.131
R11_WEU, 2040, 1.085
R11_WEU, 2050, 1.034
R11_WEU, 2060, 0.978
R11_WEU, 2070, 0.92
R11_WEU, 2080, 0.886
R11_WEU, 2090, 0.861
R11_WEU, 2100, 0.85
R11_WEU, 2110, 0.85
