Model,Scenario,Sensitivity,Region,Variable,Unit,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGE-buildings,LED,min,PAS,Scrap Release|Residential|Buildings|Concrete,Mt/yr,101.1899099,112.3961626,135.9790631,160.5493565,185.7047022,211.0267559,236.1028879,260.5202204,266.8349157,271.3021836,274.0725632,275.2980382,275.1358492,273.7459022,271.2908775,267.9371149,263.8420558,259.1509638
MESSAGE-buildings,LED,min,PAS,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.075947533,0.083620568,0.100230452,0.117214776,0.134281244,0.151143104,0.167534917,0.183205078,0.186038277,0.187617378,0.188086463,0.18757923,0.186223342,0.184140009,0.18144595,0.178255339,0.174672364,0.170790192
MESSAGE-buildings,LED,min,PAS,Scrap Release|Residential|Buildings|Glass,Mt/yr,0.641181605,0.706818628,0.84845571,0.993862466,1.14047884,1.285780867,1.427411893,1.563129589,1.589342749,1.604675723,1.610318534,1.60740401,1.59702988,1.580248782,1.558076566,1.531505738,1.501443071,1.468699822
MESSAGE-buildings,LED,min,PAS,Scrap Release|Residential|Buildings|Steel,Mt/yr,9.055802579,10.05070951,12.1498424,14.33394257,16.56688303,18.81132768,21.03065797,23.18842241,23.7335131,24.11434919,24.34474643,24.43857694,24.41008849,24.27367779,24.04390282,23.73557218,23.36265174,22.93798759
MESSAGE-buildings,LED,min,PAS,Scrap Release|Residential|Buildings|Wood,Mt/yr,7.432892019,8.239821314,9.947935981,11.72031135,13.52772608,15.34016186,17.12838613,18.86343527,19.28562311,19.57525678,19.74404294,19.8035205,19.76539023,19.64136646,19.44323475,19.18294742,18.87174242,18.51993221
MESSAGE-buildings,LED,max,PAS,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.380824461,0.422610284,0.510771776,0.602432596,0.696093679,0.790203658,0.883240713,0.973687769,0.996433018,1.012311904,1.021906497,1.025796079,1.024573913,1.018838838,1.00919745,0.996268265,0.980635156,0.96283569
MESSAGE-buildings,LED,max,PAS,Scrap Release|Residential|Buildings|Cement,Mt/yr,36.48882189,40.42552875,48.77572022,57.43028431,66.24527698,75.07345039,83.77202915,92.20017235,94.2058103,95.56341317,96.33181134,96.56876178,96.33251013,95.68104842,94.67240866,93.36515588,91.81413901,90.06951596
MESSAGE-buildings,LED,max,PAS,Scrap Release|Residential|Buildings|Concrete,Mt/yr,233.9027044,259.1380048,312.6648732,368.1428482,424.6492114,481.2400666,537.0001868,591.0267458,603.8833994,612.5859818,617.5116112,619.0305242,617.5160906,613.340054,606.8744145,598.494589,588.5521731,577.3686921
MESSAGE-buildings,LED,max,PAS,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.100810177,0.111910185,0.135289876,0.159593654,0.184432332,0.209400652,0.234099453,0.25812874,0.264223132,0.268505348,0.271127879,0.272241177,0.271999419,0.270558594,0.268077629,0.26471956,0.260638748,0.255977694
MESSAGE-buildings,LED,max,PAS,Scrap Release|Residential|Buildings|Glass,Mt/yr,2.166062267,2.406206595,2.911013253,3.436541276,3.974392995,4.515789903,5.052048424,5.574437992,5.709752778,5.805820151,5.865843144,5.893010483,5.890614338,5.862005377,5.810611656,5.739960641,5.653401066,5.554031203
MESSAGE-buildings,LED,max,PAS,Scrap Release|Residential|Buildings|Steel,Mt/yr,22.31750452,24.61175925,29.55648555,34.63807069,39.7670094,44.8548821,49.81890312,54.58012668,55.51916569,56.07742537,56.29587247,56.21370469,55.86904797,55.29858019,54.53777128,53.62133156,52.58102893,51.44532918
MESSAGE-buildings,LED,max,PAS,Scrap Release|Residential|Buildings|Wood,Mt/yr,9.514445177,10.57434451,12.79990812,15.12002685,17.4973652,19.89285705,22.267776,24.58315651,25.19193485,25.62683407,25.90170398,26.03050033,26.02772532,25.90820206,25.68711351,25.38008464,25.00196372,24.5664985
MESSAGE-buildings,LED,ref,SAS,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.757287999,0.83720531,0.993888436,1.165213153,1.349714886,1.54571358,1.75139698,1.964391975,2.069471025,2.166156098,2.252764962,2.327863044,2.39057127,2.440450169,2.477302695,2.501166957,2.512417388,2.511730002
MESSAGE-buildings,LED,ref,SAS,Scrap Release|Residential|Buildings|Cement,Mt/yr,50.41971643,55.778889,66.27402599,77.77449675,90.18777262,103.4061874,117.312253,131.7496867,138.9815935,145.6702893,151.6983576,156.9644644,161.404451,164.9837815,167.6844045,169.5044395,170.4652146,170.6090399
MESSAGE-buildings,LED,ref,SAS,Scrap Release|Residential|Buildings|Concrete,Mt/yr,323.2033105,357.5569808,424.8335,498.5544663,578.1267476,662.8601754,752.0016219,844.5492734,890.9076503,933.7839057,972.4253694,1006.182464,1034.643916,1057.588343,1074.900029,1086.56692,1092.725735,1093.647692
MESSAGE-buildings,LED,ref,SAS,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.184395072,0.20418941,0.242893768,0.285429835,0.331484525,0.380685375,0.432618816,0.486722017,0.514368704,0.540108296,0.563483867,0.584095239,0.601679165,0.616082533,0.627214264,0.635045035,0.639634549,0.641123832
MESSAGE-buildings,LED,ref,SAS,Scrap Release|Residential|Buildings|Glass,Mt/yr,1.529370805,1.686504787,1.995896229,2.331465085,2.689699698,3.066741203,3.458577159,3.860224049,4.046216356,4.213516217,4.359328344,4.481402778,4.578590192,4.650589693,4.697551734,4.720044456,4.719224432,4.696756941
MESSAGE-buildings,LED,ref,SAS,Scrap Release|Residential|Buildings|Steel,Mt/yr,26.04749871,28.76523598,34.10316371,39.91996586,46.16122805,52.76576574,59.66867433,66.78693649,70.21001486,73.33168361,76.09847142,78.46575475,80.40786213,81.9139556,82.98125668,83.61465802,83.8299583,83.65259759
MESSAGE-buildings,LED,ref,SAS,Scrap Release|Residential|Buildings|Wood,Mt/yr,13.30548072,14.71814368,17.48512229,20.51613535,23.78655808,27.26780385,30.92873651,34.72804252,36.62670447,38.38136569,39.96126557,41.33990447,42.50058526,43.43441332,44.13682988,44.60752225,44.85226843,44.88234595
MESSAGE-buildings,LED,min,SAS,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.791399989,0.872170464,1.031376956,1.203698641,1.387248,1.579969022,1.779740625,1.983959751,2.076874878,2.159896218,2.231653759,2.291065422,2.337615968,2.371224202,2.392037626,2.400412616,2.396998514,2.382695154
MESSAGE-buildings,LED,min,SAS,Scrap Release|Residential|Buildings|Cement,Mt/yr,33.21006722,36.74127253,43.65621973,51.23436082,59.41491441,68.12710227,77.29364317,86.81165464,91.58290611,95.99687707,99.97604954,103.4534851,106.3867382,108.7528866,110.5398772,111.7463254,112.3861603,112.4871613
MESSAGE-buildings,LED,min,SAS,Scrap Release|Residential|Buildings|Concrete,Mt/yr,212.8850463,235.5209778,279.8475624,328.4253898,380.864836,436.712194,495.4720716,556.4849657,587.0699109,615.3645966,640.8721124,663.163366,681.9662706,697.1338886,708.5889565,716.3225986,720.4241045,721.0715468
MESSAGE-buildings,LED,min,SAS,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.156603973,0.172932037,0.205005755,0.239949319,0.277434064,0.317090862,0.358528526,0.401247414,0.421756191,0.440448065,0.457003198,0.47115507,0.482751048,0.491727573,0.498069439,0.501807402,0.503037542,0.501913631
MESSAGE-buildings,LED,min,SAS,Scrap Release|Residential|Buildings|Glass,Mt/yr,1.459764579,1.607540203,1.899207339,2.214104288,2.548592425,2.89874727,3.260556468,3.629164461,3.79311638,3.938325419,4.06243523,4.163633366,4.241146934,4.294992477,4.325597545,4.333758741,4.320787312,4.288428096
MESSAGE-buildings,LED,min,SAS,Scrap Release|Residential|Buildings|Steel,Mt/yr,19.37139084,21.41192798,25.41369428,29.7870123,34.49393171,39.49106747,44.73175254,50.15511511,52.82000075,55.2686399,57.45853007,59.35354344,60.93174325,62.18240319,63.10096453,63.68883362,63.95594009,63.91983998
MESSAGE-buildings,LED,min,SAS,Scrap Release|Residential|Buildings|Wood,Mt/yr,15.3516511,16.98269144,20.17705657,23.67696163,27.45414211,31.47573901,35.7059216,40.09707371,42.29468579,44.32661457,46.157209,47.75572225,49.1027231,50.18779324,51.0055271,51.55543341,51.84407235,51.88437604
MESSAGE-buildings,LED,max,SAS,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.783259496,0.867030437,1.030924201,1.210847329,1.405429645,1.613055134,1.831941438,2.059683911,2.175212626,2.282513948,2.379690758,2.465090287,2.537639861,2.596731762,2.642018995,2.673412727,2.691195681,2.695988717
MESSAGE-buildings,LED,max,SAS,Scrap Release|Residential|Buildings|Cement,Mt/yr,76.8050726,84.92190293,100.8319131,118.2360589,136.9872981,156.9164968,177.8408069,199.5200604,210.2481698,220.1296558,228.9922775,236.6887895,243.1283428,248.2647805,252.0766355,254.5664456,255.7711037,255.7583614
MESSAGE-buildings,LED,max,SAS,Scrap Release|Residential|Buildings|Concrete,Mt/yr,492.340209,544.3711726,646.3584176,757.9234542,878.1237055,1005.874979,1140.005172,1278.974746,1347.744678,1411.087537,1467.899215,1517.23583,1558.515018,1591.440901,1615.875869,1631.83619,1639.558357,1639.476676
MESSAGE-buildings,LED,max,SAS,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.194955099,0.216424493,0.258239269,0.304536106,0.355054359,0.409459429,0.46735885,0.528181813,0.560742762,0.591508523,0.619919515,0.645470418,0.667803379,0.686681987,0.701940276,0.713484842,0.721327939,0.72558055
MESSAGE-buildings,LED,max,SAS,Scrap Release|Residential|Buildings|Glass,Mt/yr,4.213618158,4.676925283,5.579496241,6.578368769,7.667816345,8.840528785,10.08796437,11.39775392,12.09709317,12.75733982,13.36650073,13.91376314,14.39149794,14.79469419,15.11985704,15.36505033,15.53060624,15.61897396
MESSAGE-buildings,LED,max,SAS,Scrap Release|Residential|Buildings|Steel,Mt/yr,51.22820148,56.39692515,66.60408322,77.61273935,89.29296167,101.5051423,114.1070481,126.9275086,132.5751209,137.5579419,141.7957137,145.2274489,147.8285553,149.601986,150.5649628,150.7474276,150.197016,148.9761735
MESSAGE-buildings,LED,max,SAS,Scrap Release|Residential|Buildings|Wood,Mt/yr,19.11531117,21.18892025,25.23691381,29.69933481,34.54653841,39.74227764,45.24546915,50.99873583,53.99778914,56.80797661,59.37887547,61.66571686,63.63803432,65.27697825,66.57032382,67.51253857,68.10777964,68.36914379
MESSAGE-buildings,LED,ref,WEU,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.148506459,0.160639474,0.172830982,0.185641698,0.198655675,0.211448763,0.223612097,0.234776541,0.246190083,0.256183856,0.264577771,0.271286981,0.276324776,0.279801255,0.281909611,0.282899772,0.283044849,0.282605467
MESSAGE-buildings,LED,ref,WEU,Scrap Release|Residential|Buildings|Cement,Mt/yr,17.66328074,19.10303898,20.54987175,22.06962578,23.61207029,25.12614977,26.56284272,27.8781147,29.22015369,30.3910292,31.36989782,32.14740393,32.72594193,33.11940697,33.35147902,33.45242201,33.45505856,33.3905308
MESSAGE-buildings,LED,ref,WEU,Scrap Release|Residential|Buildings|Concrete,Mt/yr,113.2261586,122.4553781,131.7299471,141.4719601,151.3594249,161.0650626,170.2746328,178.7058635,187.3086775,194.8142898,201.0890886,206.0731021,209.781679,212.3038908,213.7915322,214.4386026,214.4555036,214.0418641
MESSAGE-buildings,LED,ref,WEU,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.070020259,0.075719156,0.081446397,0.087460848,0.09356144,0.099544225,0.105213869,0.110395482,0.115675871,0.120271851,0.124102274,0.127131937,0.129372418,0.130880852,0.131752907,0.132109934,0.132082915,0.131795671
MESSAGE-buildings,LED,ref,WEU,Scrap Release|Residential|Buildings|Glass,Mt/yr,0.804826683,0.868994742,0.933535598,1.00108648,1.069032692,1.1347866,1.195946424,1.250449914,1.304943132,1.350649617,1.386867526,1.413486984,1.430967002,1.440284736,1.442820789,1.44018536,1.434019736,1.425804626
MESSAGE-buildings,LED,ref,WEU,Scrap Release|Residential|Buildings|Steel,Mt/yr,10.55947557,11.41522973,12.27538773,13.17805789,14.0920835,14.98603847,15.83003506,16.59755541,17.3768222,18.05034662,18.6065257,19.04086123,19.35599532,19.56142507,19.67235047,19.70766394,19.68749174,19.63066482
MESSAGE-buildings,LED,ref,WEU,Scrap Release|Residential|Buildings|Wood,Mt/yr,5.605927454,6.059142288,6.514733661,6.992655246,7.476116955,7.94823513,8.393014064,8.796332989,9.204947343,9.556668668,9.845526642,10.06937521,10.22988465,10.33236,10.38510148,10.39831575,10.3827991,10.34859591
MESSAGE-buildings,LED,min,WEU,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.279101271,0.301436867,0.323898821,0.34742272,0.371120714,0.394110593,0.4155692,0.434784612,0.454067729,0.470360976,0.4834066,0.493148165,0.499724572,0.50345475,0.504799992,0.504305292,0.502531378,0.49998816
MESSAGE-buildings,LED,min,WEU,Scrap Release|Residential|Buildings|Cement,Mt/yr,13.49271228,14.58863387,15.69009632,16.84641488,18.01833563,19.16614987,20.25195515,21.24196295,22.24908417,23.12277928,23.84779816,24.41785177,24.83571755,25.11294221,25.26843202,25.32593183,25.31090932,25.24732077
MESSAGE-buildings,LED,min,WEU,Scrap Release|Residential|Buildings|Concrete,Mt/yr,86.49174536,93.51688379,100.5775405,107.989839,115.5021515,122.8599351,129.8202253,136.1664291,142.6223344,148.2229441,152.870501,156.5246909,159.2033176,160.9803988,161.9771283,162.3457169,162.2494187,161.8417998
MESSAGE-buildings,LED,min,WEU,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.052575548,0.056813193,0.061073579,0.065540588,0.070053831,0.074452622,0.078585436,0.082319341,0.086091885,0.089322,0.091955915,0.09397634,0.095402077,0.096285962,0.096708545,0.096767621,0.09656575,0.096197688
MESSAGE-buildings,LED,min,WEU,Scrap Release|Residential|Buildings|Glass,Mt/yr,0.495533068,0.534991438,0.574681097,0.616213136,0.657966319,0.698338327,0.73584452,0.769213222,0.802532723,0.830407787,0.85241493,0.868497532,0.878950406,0.88438718,0.88566841,0.883793557,0.879778245,0.874536301
MESSAGE-buildings,LED,min,WEU,Scrap Release|Residential|Buildings|Steel,Mt/yr,7.722624886,8.348026813,8.976665295,9.63629678,10.30403269,10.95680773,11.57271088,12.13233093,12.70015584,13.19033668,13.59446545,13.90935168,14.13703741,14.28457626,14.36317927,14.38673589,14.37001108,14.32679612
MESSAGE-buildings,LED,min,WEU,Scrap Release|Residential|Buildings|Wood,Mt/yr,6.039434647,6.53010481,7.023250604,7.540978242,8.065746429,8.579804542,9.066202157,9.509820258,9.961208037,10.35296133,10.678232,10.93417682,11.12200782,11.24686275,11.3171773,11.34355925,11.33739512,11.30940241
MESSAGE-buildings,LED,max,WEU,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.314177202,0.339746221,0.365442481,0.392427077,0.419797465,0.446638233,0.472072748,0.495316212,0.519001488,0.539614738,0.556792129,0.570376076,0.580418924,0.587177419,0.591081166,0.592674918,0.592546555,0.591251723
MESSAGE-buildings,LED,max,WEU,Scrap Release|Residential|Buildings|Cement,Mt/yr,29.47317109,31.86070632,34.2605689,36.77886948,39.32841517,41.8213067,44.17400424,46.31245296,48.4828216,50.35735085,51.90382958,53.10992545,53.98325943,54.55058177,54.85453049,54.94800021,54.88726911,54.72494086
MESSAGE-buildings,LED,max,WEU,Scrap Release|Residential|Buildings|Concrete,Mt/yr,188.9305839,204.2352969,219.6190314,235.7619839,252.1052254,268.0852994,283.1666939,296.8746985,310.787318,322.8035311,332.7168563,340.44824,346.0465348,349.6832165,351.6316057,352.2307705,351.8414687,350.800903
MESSAGE-buildings,LED,max,WEU,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.079439402,0.085960711,0.092512217,0.099401728,0.106413806,0.113327231,0.119926933,0.126016665,0.132266301,0.137777879,0.142449691,0.146229494,0.149116812,0.151163084,0.152465114,0.153151584,0.153365428,0.153244722
MESSAGE-buildings,LED,max,WEU,Scrap Release|Residential|Buildings|Glass,Mt/yr,1.744321796,1.887471376,2.031285571,2.1825119,2.336409705,2.488113276,2.632894933,2.766443742,2.903465451,3.024250228,3.126572505,3.209294961,3.272418049,3.317081932,3.345421667,3.360269984,3.364769964,3.361955393
MESSAGE-buildings,LED,max,WEU,Scrap Release|Residential|Buildings|Steel,Mt/yr,17.58355205,18.98293668,20.39055518,21.86338311,23.34371953,24.77456902,26.10316128,27.2843424,28.46312548,29.44819383,30.22465189,30.79065835,31.15685993,31.34521314,31.38641394,31.31604996,31.17023701,30.98143412
MESSAGE-buildings,LED,max,WEU,Scrap Release|Residential|Buildings|Wood,Mt/yr,7.954621116,8.604880873,9.258260951,9.944888002,10.64256507,11.32863962,11.98125381,12.5806495,13.193701,13.73095534,14.182703,14.54431871,14.8164252,15.00483222,15.11981125,15.17469056,15.18406199,15.16186998
MESSAGE-buildings,LED,ref,CHN,Energy Service|Residential|Floor Space,bn m2/yr,40.640211,41.22492726,41.51133217,41.48236809,41.13061806,40.47585016,39.5584993,38.42896397,37.16128553,35.70156074,34.17818864,32.64408097,31.11089819,29.57995007,28.07823931,26.65445539,25.33980228,24.13522919
MESSAGE-buildings,LED,min,CHN,Energy Service|Residential|Floor Space,bn m2/yr,40.640211,41.22492726,41.51133217,41.48236809,41.13061806,40.47585016,39.5584993,38.42896397,37.16128553,35.70156074,34.17818864,32.64408097,31.11089819,29.57995007,28.07823931,26.65445539,25.33980228,24.13522919
MESSAGE-buildings,LED,max,CHN,Energy Service|Residential|Floor Space,bn m2/yr,40.640211,41.22492726,41.51133217,41.48236809,41.13061806,40.47585016,39.5584993,38.42896397,37.16128553,35.70156074,34.17818864,32.64408097,31.11089819,29.57995007,28.07823931,26.65445539,25.33980228,24.13522919
MESSAGE-buildings,LED,ref,CHN,Final Energy|Residential|Space Conditioning,EJ/yr,5.561829,4.713957,3.832245,2.979234,2.204919,1.542249,1.005885,0.596781,0.413721,0.391464,0.368388,0.345384,0.322821,0.300915,0.280089,0.260775,0.243225,0.227385
MESSAGE-buildings,LED,min,CHN,Final Energy|Residential|Space Conditioning,EJ/yr,5.561829,4.713957,3.832245,2.979234,2.204919,1.542249,1.005885,0.596781,0.413721,0.391464,0.368388,0.345384,0.322821,0.300915,0.280089,0.260775,0.243225,0.227385
MESSAGE-buildings,LED,max,CHN,Final Energy|Residential|Space Conditioning,EJ/yr,5.561829,4.713957,3.832245,2.979234,2.204919,1.542249,1.005885,0.596781,0.413721,0.391464,0.368388,0.345384,0.322821,0.300915,0.280089,0.260775,0.243225,0.227385
MESSAGE-buildings,LED,ref,CHN,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,1.248057,1.014354,0.786672,0.578178,0.397881,0.250308,0.135909,0.051912,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,ref,CHN,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,2.246076,1.834794,1.424952,1.04337,0.709803,0.435492,0.223344,0.071019,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,ref,CHN,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0.686547,0.648549,0.585702,0.504342,0.412335,0.317664,0.227052,0.144468,0.126963,0.126297,0.123408,0.119061,0.113796,0.108,0.102042,0.096237,0.090792,0.085761
MESSAGE-buildings,LED,ref,CHN,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,1.381149,1.21626,1.034919,0.853344,0.6849,0.538785,0.41958,0.329382,0.286758,0.265167,0.24498,0.226323,0.209025,0.192915,0.178047,0.164538,0.152433,0.141624
MESSAGE-buildings,LED,ref,CHN,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,ref,CHN,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,CHN,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,1.248057,1.014354,0.786672,0.578178,0.397881,0.250308,0.135909,0.051912,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,CHN,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,2.246076,1.834794,1.424952,1.04337,0.709803,0.435492,0.223344,0.071019,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,CHN,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0.686547,0.648549,0.585702,0.504342,0.412335,0.317664,0.227052,0.144468,0.126963,0.126297,0.123408,0.119061,0.113796,0.108,0.102042,0.096237,0.090792,0.085761
MESSAGE-buildings,LED,min,CHN,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,1.381149,1.21626,1.034919,0.853344,0.6849,0.538785,0.41958,0.329382,0.286758,0.265167,0.24498,0.226323,0.209025,0.192915,0.178047,0.164538,0.152433,0.141624
MESSAGE-buildings,LED,min,CHN,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,CHN,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,CHN,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,1.248057,1.014354,0.786672,0.578178,0.397881,0.250308,0.135909,0.051912,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,CHN,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,2.246076,1.834794,1.424952,1.04337,0.709803,0.435492,0.223344,0.071019,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,CHN,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0.686547,0.648549,0.585702,0.504342,0.412335,0.317664,0.227052,0.144468,0.126963,0.126297,0.123408,0.119061,0.113796,0.108,0.102042,0.096237,0.090792,0.085761
MESSAGE-buildings,LED,max,CHN,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,1.381149,1.21626,1.034919,0.853344,0.6849,0.538785,0.41958,0.329382,0.286758,0.265167,0.24498,0.226323,0.209025,0.192915,0.178047,0.164538,0.152433,0.141624
MESSAGE-buildings,LED,max,CHN,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,CHN,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,ref,CHN,Material Demand|Residential|Buildings|Aluminum,Mt/yr,3.672177812,3.232852268,3.236529192,3.187439033,3.092073998,2.967874688,2.829710163,2.675456998,2.522329866,2.375563776,2.24471831,2.128421061,2.00848602,1.883259939,1.770022708,1.683203014,1.615526695,1.552814359
MESSAGE-buildings,LED,ref,CHN,Material Demand|Residential|Buildings|Cement,Mt/yr,257.7925347,226.261186,226.2457207,222.5421139,215.6240727,206.7245996,196.8864956,185.9569296,175.1410161,164.7966188,155.5848171,147.4032398,138.9818627,130.2066862,122.2797099,116.2000519,111.4585533,107.0684398
MESSAGE-buildings,LED,ref,CHN,Material Demand|Residential|Buildings|Concrete,Mt/yr,1652.516249,1450.392218,1450.293081,1426.552012,1382.205595,1325.157691,1262.092921,1192.0316,1122.698822,1056.388582,997.3385712,944.8925625,890.9093762,834.6582452,783.8442942,744.8721275,714.4779057,686.3361527
MESSAGE-buildings,LED,ref,CHN,Material Demand|Residential|Buildings|Copper,Mt/yr,0.781443588,0.684113036,0.683174595,0.671253256,0.649763425,0.622416193,0.59233982,0.559015846,0.526101,0.494681108,0.466778409,0.442075078,0.416665573,0.390183718,0.366304248,0.348086395,0.333961218,0.320890211
MESSAGE-buildings,LED,ref,CHN,Material Demand|Residential|Buildings|Glass,Mt/yr,5.103253379,4.464663542,4.459168657,4.380591792,4.238860913,4.058692053,3.860786201,3.64215928,3.426564947,3.220819347,3.037685326,2.874990215,2.70792239,2.534335985,2.37763913,2.257150154,2.162898068,2.075710812
MESSAGE-buildings,LED,ref,CHN,Material Demand|Residential|Buildings|Steel,Mt/yr,133.3534071,115.4909587,114.8868965,112.3963061,108.3110737,103.2931481,97.8825645,91.99622232,86.24872296,80.80103562,75.9683686,71.68346323,67.3113619,62.8002303,58.74121076,55.61375743,53.16069761,50.89771681
MESSAGE-buildings,LED,ref,CHN,Material Demand|Residential|Buildings|Wood,Mt/yr,53.62471558,47.51990947,47.70610735,47.10710481,45.81279277,44.07624862,42.11649181,39.90636214,37.69818923,35.57155789,33.66851309,31.97135995,30.21495671,28.37545259,26.70737705,25.42454758,24.42144949,23.490398
MESSAGE-buildings,LED,min,CHN,Material Demand|Residential|Buildings|Aluminum,Mt/yr,2.923669328,2.527222279,2.511848386,2.455397738,2.36432183,2.253140836,2.133654371,2.003964231,1.877534828,1.75785575,1.65181549,1.557905806,1.462172835,1.363466274,1.274733821,1.206462449,1.15299221,1.103689544
MESSAGE-buildings,LED,min,CHN,Material Demand|Residential|Buildings|Cement,Mt/yr,137.6463563,120.9046569,120.9545198,119.0165504,115.3482706,110.6119365,105.3676511,99.53911791,93.76897329,88.24693621,83.32276142,78.94179561,74.43263515,69.73684259,65.49151059,62.22510598,59.66864267,57.30132866
MESSAGE-buildings,LED,min,CHN,Material Demand|Residential|Buildings|Concrete,Mt/yr,882.3484382,775.0298523,775.3494857,762.9266048,739.4119911,709.050875,675.4336611,638.0712687,601.0831624,565.6854885,534.1202655,506.0371514,477.1322765,447.0310422,419.8173755,398.8788845,382.4912992,367.3162094
MESSAGE-buildings,LED,min,CHN,Material Demand|Residential|Buildings|Copper,Mt/yr,0.604572743,0.524069742,0.521230154,0.510055719,0.491758725,0.469263002,0.444973234,0.418448178,0.392494565,0.367886328,0.346123737,0.326917467,0.307277473,0.286929335,0.268647813,0.254712593,0.243913585,0.233947329
MESSAGE-buildings,LED,min,CHN,Material Demand|Residential|Buildings|Glass,Mt/yr,5.25507125,4.522931899,4.487179066,4.37834084,4.208397924,4.003604745,3.785085274,3.549236612,3.320186815,3.103981987,2.912800561,2.743775168,2.571879371,2.395056243,2.236373835,2.114411893,2.018985348,1.931098132
MESSAGE-buildings,LED,min,CHN,Material Demand|Residential|Buildings|Steel,Mt/yr,78.40368481,68.67706797,68.63230031,67.45786356,65.30619908,62.5574956,59.53086563,56.18235753,52.87693813,49.71970472,46.90658952,44.40470514,41.83432661,39.16304595,36.74998632,34.89156939,33.43534466,32.08788162
MESSAGE-buildings,LED,min,CHN,Material Demand|Residential|Buildings|Wood,Mt/yr,63.24356313,55.46246916,55.44352169,54.5185372,52.80590592,50.60940426,48.18523772,45.49633887,42.83795057,40.29685266,38.03391752,36.02351766,33.95559536,31.80270164,29.85811246,28.36505716,27.19915786,26.11992625
MESSAGE-buildings,LED,max,CHN,Material Demand|Residential|Buildings|Aluminum,Mt/yr,3.282982648,2.88519709,2.88663306,2.84090199,2.753986046,2.641574572,2.516974576,2.378292591,2.240885507,2.109345296,1.992114518,1.887916865,1.780593639,1.668700095,1.567562209,1.489932605,1.429339734,1.373218871
MESSAGE-buildings,LED,max,CHN,Material Demand|Residential|Buildings|Cement,Mt/yr,311.3374829,272.3538557,271.9748078,267.164584,258.5179812,247.5348504,235.472887,222.1420563,208.9934991,196.4470895,185.2886183,175.3866557,165.215254,154.6391295,145.0961429,137.7756462,132.0643427,126.7809969
MESSAGE-buildings,LED,max,CHN,Material Demand|Residential|Buildings|Concrete,Mt/yr,1995.753095,1745.858049,1743.428255,1712.593487,1657.166546,1586.761862,1509.441584,1423.98754,1339.701917,1259.276215,1187.747553,1124.273434,1059.072141,991.2764709,930.1034799,883.1772193,846.5662993,812.6986981
