Model,Scenario,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2070,2080,2090,2100
MESSAGEix-buildings,SSP2_BL,PAS,Stock Retirement|Buildings|Residential|Single-Family Houses,m^2/yr,833082504,955218871,1076826522,1179793749,1263506392,1328831427,1376718863,1407695396,1394686559,1461526749,1368974252,1275221757,1193168331
MESSAGEix-buildings,SSP2_BL,RCPA,Stock Addition|Buildings|Residential|Informal Houses,m^2/yr,10793457,10679671,10253351,9236564,7691160,4903671,2212790,80168,0,0,0,0,0
MESSAGEix-buildings,SSP2_BL,RCPA,Stock Retirement|Buildings|Residential|Informal Houses,m^2/yr,2933254,3853510,4918413,5927104,6717597,7173657,7280243,6953101,6224187,4843927,2240831,763577,164637
MESSAGEix-buildings,SSP2_BL,RCPA,Stock Addition|Buildings|Residential|Multi-Family Houses,m^2/yr,354243902,376814431,401892901,425977810,441781877,443253761,442500846,453599924,452011724,454540929,390874767,341633284,307942713
MESSAGEix-buildings,SSP2_BL,RCPA,Stock Retirement|Buildings|Residential|Multi-Family Houses,m^2/yr,227852292,263970542,294956100,318061157,333112890,341537780,344764458,342996926,337495528,341339129,305346811,288851868,273202711
MESSAGEix-buildings,SSP2_BL,RCPA,Stock Addition|Buildings|Residential|Single-Family Houses,m^2/yr,150483910,144001820,132711474,119021711,101360669,78151147,61236463,62692197,62382360,62621543,54207693,47314966,42774677
MESSAGEix-buildings,SSP2_BL,RCPA,Stock Retirement|Buildings|Residential|Single-Family Houses,m^2/yr,134912120,150306900,160710386,164980932,163052695,155720577,144066026,128692940,111047835,91257252,62463608,47665964,40452722
MESSAGEix-buildings,SSP2_BL,SAS,Stock Addition|Buildings|Residential|Informal Houses,m^2/yr,95463860,102575122,109074207,92982724,79327824,61818215,40991042,40554157,5064924,2066046,0,295802,0
MESSAGEix-buildings,SSP2_BL,SAS,Stock Retirement|Buildings|Residential|Informal Houses,m^2/yr,12517669,16756497,22077238,28259818,34898446,41204422,46503166,50757490,50862764,53367903,45520852,31893379,17137245
MESSAGEix-buildings,SSP2_BL,SAS,Stock Addition|Buildings|Residential|Multi-Family Houses,m^2/yr,559330726,680937180,831721482,1023289258,1230175522,1430629735,1594761806,1859484215,1756265004,1823501599,1766890359,1632977183,1475715407
MESSAGEix-buildings,SSP2_BL,SAS,Stock Retirement|Buildings|Residential|Multi-Family Houses,m^2/yr,140163613,177665884,220729790,268097164,320449175,376956257,437680264,502506394,568857011,694482533,810088427,909978489,985313814
MESSAGEix-buildings,SSP2_BL,SAS,Stock Addition|Buildings|Residential|Single-Family Houses,m^2/yr,3347980068,3683675523,4018998581,4457559470,4873199062,5220942891,5375766416,5772666041,5219089707,5364196452,5129972494,4675955285,4220770199
MESSAGEix-buildings,SSP2_BL,SAS,Stock Retirement|Buildings|Residential|Single-Family Houses,m^2/yr,1602149410,1935737090,2275108440,2605554066,2919296025,3206567340,3462602567,3684418848,3863939860,4209640528,4221930511,4102339368,3915525044
MESSAGEix-buildings,SSP2_BL,WEU,Stock Addition|Buildings|Residential|Multi-Family Houses,m^2/yr,626140482,643558353,653225444,660745661,667222395,667622240,660123705,646341463,633900422,619015847,577119259,514800208,429810642
MESSAGEix-buildings,SSP2_BL,WEU,Stock Retirement|Buildings|Residential|Multi-Family Houses,m^2/yr,270050297,302576295,333585271,362944304,390556437,416239377,439681694,460476307,478204829,514061439,524857049,520001925,503395922
MESSAGEix-buildings,SSP2_BL,WEU,Stock Addition|Buildings|Residential|Single-Family Houses,m^2/yr,1055556223,1073627968,1078035350,1079519515,1080440968,1072845176,1055424154,1030517743,1010926187,985545798,914352881,812716942,678308983
MESSAGEix-buildings,SSP2_BL,WEU,Stock Retirement|Buildings|Residential|Single-Family Houses,m^2/yr,737612200,819044071,892970984,958001347,1013272814,1058109738,1091758457,1113572003,1123423848,1155452045,1108417752,1035636911,952053333
MESSAGEix-buildings,SSP2_BL,AFR,Material Stock|Buildings|Residential|Non-Ferrous Metals|Aluminium,Mt/yr,31.261,39.785,50.984,61.008,74.126,86.879,99.075,112.13,125.357,151.486,173.908,192.638,206.515
MESSAGEix-buildings,SSP2_BL,AFR,Material Demand|Buildings|Residential|Non-Ferrous Metals|Aluminium,Mt/yr,0.787,0.978,1.531,1.386,2.023,2.028,2.122,2.373,2.589,2.895,2.876,2.843,2.629
MESSAGEix-buildings,SSP2_BL,AFR,Total Scrap|Buildings|Residential|Non-Ferrous Metals|Aluminium,Mt/yr,0.224,0.284,0.352,0.428,0.511,0.603,0.702,0.803,0.907,1.097,1.265,1.418,1.548
MESSAGEix-buildings,SSP2_BL,AFR,Material Stock|Buildings|Residential|Cement,Mt/yr,1465.06,1877.695,2452.007,2953.184,3649.534,4330.494,4987.169,5711.123,6460.691,7982.163,9328.856,10494.495,11395.729
MESSAGEix-buildings,SSP2_BL,AFR,Material Demand|Buildings|Residential|Cement,Mt/yr,39.519,49.798,82.78,72.847,111.791,112.011,118.06,134.499,148.858,168.728,170.207,171,160.37
MESSAGEix-buildings,SSP2_BL,AFR,Total Scrap|Buildings|Residential|Cement,Mt/yr,10.2,13.014,16.212,19.92,24.03,28.708,33.923,39.353,45.089,55.557,65.759,75.651,84.623
MESSAGEix-buildings,SSP2_BL,AFR,Material Stock|Buildings|Residential|Concrete,Mt/yr,9767.068,12517.965,16346.711,19687.893,24330.229,28869.959,33247.795,38074.152,43071.273,53214.418,62192.376,69963.301,75971.524
MESSAGEix-buildings,SSP2_BL,AFR,Material Demand|Buildings|Residential|Concrete,Mt/yr,263.463,331.986,551.868,485.645,745.275,746.738,787.066,896.659,992.389,1124.85,1134.715,1140.003,1069.131
MESSAGEix-buildings,SSP2_BL,AFR,Total Scrap|Buildings|Residential|Concrete,Mt/yr,67.998,86.76,108.077,132.797,160.201,191.389,226.154,262.356,300.593,370.379,438.395,504.339,564.155
MESSAGEix-buildings,SSP2_BL,AFR,Material Stock|Buildings|Residential|Non-Ferrous Metals|Copper,Mt/yr,15.753,20.018,25.544,30.52,36.936,43.163,49.106,55.417,61.773,74.231,84.824,93.575,99.969
MESSAGEix-buildings,SSP2_BL,AFR,Material Demand|Buildings|Residential|Non-Ferrous Metals|Copper,Mt/yr,0.39,0.484,0.745,0.679,0.979,0.982,1.025,1.14,1.239,1.38,1.365,1.343,1.236
MESSAGEix-buildings,SSP2_BL,AFR,Total Scrap|Buildings|Residential|Non-Ferrous Metals|Copper,Mt/yr,0.113,0.144,0.178,0.216,0.257,0.303,0.351,0.401,0.451,0.543,0.622,0.693,0.751
MESSAGEix-buildings,SSP2_BL,AFR,Material Stock|Buildings|Residential|Glass,Mt/yr,17.991,23.064,30.141,36.311,44.903,53.307,61.413,70.359,79.629,98.46,115.145,129.603,140.796
MESSAGEix-buildings,SSP2_BL,AFR,Material Demand|Buildings|Residential|Glass,Mt/yr,0.487,0.613,1.022,0.898,1.381,1.384,1.459,1.663,1.842,2.088,2.108,2.119,1.988
MESSAGEix-buildings,SSP2_BL,AFR,Total Scrap|Buildings|Residential|Glass,Mt/yr,0.125,0.16,0.199,0.245,0.295,0.353,0.417,0.484,0.555,0.684,0.811,0.934,1.045
MESSAGEix-buildings,SSP2_BL,AFR,Material Stock|Buildings|Residential|Steel,Mt/yr,307.805,395.829,521.517,630.004,784.593,936.127,1082.741,1246.235,1416.893,1766.721,2079.721,2353.87,2568.711
MESSAGEix-buildings,SSP2_BL,AFR,Material Demand|Buildings|Residential|Steel,Mt/yr,8.57,10.864,18.512,16.109,25.212,25.256,26.695,30.623,34.072,38.81,39.358,39.762,37.467
MESSAGEix-buildings,SSP2_BL,AFR,Total Scrap|Buildings|Residential|Steel,Mt/yr,2.114,2.704,3.379,4.171,5.057,6.078,7.231,8.441,9.734,12.095,14.475,16.829,19.007
MESSAGEix-buildings,SSP2_BL,AFR,Material Stock|Buildings|Residential|Construction Wood,Mt/yr,371.452,475.624,619.559,745.563,919.349,1089.174,1252.781,1432.529,1618.177,1993.859,2325.264,2611.035,2831.023
MESSAGEix-buildings,SSP2_BL,AFR,Material Demand|Buildings|Residential|Construction Wood,Mt/yr,9.931,12.492,20.614,18.201,27.768,27.824,29.302,33.311,36.808,41.657,41.953,42.075,39.4
MESSAGEix-buildings,SSP2_BL,AFR,Total Scrap|Buildings|Residential|Construction Wood,Mt/yr,2.596,3.31,4.119,5.055,6.09,7.263,8.566,9.92,11.345,13.945,16.453,18.868,21.046
MESSAGEix-buildings,SSP2_BL,CHN,Material Stock|Buildings|Residential|Non-Ferrous Metals|Aluminium,Mt/yr,148.427,154.023,158.11,160.406,160.828,159.498,156.591,152.387,147.228,135.05,121.523,108.445,97.151
MESSAGEix-buildings,SSP2_BL,CHN,Material Demand|Buildings|Residential|Non-Ferrous Metals|Aluminium,Mt/yr,2.015,2.055,2.043,1.975,1.86,1.713,1.539,1.352,1.169,0.894,0.384,0.134,0.062
MESSAGEix-buildings,SSP2_BL,CHN,Total Scrap|Buildings|Residential|Non-Ferrous Metals|Aluminium,Mt/yr,2.049,2.094,2.076,2.005,1.901,1.784,1.665,1.548,1.431,1.315,1.014,0.752,0.505
MESSAGEix-buildings,SSP2_BL,CHN,Material Stock|Buildings|Residential|Cement,Mt/yr,9131.558,9549.727,9873.421,10082.501,10169.265,10139.778,10004.058,9779.115,9486.898,8763.262,7929.025,7108.988,6394.259
MESSAGEix-buildings,SSP2_BL,CHN,Material Demand|Buildings|Residential|Cement,Mt/yr,141.496,144.266,143.448,138.699,130.643,120.322,108.101,94.988,82.08,62.798,26.906,9.371,4.323
MESSAGEix-buildings,SSP2_BL,CHN,Total Scrap|Buildings|Residential|Cement,Mt/yr,126.792,131.155,131.718,129.085,124.333,118.494,112.176,105.517,98.432,91.247,70.755,52.598,35.328
MESSAGEix-buildings,SSP2_BL,CHN,Material Stock|Buildings|Residential|Concrete,Mt/yr,60877.055,63664.848,65822.809,67216.675,67795.098,67598.52,66693.721,65194.099,63245.985,58421.745,52860.166,47393.256,42628.391
MESSAGEix-buildings,SSP2_BL,CHN,Material Demand|Buildings|Residential|Concrete,Mt/yr,943.304,961.775,956.323,924.661,870.955,802.146,720.675,633.251,547.199,418.651,179.373,62.476,28.818
MESSAGEix-buildings,SSP2_BL,CHN,Total Scrap|Buildings|Residential|Concrete,Mt/yr,845.277,874.366,878.117,860.566,828.886,789.963,747.842,703.449,656.212,608.313,471.699,350.656,235.523
MESSAGEix-buildings,SSP2_BL,CHN,Material Stock|Buildings|Residential|Non-Ferrous Metals|Copper,Mt/yr,31.829,32.288,32.438,32.251,31.731,30.92,29.865,28.624,27.266,24.398,21.517,18.868,16.645
MESSAGEix-buildings,SSP2_BL,CHN,Material Demand|Buildings|Residential|Non-Ferrous Metals|Copper,Mt/yr,0.255,0.26,0.258,0.249,0.235,0.216,0.194,0.171,0.148,0.113,0.049,0.017,0.008
MESSAGEix-buildings,SSP2_BL,CHN,Total Scrap|Buildings|Residential|Non-Ferrous Metals|Copper,Mt/yr,0.433,0.426,0.403,0.368,0.328,0.289,0.254,0.224,0.199,0.176,0.132,0.098,0.066
MESSAGEix-buildings,SSP2_BL,CHN,Material Stock|Buildings|Residential|Glass,Mt/yr,204.667,215.691,224.562,230.764,234.069,234.578,232.499,228.212,222.224,206.577,187.835,169.11,152.646
MESSAGEix-buildings,SSP2_BL,CHN,Material Demand|Buildings|Residential|Glass,Mt/yr,3.57,3.642,3.622,3.503,3.301,3.04,2.732,2.4,2.073,1.585,0.677,0.236,0.108
MESSAGEix-buildings,SSP2_BL,CHN,Total Scrap|Buildings|Residential|Glass,Mt/yr,2.861,2.997,3.053,3.038,2.972,2.872,2.751,2.611,2.452,2.285,1.775,1.319,0.883
MESSAGEix-buildings,SSP2_BL,CHN,Material Stock|Buildings|Residential|Steel,Mt/yr,5358.988,5711.268,6005.817,6226.582,6365.505,6423.916,6406.574,6323.362,6188.242,5800.572,5308.112,4804.486,4356.255
MESSAGEix-buildings,SSP2_BL,CHN,Material Demand|Buildings|Residential|Steel,Mt/yr,108.773,110.959,110.393,106.796,100.638,92.711,83.299,73.179,63.2,48.317,20.57,7.194,3.265
MESSAGEix-buildings,SSP2_BL,CHN,Total Scrap|Buildings|Residential|Steel,Mt/yr,75.702,80.637,83.635,84.802,84.497,83.077,80.737,77.503,73.361,68.888,53.733,39.964,26.712
MESSAGEix-buildings,SSP2_BL,CHN,Material Stock|Buildings|Residential|Construction Wood,Mt/yr,2023.672,2138.165,2231.253,2297.611,2334.807,2343.732,2326.377,2286.49,2229.158,2076.347,1890.882,1704.582,1540.312
MESSAGEix-buildings,SSP2_BL,CHN,Material Demand|Buildings|Residential|Construction Wood,Mt/yr,36.549,37.277,37.072,35.851,33.773,31.107,27.948,24.556,21.216,16.228,6.94,2.42,1.111
MESSAGEix-buildings,SSP2_BL,CHN,Total Scrap|Buildings|Residential|Construction Wood,Mt/yr,28.236,29.714,30.433,30.461,29.96,29.098,27.977,26.626,25.043,23.381,18.197,13.538,9.081
MESSAGEix-buildings,SSP2_BL,EEU,Material Stock|Buildings|Residential|Non-Ferrous Metals|Aluminium,Mt/yr,10.863,11.293,11.666,11.97,12.215,12.411,12.555,12.64,12.656,12.432,11.991,11.494,10.979
MESSAGEix-buildings,SSP2_BL,EEU,Material Demand|Buildings|Residential|Non-Ferrous Metals|Aluminium,Mt/yr,0.085,0.084,0.081,0.076,0.073,0.072,0.07,0.067,0.062,0.052,0.038,0.032,0.026
MESSAGEix-buildings,SSP2_BL,EEU,Total Scrap|Buildings|Residential|Non-Ferrous Metals|Aluminium,Mt/yr,0.085,0.091,0.096,0.1,0.103,0.106,0.107,0.108,0.108,0.11,0.102,0.092,0.08
MESSAGEix-buildings,SSP2_BL,EEU,Material Stock|Buildings|Residential|Cement,Mt/yr,848.309,880.216,907.789,929.957,947.627,961.514,971.49,976.884,977.063,957.882,922.391,882.832,842.12
MESSAGEix-buildings,SSP2_BL,EEU,Material Demand|Buildings|Residential|Cement,Mt/yr,6.286,6.231,6.007,5.672,5.458,5.342,5.21,4.969,4.598,3.837,2.858,2.423,1.965
MESSAGEix-buildings,SSP2_BL,EEU,Total Scrap|Buildings|Residential|Cement,Mt/yr,6.441,6.938,7.353,7.689,7.949,8.139,8.259,8.306,8.277,8.427,7.827,7.015,6.113
MESSAGEix-buildings,SSP2_BL,EEU,Material Stock|Buildings|Residential|Concrete,Mt/yr,5655.393,5868.107,6051.927,6199.713,6317.51,6410.095,6476.599,6512.561,6513.753,6385.877,6149.272,5885.547,5614.132
MESSAGEix-buildings,SSP2_BL,EEU,Material Demand|Buildings|Residential|Concrete,Mt/yr,41.905,41.541,40.043,37.815,36.386,35.616,34.731,33.126,30.654,25.583,19.051,16.152,13.103
MESSAGEix-buildings,SSP2_BL,EEU,Total Scrap|Buildings|Residential|Concrete,Mt/yr,42.941,46.251,49.018,51.261,52.996,54.258,55.057,55.373,55.181,56.178,52.179,46.77,40.752
MESSAGEix-buildings,SSP2_BL,EEU,Material Stock|Buildings|Residential|Non-Ferrous Metals|Copper,Mt/yr,3.788,3.885,3.962,4.018,4.055,4.077,4.084,4.074,4.044,3.911,3.721,3.523,3.329
MESSAGEix-buildings,SSP2_BL,EEU,Material Demand|Buildings|Residential|Non-Ferrous Metals|Copper,Mt/yr,0.019,0.02,0.019,0.018,0.018,0.017,0.017,0.016,0.015,0.012,0.009,0.008,0.007
MESSAGEix-buildings,SSP2_BL,EEU,Total Scrap|Buildings|Residential|Non-Ferrous Metals|Copper,Mt/yr,0.026,0.028,0.03,0.032,0.033,0.034,0.034,0.034,0.034,0.034,0.031,0.028,0.024
MESSAGEix-buildings,SSP2_BL,EEU,Material Stock|Buildings|Residential|Glass,Mt/yr,78.884,81.177,83.075,84.491,85.516,86.222,86.601,86.6,86.167,83.683,79.915,75.927,71.955
MESSAGEix-buildings,SSP2_BL,EEU,Material Demand|Buildings|Residential|Glass,Mt/yr,0.459,0.458,0.445,0.422,0.408,0.401,0.391,0.373,0.345,0.286,0.214,0.184,0.153
MESSAGEix-buildings,SSP2_BL,EEU,Total Scrap|Buildings|Residential|Glass,Mt/yr,0.556,0.605,0.646,0.679,0.703,0.719,0.728,0.728,0.722,0.729,0.671,0.598,0.52
MESSAGEix-buildings,SSP2_BL,EEU,Material Stock|Buildings|Residential|Steel,Mt/yr,247.312,262.074,275.511,287.207,297.367,306.166,313.52,319.171,322.87,322.954,316.395,307.374,297.016
MESSAGEix-buildings,SSP2_BL,EEU,Material Demand|Buildings|Residential|Steel,Mt/yr,2.906,2.845,2.712,2.537,2.423,2.36,2.298,2.193,2.034,1.716,1.27,1.045,0.813
MESSAGEix-buildings,SSP2_BL,EEU,Total Scrap|Buildings|Residential|Steel,Mt/yr,2.286,2.403,2.494,2.57,2.639,2.702,2.757,2.798,2.818,2.92,2.753,2.486,2.166
MESSAGEix-buildings,SSP2_BL,EEU,Material Stock|Buildings|Residential|Construction Wood,Mt/yr,229.761,236.006,241.103,244.809,247.395,249.071,249.82,249.491,247.938,240.25,228.974,217.157,205.467
MESSAGEix-buildings,SSP2_BL,EEU,Material Demand|Buildings|Residential|Construction Wood,Mt/yr,1.242,1.245,1.213,1.154,1.118,1.099,1.073,1.023,0.945,0.781,0.585,0.509,0.426
MESSAGEix-buildings,SSP2_BL,EEU,Total Scrap|Buildings|Residential|Construction Wood,Mt/yr,1.578,1.723,1.847,1.946,2.018,2.065,2.087,2.088,2.067,2.082,1.914,1.706,1.485
MESSAGEix-buildings,SSP2_BL,FSU,Material Stock|Buildings|Residential|Non-Ferrous Metals|Aluminium,Mt/yr,16.502,17.777,18.946,20.024,21.032,21.931,22.696,23.317,23.808,24.391,24.484,24.188,23.636
MESSAGEix-buildings,SSP2_BL,FSU,Material Demand|Buildings|Residential|Non-Ferrous Metals|Aluminium,Mt/yr,0.155,0.156,0.155,0.158,0.164,0.165,0.161,0.158,0.156,0.152,0.131,0.107,0.086
MESSAGEix-buildings,SSP2_BL,FSU,Total Scrap|Buildings|Residential|Non-Ferrous Metals|Aluminium,Mt/yr,0.169,0.179,0.187,0.194,0.198,0.201,0.202,0.201,0.199,0.201,0.184,0.165,0.147
MESSAGEix-buildings,SSP2_BL,FSU,Material Stock|Buildings|Residential|Cement,Mt/yr,898.554,976.349,1049.144,1117.586,1182.711,1242.193,1294.372,1338.443,1375.129,1424.669,1444.278,1439.166,1416.787
MESSAGEix-buildings,SSP2_BL,FSU,Material Demand|Buildings|Residential|Cement,Mt/yr,9.6,9.73,9.767,10.007,10.481,10.597,10.42,10.238,10.101,9.872,8.497,6.962,5.562
MESSAGEix-buildings,SSP2_BL,FSU,Total Scrap|Buildings|Residential|Cement,Mt/yr,9.153,9.747,10.257,10.683,11.026,11.283,11.445,11.508,11.466,11.781,11.018,10.072,9.087
MESSAGEix-buildings,SSP2_BL,FSU,Material Stock|Buildings|Residential|Concrete,Mt/yr,5990.362,6508.993,6994.292,7450.574,7884.739,8281.287,8629.149,8922.956,9167.525,9497.792,9628.523,9594.437,9445.246
MESSAGEix-buildings,SSP2_BL,FSU,Material Demand|Buildings|Residential|Concrete,Mt/yr,63.999,64.87,65.112,66.715,69.876,70.644,69.468,68.254,67.34,65.811,56.646,46.415,37.083
MESSAGEix-buildings,SSP2_BL,FSU,Total Scrap|Buildings|Residential|Concrete,Mt/yr,61.022,64.98,68.38,71.222,73.509,75.222,76.299,76.718,76.437,78.543,73.452,67.148,60.579
MESSAGEix-buildings,SSP2_BL,FSU,Material Stock|Buildings|Residential|Non-Ferrous Metals|Copper,Mt/yr,5.409,5.74,6.029,6.281,6.505,6.692,6.834,6.931,6.989,6.996,6.876,6.666,6.405
MESSAGEix-buildings,SSP2_BL,FSU,Material Demand|Buildings|Residential|Non-Ferrous Metals|Copper,Mt/yr,0.037,0.037,0.036,0.036,0.037,0.036,0.034,0.033,0.033,0.032,0.028,0.023,0.019
MESSAGEix-buildings,SSP2_BL,FSU,Total Scrap|Buildings|Residential|Non-Ferrous Metals|Copper,Mt/yr,0.054,0.057,0.06,0.061,0.062,0.061,0.061,0.059,0.057,0.056,0.049,0.043,0.037
MESSAGEix-buildings,SSP2_BL,FSU,Material Stock|Buildings|Residential|Glass,Mt/yr,24.188,26.403,28.495,30.479,32.381,34.134,35.691,37.026,38.157,39.749,40.487,40.509,40.018
MESSAGEix-buildings,SSP2_BL,FSU,Material Demand|Buildings|Residential|Glass,Mt/yr,0.282,0.286,0.288,0.295,0.31,0.314,0.31,0.305,0.301,0.294,0.252,0.205,0.163
MESSAGEix-buildings,SSP2_BL,FSU,Total Scrap|Buildings|Residential|Glass,Mt/yr,0.252,0.268,0.282,0.294,0.304,0.312,0.318,0.321,0.322,0.333,0.313,0.287,0.26
MESSAGEix-buildings,SSP2_BL,FSU,Material Stock|Buildings|Residential|Steel,Mt/yr,433.716,476.161,516.643,555.383,592.808,627.651,658.978,686.26,709.77,744.095,762.055,766.006,759.703
MESSAGEix-buildings,SSP2_BL,FSU,Material Demand|Buildings|Residential|Steel,Mt/yr,5.456,5.555,5.61,5.778,6.073,6.173,6.118,6.023,5.942,5.816,4.985,4.055,3.207
MESSAGEix-buildings,SSP2_BL,FSU,Total Scrap|Buildings|Residential|Steel,Mt/yr,4.529,4.828,5.098,5.342,5.557,5.739,5.88,5.975,6.016,6.284,5.968,5.523,5.029
MESSAGEix-buildings,SSP2_BL,FSU,Material Stock|Buildings|Residential|Construction Wood,Mt/yr,310.901,336.888,361.058,383.654,405.048,424.463,441.349,455.455,467.044,482.204,487.374,484.384,475.785
MESSAGEix-buildings,SSP2_BL,FSU,Material Demand|Buildings|Residential|Construction Wood,Mt/yr,3.195,3.231,3.235,3.308,3.459,3.491,3.425,3.364,3.319,3.244,2.792,2.287,1.827
MESSAGEix-buildings,SSP2_BL,FSU,Total Scrap|Buildings|Residential|Construction Wood,Mt/yr,3.176,3.377,3.548,3.687,3.797,3.875,3.92,3.93,3.903,3.992,3.71,3.371,3.024
MESSAGEix-buildings,SSP2_BL,LAM,Material Stock|Buildings|Residential|Non-Ferrous Metals|Aluminium,Mt/yr,35.926,40.884,45.971,50.951,55.749,60.271,64.445,68.058,71.142,75.799,78.367,79.023,78.204
MESSAGEix-buildings,SSP2_BL,LAM,Material Demand|Buildings|Residential|Non-Ferrous Metals|Aluminium,Mt/yr,0.57,0.604,0.687,0.738,0.787,0.824,0.85,0.831,0.813,0.795,0.687,0.558,0.43
MESSAGEix-buildings,SSP2_BL,LAM,Total Scrap|Buildings|Residential|Non-Ferrous Metals|Aluminium,Mt/yr,0.28,0.329,0.378,0.424,0.467,0.506,0.539,0.567,0.59,0.635,0.638,0.629,0.607
MESSAGEix-buildings,SSP2_BL,LAM,Material Stock|Buildings|Residential|Cement,Mt/yr,1709.139,1960.19,2220.553,2477.948,2728.394,2966.807,3189.193,3384.117,3552.925,3813.925,3967.139,4020.194,3994.553
MESSAGEix-buildings,SSP2_BL,LAM,Material Demand|Buildings|Residential|Cement,Mt/yr,29.773,31.651,36.189,39.003,41.656,43.683,45.083,44.115,43.174,42.261,36.58,29.712,22.909
MESSAGEix-buildings,SSP2_BL,LAM,Total Scrap|Buildings|Residential|Cement,Mt/yr,12.911,15.33,17.822,20.245,22.533,24.63,26.5,28.129,29.507,32.104,32.718,32.557,31.703
MESSAGEix-buildings,SSP2_BL,LAM,Material Stock|Buildings|Residential|Concrete,Mt/yr,11394.26,13067.931,14803.686,16519.653,18189.294,19778.711,21261.289,22560.783,23686.165,25426.168,26447.593,26801.295,26630.353
MESSAGEix-buildings,SSP2_BL,LAM,Material Demand|Buildings|Residential|Concrete,Mt/yr,198.486,211.005,241.258,260.018,277.708,291.218,300.553,294.102,287.827,281.741,243.867,198.078,152.727
MESSAGEix-buildings,SSP2_BL,LAM,Total Scrap|Buildings|Residential|Concrete,Mt/yr,86.073,102.202,118.814,134.968,150.219,164.197,176.666,187.529,196.713,214.024,218.119,217.047,211.355
MESSAGEix-buildings,SSP2_BL,LAM,Material Stock|Buildings|Residential|Non-Ferrous Metals|Copper,Mt/yr,16.512,18.763,21.067,23.319,25.483,27.519,29.393,31.012,32.389,34.457,35.58,35.842,35.441
MESSAGEix-buildings,SSP2_BL,LAM,Material Demand|Buildings|Residential|Non-Ferrous Metals|Copper,Mt/yr,0.257,0.272,0.309,0.332,0.354,0.371,0.382,0.374,0.365,0.357,0.309,0.251,0.193
MESSAGEix-buildings,SSP2_BL,LAM,Total Scrap|Buildings|Residential|Non-Ferrous Metals|Copper,Mt/yr,0.129,0.152,0.174,0.195,0.214,0.232,0.246,0.259,0.268,0.288,0.289,0.284,0.274
MESSAGEix-buildings,SSP2_BL,LAM,Material Stock|Buildings|Residential|Glass,Mt/yr,26.359,30.146,34.058,37.912,41.65,45.196,48.492,51.368,53.848,57.651,59.839,60.535,60.064
MESSAGEix-buildings,SSP2_BL,LAM,Material Demand|Buildings|Residential|Glass,Mt/yr,0.444,0.472,0.538,0.58,0.619,0.649,0.669,0.655,0.64,0.627,0.542,0.44,0.34
MESSAGEix-buildings,SSP2_BL,LAM,Total Scrap|Buildings|Residential|Glass,Mt/yr,0.201,0.238,0.276,0.312,0.346,0.377,0.404,0.427,0.447,0.484,0.491,0.487,0.473
MESSAGEix-buildings,SSP2_BL,LAM,Material Stock|Buildings|Residential|Steel,Mt/yr,514.364,589.481,667.307,744.18,818.912,889.992,956.231,1014.229,1064.395,1141.806,1187.021,1202.358,1194.256
MESSAGEix-buildings,SSP2_BL,LAM,Material Demand|Buildings|Residential|Steel,Mt/yr,8.884,9.442,10.79,11.625,12.414,13.017,13.434,13.145,12.863,12.591,10.897,8.851,6.824
MESSAGEix-buildings,SSP2_BL,LAM,Total Scrap|Buildings|Residential|Steel,Mt/yr,3.897,4.622,5.368,6.091,6.773,7.396,7.951,8.432,8.838,9.606,9.779,9.722,9.46
MESSAGEix-buildings,SSP2_BL,LAM,Material Stock|Buildings|Residential|Construction Wood,Mt/yr,943.959,1076.167,1212.148,1345.595,1474.487,1596.269,1708.947,1806.802,1890.642,2018.017,2089.436,2109.446,2089.607
MESSAGEix-buildings,SSP2_BL,LAM,Material Demand|Buildings|Residential|Construction Wood,Mt/yr,15.323,16.247,18.495,19.881,21.206,22.225,22.923,22.421,21.928,21.456,18.551,15.065,11.616
MESSAGEix-buildings,SSP2_BL,LAM,Total Scrap|Buildings|Residential|Construction Wood,Mt/yr,7.307,8.595,9.902,11.156,12.319,13.365,14.275,15.047,15.68,16.918,17.072,16.852,16.31
MESSAGEix-buildings,SSP2_BL,MEA,Material Stock|Buildings|Residential|Non-Ferrous Metals|Aluminium,Mt/yr,12.737,15.087,17.584,20.084,22.631,25.179,27.52,29.801,31.884,35.408,37.883,39.337,39.802
MESSAGEix-buildings,SSP2_BL,MEA,Material Demand|Buildings|Residential|Non-Ferrous Metals|Aluminium,Mt/yr,0.3,0.317,0.358,0.375,0.428,0.435,0.453,0.452,0.45,0.456,0.417,0.368,0.307
MESSAGEix-buildings,SSP2_BL,MEA,Total Scrap|Buildings|Residential|Non-Ferrous Metals|Aluminium,Mt/yr,0.095,0.113,0.134,0.154,0.176,0.196,0.217,0.236,0.255,0.287,0.305,0.314,0.314
MESSAGEix-buildings,SSP2_BL,MEA,Material Stock|Buildings|Residential|Cement,Mt/yr,1910.104,2270.855,2656.432,3043.9,3440.558,3839.345,4207.323,4567.919,4898.97,5463.608,5866.201,6109.345,6196.185
MESSAGEix-buildings,SSP2_BL,MEA,Material Demand|Buildings|Residential|Cement,Mt/yr,46.461,49.186,55.794,58.694,67.22,68.552,71.611,71.652,71.566,72.717,66.641,58.909,49.16
MESSAGEix-buildings,SSP2_BL,MEA,Total Scrap|Buildings|Residential|Cement,Mt/yr,14.074,16.881,19.945,23.172,26.477,29.678,32.967,36.004,38.939,44.19,47.177,48.842,49.224
