scenario,R12,year,material,floor_tot_Mm2,floor_new_Mm2,floor_dem_Mm2,mat_stock_Mt,mat_demand_Mt,mat_scrap_Mt
SH1,AFR,2020,aluminum,12549.872074130131,555.6149206042923,88.91813890528154,32.74401575205097,1.1930178193500718,0.2437655356157157
SH1,AFR,2020,cement,12549.872074130131,555.6149206042923,88.91813890528154,1607.87845833181,77.58084117567262,11.096476880177699
SH1,AFR,2020,concrete,12549.872074130131,555.6149206042923,88.91813890528154,10719.189722212066,517.2056078378175,73.976512534518
SH1,AFR,2020,copper,12549.872074130131,555.6149206042923,88.91813890528154,15.18652319474199,0.3827470611973369,0.12161440097955752
SH1,AFR,2020,glass,12549.872074130131,555.6149206042923,88.91813890528154,23.794001440812377,1.7648916253978961,0.13262060585415925
SH1,AFR,2020,steel,12549.872074130131,555.6149206042923,88.91813890528154,402.62618736216626,29.41251462408576,2.266554029265666
SH1,AFR,2020,wood,12549.872074130131,555.6149206042923,88.91813890528154,411.6740850632347,21.228821120890693,2.765760148970234
SH1,AFR,2025,aluminum,16841.349207652915,473.7895357869242,108.97357079198189,42.672556823187215,0.9926152256308802,0.2989641507400493
SH1,AFR,2025,cement,16841.349207652915,473.7895357869242,108.97357079198189,2191.798845741533,67.23346651031271,13.602343627768231
SH1,AFR,2025,concrete,16841.349207652915,473.7895357869242,108.97357079198189,14611.992304943553,448.22311006875134,90.68229085178822
SH1,AFR,2025,copper,16841.349207652915,473.7895357869242,108.97357079198189,18.29454668266697,0.17370386602864518,0.14721093152401263
SH1,AFR,2025,glass,16841.349207652915,473.7895357869242,108.97357079198189,38.6030458479803,2.169795236903355,0.17223445995212538
SH1,AFR,2025,steel,16841.349207652915,473.7895357869242,108.97357079198189,645.1754963298533,35.31872538121917,2.917761989047897
SH1,AFR,2025,wood,16841.349207652915,473.7895357869242,108.97357079198189,578.7952282411487,20.598888575937977,3.4231387208405506
SH1,AFR,2030,aluminum,21770.43803082551,674.8742894468927,140.25018078057644,53.461768417721004,1.412900799172898,0.3766096373217991
SH1,AFR,2030,cement,21770.43803082551,674.8742894468927,140.25018078057644,2878.7090464632743,95.79402794996261,17.711319223133835
SH1,AFR,2030,concrete,21770.43803082551,674.8742894468927,140.25018078057644,19191.393643088497,638.6268529997508,118.0754614875589
SH1,AFR,2030,copper,21770.43803082551,674.8742894468927,140.25018078057644,20.790072313784897,0.21842891942724574,0.1797961731914727
SH1,AFR,2030,glass,21770.43803082551,674.8742894468927,140.25018078057644,58.90332803614662,3.1780662247223312,0.24642294653651234
SH1,AFR,2030,steel,21770.43803082551,674.8742894468927,140.25018078057644,980.70102262796,52.67378352841088,4.15738571535704
SH1,AFR,2030,wood,21770.43803082551,674.8742894468927,140.25018078057644,785.0899575522769,29.933049030024183,4.5092903321764926
SH1,AFR,2035,aluminum,27232.301953356324,881.3047577211041,172.93296187680357,64.87312103806735,1.8381458995523274,0.45139382892330787
SH1,AFR,2035,cement,27232.301953356324,881.3047577211041,172.93296187680357,3654.8848386451855,125.37609952052517,22.170807881630683
SH1,AFR,2035,concrete,27232.301953356324,881.3047577211041,172.93296187680357,24365.898924301237,835.8406634701678,147.80538587753787
SH1,AFR,2035,copper,27232.301953356324,881.3047577211041,172.93296187680357,22.347387190257287,0.21476848096029194,0.20454912674946096
SH1,AFR,2035,glass,27232.301953356324,881.3047577211041,172.93296187680357,85.39446881933091,4.409965002141059,0.3515347990611168
SH1,AFR,2035,steel,27232.301953356324,881.3047577211041,172.93296187680357,1422.5168111336416,74.02043795928988,5.896339331801467
SH1,AFR,2035,wood,27232.301953356324,881.3047577211041,172.93296187680357,1031.1824072400927,40.38347092759639,5.756617546700692
SH1,AFR,2040,aluminum,32842.086281634365,1067.4382887212205,207.16033452169776,76.08621249851757,2.215999931399261,0.5231094666261495
SH1,AFR,2040,cement,32842.086281634365,1067.4382887212205,207.16033452169776,4466.913776076443,152.28411099209137,27.017036900983616
SH1,AFR,2040,concrete,32842.086281634365,1067.4382887212205,207.16033452169776,29779.425173842956,1015.2274066139424,180.11357933989078
SH1,AFR,2040,copper,32842.086281634365,1067.4382887212205,207.16033452169776,22.533512300782267,0.16576440024243014,0.21944373135078105
SH1,AFR,2040,glass,32842.086281634365,1067.4382887212205,207.16033452169776,117.58979125492415,5.700627645031367,0.4961521516302239
SH1,AFR,2040,steel,32842.086281634365,1067.4382887212205,207.16033452169776,1963.219589219917,96.5397321703975,8.282102285832773
SH1,AFR,2040,wood,32842.086281634365,1067.4382887212205,207.16033452169776,1305.5330970105958,50.6114364659273,7.204970373520044
SH1,AFR,2045,aluminum,38364.086937974105,1350.8800437651626,241.59656623083185,86.65471576253643,2.808146039232558,0.5889309249162201
SH1,AFR,2045,cement,38364.086937974105,1350.8800437651626,241.59656623083185,5280.616071169433,192.5367820356063,32.06830587093258
SH1,AFR,2045,concrete,38364.086937974105,1350.8800437651626,241.59656623083185,35204.107141129556,1283.578546904042,213.78870580621722
SH1,AFR,2045,copper,38364.086937974105,1350.8800437651626,241.59656623083185,21.1537286053542,0.2054200791115172,0.2215596908653262
SH1,AFR,2045,glass,38364.086937974105,1350.8800437651626,241.59656623083185,154.98162680174767,7.186715986165257,0.6848873447852707
