scenario,R12,year,material,floor_tot_Mm2,floor_new_Mm2,floor_dem_Mm2,mat_stock_Mt,mat_demand_Mt,mat_scrap_Mt
REF,AFR,2020,aluminum,11586.156582466858,305.81766038367687,81.38649865976265,31.133886436728968,0.7841422629104563,0.2227545144340469
REF,AFR,2020,cement,11586.156582466858,305.81766038367687,81.38649865976265,1460.2115195636677,39.39951223567277,10.164844509261988
REF,AFR,2020,concrete,11586.156582466858,305.81766038367687,81.38649865976265,9734.743463757786,262.6634149044852,67.76563006174658
REF,AFR,2020,copper,11586.156582466858,305.81766038367687,81.38649865976265,15.432055609408215,0.3825299767603584,0.11107390077818124
REF,AFR,2020,glass,11586.156582466858,305.81766038367687,81.38649865976265,17.490554893004607,0.4742350861776509,0.12150852024246285
REF,AFR,2020,steel,11586.156582466858,305.81766038367687,81.38649865976265,302.85741057761214,8.444203963988441,2.078915396683129
REF,AFR,2020,wood,11586.156582466858,305.81766038367687,81.38649865976265,362.73754336684846,9.715448516967294,2.532852206451238
REF,AFR,2025,aluminum,14815.73898552738,383.7091818167274,103.68174443253227,39.62361537498116,0.9744267200077156,0.28288448789668325
REF,AFR,2025,cement,14815.73898552738,383.7091818167274,103.68174443253227,1871.5344197469763,49.64940487675981,12.969742192758453
REF,AFR,2025,concrete,14815.73898552738,383.7091818167274,103.68174443253227,12476.896131646508,330.99603251173215,86.46494795172303
REF,AFR,2025,copper,14815.73898552738,383.7091818167274,103.68174443253227,19.609410506922686,0.47374299196084674,0.14091429467296696
REF,AFR,2025,glass,14815.73898552738,383.7091818167274,103.68174443253227,22.428656130076913,0.5981725499606827,0.15509170012120999
REF,AFR,2025,steel,14815.73898552738,383.7091818167274,103.68174443253227,389.52915985608666,10.707793075865906,2.659071314384374
REF,AFR,2025,wood,14815.73898552738,383.7091818167274,103.68174443253227,464.55411193978205,12.225298319216446,3.23004488350376
REF,AFR,2030,aluminum,19231.02128682541,626.4238361821906,128.88870012738099,50.77878471932955,1.5250714507476115,0.3501685112877702
REF,AFR,2030,cement,19231.02128682541,626.4238361821906,128.88870012738099,2444.1498017393715,82.5517453572821,16.156865421017997
REF,AFR,2030,concrete,19231.02128682541,626.4238361821906,128.88870012738099,16294.332011595812,550.3449690485473,107.71243614011998
REF,AFR,2030,copper,19231.02128682541,626.4238361821906,128.88870012738099,25.022842125721947,0.7301022887606246,0.17419141948316869
REF,AFR,2030,glass,19231.02128682541,626.4238361821906,128.88870012738099,29.331039564833606,0.9984898669889483,0.19329381665487935
REF,AFR,2030,steel,19231.02128682541,626.4238361821906,128.88870012738099,513.431038754747,18.267134101869573,3.3233480134183724
REF,AFR,2030,wood,19231.02128682541,626.4238361821906,128.88870012738099,605.4442644121427,20.2045114060564,4.020904995379598
REF,AFR,2035,aluminum,23114.094786636655,555.8475808360607,157.88623957254785,60.762585610272986,1.3801563063865003,0.4262599523487429
REF,AFR,2035,cement,23114.094786636655,555.8475808360607,157.88623957254785,2943.798097293038,72.63831071531257,19.853109193473298
REF,AFR,2035,concrete,23114.094786636655,555.8475808360607,157.88623957254785,19625.320648620254,484.25540476875045,132.354061289822
REF,AFR,2035,copper,23114.094786636655,555.8475808360607,157.88623957254785,29.897933202590856,0.6655735625837439,0.2116088899134154
REF,AFR,2035,glass,23114.094786636655,555.8475808360607,157.88623957254785,35.34343993981025,0.8770120559810881,0.23767946618892802
REF,AFR,2035,steel,23114.094786636655,555.8475808360607,157.88623957254785,620.3234629489156,15.887244191070849,4.103213592607294
REF,AFR,2035,wood,23114.094786636655,555.8475808360607,157.88623957254785,728.7024862381671,17.827410264966822,4.935606047602029
REF,AFR,2040,aluminum,28412.277652324767,840.6237196763351,189.82946949299796,73.82933193287968,2.015287240267627,0.5089317396925322
REF,AFR,2040,cement,28412.277652324767,840.6237196763351,189.82946949299796,3638.1816420205982,111.49157546146658,23.951004444623038
REF,AFR,2040,concrete,28412.277652324767,840.6237196763351,189.82946949299796,24254.544280137325,743.2771697431104,159.6733629641536
REF,AFR,2040,copper,28412.277652324767,840.6237196763351,189.82946949299796,36.18367535411236,0.9591514821913428,0.25207011928490075
REF,AFR,2040,glass,28412.277652324767,840.6237196763351,189.82946949299796,43.732412489374305,1.350356686236846,0.2869576913528154
REF,AFR,2040,steel,28412.277652324767,840.6237196763351,189.82946949299796,772.8147083315042,24.88745075129792,4.9760474986977155
REF,AFR,2040,wood,28412.277652324767,840.6237196763351,189.82946949299796,898.9597498517538,27.23035617866627,5.947529861481213
REF,AFR,2045,aluminum,33584.26454661527,842.4266331674819,225.85323246396126,86.53182690078162,2.0205026678870066,0.6002848218847237
REF,AFR,2045,cement,33584.26454661527,842.4266331674819,225.85323246396126,4317.233135614196,111.71035563117688,28.615176056011236
REF,AFR,2045,concrete,33584.26454661527,842.4266331674819,225.85323246396126,28781.554237427976,744.7357042078459,190.76784037340826
REF,AFR,2045,copper,33584.26454661527,842.4266331674819,225.85323246396126,42.28476669869282,0.9617973853949263,0.2964616181666071
REF,AFR,2045,glass,33584.26454661527,842.4266331674819,225.85323246396126,51.93927201422772,1.3529533245522556,0.34315857558539076
REF,AFR,2045,steel,33584.26454661527,842.4266331674819,225.85323246396126,922.3079501977619,24.93012318347378,5.982863177244556
REF,AFR,2045,wood,33584.26454661527,842.4266331674819,225.85323246396126,1065.3602340488317,27.285408248637815,7.095758740240041
REF,AFR,2050,aluminum,38559.613051382374,886.0197761347171,265.6634135689829,98.68020342497388,2.1138492411575838,0.6992466943503599
REF,AFR,2050,cement,38559.613051382374,886.0197761347171,265.6634135689829,4972.087828309475,117.74627815127818,33.81498186185264
REF,AFR,2050,concrete,38559.613051382374,886.0197761347171,265.6634135689829,33147.252188729835,784.9751876751878,225.43321241235094
REF,AFR,2050,copper,38559.613051382374,886.0197761347171,265.6634135689829,48.10699495012252,1.004181813144443,0.3442057213015147
REF,AFR,2050,glass,38559.613051382374,886.0197761347171,265.6634135689829,59.85790301853609,1.4267102931279358,0.4059323611497759
REF,AFR,2050,steel,38559.613051382374,886.0197761347171,265.6634135689829,1066.9692896915394,26.3543029383738,7.119348083504669
REF,AFR,2050,wood,38559.613051382374,886.0197761347171,265.6634135689829,1225.7008297719533,28.739333944669497,8.37214131652361
REF,AFR,2055,aluminum,43997.83619253048,1004.0651956588927,306.85331926900034,111.6846251498555,2.364025318767558,0.8000937945780604
REF,AFR,2055,cement,43997.83619253048,1004.0651956588927,306.85331926900034,5694.108960044008,134.14999433168288,39.23017098310196
REF,AFR,2055,concrete,43997.83619253048,1004.0651956588927,306.85331926900034,37960.72640029339,894.3332955445526,261.53447322067973
REF,AFR,2055,copper,43997.83619253048,1004.0651956588927,306.85331926900034,54.290258579868116,1.117247775073917,0.39258702737865825
REF,AFR,2055,glass,43997.83619253048,1004.0651956588927,306.85331926900034,68.6047179150932,1.627284224678036,0.47139663644748875
REF,AFR,2055,steel,43997.83619253048,1004.0651956588927,306.85331926900034,1228.3673380015398,30.24156633583869,8.313681661812021
REF,AFR,2055,wood,43997.83619253048,1004.0651956588927,306.85331926900034,1401.984904141834,32.686050210470505,9.698540706121818
REF,AFR,2060,aluminum,49593.7230565764,1106.7604188964933,350.01329534871786,124.86095484116827,2.579076594668011,0.9037485792949786
REF,AFR,2060,cement,49593.7230565764,1106.7604188964933,350.01329534871786,6441.7334314164755,148.47967985752936,44.95026428798871
REF,AFR,2060,concrete,49593.7230565764,1106.7604188964933,350.01329534871786,42944.88954277651,989.8645323835292,299.6684285865914
REF,AFR,2060,copper,49593.7230565764,1106.7604188964933,350.01329534871786,60.51763810235583,1.2139002106201713,0.44195393099170055
REF,AFR,2060,glass,49593.7230565764,1106.7604188964933,350.01329534871786,77.67361665261792,1.8026530420510318,0.5406664067751589
REF,AFR,2060,steel,49593.7230565764,1106.7604188964933,350.01329534871786,1396.8981895651925,33.654543441501716,9.589272270120151
REF,AFR,2060,wood,49593.7230565764,1106.7604188964933,350.01329534871786,1584.1478952274729,36.12930447386377,11.095934201754202
REF,AFR,2070,aluminum,60865.89879629175,1249.6892711599787,428.7089124799351,150.89037151540302,2.8835471895360643,1.0922973230254531
REF,AFR,2070,cement,60865.89879629175,1249.6892711599787,428.7089124799351,7959.395839718345,168.30573915457887,55.39022461930822
REF,AFR,2070,concrete,60865.89879629175,1249.6892711599787,428.7089124799351,53062.638931455636,1122.0382610305257,369.2681641287215
REF,AFR,2070,copper,60865.89879629175,1249.6892711599787,428.7089124799351,72.72416738953214,1.3518252498567422,0.531670525426607
REF,AFR,2070,glass,60865.89879629175,1249.6892711599787,428.7089124799351,96.11280713902302,2.044993832920484,0.6671193327085201
REF,AFR,2070,steel,60865.89879629175,1249.6892711599787,428.7089124799351,1742.5112994507408,38.3427023696401,11.920495915042572
REF,AFR,2070,wood,60865.89879629175,1249.6892711599787,428.7089124799351,1953.0103631442823,40.902163461808094,13.64555179464717
REF,AFR,2080,aluminum,70758.57173867668,1255.4156230399992,503.44562898216543,173.2278772132339,2.8654303692953853,1.2597883991394463
REF,AFR,2080,cement,70758.57173867668,1255.4156230399992,503.44562898216543,9302.856126726252,169.7903713101423,65.56850484271392
REF,AFR,2080,concrete,70758.57173867668,1255.4156230399992,503.44562898216543,62019.04084484168,1131.9358087342819,437.12336561809286
