,2030,2035,2040,2045,2050,2055,2060,2070,2080,2090,2100,2110,Model,Region,Scenario,Unit,Variable
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,weu_security,AFR,FSU2040,US$2010/GJ,Price|Agriculture|Energy Crops
1,0.9331,0.9292,0.9253,0.9244,0.9235,0.9185,0.9135,0.8964,0.866,0.8404,0.8237,0.8237,weu_security,AFR,FSU2040,Index (2020 = 1),Price|Agriculture|Food Products [Index]
2,0.9433,0.9384,0.9335,0.9284,0.9233,0.912,0.9008,0.8708,0.8294,0.7944,0.7729,0.7729,weu_security,AFR,FSU2040,Index (2020 = 1),Price|Agriculture|Food Products|Crops [Index]
3,1.0146,0.9916,0.9686,0.9718,0.9751,0.9698,0.9645,0.9534,0.9441,0.9277,0.9213,0.9213,weu_security,AFR,FSU2040,Index (2020 = 1),Price|Agriculture|Food Products|Crops|Maize [Index]
4,0.9383,0.926,0.9137,0.9104,0.9071,0.9026,0.8981,0.8891,0.8748,0.861,0.8511,0.8511,weu_security,AFR,FSU2040,Index (2020 = 1),Price|Agriculture|Food Products|Crops|Rice [Index]
5,0.943,0.9275,0.9119,0.9007,0.8894,0.881,0.8726,0.8529,0.8329,0.8038,0.791,0.791,weu_security,AFR,FSU2040,Index (2020 = 1),Price|Agriculture|Food Products|Crops|Soybean [Index]
6,0.9697,0.9586,0.9476,0.9405,0.9334,0.9257,0.918,0.9107,0.9038,0.8962,0.8906,0.8906,weu_security,AFR,FSU2040,Index (2020 = 1),Price|Agriculture|Food Products|Crops|Wheat [Index]
7,0.9026,0.9014,0.9002,0.9115,0.9229,0.9357,0.9485,0.9669,0.9652,0.9635,0.9605,0.9605,weu_security,AFR,FSU2040,Index (2020 = 1),Price|Agriculture|Food Products|Livestock [Index]
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,weu_security,AFR,FSU2040,US$2010/t CO2,Price|Carbon
9,8.984054546551423,13.60664795065417,15.16918870338012,15.73950563948226,16.1455845504205,15.55320305419157,18.37755538977476,15.10105701092608,15.29979869589111,15.40972886891157,15.34516536885873,15.7940257146934,weu_security,AFR,FSU2040,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Electricity
10,4.297573000996737,4.228445891146051,4.304575621918992,4.566750206852695,4.687754284126209,4.434246087911413,4.939783638658085,4.470430515079844,4.674302797561682,5.345607688969521,5.53807304789176,5.521146073275293,weu_security,AFR,FSU2040,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Gases|Natural Gas
11,9.057660911502408,9.129548760352451,11.3728972806942,11.80066211879538,11.40741662939051,14.40561885713434,15.44293272702462,9.568542994757776,10.64254272450722,10.87745567217287,11.64828874634843,13.7971091964642,weu_security,AFR,FSU2040,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Liquids|Biomass
12,6.909757808184603,5.696327594281813,6.366989891324665,5.852816546765115,6.78309295442869,6.766849593691521,7.213476462523511,6.313988096929997,6.111428022603892,6.693541192124581,7.23869509064694,8.141658051441915,weu_security,AFR,FSU2040,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Liquids|Oil
13,0.351264354,1.477021765039775,3.211110761537042,2.606048024281663,4.601638332942422,3.666233507524665,2.347697278009647,3.219183682668607,1.129109589354979,2.183858855575821,2.722517697843875,3.429503057154347,weu_security,AFR,FSU2040,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Solids|Biomass
14,0.7884023448590788,2.267018162876731,2.33574467842508,2.309334156602608,1.081495874907114,1.892897295640786,3.005186204719355,3.330018402493769,2.718883292112932,2.772323126452405,2.844858166370198,3.003759473317457,weu_security,AFR,FSU2040,US$2010/GJ,Price|Final Energy wo carbon price|Residential|Solids|Coal
15,8.984054546551423,13.60664795065417,15.16918870338012,15.73950563948226,16.1455845504205,15.55320305419157,18.37755538977476,15.10105701092608,15.29979869589111,15.40972886891157,15.34516536885873,15.7940257146934,weu_security,AFR,FSU2040,US$2010/GJ,Price|Final Energy|Residential|Electricity
16,4.297573000996737,4.228445891146051,4.304575621918992,4.566750206852695,4.687754284126209,4.434246087911413,4.939783638658085,4.470430515079844,4.674302797561682,5.345607688969521,5.53807304789176,5.521146073275293,weu_security,AFR,FSU2040,US$2010/GJ,Price|Final Energy|Residential|Gases|Natural Gas
17,9.057660911502408,9.129548760352451,11.3728972806942,11.80066211879538,11.40741662939051,14.40561885713434,15.44293272702462,9.568542994757776,10.64254272450722,10.87745567217287,11.64828874634843,13.7971091964642,weu_security,AFR,FSU2040,US$2010/GJ,Price|Final Energy|Residential|Liquids|Biomass
18,6.909757808184603,5.696327594281813,6.366989891324665,5.852816546765115,6.78309295442869,6.766849593691521,7.213476462523511,6.313988096929997,6.111428022603892,6.693541192124581,7.23869509064694,8.141658051441915,weu_security,AFR,FSU2040,US$2010/GJ,Price|Final Energy|Residential|Liquids|Oil
19,0.351264354,1.477021765039775,3.211110761537042,2.606048024281663,4.601638332942422,3.666233507524665,2.347697278009647,3.219183682668607,1.129109589354979,2.183858855575821,2.722517697843875,3.429503057154347,weu_security,AFR,FSU2040,US$2010/GJ,Price|Final Energy|Residential|Solids|Biomass
20,0.7884023448590788,2.267018162876731,2.33574467842508,2.309334156602608,1.081495874907114,1.892897295640786,3.005186204719355,3.330018402493769,2.718883292112932,2.772323126452405,2.844858166370198,3.003759473317457,weu_security,AFR,FSU2040,US$2010/GJ,Price|Final Energy|Residential|Solids|Coal
21,0.9172,0.9224,0.9276,0.9399,0.9521,0.946,0.9398,0.927,0.9266,0.9268,0.9282,0.9282,weu_security,AFR,FSU2040,Index (2020 = 1),Price|Forestry|Semi-Finished|Chemical Pulp [Index]
22,1.0558,0.8761,0.6964,0.7007,0.705,0.7256,0.7462,0.8668,0.9624,0.9506,0.9522,0.9522,weu_security,AFR,FSU2040,Index (2020 = 1),Price|Forestry|Semi-Finished|Fiberboard [Index]
23,1.1675,1.1683,1.1691,1.1723,1.1755,1.1721,1.1686,1.1455,1.1211,1.0772,1.0627,1.0627,weu_security,AFR,FSU2040,Index (2020 = 1),Price|Forestry|Semi-Finished|Mechanical Pulp [Index]
24,0.7795,0.7956,0.8117,0.827,0.8422,0.8185,0.7948,0.7915,0.7887,0.8861,0.913,0.913,weu_security,AFR,FSU2040,Index (2020 = 1),Price|Forestry|Semi-Finished|Plywood [Index]
25,0.9245,0.9411,0.9578,0.9771,0.9964,0.9624,0.9284,0.9205,0.9277,1.0492,1.0734,1.0734,weu_security,AFR,FSU2040,Index (2020 = 1),Price|Forestry|Semi-Finished|Sawnwood [Index]
