relation,node_rel,year_rel,value,unit
bf_bound_2020,R12_AFR,2020,2.103,???
bf_bound_2020,R12_CHN,2020,888.976,???
bf_bound_2020,R12_EEU,2020,14.425,???
bf_bound_2020,R12_FSU,2020,75.149,???
bf_bound_2020,R12_LAM,2020,29.856,???
bf_bound_2020,R12_MEA,2020,2.886,???
bf_bound_2020,R12_NAM,2020,23.543,???
bf_bound_2020,R12_PAO,2020,65.936,???
bf_bound_2020,R12_PAS,2020,66.052,???
bf_bound_2020,R12_RCPA,2020,12.75,???
bf_bound_2020,R12_SAS,2020,67.782,???
bf_bound_2020,R12_WEU,2020,70.895,???
