R12,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
R12_AFR,5772.0,6729.0,6347.0,6539.0,7616.0,8334.0,9470.0,9766.0,8600.0,6483.0,6455.0,7078.0,6203.0,6227.0,6396.0,6272.0,5828.0,5722.0,5291.0,5646.0,5747.0,5296.0,5545.0,5345.0,5463.0,5787.0,6794.0,7332.0,6934.0,7499.0,7833.0,8901.0,8848.0,12434.0,11388.0,11357.0,13467.0,13767.0,15607.0,15165.0,15856.0,14033.0,12605.0,15841.0,18218.0,15945.0,17013.0,15974.0
R12_CHN,20101.0,22552.0,21279.0,24392.0,34249.0,36117.0,35088.0,32011.0,33453.0,40359.0,45231.0,57467.0,60285.0,57741.0,57573.0,54911.0,58448.0,71831.0,109847.0,109338.0,100875.0,106655.0,109873.0,115180.0,127179.0,129077.0,162639.0,195919.0,244968.0,280600.0,344125.0,373457.0,417384.0,448706.0,553030.0,589378.0,642980.0,661962.0,743719.0,713314.0,675866.0,683338.0,739018.0,838108.0,913992.0,1010298.0,957123.0,927702.0
R12_EEU,36355.0,39026.0,39440.0,40077.0,42700.0,42722.0,43054.0,40345.0,39181.0,39120.0,39498.0,39288.0,40614.0,14021.0,14727.0,18940.0,13364.0,10300.0,9591.0,10105.0,11931.0,11820.0,12185.0,20443.5,18427.5,21153.5,21323.0,23333.0,24735.0,28010.0,26473.0,32259.0,36316.0,36240.0,23209.0,27383.0,30468.0,28202.0,28840.0,32522.0,33899.0,35805.0,37107.0,39700.0,38282.0,35475.0,41102.0,37275.0
R12_FSU,106203.0,109522.0,114956.0,114393.0,119992.0,118744.0,117813.0,118512.0,118206.0,123595.0,125022.0,125537.0,130240.0,125557.0,123266.0,116568.0,100703.0,76627.0,51696.0,26524.0,26260.0,25339.0,25035.0,24339.0,24844.0,32915.0,36024.0,33954.0,36997.0,38129.0,41531.0,48908.0,56613.0,49875.0,35956.0,49388.0,55189.0,57400.0,58532.0,55998.0,50871.0,49711.0,53151.0,54445.0,57093.0,56162.0,57760.0,51254.0
R12_LAM,21933.0,22118.0,17363.0,22278.0,23752.0,23636.0,28109.0,26710.0,22421.0,22477.0,25816.0,22435.0,25330.0,24751.0,24521.0,22245.0,24792.0,26580.0,26628.0,32445.0,29539.0,32607.0,35619.0,40179.0,37604.0,42248.0,41985.0,41965.0,42490.0,49028.0,48509.0,54457.0,59730.0,61855.0,48449.0,62990.0,66863.0,69601.0,71887.0,72328.0,70523.0,64933.0,67606.0,67511.0,65715.0,60129.0,75468.0,69274.0
R12_MEA,10092.0,11481.0,6933.0,12328.0,12146.0,14299.0,15571.0,15742.0,18857.0,19385.0,17507.0,16652.0,11930.0,16272.0,16713.0,15642.0,17262.0,19428.0,19372.0,20979.0,19498.0,18979.0,18497.0,24993.0,24844.0,28277.0,33061.0,36300.0,40823.0,41775.0,47269.0,49335.0,58073.0,62916.0,66063.0,65323.0,66751.0,69441.0,72881.0,76109.0,75871.0,75826.0,74840.0,73765.0,72811.0,68329.0,74075.0,79275.0
R12_NAM,119693.0,90550.0,95062.0,107910.0,115905.0,115862.0,96630.0,106439.0,76091.0,83173.0,98613.0,96083.0,89957.0,103492.0,97660.0,97020.0,87464.0,93764.0,101345.0,116228.0,112334.0,119992.0,128367.0,135616.0,132593.0,137812.0,121208.0,123157.0,121255.0,138278.0,127150.0,140567.0,126689.0,113084.0,68737.0,93987.0,103371.0,111775.0,110500.0,122732.0,109475.0,106906.0,114327.0,114891.0,110626.0,93736.0,111548.0,107925.0
R12_PAO,74480.0,62910.0,61644.0,60827.0,64034.0,76032.0,76712.0,69123.0,68873.0,65647.0,74609.0,74851.0,72974.0,87150.0,94789.0,98125.0,98180.0,84053.0,79918.0,71213.0,84020.0,81992.0,86449.0,76640.0,75320.0,82720.0,79440.0,78720.0,80780.0,84690.0,84570.0,85120.0,88089.0,86276.0,58691.0,71271.0,70824.0,71145.0,71766.0,74982.0,70049.0,68775.0,70609.0,71725.0,69520.0,58480.0,64385.0,61949.0
R12_PAS,10346.0,7282.0,10481.0,12382.0,10458.0,17126.0,17874.0,18968.0,20212.0,22650.0,22011.0,23230.0,25153.0,35401.0,42147.0,50046.0,61794.0,62757.0,71711.0,75864.0,89213.0,86188.0,93966.0,62912.0,75764.0,83400.0,81634.0,93114.0,94045.0,101278.0,103297.0,103194.0,110230.0,113714.0,88570.0,109139.0,118414.0,120938.0,123345.0,129059.0,126613.0,132409.0,128220.0,131526.0,129700.0,123848.0,131681.0,123466.0
