exporter,importer,export_technology,import_technology,"INCLUDE? (No=0, Yes=1)"
R12_AFR,R12_SAS,gas_exp_sas,gas_imp,0
R12_AFR,R12_RCPA,gas_exp_rcpa,gas_imp,0
R12_AFR,R12_PAS,gas_exp_pas,gas_imp,0
R12_AFR,R12_CHN,gas_exp_chn,gas_imp,0
R12_AFR,R12_NAM,gas_exp_nam,gas_imp,0
R12_AFR,R12_MEA,gas_exp_mea,gas_imp,0
R12_AFR,R12_PAO,gas_exp_pao,gas_imp,0
R12_AFR,R12_EEU,gas_exp_eeu,gas_imp,1
R12_AFR,R12_LAM,gas_exp_lam,gas_imp,0
R12_AFR,R12_FSU,gas_exp_fsu,gas_imp,0
R12_AFR,R12_WEU,gas_exp_weu,gas_imp,1
R12_SAS,R12_AFR,gas_exp_afr,gas_imp,0
R12_SAS,R12_RCPA,gas_exp_rcpa,gas_imp,0
R12_SAS,R12_PAS,gas_exp_pas,gas_imp,0
R12_SAS,R12_CHN,gas_exp_chn,gas_imp,0
R12_SAS,R12_NAM,gas_exp_nam,gas_imp,0
R12_SAS,R12_MEA,gas_exp_mea,gas_imp,0
R12_SAS,R12_PAO,gas_exp_pao,gas_imp,0
R12_SAS,R12_EEU,gas_exp_eeu,gas_imp,0
R12_SAS,R12_LAM,gas_exp_lam,gas_imp,0
R12_SAS,R12_FSU,gas_exp_fsu,gas_imp,0
R12_SAS,R12_WEU,gas_exp_weu,gas_imp,0
R12_RCPA,R12_AFR,gas_exp_afr,gas_imp,0
R12_RCPA,R12_SAS,gas_exp_sas,gas_imp,0
R12_RCPA,R12_PAS,gas_exp_pas,gas_imp,0
R12_RCPA,R12_CHN,gas_exp_chn,gas_imp,0
R12_RCPA,R12_NAM,gas_exp_nam,gas_imp,0
R12_RCPA,R12_MEA,gas_exp_mea,gas_imp,0
R12_RCPA,R12_PAO,gas_exp_pao,gas_imp,0
R12_RCPA,R12_EEU,gas_exp_eeu,gas_imp,0
R12_RCPA,R12_LAM,gas_exp_lam,gas_imp,0
R12_RCPA,R12_FSU,gas_exp_fsu,gas_imp,0
R12_RCPA,R12_WEU,gas_exp_weu,gas_imp,0
R12_PAS,R12_AFR,gas_exp_afr,gas_imp,0
R12_PAS,R12_SAS,gas_exp_sas,gas_imp,0
R12_PAS,R12_RCPA,gas_exp_rcpa,gas_imp,0
R12_PAS,R12_CHN,gas_exp_chn,gas_imp,0
R12_PAS,R12_NAM,gas_exp_nam,gas_imp,0
R12_PAS,R12_MEA,gas_exp_mea,gas_imp,0
R12_PAS,R12_PAO,gas_exp_pao,gas_imp,0
R12_PAS,R12_EEU,gas_exp_eeu,gas_imp,0
R12_PAS,R12_LAM,gas_exp_lam,gas_imp,0
R12_PAS,R12_FSU,gas_exp_fsu,gas_imp,0
R12_PAS,R12_WEU,gas_exp_weu,gas_imp,0
R12_CHN,R12_AFR,gas_exp_afr,gas_imp,0
R12_CHN,R12_SAS,gas_exp_sas,gas_imp,0
R12_CHN,R12_RCPA,gas_exp_rcpa,gas_imp,0
R12_CHN,R12_PAS,gas_exp_pas,gas_imp,0
R12_CHN,R12_NAM,gas_exp_nam,gas_imp,0
R12_CHN,R12_MEA,gas_exp_mea,gas_imp,0
R12_CHN,R12_PAO,gas_exp_pao,gas_imp,0
R12_CHN,R12_EEU,gas_exp_eeu,gas_imp,0
R12_CHN,R12_LAM,gas_exp_lam,gas_imp,0
R12_CHN,R12_FSU,gas_exp_fsu,gas_imp,0
R12_CHN,R12_WEU,gas_exp_weu,gas_imp,0
R12_NAM,R12_AFR,gas_exp_afr,gas_imp,0
R12_NAM,R12_SAS,gas_exp_sas,gas_imp,0
R12_NAM,R12_RCPA,gas_exp_rcpa,gas_imp,0
R12_NAM,R12_PAS,gas_exp_pas,gas_imp,0
R12_NAM,R12_CHN,gas_exp_chn,gas_imp,0
R12_NAM,R12_MEA,gas_exp_mea,gas_imp,0
R12_NAM,R12_PAO,gas_exp_pao,gas_imp,0
R12_NAM,R12_EEU,gas_exp_eeu,gas_imp,0
R12_NAM,R12_LAM,gas_exp_lam,gas_imp,0
R12_NAM,R12_FSU,gas_exp_fsu,gas_imp,0
R12_NAM,R12_WEU,gas_exp_weu,gas_imp,0
R12_MEA,R12_AFR,gas_exp_afr,gas_imp,1
R12_MEA,R12_SAS,gas_exp_sas,gas_imp,1
R12_MEA,R12_RCPA,gas_exp_rcpa,gas_imp,1
R12_MEA,R12_PAS,gas_exp_pas,gas_imp,0
R12_MEA,R12_CHN,gas_exp_chn,gas_imp,1
R12_MEA,R12_NAM,gas_exp_nam,gas_imp,0
R12_MEA,R12_PAO,gas_exp_pao,gas_imp,0
R12_MEA,R12_EEU,gas_exp_eeu,gas_imp,1
R12_MEA,R12_LAM,gas_exp_lam,gas_imp,0
R12_MEA,R12_FSU,gas_exp_fsu,gas_imp,0
R12_MEA,R12_WEU,gas_exp_weu,gas_imp,1
R12_PAO,R12_AFR,gas_exp_afr,gas_imp,0
R12_PAO,R12_SAS,gas_exp_sas,gas_imp,0
R12_PAO,R12_RCPA,gas_exp_rcpa,gas_imp,0
R12_PAO,R12_PAS,gas_exp_pas,gas_imp,0
R12_PAO,R12_CHN,gas_exp_chn,gas_imp,0
R12_PAO,R12_NAM,gas_exp_nam,gas_imp,0
R12_PAO,R12_MEA,gas_exp_mea,gas_imp,0
R12_PAO,R12_EEU,gas_exp_eeu,gas_imp,0
R12_PAO,R12_LAM,gas_exp_lam,gas_imp,0
R12_PAO,R12_FSU,gas_exp_fsu,gas_imp,0
R12_PAO,R12_WEU,gas_exp_weu,gas_imp,0
R12_EEU,R12_AFR,gas_exp_afr,gas_imp,0
R12_EEU,R12_SAS,gas_exp_sas,gas_imp,0
R12_EEU,R12_RCPA,gas_exp_rcpa,gas_imp,0
R12_EEU,R12_PAS,gas_exp_pas,gas_imp,0
R12_EEU,R12_CHN,gas_exp_chn,gas_imp,0
R12_EEU,R12_NAM,gas_exp_nam,gas_imp,0
R12_EEU,R12_MEA,gas_exp_mea,gas_imp,0
R12_EEU,R12_PAO,gas_exp_pao,gas_imp,0
R12_EEU,R12_LAM,gas_exp_lam,gas_imp,0
R12_EEU,R12_FSU,gas_exp_fsu,gas_imp,0
R12_EEU,R12_WEU,gas_exp_weu,gas_imp,0
R12_LAM,R12_AFR,gas_exp_afr,gas_imp,0
R12_LAM,R12_SAS,gas_exp_sas,gas_imp,0
R12_LAM,R12_RCPA,gas_exp_rcpa,gas_imp,0
R12_LAM,R12_PAS,gas_exp_pas,gas_imp,0
R12_LAM,R12_CHN,gas_exp_chn,gas_imp,0
R12_LAM,R12_NAM,gas_exp_nam,gas_imp,1
R12_LAM,R12_MEA,gas_exp_mea,gas_imp,0
R12_LAM,R12_PAO,gas_exp_pao,gas_imp,0
R12_LAM,R12_EEU,gas_exp_eeu,gas_imp,0
R12_LAM,R12_FSU,gas_exp_fsu,gas_imp,0
R12_LAM,R12_WEU,gas_exp_weu,gas_imp,0
R12_FSU,R12_AFR,gas_exp_afr,gas_imp,0
R12_FSU,R12_SAS,gas_exp_sas,gas_imp,1
R12_FSU,R12_RCPA,gas_exp_rcpa,gas_imp,1
R12_FSU,R12_PAS,gas_exp_pas,gas_imp,0
R12_FSU,R12_CHN,gas_exp_chn,gas_imp,1
R12_FSU,R12_NAM,gas_exp_nam,gas_imp,0
R12_FSU,R12_MEA,gas_exp_mea,gas_imp,0
R12_FSU,R12_PAO,gas_exp_pao,gas_imp,1
R12_FSU,R12_EEU,gas_exp_eeu,gas_imp,1
R12_FSU,R12_LAM,gas_exp_lam,gas_imp,0
R12_FSU,R12_WEU,gas_exp_weu,gas_imp,1
R12_WEU,R12_AFR,gas_exp_afr,gas_imp,0
R12_WEU,R12_SAS,gas_exp_sas,gas_imp,0
R12_WEU,R12_RCPA,gas_exp_rcpa,gas_imp,0
R12_WEU,R12_PAS,gas_exp_pas,gas_imp,0
R12_WEU,R12_CHN,gas_exp_chn,gas_imp,0
R12_WEU,R12_NAM,gas_exp_nam,gas_imp,0
R12_WEU,R12_MEA,gas_exp_mea,gas_imp,0
R12_WEU,R12_PAO,gas_exp_pao,gas_imp,0
R12_WEU,R12_EEU,gas_exp_eeu,gas_imp,0
R12_WEU,R12_LAM,gas_exp_lam,gas_imp,0
R12_WEU,R12_FSU,gas_exp_fsu,gas_imp,0
