# Load factor (occupancy) of LDVs
#
# Source: Duplicate of R11/load-factor-ldv.csv; R12_CHN and R12_RCPA values
# filled from R11_CPA.
#
# Units: dimensionless
#
# (Implicitly passengers per vehicle.)
#
scenario,    node,     year, value
SSP(2024).2,R12_CHN,2025,1.92
SSP(2024).2,R12_CHN,2030,1.88
SSP(2024).2,R12_CHN,2035,1.83
SSP(2024).2,R12_CHN,2040,1.82
SSP(2024).2,R12_CHN,2045,1.80
SSP(2024).2,R12_CHN,2050,1.78
SSP(2024).2,R12_CHN,2055,1.79
SSP(2024).2,R12_CHN,2060,1.81
SSP(2024).2,R12_CHN,2065,1.81
SSP(2024).2,R12_CHN,2070,1.81
SSP(2024).2,R12_CHN,2075,1.81
SSP(2024).2,R12_CHN,2080,1.81
SSP(2024).2,R12_CHN,2085,1.81
SSP(2024).2,R12_CHN,2090,1.81
SSP(2024).2,R12_CHN,2095,1.81
SSP(2024).2,R12_CHN,2110,1.81
SSP(2024).2,R12_EEU,2015,1.83
SSP(2024).2,R12_EEU,2019,1.82
SSP(2024).2,R12_EEU,2020,1.83
SSP(2024).2,R12_EEU,2022,1.83
SSP(2024).2,R12_EEU,2025,1.87
SSP(2024).2,R12_EEU,2030,1.88
SSP(2024).2,R12_EEU,2035,1.88
SSP(2024).2,R12_EEU,2040,1.89
SSP(2024).2,R12_EEU,2045,1.90
SSP(2024).2,R12_EEU,2050,1.91
SSP(2024).2,R12_EEU,2055,1.91
SSP(2024).2,R12_EEU,2060,1.92
SSP(2024).2,R12_EEU,2065,1.92
SSP(2024).2,R12_EEU,2070,1.92
SSP(2024).2,R12_EEU,2075,1.92
SSP(2024).2,R12_EEU,2080,1.92
SSP(2024).2,R12_EEU,2085,1.92
SSP(2024).2,R12_EEU,2090,1.92
SSP(2024).2,R12_EEU,2095,1.92
SSP(2024).2,R12_EEU,2110,1.92
SSP(2024).2,R12_FSU,2015,2.01
SSP(2024).2,R12_FSU,2019,1.96
SSP(2024).2,R12_FSU,2020,1.92
SSP(2024).2,R12_FSU,2022,1.95
SSP(2024).2,R12_FSU,2025,1.97
SSP(2024).2,R12_FSU,2030,1.95
SSP(2024).2,R12_FSU,2035,1.94
SSP(2024).2,R12_FSU,2040,1.93
SSP(2024).2,R12_FSU,2045,1.93
SSP(2024).2,R12_FSU,2050,1.92
SSP(2024).2,R12_FSU,2055,1.92
SSP(2024).2,R12_FSU,2060,1.93
SSP(2024).2,R12_FSU,2065,1.93
SSP(2024).2,R12_FSU,2070,1.93
SSP(2024).2,R12_FSU,2075,1.93
SSP(2024).2,R12_FSU,2080,1.93
SSP(2024).2,R12_FSU,2085,1.93
SSP(2024).2,R12_FSU,2090,1.93
SSP(2024).2,R12_FSU,2095,1.93
SSP(2024).2,R12_FSU,2110,1.93
SSP(2024).2,R12_LAM,2015,1.72
SSP(2024).2,R12_LAM,2019,1.74
SSP(2024).2,R12_LAM,2020,1.76
SSP(2024).2,R12_LAM,2022,1.73
SSP(2024).2,R12_LAM,2025,1.74
SSP(2024).2,R12_LAM,2030,1.75
SSP(2024).2,R12_LAM,2035,1.76
SSP(2024).2,R12_LAM,2040,1.76
SSP(2024).2,R12_LAM,2045,1.75
SSP(2024).2,R12_LAM,2050,1.75
SSP(2024).2,R12_LAM,2055,1.74
SSP(2024).2,R12_LAM,2060,1.75
SSP(2024).2,R12_LAM,2065,1.77
SSP(2024).2,R12_LAM,2070,1.77
SSP(2024).2,R12_LAM,2075,1.77
SSP(2024).2,R12_LAM,2080,1.77
SSP(2024).2,R12_LAM,2085,1.77
SSP(2024).2,R12_LAM,2090,1.77
SSP(2024).2,R12_LAM,2095,1.77
SSP(2024).2,R12_LAM,2110,1.77
SSP(2024).2,R12_MEA,2015,1.40
SSP(2024).2,R12_MEA,2019,1.38
SSP(2024).2,R12_MEA,2020,1.40
SSP(2024).2,R12_MEA,2022,1.39
SSP(2024).2,R12_MEA,2025,1.38
SSP(2024).2,R12_MEA,2030,1.40
SSP(2024).2,R12_MEA,2035,1.39
SSP(2024).2,R12_MEA,2040,1.39
SSP(2024).2,R12_MEA,2045,1.41
SSP(2024).2,R12_MEA,2050,1.41
SSP(2024).2,R12_MEA,2055,1.41
SSP(2024).2,R12_MEA,2060,1.40
SSP(2024).2,R12_MEA,2065,1.40
SSP(2024).2,R12_MEA,2070,1.40
SSP(2024).2,R12_MEA,2075,1.40
SSP(2024).2,R12_MEA,2080,1.40
SSP(2024).2,R12_MEA,2085,1.40
SSP(2024).2,R12_MEA,2090,1.40
SSP(2024).2,R12_MEA,2095,1.40
SSP(2024).2,R12_MEA,2110,1.40
SSP(2024).2,R12_NAM,2015,1.76
SSP(2024).2,R12_NAM,2019,1.77
SSP(2024).2,R12_NAM,2020,1.67
SSP(2024).2,R12_NAM,2022,1.79
SSP(2024).2,R12_NAM,2025,1.80
SSP(2024).2,R12_NAM,2030,1.82
SSP(2024).2,R12_NAM,2035,1.83
SSP(2024).2,R12_NAM,2040,1.84
SSP(2024).2,R12_NAM,2045,1.85
SSP(2024).2,R12_NAM,2050,1.85
SSP(2024).2,R12_NAM,2055,1.84
SSP(2024).2,R12_NAM,2060,1.82
SSP(2024).2,R12_NAM,2065,1.82
SSP(2024).2,R12_NAM,2070,1.82
SSP(2024).2,R12_NAM,2075,1.82
SSP(2024).2,R12_NAM,2080,1.82
SSP(2024).2,R12_NAM,2085,1.82
SSP(2024).2,R12_NAM,2090,1.82
SSP(2024).2,R12_NAM,2095,1.82
SSP(2024).2,R12_NAM,2110,1.82
SSP(2024).2,R12_PAO,2015,1.47
SSP(2024).2,R12_PAO,2019,1.47
SSP(2024).2,R12_PAO,2020,1.47
SSP(2024).2,R12_PAO,2022,1.47
SSP(2024).2,R12_PAO,2025,1.47
SSP(2024).2,R12_PAO,2030,1.46
SSP(2024).2,R12_PAO,2035,1.46
SSP(2024).2,R12_PAO,2040,1.48
SSP(2024).2,R12_PAO,2045,1.49
SSP(2024).2,R12_PAO,2050,1.50
SSP(2024).2,R12_PAO,2055,1.51
SSP(2024).2,R12_PAO,2060,1.53
SSP(2024).2,R12_PAO,2065,1.53
SSP(2024).2,R12_PAO,2070,1.53
SSP(2024).2,R12_PAO,2075,1.53
SSP(2024).2,R12_PAO,2080,1.53
SSP(2024).2,R12_PAO,2085,1.53
SSP(2024).2,R12_PAO,2090,1.53
SSP(2024).2,R12_PAO,2095,1.53
SSP(2024).2,R12_PAO,2110,1.53
SSP(2024).2,R12_PAS,2015,1.80
SSP(2024).2,R12_PAS,2019,1.78
SSP(2024).2,R12_PAS,2020,1.76
SSP(2024).2,R12_PAS,2022,1.77
SSP(2024).2,R12_PAS,2025,1.79
SSP(2024).2,R12_PAS,2030,1.81
SSP(2024).2,R12_PAS,2035,1.82
SSP(2024).2,R12_PAS,2040,1.83
SSP(2024).2,R12_PAS,2045,1.84
SSP(2024).2,R12_PAS,2050,1.84
SSP(2024).2,R12_PAS,2055,1.86
SSP(2024).2,R12_PAS,2060,1.88
SSP(2024).2,R12_PAS,2065,1.88
SSP(2024).2,R12_PAS,2070,1.88
SSP(2024).2,R12_PAS,2075,1.88
SSP(2024).2,R12_PAS,2080,1.88
SSP(2024).2,R12_PAS,2085,1.88
SSP(2024).2,R12_PAS,2090,1.88
SSP(2024).2,R12_PAS,2095,1.88
SSP(2024).2,R12_PAS,2110,1.88
SSP(2024).2,R12_RCPA,2015,1.94
SSP(2024).2,R12_RCPA,2019,1.93
SSP(2024).2,R12_RCPA,2020,1.89
SSP(2024).2,R12_RCPA,2022,1.90
SSP(2024).2,R12_RCPA,2025,1.93
SSP(2024).2,R12_RCPA,2030,1.95
SSP(2024).2,R12_RCPA,2035,1.96
SSP(2024).2,R12_RCPA,2040,1.96
SSP(2024).2,R12_RCPA,2045,1.96
SSP(2024).2,R12_RCPA,2050,1.97
SSP(2024).2,R12_RCPA,2055,1.97
SSP(2024).2,R12_RCPA,2060,1.98
SSP(2024).2,R12_RCPA,2065,1.98
SSP(2024).2,R12_RCPA,2070,1.98
SSP(2024).2,R12_RCPA,2075,1.98
SSP(2024).2,R12_RCPA,2080,1.98
SSP(2024).2,R12_RCPA,2085,1.98
SSP(2024).2,R12_RCPA,2090,1.98
SSP(2024).2,R12_RCPA,2095,1.98
SSP(2024).2,R12_RCPA,2110,1.98
SSP(2024).2,R12_SAS,2015,3.38
SSP(2024).2,R12_SAS,2019,3.29
SSP(2024).2,R12_SAS,2020,3.25
SSP(2024).2,R12_SAS,2022,3.28
SSP(2024).2,R12_SAS,2025,3.28
SSP(2024).2,R12_SAS,2030,3.26
SSP(2024).2,R12_SAS,2035,3.23
SSP(2024).2,R12_SAS,2040,3.22
SSP(2024).2,R12_SAS,2045,3.17
SSP(2024).2,R12_SAS,2050,3.13
SSP(2024).2,R12_SAS,2055,3.15
SSP(2024).2,R12_SAS,2060,3.18
SSP(2024).2,R12_SAS,2065,3.18
SSP(2024).2,R12_SAS,2070,3.18
SSP(2024).2,R12_SAS,2075,3.18
SSP(2024).2,R12_SAS,2080,3.18
SSP(2024).2,R12_SAS,2085,3.18
SSP(2024).2,R12_SAS,2090,3.18
SSP(2024).2,R12_SAS,2095,3.18
SSP(2024).2,R12_SAS,2110,3.18
SSP(2024).2,R12_WEU,2015,1.39
SSP(2024).2,R12_WEU,2019,1.39
SSP(2024).2,R12_WEU,2020,1.39
SSP(2024).2,R12_WEU,2022,1.39
SSP(2024).2,R12_WEU,2025,1.40
SSP(2024).2,R12_WEU,2030,1.41
SSP(2024).2,R12_WEU,2035,1.41
SSP(2024).2,R12_WEU,2040,1.41
SSP(2024).2,R12_WEU,2045,1.42
SSP(2024).2,R12_WEU,2050,1.42
SSP(2024).2,R12_WEU,2055,1.42
SSP(2024).2,R12_WEU,2060,1.42
SSP(2024).2,R12_WEU,2065,1.42
SSP(2024).2,R12_WEU,2070,1.42
SSP(2024).2,R12_WEU,2075,1.42
SSP(2024).2,R12_WEU,2080,1.42
SSP(2024).2,R12_WEU,2085,1.42
SSP(2024).2,R12_WEU,2090,1.42
SSP(2024).2,R12_WEU,2095,1.42
SSP(2024).2,R12_WEU,2110,1.42

SSP(2024).3, R12_AFR,2020,2.1
SSP(2024).3, R12_AFR,2030,2.1
SSP(2024).3, R12_AFR,2110,1.2
SSP(2024).3, R12_CHN,2020,1.75
SSP(2024).3, R12_CHN,2030,1.75
SSP(2024).3, R12_CHN,2110,1.2
SSP(2024).3, R12_EEU,2020,1.643
SSP(2024).3, R12_EEU,2030,1.643
SSP(2024).3, R12_EEU,2110,1.2
SSP(2024).3, R12_FSU,2020,1.807
SSP(2024).3, R12_FSU,2030,1.807
SSP(2024).3, R12_FSU,2110,1.2
SSP(2024).3, R12_LAM,2020,1.800
SSP(2024).3, R12_LAM,2030,1.807
SSP(2024).3, R12_LAM,2110,1.2
SSP(2024).3, R12_MEA,2020,1.807
SSP(2024).3, R12_MEA,2030,1.807
SSP(2024).3, R12_MEA,2110,1.2
SSP(2024).3, R12_NAM,2020,1.53
SSP(2024).3, R12_NAM,2030,1.53
SSP(2024).3, R12_NAM,2110,1.2
SSP(2024).3, R12_PAO,2020,1.65
SSP(2024).3, R12_PAO,2030,1.72
SSP(2024).3, R12_PAO,2110,1.2
SSP(2024).3, R12_PAS,2020,1.800
SSP(2024).3, R12_PAS,2030,1.807
SSP(2024).3, R12_PAS,2110,1.2
SSP(2024).3, R12_RCPA,2020,1.892
SSP(2024).3, R12_RCPA,2030,1.892
SSP(2024).3, R12_RCPA,2110,1.2
SSP(2024).3, R12_SAS,2020,2
SSP(2024).3, R12_SAS,2030,2
SSP(2024).3, R12_SAS,2110,1.2
SSP(2024).3, R12_WEU,2020,1.65
SSP(2024).3, R12_WEU,2030,1.65
SSP(2024).3, R12_WEU,2110,1.2

SSP(2024).4, R12_AFR,2020,2.1
SSP(2024).4, R12_AFR,2110,2
SSP(2024).4, R12_CHN,2020,1.75
SSP(2024).4, R12_CHN,2110,1.7
SSP(2024).4, R12_EEU,2020,1.643
SSP(2024).4, R12_EEU,2110,1.7
SSP(2024).4, R12_FSU,2020,1.807
SSP(2024).4, R12_FSU,2110,1.8
SSP(2024).4, R12_LAM,2020,1.800
SSP(2024).4, R12_LAM,2110,1.8
SSP(2024).4, R12_MEA,2020,1.807
SSP(2024).4, R12_MEA,2110,1.8
SSP(2024).4, R12_NAM,2020,1.53
SSP(2024).4, R12_NAM,2110,1.7
SSP(2024).4, R12_PAO,2020,1.65
SSP(2024).4, R12_PAO,2110,1.7
SSP(2024).4, R12_PAS,2020,1.800
SSP(2024).4, R12_PAS,2110,1.8
SSP(2024).4, R12_RCPA,2020,1.892
SSP(2024).4, R12_RCPA,2110,1.8
SSP(2024).4, R12_SAS,2020,2
SSP(2024).4, R12_SAS,2110,2
SSP(2024).4, R12_WEU,2020,1.65
SSP(2024).4, R12_WEU,2110,1.7

SSP(2024).5, R12_AFR,2020,2.1
SSP(2024).5, R12_AFR,2110,1.5
SSP(2024).5, R12_CHN,2020,1.75
SSP(2024).5, R12_CHN,2110,1.5
SSP(2024).5, R12_EEU,2020,1.643
SSP(2024).5, R12_EEU,2110,1.5
SSP(2024).5, R12_FSU,2020,1.807
SSP(2024).5, R12_FSU,2110,1.5
SSP(2024).5, R12_LAM,2020,1.800
SSP(2024).5, R12_LAM,2110,1.5
SSP(2024).5, R12_MEA,2020,1.807
SSP(2024).5, R12_MEA,2110,1.5
SSP(2024).5, R12_NAM,2020,1.53
SSP(2024).5, R12_NAM,2110,1.5
SSP(2024).5, R12_PAO,2020,1.65
SSP(2024).5, R12_PAO,2110,1.5
SSP(2024).5, R12_PAS,2020,1.800
SSP(2024).5, R12_PAS,2110,1.5
SSP(2024).5, R12_RCPA,2020,1.892
SSP(2024).5, R12_RCPA,2110,1.5
SSP(2024).5, R12_SAS,2020,2
SSP(2024).5, R12_SAS,2110,1.5
SSP(2024).5, R12_WEU,2020,1.65
SSP(2024).5, R12_WEU,2110,1.5

# “Global South”
LED,         R12_AFR,  2020, 2.100
LED,         R12_AFR,  2030, 2.134
LED,         R12_AFR,  2040, 2.168
LED,         R12_AFR,  2050, 2.201
LED,         R12_AFR,  2110, 2.201
LED,         R12_CHN,  2020, 1.750
LED,         R12_CHN,  2030, 1.900
LED,         R12_CHN,  2040, 2.051
LED,         R12_CHN,  2050, 2.201
LED,         R12_CHN,  2110, 2.201
LED,         R12_LAM,  2020, 1.807
LED,         R12_LAM,  2030, 1.938
LED,         R12_LAM,  2040, 2.070
LED,         R12_LAM,  2050, 2.201
LED,         R12_LAM,  2110, 2.201
LED,         R12_MEA,  2020, 1.807
LED,         R12_MEA,  2030, 1.938
LED,         R12_MEA,  2040, 2.070
LED,         R12_MEA,  2050, 2.201
LED,         R12_MEA,  2110, 2.201
LED,         R12_PAS,  2020, 1.807
LED,         R12_PAS,  2030, 1.938
LED,         R12_PAS,  2040, 2.070
LED,         R12_PAS,  2050, 2.201
LED,         R12_PAS,  2110, 2.201
LED,         R12_RCPA, 2020, 1.892
LED,         R12_RCPA, 2030, 1.995
LED,         R12_RCPA, 2040, 2.098
LED,         R12_RCPA, 2050, 2.201
LED,         R12_RCPA, 2110, 2.201
LED,         R12_SAS,  2020, 2.000
LED,         R12_SAS,  2030, 2.067
LED,         R12_SAS,  2040, 2.134
LED,         R12_SAS,  2050, 2.201
LED,         R12_SAS,  2110, 2.201

LED,         R12_EEU,  2020, 1.643
LED,         R12_EEU,  2030, 1.721
LED,         R12_EEU,  2040, 1.800
LED,         R12_EEU,  2050, 1.878
LED,         R12_EEU,  2110, 2.201
LED,         R12_FSU,  2020, 1.807
LED,         R12_FSU,  2030, 1.831
LED,         R12_FSU,  2040, 1.854
LED,         R12_FSU,  2050, 1.878
LED,         R12_FSU,  2110, 2.201
LED,         R12_NAM,  2020, 1.530
LED,         R12_NAM,  2030, 1.646
LED,         R12_NAM,  2040, 1.762
LED,         R12_NAM,  2050, 1.878
LED,         R12_NAM,  2110, 2.201
LED,         R12_PAO,  2020, 1.720
LED,         R12_PAO,  2030, 1.773
LED,         R12_PAO,  2040, 1.825
LED,         R12_PAO,  2050, 1.878
LED,         R12_PAO,  2110, 2.201
LED,         R12_WEU,  2020, 1.650
LED,         R12_WEU,  2030, 1.726
LED,         R12_WEU,  2040, 1.802
LED,         R12_WEU,  2050, 1.878
LED,         R12_WEU,  2110, 2.201
