node_loc,technology,year_vtg,year_act,mode,time,value,unit
R12_AFR,gas_pipe_mea,broadcast,broadcast,M1,year,,USD/km
R12_AFR,gas_pipe_weu,broadcast,broadcast,M1,year,,USD/km
R12_CHN,gas_pipe_fsu,broadcast,broadcast,M1,year,,USD/km
R12_EEU,gas_pipe_fsu,broadcast,broadcast,M1,year,,USD/km
R12_EEU,gas_pipe_weu,broadcast,broadcast,M1,year,,USD/km
R12_FSU,gas_pipe_rcpa,broadcast,broadcast,M1,year,,USD/km
R12_FSU,gas_pipe_chn,broadcast,broadcast,M1,year,,USD/km
R12_FSU,gas_pipe_eeu,broadcast,broadcast,M1,year,,USD/km
R12_FSU,gas_pipe_mea,broadcast,broadcast,M1,year,,USD/km
R12_FSU,gas_pipe_pao,broadcast,broadcast,M1,year,,USD/km
R12_FSU,gas_pipe_pas,broadcast,broadcast,M1,year,,USD/km
R12_FSU,gas_pipe_sas,broadcast,broadcast,M1,year,,USD/km
R12_FSU,gas_pipe_weu,broadcast,broadcast,M1,year,,USD/km
R12_LAM,gas_pipe_nam,broadcast,broadcast,M1,year,,USD/km
R12_MEA,gas_pipe_afr,broadcast,broadcast,M1,year,,USD/km
R12_MEA,gas_pipe_eeu,broadcast,broadcast,M1,year,,USD/km
R12_MEA,gas_pipe_fsu,broadcast,broadcast,M1,year,,USD/km
R12_MEA,gas_pipe_sas,broadcast,broadcast,M1,year,,USD/km
R12_MEA,gas_pipe_weu,broadcast,broadcast,M1,year,,USD/km
R12_NAM,gas_pipe_lam,broadcast,broadcast,M1,year,,USD/km
R12_PAO,gas_pipe_fsu,broadcast,broadcast,M1,year,,USD/km
R12_PAS,gas_pipe_rcpa,broadcast,broadcast,M1,year,,USD/km
R12_PAS,gas_pipe_chn,broadcast,broadcast,M1,year,,USD/km
R12_PAS,gas_pipe_fsu,broadcast,broadcast,M1,year,,USD/km
R12_PAS,gas_pipe_pao,broadcast,broadcast,M1,year,,USD/km
R12_SAS,gas_pipe_fsu,broadcast,broadcast,M1,year,,USD/km
R12_SAS,gas_pipe_mea,broadcast,broadcast,M1,year,,USD/km
R12_SAS,gas_pipe_pas,broadcast,broadcast,M1,year,,USD/km
R12_WEU,gas_pipe_afr,broadcast,broadcast,M1,year,,USD/km
R12_WEU,gas_pipe_eeu,broadcast,broadcast,M1,year,,USD/km
R12_WEU,gas_pipe_fsu,broadcast,broadcast,M1,year,,USD/km
R12_WEU,gas_pipe_mea,broadcast,broadcast,M1,year,,USD/km
