MODEL,SCENARIO,YEAR,EXPORTER,IMPORTER,MESSAGETEC,LEVEL,UNITS,COMMODITY
NP_SSP2_6.2,base_scenario,2025,R12_AFR,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2030,R12_AFR,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2035,R12_AFR,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2040,R12_AFR,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2045,R12_AFR,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2050,R12_AFR,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2055,R12_AFR,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2060,R12_AFR,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2070,R12_AFR,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2080,R12_AFR,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2090,R12_AFR,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2100,R12_AFR,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2110,R12_AFR,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2020,R12_AFR,R12_EXP,meth_exp,0.3,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2025,R12_AFR,R12_EXP,meth_exp,0.2,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2030,R12_AFR,R12_EXP,meth_exp,0.3,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2035,R12_AFR,R12_EXP,meth_exp,0.1,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2040,R12_AFR,R12_EXP,meth_exp,0.3,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2045,R12_AFR,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2050,R12_AFR,R12_EXP,meth_exp,0.7,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2055,R12_AFR,R12_EXP,meth_exp,0.9,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2060,R12_AFR,R12_EXP,meth_exp,0.9,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2070,R12_AFR,R12_EXP,meth_exp,5.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2080,R12_AFR,R12_EXP,meth_exp,18.5,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2090,R12_AFR,R12_EXP,meth_exp,16.3,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2100,R12_AFR,R12_EXP,meth_exp,6.5,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2110,R12_AFR,R12_EXP,meth_exp,3.1,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2025,R12_CHN,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2030,R12_CHN,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2035,R12_CHN,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2040,R12_CHN,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2045,R12_CHN,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2050,R12_CHN,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2055,R12_CHN,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2060,R12_CHN,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2070,R12_CHN,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2080,R12_CHN,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2090,R12_CHN,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2100,R12_CHN,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2110,R12_CHN,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2020,R12_CHN,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2025,R12_CHN,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2030,R12_CHN,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2035,R12_CHN,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2040,R12_CHN,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2045,R12_CHN,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2050,R12_CHN,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2055,R12_CHN,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2060,R12_CHN,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2070,R12_CHN,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2080,R12_CHN,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2090,R12_CHN,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2100,R12_CHN,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2110,R12_CHN,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2005,R12_EEU,R12_EXP,eth_exp,0.3,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2015,R12_EEU,R12_EXP,eth_exp,0.2,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2020,R12_EEU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2025,R12_EEU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2030,R12_EEU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2035,R12_EEU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2040,R12_EEU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2045,R12_EEU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2050,R12_EEU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2055,R12_EEU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2060,R12_EEU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2070,R12_EEU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2080,R12_EEU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2090,R12_EEU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2100,R12_EEU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2110,R12_EEU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2020,R12_EEU,R12_EXP,meth_exp,0.1,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2025,R12_EEU,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2030,R12_EEU,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2035,R12_EEU,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2040,R12_EEU,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2045,R12_EEU,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2050,R12_EEU,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2055,R12_EEU,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2060,R12_EEU,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2070,R12_EEU,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2080,R12_EEU,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2090,R12_EEU,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2100,R12_EEU,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2110,R12_EEU,R12_EXP,meth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2025,R12_FSU,R12_EXP,eth_exp,0.3,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2030,R12_FSU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2035,R12_FSU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2040,R12_FSU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2045,R12_FSU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2050,R12_FSU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2055,R12_FSU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2060,R12_FSU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2070,R12_FSU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2080,R12_FSU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2090,R12_FSU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2100,R12_FSU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2110,R12_FSU,R12_EXP,eth_exp,0.0,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2020,R12_FSU,R12_EXP,meth_exp,1.8,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2025,R12_FSU,R12_EXP,meth_exp,1.8,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2030,R12_FSU,R12_EXP,meth_exp,0.6,GWa,Ethanol (GWa)
NP_SSP2_6.2,base_scenario,2035,R12_FSU,R12_EXP,meth_exp,0.5,GWa,Ethanol (GWa)
