MODEL,SCENARIO,YEAR,IMPORTER,MESSAGETEC,LEVEL,UNITS,COMMODITY,PULL DATE
NP_SSP2_6.2,base_scenario,1990,R12_AFR,loil_imp,6.9,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,1995,R12_AFR,loil_imp,7.6,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2000,R12_AFR,loil_imp,24.0,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2005,R12_AFR,loil_imp,24.7,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2010,R12_AFR,loil_imp,63.0,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2015,R12_AFR,loil_imp,81.7,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2020,R12_AFR,loil_imp,0.3,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2025,R12_AFR,loil_imp,0.7,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2030,R12_AFR,loil_imp,1.9,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2035,R12_AFR,loil_imp,5.4,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2040,R12_AFR,loil_imp,13.4,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2045,R12_AFR,loil_imp,33.3,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2050,R12_AFR,loil_imp,16.7,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2055,R12_AFR,loil_imp,3.9,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2060,R12_AFR,loil_imp,0.0,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2070,R12_AFR,loil_imp,0.0,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2080,R12_AFR,loil_imp,0.0,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2090,R12_AFR,loil_imp,0.0,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2100,R12_AFR,loil_imp,0.0,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2110,R12_AFR,loil_imp,0.0,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,1990,R12_CHN,loil_imp,2.6,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,1995,R12_CHN,loil_imp,18.1,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2000,R12_CHN,loil_imp,14.8,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2005,R12_CHN,loil_imp,14.3,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2010,R12_CHN,loil_imp,13.1,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2015,R12_CHN,loil_imp,18.2,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2020,R12_CHN,loil_imp,358.3,GWa,Light Oil (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2025,R12_CHN,loil_imp,457.3,GWa,Light Oil (GWa),2025-10-13
