MODEL,SCENARIO,YEAR,EXPORTER,IMPORTER,MESSAGETEC,LEVEL,UNITS,COMMODITY
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2010,R12_AFR,R12_CHN,coal_shipped_exp_chn,5.4,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2015,R12_AFR,R12_CHN,coal_shipped_exp_chn,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2020,R12_AFR,R12_CHN,coal_shipped_exp_chn,0.5,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2025,R12_AFR,R12_CHN,coal_shipped_exp_chn,2.4,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2030,R12_AFR,R12_CHN,coal_shipped_exp_chn,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2035,R12_AFR,R12_CHN,coal_shipped_exp_chn,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2040,R12_AFR,R12_CHN,coal_shipped_exp_chn,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2045,R12_AFR,R12_CHN,coal_shipped_exp_chn,1.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2050,R12_AFR,R12_CHN,coal_shipped_exp_chn,2.9,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2055,R12_AFR,R12_CHN,coal_shipped_exp_chn,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2060,R12_AFR,R12_CHN,coal_shipped_exp_chn,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2070,R12_AFR,R12_CHN,coal_shipped_exp_chn,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2080,R12_AFR,R12_CHN,coal_shipped_exp_chn,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2090,R12_AFR,R12_CHN,coal_shipped_exp_chn,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2100,R12_AFR,R12_CHN,coal_shipped_exp_chn,25.2,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2110,R12_AFR,R12_CHN,coal_shipped_exp_chn,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2010,R12_AFR,R12_EEU,coal_shipped_exp_eeu,0.2,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2015,R12_AFR,R12_EEU,coal_shipped_exp_eeu,0.2,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2020,R12_AFR,R12_EEU,coal_shipped_exp_eeu,107.1,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2025,R12_AFR,R12_EEU,coal_shipped_exp_eeu,1.8,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2030,R12_AFR,R12_EEU,coal_shipped_exp_eeu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2035,R12_AFR,R12_EEU,coal_shipped_exp_eeu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2040,R12_AFR,R12_EEU,coal_shipped_exp_eeu,0.2,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2045,R12_AFR,R12_EEU,coal_shipped_exp_eeu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2050,R12_AFR,R12_EEU,coal_shipped_exp_eeu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2055,R12_AFR,R12_EEU,coal_shipped_exp_eeu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2060,R12_AFR,R12_EEU,coal_shipped_exp_eeu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2070,R12_AFR,R12_EEU,coal_shipped_exp_eeu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2080,R12_AFR,R12_EEU,coal_shipped_exp_eeu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2090,R12_AFR,R12_EEU,coal_shipped_exp_eeu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2100,R12_AFR,R12_EEU,coal_shipped_exp_eeu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2110,R12_AFR,R12_EEU,coal_shipped_exp_eeu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2010,R12_AFR,R12_FSU,coal_shipped_exp_fsu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2015,R12_AFR,R12_FSU,coal_shipped_exp_fsu,0.9,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2025,R12_AFR,R12_FSU,coal_shipped_exp_fsu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2030,R12_AFR,R12_FSU,coal_shipped_exp_fsu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2035,R12_AFR,R12_FSU,coal_shipped_exp_fsu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2040,R12_AFR,R12_FSU,coal_shipped_exp_fsu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2045,R12_AFR,R12_FSU,coal_shipped_exp_fsu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2050,R12_AFR,R12_FSU,coal_shipped_exp_fsu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2055,R12_AFR,R12_FSU,coal_shipped_exp_fsu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2060,R12_AFR,R12_FSU,coal_shipped_exp_fsu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2070,R12_AFR,R12_FSU,coal_shipped_exp_fsu,0.0,GWa,Coal (GWa)
NP_SSP2_6.2,PGLNG-C-CRSCRP-ES-FS,2080,R12_AFR,R12_FSU,coal_shipped_exp_fsu,0.0,GWa,Coal (GWa)
