MODEL,SCENARIO,YEAR,IMPORTER,MESSAGETEC,LEVEL,UNITS,COMMODITY,PULL DATE
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2030,R12_AFR,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2035,R12_AFR,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2040,R12_AFR,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2045,R12_AFR,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2050,R12_AFR,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2055,R12_AFR,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2060,R12_AFR,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2070,R12_AFR,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2080,R12_AFR,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2090,R12_AFR,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2100,R12_AFR,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2110,R12_AFR,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2030,R12_CHN,LNG_shipped_imp,11.1,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2035,R12_CHN,LNG_shipped_imp,11.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2040,R12_CHN,LNG_shipped_imp,11.7,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2045,R12_CHN,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2050,R12_CHN,LNG_shipped_imp,3.3,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2055,R12_CHN,LNG_shipped_imp,11.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2060,R12_CHN,LNG_shipped_imp,25.2,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2070,R12_CHN,LNG_shipped_imp,66.1,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2080,R12_CHN,LNG_shipped_imp,132.9,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2090,R12_CHN,LNG_shipped_imp,241.6,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2100,R12_CHN,LNG_shipped_imp,336.4,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2110,R12_CHN,LNG_shipped_imp,350.4,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2030,R12_EEU,LNG_shipped_imp,11.1,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2035,R12_EEU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2040,R12_EEU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2045,R12_EEU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2050,R12_EEU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2055,R12_EEU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2060,R12_EEU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2070,R12_EEU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2080,R12_EEU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2090,R12_EEU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2100,R12_EEU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2110,R12_EEU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2030,R12_FSU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2035,R12_FSU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2040,R12_FSU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2045,R12_FSU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2050,R12_FSU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2055,R12_FSU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2060,R12_FSU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2070,R12_FSU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2080,R12_FSU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2090,R12_FSU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2100,R12_FSU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2110,R12_FSU,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2030,R12_LAM,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2035,R12_LAM,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2040,R12_LAM,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2045,R12_LAM,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
NP_SSP2_6.2,PGLNG-C-CRSCRP-E,2050,R12_LAM,LNG_shipped_imp,0.0,GWa,LNG (GWa),2025-10-03
