MODEL,SCENARIO,YEAR,IMPORTER,MESSAGETEC,LEVEL,UNITS,COMMODITY,PULL DATE
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBs,2030,R12_AFR,foil_shipped_imp,0.0,GWa,Fuel Oil (GWa),2025-10-10
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBs,2035,R12_AFR,foil_shipped_imp,0.0,GWa,Fuel Oil (GWa),2025-10-10
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBs,2040,R12_AFR,foil_shipped_imp,0.0,GWa,Fuel Oil (GWa),2025-10-10
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBs,2045,R12_AFR,foil_shipped_imp,0.0,GWa,Fuel Oil (GWa),2025-10-10
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBs,2050,R12_AFR,foil_shipped_imp,0.0,GWa,Fuel Oil (GWa),2025-10-10
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBs,2055,R12_AFR,foil_shipped_imp,0.0,GWa,Fuel Oil (GWa),2025-10-10
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBs,2060,R12_AFR,foil_shipped_imp,0.0,GWa,Fuel Oil (GWa),2025-10-10
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBs,2070,R12_AFR,foil_shipped_imp,0.0,GWa,Fuel Oil (GWa),2025-10-10
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBs,2080,R12_AFR,foil_shipped_imp,0.0,GWa,Fuel Oil (GWa),2025-10-10
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBs,2090,R12_AFR,foil_shipped_imp,0.0,GWa,Fuel Oil (GWa),2025-10-10
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBs,2100,R12_AFR,foil_shipped_imp,0.0,GWa,Fuel Oil (GWa),2025-10-10
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBs,2110,R12_AFR,foil_shipped_imp,0.0,GWa,Fuel Oil (GWa),2025-10-10
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBs,2030,R12_CHN,foil_shipped_imp,0.7,GWa,Fuel Oil (GWa),2025-10-10
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBs,2035,R12_CHN,foil_shipped_imp,14.3,GWa,Fuel Oil (GWa),2025-10-10
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBs,2040,R12_CHN,foil_shipped_imp,10.1,GWa,Fuel Oil (GWa),2025-10-10
