MODEL,SCENARIO,VARIABLETYPE,YEAR,EXPORTER,IMPORTER,MESSAGETEC,COMMODITY,LEVEL,UNITS,PAIR,PULL DATE
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2090,R12_AFR,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_AFR-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2100,R12_AFR,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_AFR-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2110,R12_AFR,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_AFR-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2025,R12_AFR,R12_LOIL,lh2_tanker_loil,lightoil,836.4,GWa,R12_AFR-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2030,R12_AFR,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_AFR-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2035,R12_AFR,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_AFR-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2040,R12_AFR,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_AFR-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2045,R12_AFR,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_AFR-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2050,R12_AFR,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_AFR-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2055,R12_AFR,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_AFR-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2060,R12_AFR,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_AFR-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2070,R12_AFR,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_AFR-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2080,R12_AFR,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_AFR-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2090,R12_AFR,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_AFR-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2100,R12_AFR,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_AFR-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2110,R12_AFR,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_AFR-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2025,R12_CHN,R12_LH2,lh2_tanker_lh2,lh2,4049.8,GWa,R12_CHN-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2030,R12_CHN,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_CHN-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2035,R12_CHN,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_CHN-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2040,R12_CHN,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_CHN-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2045,R12_CHN,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_CHN-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2050,R12_CHN,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_CHN-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2055,R12_CHN,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_CHN-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2060,R12_CHN,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_CHN-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2070,R12_CHN,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_CHN-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2080,R12_CHN,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_CHN-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2090,R12_CHN,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_CHN-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2100,R12_CHN,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_CHN-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2110,R12_CHN,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_CHN-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2025,R12_CHN,R12_LOIL,lh2_tanker_loil,lightoil,4049.8,GWa,R12_CHN-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2030,R12_CHN,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_CHN-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2035,R12_CHN,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_CHN-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2040,R12_CHN,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_CHN-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2045,R12_CHN,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_CHN-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2050,R12_CHN,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_CHN-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2055,R12_CHN,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_CHN-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2060,R12_CHN,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_CHN-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2070,R12_CHN,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_CHN-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2080,R12_CHN,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_CHN-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2090,R12_CHN,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_CHN-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2100,R12_CHN,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_CHN-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2110,R12_CHN,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_CHN-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2025,R12_EEU,R12_LH2,lh2_tanker_lh2,lh2,1488.5,GWa,R12_EEU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2030,R12_EEU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_EEU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2035,R12_EEU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_EEU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2040,R12_EEU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_EEU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2045,R12_EEU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_EEU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2050,R12_EEU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_EEU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2055,R12_EEU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_EEU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2060,R12_EEU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_EEU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2070,R12_EEU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_EEU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2080,R12_EEU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_EEU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2090,R12_EEU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_EEU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2100,R12_EEU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_EEU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2110,R12_EEU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_EEU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2025,R12_EEU,R12_LOIL,lh2_tanker_loil,lightoil,1488.5,GWa,R12_EEU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2030,R12_EEU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_EEU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2035,R12_EEU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_EEU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2040,R12_EEU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_EEU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2045,R12_EEU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_EEU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2050,R12_EEU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_EEU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2055,R12_EEU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_EEU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2060,R12_EEU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_EEU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2070,R12_EEU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_EEU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2080,R12_EEU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_EEU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2090,R12_EEU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_EEU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2100,R12_EEU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_EEU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2110,R12_EEU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_EEU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2025,R12_FSU,R12_LH2,lh2_tanker_lh2,lh2,1823.2,GWa,R12_FSU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2030,R12_FSU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_FSU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2035,R12_FSU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_FSU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2040,R12_FSU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_FSU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2045,R12_FSU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_FSU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2050,R12_FSU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_FSU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2055,R12_FSU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_FSU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2060,R12_FSU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_FSU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2070,R12_FSU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_FSU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2080,R12_FSU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_FSU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2090,R12_FSU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_FSU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2100,R12_FSU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_FSU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2110,R12_FSU,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_FSU-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2025,R12_FSU,R12_LOIL,lh2_tanker_loil,lightoil,1823.2,GWa,R12_FSU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2030,R12_FSU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_FSU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2035,R12_FSU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_FSU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2040,R12_FSU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_FSU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2045,R12_FSU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_FSU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2050,R12_FSU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_FSU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2055,R12_FSU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_FSU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2060,R12_FSU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_FSU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2070,R12_FSU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_FSU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2080,R12_FSU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_FSU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2090,R12_FSU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_FSU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2100,R12_FSU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_FSU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2110,R12_FSU,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_FSU-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2025,R12_LAM,R12_LH2,lh2_tanker_lh2,lh2,3704.2,GWa,R12_LAM-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2030,R12_LAM,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_LAM-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2035,R12_LAM,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_LAM-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2040,R12_LAM,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_LAM-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2045,R12_LAM,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_LAM-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2050,R12_LAM,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_LAM-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2055,R12_LAM,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_LAM-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2060,R12_LAM,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_LAM-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2070,R12_LAM,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_LAM-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2080,R12_LAM,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_LAM-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2090,R12_LAM,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_LAM-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2100,R12_LAM,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_LAM-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2110,R12_LAM,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_LAM-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2025,R12_LAM,R12_LOIL,lh2_tanker_loil,lightoil,3704.2,GWa,R12_LAM-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2030,R12_LAM,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_LAM-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2035,R12_LAM,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_LAM-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2040,R12_LAM,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_LAM-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2045,R12_LAM,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_LAM-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2050,R12_LAM,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_LAM-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2055,R12_LAM,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_LAM-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2060,R12_LAM,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_LAM-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2070,R12_LAM,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_LAM-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2080,R12_LAM,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_LAM-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2090,R12_LAM,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_LAM-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2100,R12_LAM,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_LAM-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2110,R12_LAM,R12_LOIL,lh2_tanker_loil,lightoil,0.0,GWa,R12_LAM-R12_LOIL,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2025,R12_MEA,R12_LH2,lh2_tanker_lh2,lh2,2201.9,GWa,R12_MEA-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2030,R12_MEA,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_MEA-R12_LH2,2025-10-13
NP_SSP2_6.2,GpLNGsCsCRspEsFspLspBsHs,Fuel Input,2035,R12_MEA,R12_LH2,lh2_tanker_lh2,lh2,0.0,GWa,R12_MEA-R12_LH2,2025-10-13
