MODEL,SCENARIO,YEAR,IMPORTER,MESSAGETEC,LEVEL,UNITS,COMMODITY,PULL DATE
NP_SSP2_6.2,base_scenario,2030,R12_AFR,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2035,R12_AFR,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2040,R12_AFR,biomass_imp,12.2,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2045,R12_AFR,biomass_imp,1.9,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2050,R12_AFR,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2055,R12_AFR,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2060,R12_AFR,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2070,R12_AFR,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2080,R12_AFR,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2090,R12_AFR,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2100,R12_AFR,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2110,R12_AFR,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2020,R12_CHN,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2025,R12_CHN,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2030,R12_CHN,biomass_imp,4.7,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2035,R12_CHN,biomass_imp,1.6,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2040,R12_CHN,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2045,R12_CHN,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2050,R12_CHN,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2055,R12_CHN,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2060,R12_CHN,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2070,R12_CHN,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2080,R12_CHN,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2090,R12_CHN,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2100,R12_CHN,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2110,R12_CHN,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2020,R12_EEU,biomass_imp,3.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2025,R12_EEU,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2030,R12_EEU,biomass_imp,3.7,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2035,R12_EEU,biomass_imp,0.1,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2040,R12_EEU,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2045,R12_EEU,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2050,R12_EEU,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2055,R12_EEU,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2060,R12_EEU,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2070,R12_EEU,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2080,R12_EEU,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2090,R12_EEU,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2100,R12_EEU,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2110,R12_EEU,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2030,R12_FSU,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2035,R12_FSU,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
NP_SSP2_6.2,base_scenario,2040,R12_FSU,biomass_imp,0.0,GWa,Biomass (GWa),2025-10-13
