BCU,tec,urb_rur,year,scenario,unit,value
13,grid_new,urban,2030,baseline,GWh,0.0
13,sa_pv,rural,2030,baseline,GWh,1.43
13,sa_pv,urban,2030,baseline,GWh,0.0
13,mg_pv_hybrid,rural,2030,baseline,GWh,112.16
13,mg_pv_hybrid,urban,2030,baseline,GWh,0.0
13,mg_wind_hybrid,rural,2030,baseline,GWh,0.23
13,mg_wind_hybrid,urban,2030,baseline,GWh,0.0
13,mg_hydro,rural,2030,baseline,GWh,3.4
13,mg_hydro,urban,2030,baseline,GWh,0.0
13,unelectrified,rural,2030,baseline,GWh,246.67
13,unelectrified,urban,2030,baseline,GWh,68.31
14,grid_existing,rural,2030,baseline,GWh,0.0
14,grid_existing,urban,2030,baseline,GWh,45.68
14,grid_new,rural,2030,baseline,GWh,46.76
14,grid_new,urban,2030,baseline,GWh,29.9
14,sa_pv,rural,2030,baseline,GWh,1.48
14,sa_pv,urban,2030,baseline,GWh,0.0
14,mg_pv_hybrid,rural,2030,baseline,GWh,26.41
14,mg_pv_hybrid,urban,2030,baseline,GWh,0.0
14,mg_wind_hybrid,rural,2030,baseline,GWh,2.31
14,mg_wind_hybrid,urban,2030,baseline,GWh,0.0
14,mg_hydro,rural,2030,baseline,GWh,0.38
14,mg_hydro,urban,2030,baseline,GWh,0.0
14,unelectrified,rural,2030,baseline,GWh,266.61
14,unelectrified,urban,2030,baseline,GWh,24.74
15,grid_existing,rural,2030,baseline,GWh,3.66
15,grid_existing,urban,2030,baseline,GWh,859.72
15,grid_new,rural,2030,baseline,GWh,76.35
15,grid_new,urban,2030,baseline,GWh,11.98
15,sa_pv,rural,2030,baseline,GWh,0.81
15,sa_pv,urban,2030,baseline,GWh,0.0
15,mg_pv_hybrid,rural,2030,baseline,GWh,11.57
15,mg_pv_hybrid,urban,2030,baseline,GWh,0.0
15,mg_wind_hybrid,rural,2030,baseline,GWh,0.0
15,mg_wind_hybrid,urban,2030,baseline,GWh,0.0
15,mg_hydro,rural,2030,baseline,GWh,1.79
15,mg_hydro,urban,2030,baseline,GWh,0.0
15,unelectrified,rural,2030,baseline,GWh,4177.43
15,unelectrified,urban,2030,baseline,GWh,11.16
16,grid_existing,rural,2030,baseline,GWh,0.0
16,grid_existing,urban,2030,baseline,GWh,726.07
16,grid_new,rural,2030,baseline,GWh,293.06
16,grid_new,urban,2030,baseline,GWh,187.08
16,sa_pv,rural,2030,baseline,GWh,2.14
16,sa_pv,urban,2030,baseline,GWh,0.0
16,mg_pv_hybrid,rural,2030,baseline,GWh,30.59
16,mg_pv_hybrid,urban,2030,baseline,GWh,0.0
16,mg_wind_hybrid,rural,2030,baseline,GWh,0.0
16,mg_wind_hybrid,urban,2030,baseline,GWh,0.0
16,mg_hydro,rural,2030,baseline,GWh,4.42
16,mg_hydro,urban,2030,baseline,GWh,0.0
16,unelectrified,rural,2030,baseline,GWh,3568.64
16,unelectrified,urban,2030,baseline,GWh,0.0
17,grid_existing,rural,2030,baseline,GWh,0.0
17,grid_existing,urban,2030,baseline,GWh,582.5
17,grid_new,rural,2030,baseline,GWh,40.72
17,grid_new,urban,2030,baseline,GWh,2.99
17,sa_pv,rural,2030,baseline,GWh,2.79
17,sa_pv,urban,2030,baseline,GWh,0.0
17,mg_pv_hybrid,rural,2030,baseline,GWh,273.02
17,mg_pv_hybrid,urban,2030,baseline,GWh,0.0
17,mg_wind_hybrid,rural,2030,baseline,GWh,0.0
17,mg_wind_hybrid,urban,2030,baseline,GWh,0.0
17,mg_hydro,rural,2030,baseline,GWh,5.59
17,mg_hydro,urban,2030,baseline,GWh,0.0
17,unelectrified,rural,2030,baseline,GWh,711.89
17,unelectrified,urban,2030,baseline,GWh,124.73
18,grid_existing,rural,2030,baseline,GWh,0.0
18,grid_existing,urban,2030,baseline,GWh,151.52
18,grid_new,rural,2030,baseline,GWh,0.0
18,grid_new,urban,2030,baseline,GWh,0.0
18,sa_pv,rural,2030,baseline,GWh,1.43
18,sa_pv,urban,2030,baseline,GWh,0.0
18,mg_pv_hybrid,rural,2030,baseline,GWh,46.12
18,mg_pv_hybrid,urban,2030,baseline,GWh,0.0
18,mg_wind_hybrid,rural,2030,baseline,GWh,0.0
18,mg_wind_hybrid,urban,2030,baseline,GWh,0.0
18,mg_hydro,rural,2030,baseline,GWh,0.24
18,mg_hydro,urban,2030,baseline,GWh,0.0
18,unelectrified,rural,2030,baseline,GWh,108.76
18,unelectrified,urban,2030,baseline,GWh,17.34
19,grid_existing,rural,2030,baseline,GWh,0.07
19,grid_existing,urban,2030,baseline,GWh,12.56
19,grid_new,rural,2030,baseline,GWh,0.0
19,grid_new,urban,2030,baseline,GWh,0.0
19,sa_pv,rural,2030,baseline,GWh,0.22
19,sa_pv,urban,2030,baseline,GWh,0.0
19,mg_pv_hybrid,rural,2030,baseline,GWh,41.23
19,mg_pv_hybrid,urban,2030,baseline,GWh,0.0
19,mg_wind_hybrid,rural,2030,baseline,GWh,0.0
19,mg_wind_hybrid,urban,2030,baseline,GWh,0.0
19,mg_hydro,rural,2030,baseline,GWh,0.0
19,mg_hydro,urban,2030,baseline,GWh,0.0
19,unelectrified,rural,2030,baseline,GWh,35.91
19,unelectrified,urban,2030,baseline,GWh,6.09
20,grid_existing,rural,2030,baseline,GWh,3.82
20,grid_existing,urban,2030,baseline,GWh,459.24
20,grid_new,rural,2030,baseline,GWh,268.43
20,grid_new,urban,2030,baseline,GWh,0.0
20,sa_pv,rural,2030,baseline,GWh,0.8
20,sa_pv,urban,2030,baseline,GWh,0.0
20,mg_pv_hybrid,rural,2030,baseline,GWh,43.88
20,mg_pv_hybrid,urban,2030,baseline,GWh,0.0
20,mg_wind_hybrid,rural,2030,baseline,GWh,0.0
20,mg_wind_hybrid,urban,2030,baseline,GWh,0.0
20,mg_hydro,rural,2030,baseline,GWh,0.32
20,mg_hydro,urban,2030,baseline,GWh,0.0
20,unelectrified,rural,2030,baseline,GWh,416.95
20,unelectrified,urban,2030,baseline,GWh,0.0
21,grid_existing,rural,2030,baseline,GWh,0.0
21,grid_existing,urban,2030,baseline,GWh,0.0
21,grid_new,rural,2030,baseline,GWh,19.77
21,grid_new,urban,2030,baseline,GWh,0.0
21,sa_pv,rural,2030,baseline,GWh,0.25
21,sa_pv,urban,2030,baseline,GWh,0.0
21,mg_pv_hybrid,rural,2030,baseline,GWh,1.57
21,mg_pv_hybrid,urban,2030,baseline,GWh,0.0
21,mg_wind_hybrid,rural,2030,baseline,GWh,0.0
21,mg_wind_hybrid,urban,2030,baseline,GWh,0.0
21,mg_hydro,rural,2030,baseline,GWh,0.0
21,mg_hydro,urban,2030,baseline,GWh,0.0
21,unelectrified,rural,2030,baseline,GWh,77.7
21,unelectrified,urban,2030,baseline,GWh,0.0
22,grid_existing,rural,2030,baseline,GWh,3.06
22,grid_existing,urban,2030,baseline,GWh,596.07
22,grid_new,rural,2030,baseline,GWh,463.18
22,grid_new,urban,2030,baseline,GWh,0.0
22,sa_pv,rural,2030,baseline,GWh,0.46
22,sa_pv,urban,2030,baseline,GWh,0.0
22,mg_pv_hybrid,rural,2030,baseline,GWh,15.39
22,mg_pv_hybrid,urban,2030,baseline,GWh,0.0
22,mg_wind_hybrid,rural,2030,baseline,GWh,0.0
22,mg_wind_hybrid,urban,2030,baseline,GWh,0.0
22,mg_hydro,rural,2030,baseline,GWh,0.0
22,mg_hydro,urban,2030,baseline,GWh,0.0
22,unelectrified,rural,2030,baseline,GWh,363.48
22,unelectrified,urban,2030,baseline,GWh,0.0
23,grid_existing,rural,2030,baseline,GWh,2.46
23,grid_existing,urban,2030,baseline,GWh,653.9
23,grid_new,rural,2030,baseline,GWh,224.37
23,grid_new,urban,2030,baseline,GWh,33.5
23,sa_pv,rural,2030,baseline,GWh,7.93
23,sa_pv,urban,2030,baseline,GWh,0.0
23,mg_pv_hybrid,rural,2030,baseline,GWh,61.66
23,mg_pv_hybrid,urban,2030,baseline,GWh,0.0
23,mg_wind_hybrid,rural,2030,baseline,GWh,0.0
23,mg_wind_hybrid,urban,2030,baseline,GWh,0.0
23,mg_hydro,rural,2030,baseline,GWh,4.3
23,mg_hydro,urban,2030,baseline,GWh,0.0
23,unelectrified,rural,2030,baseline,GWh,698.38
23,unelectrified,urban,2030,baseline,GWh,31.44
24,grid_existing,rural,2030,baseline,GWh,0.0
24,grid_existing,urban,2030,baseline,GWh,17.57
24,grid_new,rural,2030,baseline,GWh,0.0
24,grid_new,urban,2030,baseline,GWh,0.0
24,sa_pv,rural,2030,baseline,GWh,0.88
24,sa_pv,urban,2030,baseline,GWh,0.0
24,mg_pv_hybrid,rural,2030,baseline,GWh,1.19
24,mg_pv_hybrid,urban,2030,baseline,GWh,0.0
24,mg_wind_hybrid,rural,2030,baseline,GWh,0.0
24,mg_wind_hybrid,urban,2030,baseline,GWh,0.0
24,mg_hydro,rural,2030,baseline,GWh,0.0
24,mg_hydro,urban,2030,baseline,GWh,0.0
24,unelectrified,rural,2030,baseline,GWh,74.23
24,unelectrified,urban,2030,baseline,GWh,0.0
1,grid_existing,rural,2060,baseline,GWh,0.0
1,grid_existing,urban,2060,baseline,GWh,40.76
1,grid_new,rural,2060,baseline,GWh,132.0
1,grid_new,urban,2060,baseline,GWh,57.68
1,sa_pv,rural,2060,baseline,GWh,0.03
1,sa_pv,urban,2060,baseline,GWh,0.0
1,mg_pv_hybrid,rural,2060,baseline,GWh,0.09
1,mg_pv_hybrid,urban,2060,baseline,GWh,0.0
1,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
1,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
1,mg_hydro,rural,2060,baseline,GWh,0.0
1,mg_hydro,urban,2060,baseline,GWh,0.0
1,unelectrified,rural,2060,baseline,GWh,26.01
1,unelectrified,urban,2060,baseline,GWh,0.0
2,grid_existing,rural,2060,baseline,GWh,0.0
2,grid_existing,urban,2060,baseline,GWh,1700.71
2,grid_new,rural,2060,baseline,GWh,1591.09
2,grid_new,urban,2060,baseline,GWh,387.94
2,sa_pv,rural,2060,baseline,GWh,2.97
2,sa_pv,urban,2060,baseline,GWh,0.0
2,mg_pv_hybrid,rural,2060,baseline,GWh,22.39
2,mg_pv_hybrid,urban,2060,baseline,GWh,3.74
2,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
2,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
2,mg_hydro,rural,2060,baseline,GWh,0.84
2,mg_hydro,urban,2060,baseline,GWh,0.0
2,unelectrified,rural,2060,baseline,GWh,31.5
2,unelectrified,urban,2060,baseline,GWh,0.0
3,grid_existing,rural,2060,baseline,GWh,0.0
3,grid_existing,urban,2060,baseline,GWh,105.07
3,grid_new,rural,2060,baseline,GWh,135.98
3,grid_new,urban,2060,baseline,GWh,30.18
3,sa_pv,rural,2060,baseline,GWh,1.2
3,sa_pv,urban,2060,baseline,GWh,0.0
3,mg_pv_hybrid,rural,2060,baseline,GWh,18.76
3,mg_pv_hybrid,urban,2060,baseline,GWh,9.17
3,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
3,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
3,mg_hydro,rural,2060,baseline,GWh,0.15
3,mg_hydro,urban,2060,baseline,GWh,0.0
3,unelectrified,rural,2060,baseline,GWh,6.75
3,unelectrified,urban,2060,baseline,GWh,0.0
4,grid_existing,rural,2060,baseline,GWh,0.0
4,grid_existing,urban,2060,baseline,GWh,524.63
4,grid_new,rural,2060,baseline,GWh,2046.04
4,grid_new,urban,2060,baseline,GWh,841.32
4,sa_pv,rural,2060,baseline,GWh,3.12
4,sa_pv,urban,2060,baseline,GWh,0.0
4,mg_pv_hybrid,rural,2060,baseline,GWh,17.52
4,mg_pv_hybrid,urban,2060,baseline,GWh,0.0
4,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
4,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
4,mg_hydro,rural,2060,baseline,GWh,0.02
4,mg_hydro,urban,2060,baseline,GWh,0.0
4,unelectrified,rural,2060,baseline,GWh,247.22
4,unelectrified,urban,2060,baseline,GWh,18.74
5,grid_existing,rural,2060,baseline,GWh,0.0
5,grid_existing,urban,2060,baseline,GWh,6207.65
5,grid_new,rural,2060,baseline,GWh,3623.75
5,grid_new,urban,2060,baseline,GWh,1382.44
5,sa_pv,rural,2060,baseline,GWh,1.85
5,sa_pv,urban,2060,baseline,GWh,0.0
5,mg_pv_hybrid,rural,2060,baseline,GWh,10.31
5,mg_pv_hybrid,urban,2060,baseline,GWh,0.0
5,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
5,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
5,mg_hydro,rural,2060,baseline,GWh,0.0
5,mg_hydro,urban,2060,baseline,GWh,0.0
5,unelectrified,rural,2060,baseline,GWh,1521.96
5,unelectrified,urban,2060,baseline,GWh,34.5
6,grid_existing,rural,2060,baseline,GWh,0.0
6,grid_existing,urban,2060,baseline,GWh,71.7
6,grid_new,rural,2060,baseline,GWh,168.87
6,grid_new,urban,2060,baseline,GWh,667.85
6,sa_pv,rural,2060,baseline,GWh,1.27
6,sa_pv,urban,2060,baseline,GWh,0.0
6,mg_pv_hybrid,rural,2060,baseline,GWh,0.1
6,mg_pv_hybrid,urban,2060,baseline,GWh,0.0
6,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
6,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
6,mg_hydro,rural,2060,baseline,GWh,0.0
6,mg_hydro,urban,2060,baseline,GWh,0.0
6,unelectrified,rural,2060,baseline,GWh,10.25
6,unelectrified,urban,2060,baseline,GWh,0.0
7,grid_existing,rural,2060,baseline,GWh,0.0
7,grid_existing,urban,2060,baseline,GWh,1229.81
7,grid_new,rural,2060,baseline,GWh,1032.53
7,grid_new,urban,2060,baseline,GWh,1441.41
7,sa_pv,rural,2060,baseline,GWh,4.43
7,sa_pv,urban,2060,baseline,GWh,0.0
7,mg_pv_hybrid,rural,2060,baseline,GWh,20.16
7,mg_pv_hybrid,urban,2060,baseline,GWh,12.22
7,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
7,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
7,mg_hydro,rural,2060,baseline,GWh,0.06
7,mg_hydro,urban,2060,baseline,GWh,0.0
7,unelectrified,rural,2060,baseline,GWh,64.49
7,unelectrified,urban,2060,baseline,GWh,5.23
8,grid_existing,rural,2060,baseline,GWh,0.0
8,grid_existing,urban,2060,baseline,GWh,2721.36
8,grid_new,rural,2060,baseline,GWh,699.54
8,grid_new,urban,2060,baseline,GWh,1719.21
8,sa_pv,rural,2060,baseline,GWh,3.32
8,sa_pv,urban,2060,baseline,GWh,0.0
8,mg_pv_hybrid,rural,2060,baseline,GWh,20.04
8,mg_pv_hybrid,urban,2060,baseline,GWh,5.09
8,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
8,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
8,mg_hydro,rural,2060,baseline,GWh,0.0
8,mg_hydro,urban,2060,baseline,GWh,0.0
8,unelectrified,rural,2060,baseline,GWh,12.42
8,unelectrified,urban,2060,baseline,GWh,0.0
9,grid_existing,rural,2060,baseline,GWh,0.0
9,grid_existing,urban,2060,baseline,GWh,822.4
9,grid_new,rural,2060,baseline,GWh,748.56
9,grid_new,urban,2060,baseline,GWh,358.64
9,sa_pv,rural,2060,baseline,GWh,0.15
9,sa_pv,urban,2060,baseline,GWh,0.0
9,mg_pv_hybrid,rural,2060,baseline,GWh,1.44
9,mg_pv_hybrid,urban,2060,baseline,GWh,0.0
9,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
9,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
9,mg_hydro,rural,2060,baseline,GWh,0.0
9,mg_hydro,urban,2060,baseline,GWh,0.0
9,unelectrified,rural,2060,baseline,GWh,158.95
9,unelectrified,urban,2060,baseline,GWh,0.0
10,grid_existing,rural,2060,baseline,GWh,0.0
10,grid_existing,urban,2060,baseline,GWh,51.34
10,grid_new,rural,2060,baseline,GWh,79.18
10,grid_new,urban,2060,baseline,GWh,88.56
10,sa_pv,rural,2060,baseline,GWh,0.16
10,sa_pv,urban,2060,baseline,GWh,0.0
10,mg_pv_hybrid,rural,2060,baseline,GWh,2.93
10,mg_pv_hybrid,urban,2060,baseline,GWh,0.0
10,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
10,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
10,mg_hydro,rural,2060,baseline,GWh,0.0
10,mg_hydro,urban,2060,baseline,GWh,0.0
10,unelectrified,rural,2060,baseline,GWh,5.62
10,unelectrified,urban,2060,baseline,GWh,0.0
11,grid_existing,rural,2060,baseline,GWh,0.0
11,grid_existing,urban,2060,baseline,GWh,10292.95
11,grid_new,rural,2060,baseline,GWh,768.58
11,grid_new,urban,2060,baseline,GWh,546.78
11,sa_pv,rural,2060,baseline,GWh,0.13
11,sa_pv,urban,2060,baseline,GWh,0.0
11,mg_pv_hybrid,rural,2060,baseline,GWh,0.73
11,mg_pv_hybrid,urban,2060,baseline,GWh,0.0
11,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
11,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
11,mg_hydro,rural,2060,baseline,GWh,0.0
11,mg_hydro,urban,2060,baseline,GWh,0.0
11,unelectrified,rural,2060,baseline,GWh,121.54
11,unelectrified,urban,2060,baseline,GWh,0.0
12,grid_existing,rural,2060,baseline,GWh,0.0
12,grid_existing,urban,2060,baseline,GWh,109.44
12,grid_new,rural,2060,baseline,GWh,42.57
12,grid_new,urban,2060,baseline,GWh,33.05
12,sa_pv,rural,2060,baseline,GWh,0.01
12,sa_pv,urban,2060,baseline,GWh,0.0
12,mg_pv_hybrid,rural,2060,baseline,GWh,0.35
12,mg_pv_hybrid,urban,2060,baseline,GWh,0.0
12,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
12,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
12,mg_hydro,rural,2060,baseline,GWh,0.0
12,mg_hydro,urban,2060,baseline,GWh,0.0
12,unelectrified,rural,2060,baseline,GWh,13.23
12,unelectrified,urban,2060,baseline,GWh,0.0
13,grid_existing,rural,2060,baseline,GWh,0.0
13,grid_existing,urban,2060,baseline,GWh,798.39
13,grid_new,rural,2060,baseline,GWh,490.17
13,grid_new,urban,2060,baseline,GWh,490.45
13,sa_pv,rural,2060,baseline,GWh,1.54
13,sa_pv,urban,2060,baseline,GWh,0.04
13,mg_pv_hybrid,rural,2060,baseline,GWh,15.25
13,mg_pv_hybrid,urban,2060,baseline,GWh,0.0
13,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
13,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
13,mg_hydro,rural,2060,baseline,GWh,0.42
13,mg_hydro,urban,2060,baseline,GWh,0.0
13,unelectrified,rural,2060,baseline,GWh,23.41
13,unelectrified,urban,2060,baseline,GWh,0.0
14,grid_existing,rural,2060,baseline,GWh,0.0
14,grid_existing,urban,2060,baseline,GWh,54.07
14,grid_new,rural,2060,baseline,GWh,376.58
14,grid_new,urban,2060,baseline,GWh,284.5
14,sa_pv,rural,2060,baseline,GWh,2.78
14,sa_pv,urban,2060,baseline,GWh,0.0
14,mg_pv_hybrid,rural,2060,baseline,GWh,38.59
14,mg_pv_hybrid,urban,2060,baseline,GWh,25.03
14,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
14,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
14,mg_hydro,rural,2060,baseline,GWh,0.04
14,mg_hydro,urban,2060,baseline,GWh,0.0
14,unelectrified,rural,2060,baseline,GWh,15.5
14,unelectrified,urban,2060,baseline,GWh,0.0
15,grid_existing,rural,2060,baseline,GWh,0.0
15,grid_existing,urban,2060,baseline,GWh,1643.21
15,grid_new,rural,2060,baseline,GWh,337.78
15,grid_new,urban,2060,baseline,GWh,702.42
15,sa_pv,rural,2060,baseline,GWh,1.23
15,sa_pv,urban,2060,baseline,GWh,0.0
15,mg_pv_hybrid,rural,2060,baseline,GWh,17.44
15,mg_pv_hybrid,urban,2060,baseline,GWh,0.0
15,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
15,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
15,mg_hydro,rural,2060,baseline,GWh,0.02
15,mg_hydro,urban,2060,baseline,GWh,0.0
15,unelectrified,rural,2060,baseline,GWh,6446.61
15,unelectrified,urban,2060,baseline,GWh,1181.09
16,grid_existing,rural,2060,baseline,GWh,0.0
16,grid_existing,urban,2060,baseline,GWh,1059.3
16,grid_new,rural,2060,baseline,GWh,348.42
16,grid_new,urban,2060,baseline,GWh,1346.04
16,sa_pv,rural,2060,baseline,GWh,3.01
16,sa_pv,urban,2060,baseline,GWh,0.0
16,mg_pv_hybrid,rural,2060,baseline,GWh,35.2
16,mg_pv_hybrid,urban,2060,baseline,GWh,15.11
16,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
16,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
16,mg_hydro,rural,2060,baseline,GWh,1.28
16,mg_hydro,urban,2060,baseline,GWh,0.0
16,unelectrified,rural,2060,baseline,GWh,6339.77
16,unelectrified,urban,2060,baseline,GWh,241.38
17,grid_existing,rural,2060,baseline,GWh,0.0
17,grid_existing,urban,2060,baseline,GWh,1015.22
17,grid_new,rural,2060,baseline,GWh,1208.75
17,grid_new,urban,2060,baseline,GWh,1963.14
17,sa_pv,rural,2060,baseline,GWh,6.66
17,sa_pv,urban,2060,baseline,GWh,0.0
17,mg_pv_hybrid,rural,2060,baseline,GWh,18.41
17,mg_pv_hybrid,urban,2060,baseline,GWh,3.28
17,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
17,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
17,mg_hydro,rural,2060,baseline,GWh,0.05
17,mg_hydro,urban,2060,baseline,GWh,0.0
17,unelectrified,rural,2060,baseline,GWh,19.44
17,unelectrified,urban,2060,baseline,GWh,0.0
18,grid_existing,rural,2060,baseline,GWh,0.0
18,grid_existing,urban,2060,baseline,GWh,274.18
18,grid_new,rural,2060,baseline,GWh,147.53
18,grid_new,urban,2060,baseline,GWh,293.18
18,sa_pv,rural,2060,baseline,GWh,1.71
18,sa_pv,urban,2060,baseline,GWh,0.0
18,mg_pv_hybrid,rural,2060,baseline,GWh,5.34
18,mg_pv_hybrid,urban,2060,baseline,GWh,0.0
18,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
18,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
18,mg_hydro,rural,2060,baseline,GWh,0.07
18,mg_hydro,urban,2060,baseline,GWh,0.0
18,unelectrified,rural,2060,baseline,GWh,7.58
18,unelectrified,urban,2060,baseline,GWh,0.0
19,grid_existing,rural,2060,baseline,GWh,0.0
19,grid_existing,urban,2060,baseline,GWh,17.46
19,grid_new,rural,2060,baseline,GWh,56.03
19,grid_new,urban,2060,baseline,GWh,82.33
19,sa_pv,rural,2060,baseline,GWh,0.61
19,sa_pv,urban,2060,baseline,GWh,0.0
19,mg_pv_hybrid,rural,2060,baseline,GWh,0.01
19,mg_pv_hybrid,urban,2060,baseline,GWh,0.0
19,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
19,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
19,mg_hydro,rural,2060,baseline,GWh,0.0
19,mg_hydro,urban,2060,baseline,GWh,0.0
19,unelectrified,rural,2060,baseline,GWh,0.94
19,unelectrified,urban,2060,baseline,GWh,0.0
20,grid_existing,rural,2060,baseline,GWh,0.0
20,grid_existing,urban,2060,baseline,GWh,776.84
20,grid_new,rural,2060,baseline,GWh,1050.23
20,grid_new,urban,2060,baseline,GWh,531.55
20,sa_pv,rural,2060,baseline,GWh,1.86
20,sa_pv,urban,2060,baseline,GWh,0.0
20,mg_pv_hybrid,rural,2060,baseline,GWh,16.96
20,mg_pv_hybrid,urban,2060,baseline,GWh,1.54
20,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
20,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
20,mg_hydro,rural,2060,baseline,GWh,0.0
20,mg_hydro,urban,2060,baseline,GWh,0.0
20,unelectrified,rural,2060,baseline,GWh,159.22
20,unelectrified,urban,2060,baseline,GWh,22.84
21,grid_existing,rural,2060,baseline,GWh,0.0
21,grid_existing,urban,2060,baseline,GWh,0.0
21,grid_new,rural,2060,baseline,GWh,128.97
21,grid_new,urban,2060,baseline,GWh,40.19
21,sa_pv,rural,2060,baseline,GWh,0.52
21,sa_pv,urban,2060,baseline,GWh,0.0
21,mg_pv_hybrid,rural,2060,baseline,GWh,19.01
21,mg_pv_hybrid,urban,2060,baseline,GWh,0.0
21,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
21,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
21,mg_hydro,rural,2060,baseline,GWh,0.0
21,mg_hydro,urban,2060,baseline,GWh,0.0
21,unelectrified,rural,2060,baseline,GWh,8.42
21,unelectrified,urban,2060,baseline,GWh,0.0
22,grid_existing,rural,2060,baseline,GWh,0.0
22,grid_existing,urban,2060,baseline,GWh,1148.43
22,grid_new,rural,2060,baseline,GWh,1625.79
22,grid_new,urban,2060,baseline,GWh,578.3
22,sa_pv,rural,2060,baseline,GWh,0.71
22,sa_pv,urban,2060,baseline,GWh,0.0
22,mg_pv_hybrid,rural,2060,baseline,GWh,25.38
22,mg_pv_hybrid,urban,2060,baseline,GWh,1.2
22,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
22,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
22,mg_hydro,rural,2060,baseline,GWh,0.0
22,mg_hydro,urban,2060,baseline,GWh,0.0
22,unelectrified,rural,2060,baseline,GWh,247.68
22,unelectrified,urban,2060,baseline,GWh,0.0
23,grid_existing,rural,2060,baseline,GWh,0.0
23,grid_existing,urban,2060,baseline,GWh,1219.49
23,grid_new,rural,2060,baseline,GWh,986.66
23,grid_new,urban,2060,baseline,GWh,828.49
23,sa_pv,rural,2060,baseline,GWh,22.33
23,sa_pv,urban,2060,baseline,GWh,0.0
23,mg_pv_hybrid,rural,2060,baseline,GWh,101.08
23,mg_pv_hybrid,urban,2060,baseline,GWh,18.76
23,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
23,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
23,mg_hydro,rural,2060,baseline,GWh,1.06
23,mg_hydro,urban,2060,baseline,GWh,0.0
23,unelectrified,rural,2060,baseline,GWh,24.17
23,unelectrified,urban,2060,baseline,GWh,0.0
24,grid_existing,rural,2060,baseline,GWh,0.0
24,grid_existing,urban,2060,baseline,GWh,24.86
24,grid_new,rural,2060,baseline,GWh,46.63
24,grid_new,urban,2060,baseline,GWh,7.78
24,sa_pv,rural,2060,baseline,GWh,3.45
24,sa_pv,urban,2060,baseline,GWh,0.0
24,mg_pv_hybrid,rural,2060,baseline,GWh,18.85
24,mg_pv_hybrid,urban,2060,baseline,GWh,0.78
24,mg_wind_hybrid,rural,2060,baseline,GWh,0.0
24,mg_wind_hybrid,urban,2060,baseline,GWh,0.0
24,mg_hydro,rural,2060,baseline,GWh,0.0
24,mg_hydro,urban,2060,baseline,GWh,0.0
24,unelectrified,rural,2060,baseline,GWh,1.7
24,unelectrified,urban,2060,baseline,GWh,0.0
1,grid_existing,rural,2020,improved_access,GWh,5.2
1,grid_existing,urban,2020,improved_access,GWh,0.0
1,grid_new,rural,2020,improved_access,GWh,0.0
1,grid_new,urban,2020,improved_access,GWh,0.0
1,sa_pv,rural,2020,improved_access,GWh,0.0
1,sa_pv,urban,2020,improved_access,GWh,0.0
1,mg_pv_hybrid,rural,2020,improved_access,GWh,0.0
