"BCU","isurban","year","month","unit","mess_sect","value"
1,0,2020,1,"GWh/mth","agri",0
1,0,2020,1,"GWh/mth","crop",0.00412967835182284
1,0,2020,1,"GWh/mth","ind_man",0.123936790290724
1,0,2020,1,"GWh/mth","res_com",0.335003422432714
1,0,2020,2,"GWh/mth","agri",0
1,0,2020,2,"GWh/mth","crop",0.00236740477202273
1,0,2020,2,"GWh/mth","ind_man",0.120502369907843
1,0,2020,2,"GWh/mth","res_com",0.326883265169972
1,0,2020,3,"GWh/mth","agri",5.39733002355748e-08
1,0,2020,3,"GWh/mth","crop",0.00157826984801515
1,0,2020,3,"GWh/mth","ind_man",0.117625396255614
1,0,2020,3,"GWh/mth","res_com",0.320016548252505
1,0,2020,4,"GWh/mth","agri",0.00821075794027768
1,0,2020,4,"GWh/mth","crop",0
1,0,2020,4,"GWh/mth","ind_man",0.114970098305151
1,0,2020,4,"GWh/mth","res_com",0.313615381130385
1,0,2020,5,"GWh/mth","agri",0.0023249469976756
1,0,2020,5,"GWh/mth","crop",0
1,0,2020,5,"GWh/mth","ind_man",0.111198566843726
1,0,2020,5,"GWh/mth","res_com",0.304696054372488
1,0,2020,6,"GWh/mth","agri",0.000436674086947086
1,0,2020,6,"GWh/mth","crop",0
1,0,2020,6,"GWh/mth","ind_man",0.108607679108398
1,0,2020,6,"GWh/mth","res_com",0.298523402576396
1,0,2020,7,"GWh/mth","agri",0.000509758624541173
1,0,2020,7,"GWh/mth","crop",0
1,0,2020,7,"GWh/mth","ind_man",0.108229319562694
1,0,2020,7,"GWh/mth","res_com",0.297660100195399
1,0,2020,8,"GWh/mth","agri",0.00116473287645464
1,0,2020,8,"GWh/mth","crop",0
1,0,2020,8,"GWh/mth","ind_man",0.111071417496559
1,0,2020,8,"GWh/mth","res_com",0.304313442077519
1,0,2020,9,"GWh/mth","agri",0.005091576475915
1,0,2020,9,"GWh/mth","crop",0
1,0,2020,9,"GWh/mth","ind_man",0.115096984229327
1,0,2020,9,"GWh/mth","res_com",0.314002654326811
1,0,2020,10,"GWh/mth","agri",0.00665885516760708
1,0,2020,10,"GWh/mth","crop",0
1,0,2020,10,"GWh/mth","ind_man",0.117864084769391
1,0,2020,10,"GWh/mth","res_com",0.320707476002981
1,0,2020,11,"GWh/mth","agri",0.00273014866132079
1,0,2020,11,"GWh/mth","crop",2.50042176798375e-08
1,0,2020,11,"GWh/mth","ind_man",0.120402577318284
1,0,2020,11,"GWh/mth","res_com",0.326341045298015
1,0,2020,12,"GWh/mth","agri",0.00193954281886926
1,0,2020,12,"GWh/mth","crop",2.29205328731844e-08
1,0,2020,12,"GWh/mth","ind_man",0.124130616906961
1,0,2020,12,"GWh/mth","res_com",0.335209803380795
1,0,2030,1,"GWh/mth","agri",0.00193817090671671
1,0,2030,1,"GWh/mth","crop",0.0206789220220588
1,0,2030,1,"GWh/mth","ind_man",0.961912710334292
1,0,2030,1,"GWh/mth","res_com",2.44965359302967
1,0,2030,2,"GWh/mth","agri",0.00193817090653161
1,0,2030,2,"GWh/mth","crop",0.01185554507597
1,0,2030,2,"GWh/mth","ind_man",0.935257085227534
1,0,2030,2,"GWh/mth","res_com",2.38709596931622
1,0,2030,3,"GWh/mth","agri",0.00193817090656105
1,0,2030,3,"GWh/mth","crop",0.00790369671731332
1,0,2030,3,"GWh/mth","ind_man",0.912927980876164
1,0,2030,3,"GWh/mth","res_com",2.33431678532571
1,0,2030,4,"GWh/mth","agri",0.0375637943158717
1,0,2030,4,"GWh/mth","crop",0
1,0,2030,4,"GWh/mth","ind_man",0.892319371904736
1,0,2030,4,"GWh/mth","res_com",2.28522748816973
1,0,2030,5,"GWh/mth","agri",0.00802630951334986
1,0,2030,5,"GWh/mth","crop",0
1,0,2030,5,"GWh/mth","ind_man",0.863047320872434
1,0,2030,5,"GWh/mth","res_com",2.21651927171669
1,0,2030,6,"GWh/mth","agri",0.00193867359075687
1,0,2030,6,"GWh/mth","crop",0
1,0,2030,6,"GWh/mth","ind_man",0.842938619995033
1,0,2030,6,"GWh/mth","res_com",2.16905521934012
1,0,2030,7,"GWh/mth","agri",0.00196983149625808
1,0,2030,7,"GWh/mth","crop",0
1,0,2030,7,"GWh/mth","ind_man",0.840002051642444
1,0,2030,7,"GWh/mth","res_com",2.16234625652921
1,0,2030,8,"GWh/mth","agri",0.00350668930336155
1,0,2030,8,"GWh/mth","crop",0
1,0,2030,8,"GWh/mth","ind_man",0.862060474489986
1,0,2030,8,"GWh/mth","res_com",2.21372815919494
1,0,2030,9,"GWh/mth","agri",0.0207448933860206
1,0,2030,9,"GWh/mth","crop",0
1,0,2030,9,"GWh/mth","ind_man",0.89330417377786
1,0,2030,9,"GWh/mth","res_com",2.28805274752299
1,0,2030,10,"GWh/mth","agri",0.0327608671651681
1,0,2030,10,"GWh/mth","crop",0
1,0,2030,10,"GWh/mth","ind_man",0.914780518082219
1,0,2030,10,"GWh/mth","res_com",2.33940649342152
1,0,2030,11,"GWh/mth","agri",0.00739488395609071
1,0,2030,11,"GWh/mth","crop",1.25466578319886e-07
1,0,2030,11,"GWh/mth","ind_man",0.934482563311417
1,0,2030,11,"GWh/mth","res_com",2.3834807278766
1,0,2030,12,"GWh/mth","agri",0.00199251377595824
1,0,2030,12,"GWh/mth","crop",1.15011030126562e-07
1,0,2030,12,"GWh/mth","ind_man",0.963417060134887
1,0,2030,12,"GWh/mth","res_com",2.45170485223443
1,0,2040,1,"GWh/mth","agri",0.00226594679978079
1,0,2040,1,"GWh/mth","crop",0.0358846391119002
1,0,2040,1,"GWh/mth","ind_man",1.55073746551961
1,0,2040,1,"GWh/mth","res_com",3.94596131510866
1,0,2040,2,"GWh/mth","agri",0.00226594679836535
1,0,2040,2,"GWh/mth","crop",0.020575502927554
1,0,2040,2,"GWh/mth","ind_man",1.50776487967496
1,0,2040,2,"GWh/mth","res_com",3.84626342837258
1,0,2040,3,"GWh/mth","agri",0.00226594679840669
1,0,2040,3,"GWh/mth","crop",0.0137170019517027
1,0,2040,3,"GWh/mth","ind_man",1.47176724879104
1,0,2040,3,"GWh/mth","res_com",3.76199376169169
1,0,2040,4,"GWh/mth","agri",0.0451117605157681
1,0,2040,4,"GWh/mth","crop",0
1,0,2040,4,"GWh/mth","ind_man",1.43854329645016
1,0,2040,4,"GWh/mth","res_com",3.6834742066176
1,0,2040,5,"GWh/mth","agri",0.0095972073424124
1,0,2040,5,"GWh/mth","crop",0
1,0,2040,5,"GWh/mth","ind_man",1.39135266705031
1,0,2040,5,"GWh/mth","res_com",3.57395834220762
1,0,2040,6,"GWh/mth","agri",0.00227174729075221
1,0,2040,6,"GWh/mth","crop",0
1,0,2040,6,"GWh/mth","ind_man",1.35893463628879
1,0,2040,6,"GWh/mth","res_com",3.4982015097757
1,0,2040,7,"GWh/mth","agri",0.00232475272780003
1,0,2040,7,"GWh/mth","crop",0
1,0,2040,7,"GWh/mth","ind_man",1.35420047848476
1,0,2040,7,"GWh/mth","res_com",3.48758442914826
1,0,2040,8,"GWh/mth","agri",0.00452583921877468
1,0,2040,8,"GWh/mth","crop",0
1,0,2040,8,"GWh/mth","ind_man",1.38976173302736
1,0,2040,8,"GWh/mth","res_com",3.56931912958531
1,0,2040,9,"GWh/mth","agri",0.0259821650727225
1,0,2040,9,"GWh/mth","crop",0
1,0,2040,9,"GWh/mth","ind_man",1.44013093443889
