"BCU","isurban","year","month","unit","mess_sect","value"
1,0,2020,1,"GWh/mth","agri",0
1,0,2020,1,"GWh/mth","crop",0.184745151285789
1,0,2020,1,"GWh/mth","ind_man",0.126404901573921
1,0,2020,1,"GWh/mth","res_com",0.45247037523468
1,0,2020,2,"GWh/mth","agri",0
1,0,2020,2,"GWh/mth","crop",0.0963351076948815
1,0,2020,2,"GWh/mth","ind_man",0.122902087200214
1,0,2020,2,"GWh/mth","res_com",0.447805822468673
1,0,2020,3,"GWh/mth","agri",2.48428665299118e-05
1,0,2020,3,"GWh/mth","crop",0.064223405129921
1,0,2020,3,"GWh/mth","ind_man",0.119967820704465
1,0,2020,3,"GWh/mth","res_com",0.443026915367701
1,0,2020,4,"GWh/mth","agri",0.000421591764899153
1,0,2020,4,"GWh/mth","crop",0
1,0,2020,4,"GWh/mth","ind_man",0.117259644421293
1,0,2020,4,"GWh/mth","res_com",0.435726162675915
1,0,2020,5,"GWh/mth","agri",0.000114000153446359
1,0,2020,5,"GWh/mth","crop",0
1,0,2020,5,"GWh/mth","ind_man",0.113413005646431
1,0,2020,5,"GWh/mth","res_com",0.43184759462889
1,0,2020,6,"GWh/mth","agri",0.000112753195636412
1,0,2020,6,"GWh/mth","crop",0
1,0,2020,6,"GWh/mth","ind_man",0.11077052226111
1,0,2020,6,"GWh/mth","res_com",0.428052310889471
1,0,2020,7,"GWh/mth","agri",0.00029914726808416
1,0,2020,7,"GWh/mth","crop",0
1,0,2020,7,"GWh/mth","ind_man",0.11038462795949
1,0,2020,7,"GWh/mth","res_com",0.42818919496671
1,0,2020,8,"GWh/mth","agri",0.00523547550617893
1,0,2020,8,"GWh/mth","crop",0
1,0,2020,8,"GWh/mth","ind_man",0.11328332421224
1,0,2020,8,"GWh/mth","res_com",0.430610253937013
1,0,2020,9,"GWh/mth","agri",0.0202328797264072
1,0,2020,9,"GWh/mth","crop",0
1,0,2020,9,"GWh/mth","ind_man",0.117389057186614
1,0,2020,9,"GWh/mth","res_com",0.438805682059823
1,0,2020,10,"GWh/mth","agri",0.0262231361644213
1,0,2020,10,"GWh/mth","crop",2.02332197894642e-06
1,0,2020,10,"GWh/mth","ind_man",0.120211262526865
1,0,2020,10,"GWh/mth","res_com",0.446165834445701
1,0,2020,11,"GWh/mth","agri",0.00988677003203696
1,0,2020,11,"GWh/mth","crop",1.91987268671039e-06
1,0,2020,11,"GWh/mth","ind_man",0.122800307313617
1,0,2020,11,"GWh/mth","res_com",0.439473441529964
1,0,2020,12,"GWh/mth","agri",0.00696452693173955
1,0,2020,12,"GWh/mth","crop",1.75988329615119e-06
1,0,2020,12,"GWh/mth","ind_man",0.126602588106633
1,0,2020,12,"GWh/mth","res_com",0.445724804693561
1,0,2030,1,"GWh/mth","agri",0.010505482574162
1,0,2030,1,"GWh/mth","crop",1.13368297564589
