node_loc,technology,year_act,time,value,unit
R12_AFR,hp_el_i,2030,year,0.081,GWa
R12_AFR,hp_el_i,2040,year,0.121,GWa
R12_AFR,hp_el_i,2050,year,0.166,GWa
R12_AFR,hp_el_i,2060,year,0.229,GWa
R12_AFR,hp_el_i,2070,year,0.319,GWa
R12_AFR,hp_el_i,2080,year,0.451,GWa
R12_AFR,hp_el_i,2090,year,0.645,GWa
R12_AFR,hp_el_i,2100,year,0.934,GWa
R12_AFR,hp_el_i,2110,year,1.389,GWa
R12_AFR,hp_el_i,2035,year,0.104,GWa
R12_AFR,hp_el_i,2045,year,0.142,GWa
R12_AFR,hp_el_i,2055,year,0.195,GWa
R12_EEU,hp_el_i,2030,year,0.054,GWa
R12_EEU,hp_el_i,2040,year,0.05,GWa
R12_EEU,hp_el_i,2050,year,0.049,GWa
R12_EEU,hp_el_i,2060,year,0.051,GWa
R12_EEU,hp_el_i,2070,year,0.053,GWa
R12_EEU,hp_el_i,2080,year,0.056,GWa
R12_EEU,hp_el_i,2090,year,0.061,GWa
R12_EEU,hp_el_i,2100,year,0.068,GWa
R12_EEU,hp_el_i,2110,year,0.076,GWa
R12_EEU,hp_el_i,2035,year,0.051,GWa
R12_EEU,hp_el_i,2045,year,0.049,GWa
R12_EEU,hp_el_i,2055,year,0.05,GWa
R12_FSU,hp_el_i,2030,year,0.242,GWa
R12_FSU,hp_el_i,2040,year,0.149,GWa
R12_FSU,hp_el_i,2050,year,0.132,GWa
R12_FSU,hp_el_i,2060,year,0.124,GWa
R12_FSU,hp_el_i,2070,year,0.124,GWa
R12_FSU,hp_el_i,2080,year,0.134,GWa
R12_FSU,hp_el_i,2090,year,0.152,GWa
R12_FSU,hp_el_i,2100,year,0.181,GWa
R12_FSU,hp_el_i,2110,year,0.226,GWa
R12_FSU,hp_el_i,2035,year,0.163,GWa
R12_FSU,hp_el_i,2045,year,0.138,GWa
R12_FSU,hp_el_i,2055,year,0.127,GWa
R12_LAM,hp_el_i,2030,year,0.256,GWa
R12_LAM,hp_el_i,2040,year,0.288,GWa
R12_LAM,hp_el_i,2050,year,0.328,GWa
R12_LAM,hp_el_i,2060,year,0.372,GWa
R12_LAM,hp_el_i,2070,year,0.422,GWa
R12_LAM,hp_el_i,2080,year,0.477,GWa
R12_LAM,hp_el_i,2090,year,0.537,GWa
R12_LAM,hp_el_i,2100,year,0.604,GWa
R12_LAM,hp_el_i,2110,year,0.693,GWa
R12_LAM,hp_el_i,2035,year,0.271,GWa
R12_LAM,hp_el_i,2045,year,0.307,GWa
R12_LAM,hp_el_i,2055,year,0.349,GWa
R12_MEA,hp_el_i,2030,year,0.51,GWa
R12_MEA,hp_el_i,2040,year,0.627,GWa
R12_MEA,hp_el_i,2050,year,0.738,GWa
R12_MEA,hp_el_i,2060,year,0.842,GWa
R12_MEA,hp_el_i,2070,year,0.933,GWa
R12_MEA,hp_el_i,2080,year,0.999,GWa
R12_MEA,hp_el_i,2090,year,1.044,GWa
R12_MEA,hp_el_i,2100,year,1.072,GWa
R12_MEA,hp_el_i,2110,year,1.105,GWa
R12_MEA,hp_el_i,2035,year,0.568,GWa
R12_MEA,hp_el_i,2045,year,0.684,GWa
R12_MEA,hp_el_i,2055,year,0.791,GWa
R12_NAM,hp_el_i,2030,year,0.558,GWa
R12_NAM,hp_el_i,2040,year,0.477,GWa
R12_NAM,hp_el_i,2050,year,0.476,GWa
R12_NAM,hp_el_i,2060,year,0.484,GWa
R12_NAM,hp_el_i,2070,year,0.502,GWa
R12_NAM,hp_el_i,2080,year,0.525,GWa
R12_NAM,hp_el_i,2090,year,0.553,GWa
R12_NAM,hp_el_i,2100,year,0.587,GWa
R12_NAM,hp_el_i,2110,year,0.634,GWa
R12_NAM,hp_el_i,2035,year,0.482,GWa
R12_NAM,hp_el_i,2045,year,0.474,GWa
R12_NAM,hp_el_i,2055,year,0.479,GWa
R12_PAO,hp_el_i,2030,year,0.083,GWa
R12_PAO,hp_el_i,2040,year,0.067,GWa
R12_PAO,hp_el_i,2050,year,0.062,GWa
R12_PAO,hp_el_i,2060,year,0.061,GWa
R12_PAO,hp_el_i,2070,year,0.064,GWa
R12_PAO,hp_el_i,2080,year,0.07,GWa
R12_PAO,hp_el_i,2090,year,0.08,GWa
R12_PAO,hp_el_i,2100,year,0.095,GWa
R12_PAO,hp_el_i,2110,year,0.115,GWa
R12_PAO,hp_el_i,2035,year,0.072,GWa
R12_PAO,hp_el_i,2045,year,0.064,GWa
R12_PAO,hp_el_i,2055,year,0.06,GWa
R12_PAS,hp_el_i,2030,year,0.27,GWa
R12_PAS,hp_el_i,2040,year,0.325,GWa
R12_PAS,hp_el_i,2050,year,0.356,GWa
R12_PAS,hp_el_i,2060,year,0.384,GWa
R12_PAS,hp_el_i,2070,year,0.41,GWa
R12_PAS,hp_el_i,2080,year,0.434,GWa
R12_PAS,hp_el_i,2090,year,0.457,GWa
R12_PAS,hp_el_i,2100,year,0.48,GWa
R12_PAS,hp_el_i,2110,year,0.513,GWa
R12_PAS,hp_el_i,2035,year,0.305,GWa
R12_PAS,hp_el_i,2045,year,0.341,GWa
R12_PAS,hp_el_i,2055,year,0.37,GWa
